time_s,profile_name,target_rad,target_deg,target_vel_rad_s,target_vel_deg_s,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,tracking_error_rad,tracking_error_deg,pole_q_rad,pole_q_deg,pole_lift_deg,pole_qd_rad_s,pole_qd_deg_s,actuator_force_nm,qfrc_actuator_nm
0.000000,sine_60deg_1hz,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000014,0.000000,-0.0000000000,-0.000000,-0.0000000003,-0.000000,0.000000,-0.0000001488,-0.000009,0.0000000000,0.0000000000
0.002000,sine_60deg_1hz,0.0131591262,0.753962,6.5795630970,376.981197,0.0000968005,0.005546,0.0484002688,2.773131,0.0130623257,0.748416,-0.0000668646,-0.003831,0.003831,-0.0334321479,-1.915521,0.0657956295,0.0657956295
0.004000,sine_60deg_1hz,0.0263161744,1.507806,6.5785241078,376.921667,0.0002960542,0.016963,0.0996268502,5.708198,0.0260201202,1.490843,-0.0002044430,-0.011714,0.011714,-0.0687892219,-3.941332,0.0826966006,0.0826966006
0.006000,sine_60deg_1hz,0.0394690670,2.261411,6.5764462933,376.802617,0.0005973477,0.034226,0.1506467304,8.631422,0.0388717193,2.227185,-0.0004123597,-0.023626,0.023626,-0.1039583137,-5.956373,0.0962382136,0.0962382136
0.008000,sine_60deg_1hz,0.0526157270,3.014659,6.5733299816,376.624065,0.0009998563,0.057288,0.2012543113,11.531023,0.0516158706,2.957372,-0.0006899199,-0.039530,0.039530,-0.1387801420,-7.951516,0.1094451659,0.1094451659
0.010000,sine_60deg_1hz,0.0657540783,3.767431,6.5691756650,376.386040,0.0015027193,0.086099,0.2514314708,14.405962,0.0642513590,3.681332,-0.0010363703,-0.059380,0.059380,-0.1732251538,-9.925070,0.1225167986,0.1225167986
0.012000,sine_60deg_1hz,0.0788820463,4.519608,6.5639839994,376.088580,0.0021050644,0.120611,0.3011725557,17.255916,0.0767769819,4.398997,-0.0014509155,-0.083131,0.083131,-0.2072726167,-11.875846,0.1354651643,0.1354651643
0.014000,sine_60deg_1hz,0.0919975579,5.271072,6.5577558047,375.731731,0.0028060099,0.160773,0.3504727800,20.080611,0.0891915480,5.110299,-0.0019327207,-0.110737,0.110737,-0.2409026159,-13.802703,0.1482899119,0.1482899119
0.016000,sine_60deg_1hz,0.1050985420,6.021703,6.5504920642,375.315549,0.0036046649,0.206532,0.3993274579,22.879778,0.1014938772,5.815171,-0.0024809118,-0.142146,0.142146,-0.2740955367,-15.704517,0.1609898804,0.1609898804
0.018000,sine_60deg_1hz,0.1181829299,6.771383,6.5421939252,374.840101,0.0045001288,0.257838,0.4477319527,25.653151,0.1136828011,6.513545,-0.0030945759,-0.177306,0.177306,-0.3068320415,-17.580181,0.1735638672,0.1735638672
0.020000,sine_60deg_1hz,0.1312486553,7.519994,6.5328626978,374.305461,0.0054914921,0.314639,0.4956816750,28.400468,0.1257571632,7.205355,-0.0037727620,-0.216163,0.216163,-0.3390930804,-19.428602,0.1860106799,0.1860106799
0.022000,sine_60deg_1hz,0.1442936550,8.267417,6.5224998558,373.711714,0.0065778363,0.376882,0.5431720833,31.121468,0.1377158187,7.890535,-0.0045144818,-0.258661,0.258661,-0.3708599027,-21.248707,0.1983291394,0.1983291394
