time_s,profile_name,target_rad,target_deg,target_vel_rad_s,target_vel_deg_s,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,tracking_error_rad,tracking_error_deg,pole_q_rad,pole_q_deg,pole_lift_deg,pole_qd_rad_s,pole_qd_deg_s,actuator_force_nm,qfrc_actuator_nm
0.000000,sine_60deg_1hz,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000019,0.000000,-0.0000000000,-0.000000,-0.0000000003,-0.000000,0.000000,-0.0000001491,-0.000009,0.0000000000,0.0000000000
0.002000,sine_60deg_1hz,0.0131591262,0.753962,6.5795630970,376.981197,0.0001284686,0.007361,0.0642342909,3.680354,0.0130306576,0.746602,-0.0000887389,-0.005084,0.005084,-0.0443692916,-2.542173,0.0657956291,0.0657956291
0.004000,sine_60deg_1hz,0.0263161744,1.507806,6.5785241078,376.921667,0.0003616774,0.020723,0.1166044248,6.680941,0.0259544970,1.487083,-0.0002497536,-0.014310,0.014310,-0.0805073729,-4.612733,0.0667042382,0.0667042382
0.006000,sine_60deg_1hz,0.0394690670,2.261411,6.5764462933,376.802617,0.0007027095,0.040262,0.1705160241,9.769849,0.0387663575,2.221149,-0.0004850716,-0.027793,0.027793,-0.1176589713,-6.741362,0.0789325230,0.0789325230
0.008000,sine_60deg_1hz,0.0526157270,3.014659,6.5733299816,376.624065,0.0011499112,0.065885,0.2236008820,12.811387,0.0514658157,2.948774,-0.0007934109,-0.045459,0.045459,-0.1541696541,-8.833271,0.0890490633,0.0890490633
0.010000,sine_60deg_1hz,0.0657540783,3.767431,6.5691756650,376.386040,0.0017024530,0.097543,0.2762708546,15.829154,0.0640516253,3.669888,-0.0011740232,-0.067267,0.067267,-0.1903061373,-10.903738,0.0994199533,0.0994199533
0.012000,sine_60deg_1hz,0.0788820463,4.519608,6.5639839994,376.088580,0.0023593487,0.135181,0.3284478865,18.818678,0.0765226976,4.384428,-0.0016260169,-0.093164,0.093164,-0.2259968522,-12.948666,0.1096271120,0.1096271120
0.014000,sine_60deg_1hz,0.0919975579,5.271072,6.5577558047,375.731731,0.0031196294,0.178742,0.3801403187,21.780436,0.0888779285,5.092330,-0.0021484772,-0.123099,0.123099,-0.2612301687,-14.967386,0.1197431593,0.1197431593
0.016000,sine_60deg_1hz,0.1050985420,6.021703,6.5504920642,375.315549,0.0039823120,0.228170,0.4313413201,24.714037,0.1011162300,5.793533,-0.0027404457,-0.157016,0.157016,-0.2959842288,-16.958647,0.1297542446,0.1297542446
0.018000,sine_60deg_1hz,0.1181829299,6.771383,6.5421939252,374.840101,0.0049464056,0.283408,0.4820467894,27.619247,0.1132365243,6.487975,-0.0034009243,-0.194859,0.194859,-0.3302393286,-18.921320,0.1396617692,0.1396617692
0.020000,sine_60deg_1hz,0.1312486553,7.519994,6.5328626978,374.305461,0.0060109100,0.344400,0.5322522013,30.495805,0.1252377453,7.175594,-0.0041288758,-0.236567,0.236567,-0.3639757516,-20.854274,0.1494644590,0.1494644590
0.022000,sine_60deg_1hz,0.1442936550,8.267417,6.5224998558,373.711714,0.0071748163,0.411087,0.5819531631,33.343460,0.1371188387,7.856331,-0.0049232241,-0.282080,0.282080,-0.3971741658,-22.756403,0.1591615237,0.1591615237
0.024000,sine_60deg_1hz,0.1573158691,9.013535,6.5111070354,373.058953,0.0084371070,0.483411,0.6311453182,36.161963,0.1488787621,8.530125,-0.0057828553,-0.331333,0.331333,-0.4298155679,-24.626618,0.1687521006,0.1687521006
