time_s,profile_name,target_rad,target_deg,target_vel_rad_s,target_vel_deg_s,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,tracking_error_rad,tracking_error_deg,pole_q_rad,pole_q_deg,pole_lift_deg,pole_qd_rad_s,pole_qd_deg_s,actuator_force_nm,qfrc_actuator_nm
0.000000,sine_60deg_1hz,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000004,0.000000,-0.0000000000,-0.000000,-0.0000000003,-0.000000,0.000000,-0.0000001481,-0.000008,0.0000000000,0.0000000000
0.002000,sine_60deg_1hz,0.0131591262,0.753962,6.5795630970,376.981197,0.0000296343,0.001698,0.0148171630,0.848961,0.0131294919,0.752264,-0.0000204704,-0.001173,0.001173,-0.0102350570,-0.586426,0.0657956305,0.0657956305
0.004000,sine_60deg_1hz,0.0263161744,1.507806,6.5785241078,376.921667,0.0001062387,0.006087,0.0383021760,2.194553,0.0262099357,1.501719,-0.0000733681,-0.004204,0.004204,-0.0264488538,-1.515408,0.1166155375,0.1166155375
0.006000,sine_60deg_1hz,0.0394690670,2.261411,6.5764462933,376.802617,0.0002396336,0.013730,0.0666974632,3.821483,0.0392294334,2.247681,-0.0001654404,-0.009479,0.009479,-0.0460361389,-2.637676,0.1585119656,0.1585119656
0.008000,sine_60deg_1hz,0.0526157270,3.014659,6.5733299816,376.624065,0.0004353045,0.024941,0.0978354501,5.605558,0.0521804225,2.989718,-0.0003004183,-0.017213,0.017213,-0.0674889559,-3.866832,0.1951830035,0.1951830035
0.010000,sine_60deg_1hz,0.0657540783,3.767431,6.5691756650,376.386040,0.0006962344,0.039891,0.1304649648,7.475092,0.0650578439,3.727540,-0.0004802821,-0.027518,0.027518,-0.0899319054,-5.152719,0.2287584188,0.2287584188
0.012000,sine_60deg_1hz,0.0788820463,4.519608,6.5639839994,376.088580,0.0010239605,0.058669,0.1638630117,9.388659,0.0778580858,4.460940,-0.0007059905,-0.040450,0.040450,-0.1128542136,-6.466070,0.2604640945,0.2604640945
0.014000,sine_60deg_1hz,0.0919975579,5.271072,6.5577558047,375.731731,0.0014191825,0.081313,0.1976110198,11.322277,0.0905783754,5.189759,-0.0009779012,-0.056030,0.056030,-0.1359553146,-7.789666,0.2910049755,0.2910049755
0.016000,sine_60deg_1hz,0.1050985420,6.021703,6.5504920642,375.315549,0.0018821143,0.107837,0.2314658844,13.262018,0.1032164278,5.913866,-0.0012960129,-0.074256,0.074256,-0.1590558562,-9.113229,0.3207857778,0.3207857778
0.018000,sine_60deg_1hz,0.1181829299,6.771383,6.5421939252,374.840101,0.0024126856,0.138237,0.2652856425,15.199748,0.1157702443,6.633146,-0.0016601057,-0.095117,0.095117,-0.1820464124,-10.430491,0.3500381936,0.3500381936
0.020000,sine_60deg_1hz,0.1312486553,7.519994,6.5328626978,374.305461,0.0030106588,0.172498,0.2989866368,17.130672,0.1282379964,7.347496,-0.0020698216,-0.118592,0.118592,-0.2048579271,-11.737495,0.3788942061,0.3788942061
0.022000,sine_60deg_1hz,0.1442936550,8.267417,6.5224998558,373.711714,0.0036756965,0.210602,0.3325188276,19.051925,0.1406179585,8.056816,-0.0025247109,-0.144655,0.144655,-0.2274446834,-13.031620,0.4074283440,0.4074283440
0.024000,sine_60deg_1hz,0.1573158691,9.013535,6.5111070354,373.058953,0.0044073996,0.252525,0.3658515643,20.961751,0.1529084694,8.761010,-0.0030242599,-0.173277,0.173277,-0.2497744910,-14.311024,0.4356820352,0.4356820352
0.026000,sine_60deg_1hz,0.1703132411,9.758230,6.4986860357,372.347282,0.0052053304,0.298243,0.3989653848,22.859033,0.1651079107,9.459986,-0.0035679060,-0.204426,0.204426,-0.2718230345,-15.574313,0.4636776432,0.4636776432
0.028000,sine_60deg_1hz,0.1832837188,10.501384,6.4852388181,371.576813,0.0060690250,0.347730,0.4318472898,24.743027,0.1772146938,10.153654,-0.0041550472,-0.238067,0.238067,-0.2935706192,-16.820357,0.4914265571,0.4914265571
0.030000,sine_60deg_1hz,0.1962252538,11.242879,6.4707675062,370.747668,0.0069980010,0.400956,0.4644880192,26.613203,0.1892272528,10.841923,-0.0047850478,-0.274163,0.274163,-0.3150002985,-18.048188,0.5189338543,0.5189338543
0.032000,sine_60deg_1hz,0.2091358025,11.982599,6.4552743850,369.859978,0.0079917620,0.457894,0.4968804829,28.469155,0.2011440406,11.524705,-0.0054572414,-0.312677,0.312677,-0.3360967985,-19.256928,0.5462009886,0.5462009886
0.034000,sine_60deg_1hz,0.2220133263,12.720427,6.4387619012,368.913882,0.0090497997,0.518515,0.5290188565,30.310548,0.2129635267,12.201911,-0.0061709332,-0.353568,0.353568,-0.3568459005,-20.445764,0.5732273390,0.5732273390
0.036000,sine_60deg_1hz,0.2348557917,13.456246,6.4212326623,367.909531,0.0101715958,0.582790,0.5608980605,32.137092,0.2246841959,12.873456,-0.0069254014,-0.396796,0.396796,-0.3772340888,-21.613921,0.6000111035,0.6000111035
0.038000,sine_60deg_1hz,0.2476611705,14.189940,6.4026894363,366.847082,0.0113566227,0.650687,0.5925134602,33.948521,0.2363045478,13.539253,-0.0077198981,-0.442318,0.442318,-0.3972483500,-22.760654,0.6265498133,0.6265498133
0.040000,sine_60deg_1hz,0.2604274408,14.921393,6.3831351513,365.726704,0.0126043441,0.722176,0.6238606934,35.744585,0.2478230967,14.199218,-0.0085536502,-0.490088,0.490088,-0.4168760606,-23.885239,0.6528406305,0.6528406305
0.042000,sine_60deg_1hz,0.2731525866,15.650490,6.3625728954,364.548574,0.0139142152,0.797226,0.6549355711,37.525044,0.2592383714,14.853265,-0.0094258601,-0.540062,0.540062,-0.4361049251,-24.986972,0.6788805193,0.6788805193
0.044000,sine_60deg_1hz,0.2858345985,16.377116,6.3410059155,363.312877,0.0152856833,0.875805,0.6857340206,39.289665,0.2705489152,15.501311,-0.0103357060,-0.592192,0.592192,-0.4549229425,-26.065165,0.7046663450,0.7046663450
0.046000,sine_60deg_1hz,0.2984714737,17.101156,6.3184376172,362.019809,0.0167181874,0.957882,0.7162520531,41.038220,0.2817532863,16.143274,-0.0112823427,-0.646431,0.646431,-0.4733183902,-27.119146,0.7301949315,0.7301949315
0.048000,sine_60deg_1hz,0.3110612168,17.822495,6.2948715643,360.669573,0.0182111589,1.043423,0.7464857451,42.770483,0.2928500579,16.779072,-0.0122649024,-0.702727,0.702727,-0.4912798168,-28.148260,0.7554630941,0.7554630941
0.050000,sine_60deg_1hz,0.3236018398,18.541020,6.2703114783,359.262384,0.0197640213,1.132395,0.7764312280,44.486232,0.3038378184,17.408625,-0.0132824944,-0.761031,0.761031,-0.5087960406,-29.151866,0.7804676594,0.7804676594
0.052000,sine_60deg_1hz,0.3360913623,19.256617,6.2447612374,357.798463,0.0213761907,1.224766,0.8060846825,46.185250,0.3147151716,18.031851,-0.0143342067,-0.821290,0.821290,-0.5258561512,-30.129338,0.8052054766,0.8052054766
0.054000,sine_60deg_1hz,0.3485278120,19.969173,6.2182248763,356.278041,0.0230470754,1.320500,0.8354423358,47.867320,0.3254807366,18.648673,-0.0154191058,-0.883450,0.883450,-0.5424495125,-31.080068,0.8296734240,0.8296734240
0.056000,sine_60deg_1hz,0.3609092252,20.678575,6.1907065854,354.701360,0.0247760763,1.419565,0.8645004593,49.532228,0.3361331489,19.259011,-0.0165362373,-0.947457,0.947457,-0.5585657665,-32.003461,0.8538684133,0.8538684133
