time_s,profile_name,target_rad,target_deg,target_vel_rad_s,target_vel_deg_s,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,tracking_error_rad,tracking_error_deg,pole_q_rad,pole_q_deg,pole_lift_deg,pole_qd_rad_s,pole_qd_deg_s,actuator_force_nm,qfrc_actuator_nm
0.000000,sine_60deg_1hz,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000014,0.000000,-0.0000000000,-0.000000,-0.0000000003,-0.000000,0.000000,-0.0000001488,-0.000009,0.0000000000,0.0000000000
0.002000,sine_60deg_1hz,0.0131591262,0.753962,6.5795630970,376.981197,0.0000966486,0.005538,0.0483242815,2.768777,0.0130624776,0.748425,-0.0000667596,-0.003825,0.003825,-0.0333796607,-1.912514,0.0657956295,0.0657956295
0.004000,sine_60deg_1hz,0.0263161744,1.507806,6.5785241078,376.921667,0.0002957379,0.016945,0.0995446574,5.703489,0.0260204365,1.490861,-0.0002042246,-0.011701,0.011701,-0.0687324910,-3.938082,0.0827733478,0.0827733478
0.006000,sine_60deg_1hz,0.0394690670,2.261411,6.5764462933,376.802617,0.0005968656,0.034198,0.1505638845,8.626675,0.0388722013,2.227213,-0.0004120270,-0.023607,0.023607,-0.1039012036,-5.953100,0.0963219881,0.0963219881
0.008000,sine_60deg_1hz,0.0526157270,3.014659,6.5733299816,376.624065,0.0009992082,0.057250,0.2011712517,11.526264,0.0516165188,2.957409,-0.0006894730,-0.039504,0.039504,-0.1387229845,-7.948242,0.1095304221,0.1095304221
0.010000,sine_60deg_1hz,0.0657540783,3.767431,6.5691756650,376.386040,0.0015019046,0.086053,0.2513482412,14.401193,0.0642521737,3.681378,-0.0010358090,-0.059347,0.059347,-0.1731680072,-9.921796,0.1226030990,0.1226030990
0.012000,sine_60deg_1hz,0.0788820463,4.519608,6.5639839994,376.088580,0.0021040830,0.120555,0.3010891695,17.251139,0.0767779633,4.399053,-0.0014502400,-0.083093,0.083093,-0.2072155184,-11.872575,0.1355524671,0.1355524671
0.014000,sine_60deg_1hz,0.0919975579,5.271072,6.5577558047,375.731731,0.0028048615,0.160707,0.3503892487,20.075825,0.0891926964,5.110365,-0.0019319312,-0.110692,0.110692,-0.2408456019,-13.799437,0.1483782051,0.1483782051
0.016000,sine_60deg_1hz,0.1050985420,6.021703,6.5504920642,375.315549,0.0036033491,0.206457,0.3992437925,22.874984,0.1014951930,5.815246,-0.0024800085,-0.142094,0.142094,-0.2740386426,-15.701258,0.1610791541,0.1610791541
0.018000,sine_60deg_1hz,0.1181829299,6.771383,6.5421939252,374.840101,0.0044986454,0.257753,0.4476481644,25.648351,0.1136842845,6.513630,-0.0030935591,-0.177248,0.177248,-0.3067753028,-17.576930,0.1736541116,0.1736541116
0.020000,sine_60deg_1hz,0.1312486553,7.519994,6.5328626978,374.305461,0.0054898409,0.314545,0.4955977750,28.395661,0.1257588143,7.205449,-0.0037716322,-0.216099,0.216099,-0.3390365324,-19.425362,0.1861018850,0.1861018850
0.022000,sine_60deg_1hz,0.1442936550,8.267417,6.5224998558,373.711714,0.0065760171,0.376778,0.5430880826,31.116655,0.1377176379,7.890639,-0.0045132393,-0.258590,0.258590,-0.3708035808,-21.245480,0.1984212953,0.1984212953
0.024000,sine_60deg_1hz,0.1573158691,9.013535,6.5111070354,373.058953,0.0077562463,0.444400,0.5901145944,33.811076,0.1495596228,8.569135,-0.0053173554,-0.304662,0.304662,-0.4020580086,-23.036227,0.2106111772,0.2106111772
