time_s,profile_name,target_rad,target_deg,target_vel_rad_s,target_vel_deg_s,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,tracking_error_rad,tracking_error_deg,pole_q_rad,pole_q_deg,pole_lift_deg,pole_qd_rad_s,pole_qd_deg_s,actuator_force_nm,qfrc_actuator_nm
0.000000,sine_60deg_1hz,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000000,0.000000,0.0000000016,0.000000,-0.0000000000,-0.000000,-0.0000000003,-0.000000,0.000000,-0.0000001489,-0.000009,0.0000000000,0.0000000000
0.002000,sine_60deg_1hz,0.0131591262,0.753962,6.5795630970,376.981197,0.0001111439,0.006368,0.0555719401,3.184038,0.0130479823,0.747594,-0.0000767721,-0.004399,0.004399,-0.0383858861,-2.199349,0.0657956293,0.0657956293
0.004000,sine_60deg_1hz,0.0263161744,1.507806,6.5785241078,376.921667,0.0003276844,0.018775,0.1082702758,6.203430,0.0259884900,1.489031,-0.0002262831,-0.012965,0.012965,-0.0747555300,-4.283176,0.0754532125,0.0754532125
0.006000,sine_60deg_1hz,0.0394690670,2.261411,6.5764462933,376.802617,0.0006489438,0.037182,0.1606296684,9.203402,0.0388201232,2.224229,-0.0004479683,-0.025667,0.025667,-0.1108425838,-6.350812,0.0874366370,0.0874366370
0.008000,sine_60deg_1hz,0.0526157270,3.014659,6.5733299816,376.624065,0.0010740130,0.061536,0.2125346080,12.177336,0.0515417140,2.953123,-0.0007410674,-0.042460,0.042460,-0.1465495727,-8.396672,0.0992042475,0.0992042475
0.010000,sine_60deg_1hz,0.0657540783,3.767431,6.5691756650,376.386040,0.0016019833,0.091787,0.2639851644,15.125236,0.0641520950,3.675644,-0.0011047856,-0.063300,0.063300,-0.1818590864,-10.419758,0.1108657185,0.1108657185
0.012000,sine_60deg_1hz,0.0788820463,4.519608,6.5639839994,376.088580,0.0022319361,0.127881,0.3149764146,18.046819,0.0766501101,4.391728,-0.0015382866,-0.088137,0.088137,-0.2167504818,-12.418888,0.1224151504,0.1224151504
0.014000,sine_60deg_1hz,0.0919975579,5.271072,6.5577558047,375.731731,0.0029629435,0.169764,0.3655036999,20.941819,0.0890346144,5.101308,-0.0020406936,-0.116923,0.116923,-0.2512035286,-14.392902,0.1338516942,0.1338516942
0.016000,sine_60deg_1hz,0.1050985420,6.021703,6.5504920642,375.315549,0.0037940683,0.217384,0.4155623981,23.809972,0.1013044737,5.804319,-0.0026110902,-0.149604,0.149604,-0.2851982649,-16.340657,0.1451742925,0.1451742925
0.018000,sine_60deg_1hz,0.1181829299,6.771383,6.5421939252,374.840101,0.0047243642,0.270686,0.4651479342,26.651013,0.1134585657,6.500697,-0.0032485202,-0.186126,0.186126,-0.3187150169,-18.261025,0.1563819096,0.1563819096
0.020000,sine_60deg_1hz,0.1312486553,7.519994,6.5328626978,374.305461,0.0057528758,0.329616,0.5142557810,29.464686,0.1254957795,7.190379,-0.0039519890,-0.226432,0.226432,-0.3517344120,-20.152897,0.1674735211,0.1674735211
0.022000,sine_60deg_1hz,0.1442936550,8.267417,6.5224998558,373.711714,0.0068786387,0.394117,0.5628814600,32.250732,0.1374150163,7.873300,-0.0047204638,-0.270463,0.270463,-0.3842373905,-22.015181,0.1784481151,0.1784481151
