time_s,step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
2.860000,143,-0.26066378,-0.40944973,-23.459741,-0.40944973,-23.459741,-0.42949274,-24.608121,-0.42923886,-24.593575,-0.05170671,-2.962576,0.04299479,2.463420,0.02004302,1.148380,0.01978913,1.133834,-9.44186115,-540.978795,-9.44174385,-540.972074,-0.00315604,-0.180828,0.00592806,0.339653,179.021205,179.027926,1.90434420,0
2.880000,144,-0.25249460,-0.39661762,-22.724516,-0.39661762,-22.724516,-0.42923886,-24.593575,-0.42675459,-24.451237,0.04299479,2.463420,0.15988578,9.160780,0.03262123,1.869059,0.03013697,1.726721,-9.44174385,-540.972074,-9.44122601,-540.942404,0.00592806,0.339653,0.02957797,1.694693,179.027926,179.057596,1.89077783,0
2.900000,145,-0.24383262,-0.38301140,-21.944937,-0.38301140,-21.944937,-0.42675459,-24.451237,-0.42176864,-24.165563,0.15988578,9.160780,0.28592524,16.382309,0.04374319,2.506300,0.03875723,2.220626,-9.44122601,-540.942404,-9.44011593,-540.878801,0.02957797,1.694693,0.06029013,3.454370,179.057596,179.121199,1.87451291,0
2.920000,146,-0.23503426,-0.36919096,-21.153084,-0.36919096,-21.153084,-0.42176864,-24.165563,-0.41433379,-23.739578,0.28592524,16.382309,0.40378371,23.135102,0.05257767,3.012479,0.04514283,2.586494,-9.44011593,-540.878801,-9.43840885,-540.780993,0.06029013,3.454370,0.08824278,5.055939,179.121199,179.219007,1.86186552,0
2.940000,147,-0.22618607,-0.35529226,-20.356747,-0.35529226,-20.356747,-0.41433379,-23.739578,-0.40477312,-23.191791,0.40378371,23.135102,0.50208122,28.767135,0.05904153,3.382830,0.04948086,2.835044,-9.43840885,-540.780993,-9.43624687,-540.657120,0.08824278,5.055939,0.10747530,6.157881,179.219007,179.342880,1.85620296,0
2.960000,148,-0.21728411,-0.34130910,-19.555571,-0.34130910,-19.555571,-0.40477312,-23.191791,-0.39353618,-22.547962,0.50208122,28.767135,0.57704377,33.062173,0.06346402,3.636220,0.05222708,2.992391,-9.43624687,-540.657120,-9.43382549,-540.518385,0.10747530,6.157881,0.11661701,6.681662,179.342880,179.481615,1.85777879,0
2.980000,149,-0.20831886,-0.32722652,-18.748699,-0.32722652,-18.748699,-0.39353618,-22.547962,-0.38107589,-21.834040,0.57704377,33.062173,0.63021868,36.108871,0.06630966,3.799264,0.05384937,3.085342,-9.43382549,-540.518385,-9.43132973,-540.375389,0.11661701,6.681662,0.11727766,6.719515,179.481615,179.624611,1.86498642,0
3.000000,150,-0.19929567,-0.31305292,-17.936611,-0.31305292,-17.936611,-0.38107589,-21.834040,-0.36777967,-21.072223,0.63021868,36.108871,0.66562718,38.137628,0.06802297,3.897429,0.05472675,3.135612,-9.43132973,-540.375389,-9.42889595,-540.235943,0.11727766,6.719515,0.11223553,6.430622,179.624611,179.764057,1.87563694,0
3.020000,151,-0.19025090,-0.29884544,-17.122582,-0.29884544,-17.122582,-0.36777967,-21.072223,-0.35394663,-20.279648,0.66562718,38.137628,0.68776739,39.406169,0.06893423,3.949641,0.05510119,3.157065,-9.42889595,-540.235943,-9.42660141,-540.104476,0.11223553,6.430622,0.10425778,5.973531,179.764057,179.895524,1.88773477,0
3.040000,152,-0.18125859,-0.28472033,-16.313273,-0.28472033,-16.313273,-0.35394663,-20.279648,-0.33979487,-19.468812,0.68776739,39.406169,0.70037794,40.128700,0.06922629,3.966375,0.05507454,3.155539,-9.42660141,-540.104476,-9.42448044,-539.982953,0.10425778,5.973531,0.09543731,5.468155,179.895524,179.982953,1.89802682,0
3.060000,153,-0.17239681,-0.27080029,-15.515714,-0.27080029,-15.515714,-0.33979487,-19.468812,-0.32548505,-18.648920,0.70037794,40.128700,0.70586002,40.442800,0.06899458,3.953098,0.05468476,3.133206,-9.42448044,-539.982953,-9.42253494,-539.871485,0.09543731,5.468155,0.08692259,4.980297,179.982953,179.871485,1.89751744,0
3.080000,154,-0.16375270,-0.25722215,-14.737743,-0.25722215,-14.737743,-0.32548505,-18.648920,-0.31114349,-17.827209,0.70586002,40.442800,0.70556039,40.425632,0.06826290,3.911176,0.05392134,3.089465,-9.42253494,-539.871485,-9.42075253,-539.769360,0.08692259,4.980297,0.07917898,4.536621,179.871485,179.769360,1.89701688,0
3.100000,155,-0.15540913,-0.24411610,-13.986822,-0.24411610,-13.986822,-0.31114349,-17.827209,-0.29688036,-17.009992,0.70556039,40.425632,0.70000857,40.107537,0.06702739,3.840387,0.05276427,3.023170,-9.42075253,-539.769360,-9.41911983,-539.675813,0.07917898,4.536621,0.07216904,4.134981,179.769360,179.675813,1.89650714,0
3.120000,156,-0.14742926,-0.23158135,-13.268634,-0.23158135,-13.268634,-0.29688036,-17.009992,-0.28280115,-16.203312,0.70000857,40.107537,0.68929982,39.493971,0.06529902,3.741358,0.05121981,2.934679,-9.41911983,-539.675813,-9.41762733,-539.590299,0.07216904,4.134981,0.06560560,3.758924,179.675813,179.590299,1.89614201,0
3.140000,157,-0.13986185,-0.21969450,-12.587567,-0.21969450,-12.587567,-0.28280115,-16.203312,-0.26900944,-15.413106,0.68929982,39.493971,0.67352140,38.589934,0.06310666,3.615745,0.04931495,2.825538,-9.41762733,-539.590299,-9.41626930,-539.512490,0.06560560,3.758924,0.05922129,3.393130,179.590299,179.512490,1.89607453,0
3.160000,158,-0.13274863,-0.20852107,-11.947377,-0.20852107,-11.947377,-0.26900944,-15.413106,-0.25560504,-14.645090,0.67352140,38.589934,0.65290439,37.408666,0.06048837,3.465728,0.04708397,2.697713,-9.41626930,-539.512490,-9.41504574,-539.442385,0.05922129,3.393130,0.05285091,3.028134,179.512490,179.442385,1.89641058,0
3.180000,159,-0.12611273,-0.19809742,-11.350146,-0.19809742,-11.350146,-0.25560504,-14.645090,-0.24268150,-13.904626,0.65290439,37.408666,0.62779647,35.970088,0.05750762,3.294944,0.04458408,2.554480,-9.41504574,-539.442385,-9.41395760,-539.380039,0.05285091,3.028134,0.04640680,2.658914,179.442385,179.380039,1.89720869,0
3.200000,160,-0.11997417,-0.18845499,-10.797675,-0.18845499,-10.797675,-0.24268150,-13.904626,-0.23032239,-13.196501,0.62779647,35.970088,0.59876043,34.306445,0.05422652,3.106951,0.04186741,2.398826,-9.41395760,-539.380039,-9.41300678,-539.325561,0.04640680,2.658914,0.03993759,2.288255,179.380039,179.325561,1.89844358,0
3.220000,161,-0.11434320,-0.17960988,-10.290888,-0.17960988,-10.290888,-0.23032239,-13.196501,-0.21859893,-12.524796,0.59876043,34.306445,0.56641948,32.453446,0.05071251,2.905613,0.03898905,2.233908,-9.41300678,-539.325561,-9.41219330,-539.278952,0.03993759,2.288255,0.03352443,1.920808,179.325561,179.278952,1.90006316,0
3.240000,162,-0.10921994,-0.17156228,-9.829795,-0.17156228,-9.829795,-0.21859893,-12.524796,-0.20756905,-11.892830,0.56641948,32.453446,0.53144509,30.449560,0.04703665,2.695001,0.03600676,2.063036,-9.41219330,-539.278952,-9.41151333,-539.239993,0.03352443,1.920808,0.02728468,1.563297,179.278952,179.239993,1.90198040,0
3.260000,163,-0.10460618,-0.16431502,-9.414557,-0.16431502,-9.414557,-0.20756905,-11.892830,-0.19727646,-11.303108,0.53144509,30.449560,0.49454936,28.335591,0.04325403,2.478274,0.03296144,1.888552,-9.41151333,-539.239993,-9.41096306,-539.208464,0.02728468,1.563297,0.02136654,1.224212,179.239993,179.208464,1.90408909,0
3.280000,164,-0.10050085,-0.15786637,-9.045077,-0.15786637,-9.045077,-0.19727646,-11.303108,-0.18775177,-10.757384,0.49454936,28.335591,0.45634234,26.146490,0.03941008,2.258032,0.02988540,1.712307,-9.41096306,-539.208464,-9.41053486,-539.183930,0.02136654,1.224212,0.01586326,0.908898,179.208464,179.183930,1.90630519,0
3.300000,165,-0.09690109,-0.15221187,-8.721098,-0.15221187,-8.721098,-0.18775177,-10.757384,-0.17901473,-10.256788,0.45634234,26.146490,0.41732791,23.911128,0.03553990,2.036286,0.02680285,1.535690,-9.41053486,-539.183930,-9.41021919,-539.165844,0.01586326,0.908898,0.01081868,0.619865,179.183930,179.165844,1.90857208,0
3.320000,166,-0.09380427,-0.14734741,-8.442384,-0.14734741,-8.442384,-0.17901473,-10.256788,-0.17107619,-9.801944,0.41732791,23.911128,0.37790734,21.652495,0.03166732,1.814404,0.02372879,1.359559,-9.41021919,-539.165844,-9.41000271,-539.153440,0.01081868,0.619865,0.00700683,0.401462,179.165844,179.153440,1.91035211,0
3.340000,167,-0.09134784,-0.14348885,-8.221306,-0.14348885,-8.221306,-0.17107619,-9.801944,-0.16394055,-9.393102,0.37790734,21.652495,0.33836648,19.386971,0.02758734,1.580638,0.02045169,1.171796,-9.41000271,-539.153440,-9.40985775,-539.145135,0.00700683,0.401462,0.00489308,0.280353,179.153440,179.145135,1.91126323,0
3.360000,168,-0.08966640,-0.14084765,-8.069976,-0.14084765,-8.069976,-0.16394055,-9.393102,-0.15762919,-9.031487,0.33836648,19.386971,0.29732755,17.035614,0.02309290,1.323125,0.01678154,0.961511,-9.40985775,-539.145135,-9.40976048,-539.139561,0.00489308,0.280353,0.00373841,0.214195,179.145135,179.139561,1.91170573,0
3.380000,169,-0.08885387,-0.13957132,-7.996848,-0.13957132,-7.996848,-0.15762919,-9.031487,-0.15219969,-8.720400,0.29732755,17.035614,0.25282311,14.485697,0.01805787,1.034640,0.01262836,0.723552,-9.40976048,-539.139561,-9.40969372,-539.135737,0.00373841,0.214195,0.00316642,0.181422,179.139561,179.135737,1.91186798,0
3.400000,170,-0.08913460,-0.14001231,-8.022114,-0.14001231,-8.022114,-0.15219969,-8.720400,-0.14774334,-8.465070,0.25282311,14.485697,0.20332918,11.649904,0.01218738,0.698285,0.00773104,0.442956,-9.40969372,-539.135737,-9.40963268,-539.132239,0.00316642,0.181422,0.00312611,0.179113,179.135737,179.132239,1.91170716,0
3.420000,171,-0.09079912,-0.14262693,-8.171921,-0.14262693,-8.171921,-0.14774334,-8.465070,-0.14439654,-8.273313,0.20332918,11.649904,0.14630739,8.382796,0.00511642,0.293149,0.00176962,0.101392,-9.40963268,-539.132239,-9.40956783,-539.128524,0.00312611,0.179113,0.00323591,0.185404,179.132239,179.128524,1.91143894,0
3.440000,172,-0.09417000,-0.14792190,-8.475301,-0.14792190,-8.475301,-0.14439654,-8.273313,-0.14235926,-8.156585,0.14630739,8.382796,0.07834648,4.488923,-0.00352536,-0.201988,-0.00556265,-0.318716,-9.40956783,-539.128524,-9.40950680,-539.125027,0.00323591,0.185404,0.00329314,0.188683,179.128524,179.125027,1.91121542,0
3.460000,173,-0.09969881,-0.15660653,-8.972893,-0.15660653,-8.972893,-0.14235926,-8.156585,-0.14190529,-8.130574,0.07834648,4.488923,-0.00427678,-0.245041,-0.01424727,-0.816308,-0.01470123,-0.842319,-9.40950680,-539.125027,-9.40956116,-539.128141,0.00329314,0.188683,-0.00216887,-0.124267,179.125027,179.128141,1.91210198,0
3.480000,174,-0.10670093,-0.16760543,-9.603084,-0.16760543,-9.603084,-0.14190529,-8.130574,-0.14339842,-8.216124,-0.00427678,-0.245041,-0.10634083,-6.092880,-0.02570014,-1.472509,-0.02420701,-1.386960,-9.40956116,-539.128141,-9.40991497,-539.148413,-0.00216887,-0.124267,-0.02028510,-1.162250,179.128141,179.148413,1.90157783,0
3.500000,175,-0.11420587,-0.17939416,-10.278528,-0.17939416,-10.278528,-0.14339842,-8.216124,-0.14712201,-8.429470,-0.10634083,-6.092880,-0.21973900,-12.590118,-0.03599574,-2.062404,-0.03227215,-1.849058,-9.40991497,-539.148413,-9.41076279,-539.196990,-0.02028510,-1.162250,-0.04650383,-2.664473,179.148413,179.196990,1.88738024,0
3.520000,176,-0.12184313,-0.19139075,-10.965882,-0.19139075,-10.965882,-0.14712201,-8.429470,-0.15307918,-8.770791,-0.21973900,-12.590118,-0.32797679,-18.791686,-0.04426874,-2.536412,-0.03831157,-2.195091,-9.41076279,-539.196990,-9.41213512,-539.275619,-0.04650383,-2.664473,-0.07131727,-4.086179,179.196990,179.275619,1.87570226,0
3.540000,177,-0.12956575,-0.20352140,-11.660917,-0.20352140,-11.660917,-0.15307918,-8.770791,-0.16100577,-9.224951,-0.32797679,-18.791686,-0.41949454,-24.035267,-0.05044222,-2.890126,-0.04251564,-2.435966,-9.41213512,-539.275619,-9.41391468,-539.377580,-0.07131727,-4.086179,-0.08847870,-5.069456,179.275619,179.377580,1.87017703,0
3.560000,178,-0.13743976,-0.21588987,-12.369578,-0.21588987,-12.369578,-0.16100577,-9.224951,-0.17050916,-9.769455,-0.41949454,-24.035267,-0.49046040,-28.101311,-0.05488411,-3.144628,-0.04538071,-2.600123,-9.41391468,-539.377580,-9.41592407,-539.492710,-0.08847870,-5.069456,-0.09646542,-5.527061,179.377580,179.492710,1.87122083,0
3.580000,179,-0.14552870,-0.22859596,-13.097584,-0.22859596,-13.097584,-0.17050916,-9.769455,-0.18119664,-10.381803,-0.49046040,-28.101311,-0.54268521,-31.093572,-0.05808680,-3.328128,-0.04739931,-2.715781,-9.41592407,-539.492710,-9.41799736,-539.611500,-0.09646542,-5.527061,-0.09698456,-5.556806,179.492710,179.611500,1.87722659,0
3.600000,180,-0.15385392,-0.24167319,-13.846854,-0.24167319,-13.846854,-0.18119664,-10.381803,-0.19274677,-11.043577,-0.54268521,-31.093572,-0.58048326,-33.259241,-0.06047654,-3.465051,-0.04892641,-2.803277,-9.41799736,-539.611500,-9.42002296,-539.727559,-0.09698456,-5.556806,-0.09297646,-5.327159,179.611500,179.727559,1.88597524,0
3.620000,181,-0.16236940,-0.25504926,-14.613246,-0.25504926,-14.613246,-0.19274677,-11.043577,-0.20492777,-11.741496,-0.58048326,-33.259241,-0.60831416,-34.853834,-0.06230249,-3.569669,-0.05012149,-2.871750,-9.42002296,-539.727559,-9.42194748,-539.837825,-0.09297646,-5.327159,-0.08721443,-4.997018,179.727559,179.837825,1.89553571,0
3.640000,182,-0.17098573,-0.26858377,-15.388717,-0.26858377,-15.388717,-0.20492777,-11.741496,-0.21758026,-12.466431,-0.60831416,-34.853834,-0.62931186,-36.056914,-0.06365600,-3.647220,-0.05100352,-2.922286,-9.42194748,-539.837825,-9.42375755,-539.941535,-0.08721443,-4.997018,-0.08148840,-4.668941,179.837825,179.941535,1.90472460,0
3.660000,183,-0.17960706,-0.28212613,-16.164636,-0.28212613,-16.164636,-0.21758026,-12.466431,-0.23058659,-13.211638,-0.62931186,-36.056914,-0.64501715,-36.956760,-0.06454587,-3.698206,-0.05153954,-2.952998,-9.42375755,-539.941535,-9.42546368,-540.039289,-0.08148840,-4.668941,-0.07652973,-4.384830,179.941535,179.960711,1.90891409,0
3.680000,184,-0.18813196,-0.29551700,-16.931877,-0.29551700,-16.931877,-0.23058659,-13.211638,-0.24384548,-13.971317,-0.64501715,-36.956760,-0.65588665,-37.579537,-0.06493041,-3.720238,-0.05167152,-2.960560,-9.42546368,-540.039289,-9.42708111,-540.131961,-0.07652973,-4.384830,-0.07239340,-4.147836,179.960711,179.868039,1.90661502,0
3.700000,185,-0.19648412,-0.30863655,-17.683571,-0.30863655,-17.683571,-0.24384548,-13.971317,-0.25725582,-14.739673,-0.65588665,-37.579537,-0.66171235,-37.913325,-0.06479107,-3.712255,-0.05138072,-2.943899,-9.42708111,-540.131961,-9.42861843,-540.220043,-0.07239340,-4.147836,-0.06873951,-3.938484,179.868039,179.779957,1.90425277,0
3.720000,186,-0.20459774,-0.32138139,-18.413797,-0.32138139,-18.413797,-0.25725582,-14.739673,-0.27071193,-15.510651,-0.66171235,-37.913325,-0.66226804,-37.945164,-0.06412557,-3.674124,-0.05066946,-2.903146,-9.42861843,-540.220043,-9.43008232,-540.303917,-0.06873951,-3.938484,-0.06523788,-3.737855,179.779957,179.696083,1.90201807,0
3.740000,187,-0.21240166,-0.33363974,-19.116149,-0.33363974,-19.116149,-0.27071193,-15.510651,-0.28410554,-16.278048,-0.66226804,-37.945164,-0.65746868,-37.670180,-0.06292781,-3.605498,-0.04953420,-2.838101,-9.43008232,-540.303917,-9.43147182,-540.383530,-0.06523788,-3.737855,-0.06166484,-3.533135,179.696083,179.616470,1.90005660,0
3.760000,188,-0.21984258,-0.34532794,-19.785834,-0.34532794,-19.785834,-0.28410554,-16.278048,-0.29732701,-17.035583,-0.65746868,-37.670180,-0.64725059,-37.084727,-0.06122240,-3.507785,-0.04800093,-2.750251,-9.43147182,-540.383530,-9.43278122,-540.458553,-0.06166484,-3.533135,-0.05780458,-3.311959,179.616470,179.541447,1.89852393,0
3.780000,189,-0.22687462,-0.35637382,-20.418716,-0.35637382,-20.418716,-0.29732701,-17.035583,-0.31026828,-17.777063,-0.64725059,-37.084727,-0.63177061,-36.197790,-0.05904680,-3.383133,-0.04610553,-2.641653,-9.43278122,-540.458553,-9.43400192,-540.528494,-0.05780458,-3.311959,-0.05357164,-3.069429,179.541447,179.471506,1.89750099,0
3.800000,190,-0.23346213,-0.36672145,-21.011591,-0.36672145,-21.011591,-0.31026828,-17.777063,-0.32282692,-18.496620,-0.63177061,-36.197790,-0.61135370,-35.027987,-0.05645317,-3.234528,-0.04389453,-2.514971,-9.43400192,-540.528494,-9.43512630,-540.592916,-0.05357164,-3.069429,-0.04896985,-2.805766,179.471506,179.407084,1.89700902,0
3.820000,191,-0.23956874,-0.37631372,-21.561188,-0.37631372,-21.561188,-0.32282692,-18.496620,-0.33490917,-19.188882,-0.61135370,-35.027987,-0.58647704,-33.602659,-0.05348679,-3.064568,-0.04140455,-2.372306,-9.43512630,-540.592916,-9.43614769,-540.651437,-0.04896985,-2.805766,-0.04408336,-2.525790,179.407084,179.348563,1.89701462,0
3.840000,192,-0.24516669,-0.38510695,-22.065003,-0.38510695,-22.065003,-0.33490917,-19.188882,-0.34643090,-19.849028,-0.58647704,-33.602659,-0.55761474,-31.948971,-0.05019778,-2.876121,-0.03867605,-2.215975,-9.43614769,-540.651437,-9.43706036,-540.703729,-0.04408336,-2.525790,-0.03897809,-2.233280,179.348563,179.296271,1.89749324,0
3.860000,193,-0.25023380,-0.39306635,-22.521043,-0.39306635,-22.521043,-0.34643090,-19.849028,-0.35731804,-20.472816,-0.55761474,-31.948971,-0.52526718,-30.095593,-0.04663545,-2.672014,-0.03574830,-2.048227,-9.43706036,-540.703729,-9.43786144,-540.749628,-0.03897809,-2.233280,-0.03372515,-1.932309,179.296271,179.250372,1.89840782,0
3.880000,194,-0.25475040,-0.40016100,-22.927536,-0.40016100,-22.927536,-0.35731804,-20.472816,-0.36750668,-21.056582,-0.52526718,-30.095593,-0.48993856,-28.071412,-0.04284295,-2.454720,-0.03265432,-1.870954,-9.43786144,-540.749628,-9.43854713,-540.788916,-0.03372515,-1.932309,-0.02838934,-1.626589,179.250372,179.211084,1.89972889,0
3.900000,195,-0.25871184,-0.40638363,-23.284067,-0.40638363,-23.284067,-0.36750668,-21.056582,-0.37694260,-21.597220,-0.48993856,-28.071412,-0.45208922,-25.902804,-0.03887695,-2.227485,-0.02944103,-1.686847,-9.43854713,-540.788916,-9.43911743,-540.821591,-0.02838934,-1.626589,-0.02300234,-1.317937,179.211084,179.178409,1.90143561,0
3.920000,196,-0.26210871,-0.41171941,-23.589785,-0.41171941,-23.589785,-0.37694260,-21.597220,-0.38558200,-22.092221,-0.45208922,-25.902804,-0.41226006,-23.620761,-0.03477681,-1.992564,-0.02613741,-1.497563,-9.43911743,-540.821591,-9.43957138,-540.847601,-0.02300234,-1.317937,-0.01764583,-1.011032,179.178409,179.152399,1.90347922,0
3.940000,197,-0.26494852,-0.41618016,-23.845367,-0.41618016,-23.845367,-0.38558200,-22.092221,-0.39339083,-22.539635,-0.41226006,-23.620761,-0.37089938,-21.250969,-0.03059816,-1.753146,-0.02278933,-1.305732,-9.43957138,-540.847601,-9.43990898,-540.866944,-0.01764583,-1.011032,-0.01234005,-0.707033,179.152399,179.133056,1.90584612,0
3.960000,198,-0.26723972,-0.41977918,-24.051575,-0.41977918,-24.051575,-0.39339083,-22.539635,-0.40034524,-22.938092,-0.37089938,-21.250969,-0.32853478,-18.823656,-0.02638835,-1.511941,-0.01943395,-1.113483,-9.43990898,-540.866944,-9.44013214,-540.879730,-0.01234005,-0.707033,-0.00722773,-0.414118,179.133056,179.120270,1.90843892,0
3.980000,199,-0.26898733,-0.42252433,-24.208861,-0.42252433,-24.208861,-0.40034524,-22.938092,-0.40643170,-23.286821,-0.32853478,-18.823656,-0.28567562,-16.368007,-0.02217910,-1.270769,-0.01609263,-0.922040,-9.44013214,-540.879730,-9.44025707,-540.886888,-0.00722773,-0.414118,-0.00433706,-0.248495,179.120270,179.113112,1.90990889,0
4.000000,200,-0.26983026,-0.42384839,-24.284724,-0.42384839,-24.284724,-0.40643170,-23.286821,-0.41164541,-23.585545,-0.28567562,-16.368007,-0.24269132,-13.905189,-0.01741669,-0.997903,-0.01220298,-0.699179,-9.44025707,-540.886888,-9.44033337,-540.891259,-0.00433706,-0.248495,-0.00332946,-0.190764,179.113112,179.108741,1.91032124,0
4.020000,201,-0.26970771,-0.42365590,-24.273695,-0.42365590,-24.273695,-0.41164541,-23.585545,-0.41593108,-23.831095,-0.24269132,-13.905189,-0.19575308,-11.215825,-0.01201048,-0.688150,-0.00772482,-0.442600,-9.44033337,-540.891259,-9.44039440,-540.894756,-0.00332946,-0.190764,-0.00313331,-0.179526,179.108741,179.105244,1.91026032,0
4.040000,202,-0.26828006,-0.42141333,-24.145205,-0.42141333,-24.145205,-0.41593108,-23.831095,-0.41918072,-24.017286,-0.19575308,-11.215825,-0.14285687,-8.185096,-0.00548226,-0.314110,-0.00223261,-0.127919,-9.44039440,-540.894756,-9.44045925,-540.898472,-0.00313331,-0.179526,-0.00320243,-0.183486,179.105244,179.101528,1.91001773,0
4.060000,203,-0.26529589,-0.41672581,-23.876630,-0.41672581,-23.876630,-0.41918072,-24.017286,-0.42121932,-24.134089,-0.14285687,-8.185096,-0.08008163,-4.588339,0.00245491,0.140656,0.00449350,0.257459,-9.44045925,-540.898472,-9.44052792,-540.902406,-0.00320243,-0.183486,-0.00336437,-0.192764,179.101528,179.097594,1.90970409,0
4.080000,204,-0.26023522,-0.40877655,-23.421171,-0.40877655,-23.421171,-0.42121932,-24.134089,-0.42180017,-24.167369,-0.08008163,-4.588339,-0.00410448,-0.235169,0.01244277,0.712918,0.01302361,0.746198,-9.44052792,-540.902406,-9.44054127,-540.903171,-0.00336437,-0.192764,-0.00193952,-0.111126,179.097594,179.096829,1.91057599,0
4.100000,205,-0.25301650,-0.39743739,-22.771485,-0.39743739,-22.771485,-0.42180017,-24.167369,-0.42057815,-24.097353,-0.00410448,-0.235169,0.09064440,5.193541,0.02436277,1.395884,0.02314076,1.325868,-9.44054127,-540.903171,-9.44035053,-540.892243,-0.00193952,-0.111126,0.01021144,0.585073,179.096829,179.107757,1.90585959,0
4.120000,206,-0.24477890,-0.38449782,-22.030102,-0.38449782,-22.030102,-0.42057815,-24.097353,-0.41715887,-23.901443,0.09064440,5.193541,0.20510900,11.751880,0.03608033,2.067251,0.03266105,1.871340,-9.44035053,-540.892243,-9.43971825,-540.856015,0.01021144,0.585073,0.03549704,2.033831,179.107757,179.143985,1.89159691,0
4.140000,207,-0.23621288,-0.37104234,-21.259160,-0.37104234,-21.259160,-0.41715887,-23.901443,-0.41134986,-23.568611,0.20510900,11.751880,0.32417434,18.573822,0.04611653,2.642283,0.04030752,2.309451,-9.43971825,-540.856015,-9.43849945,-540.786183,0.03549704,2.033831,0.06517298,3.734137,179.143985,179.213817,1.87633145,0
4.160000,208,-0.22758189,-0.35748482,-20.482371,-0.35748482,-20.482371,-0.41134986,-23.568611,-0.40327618,-23.106023,0.32417434,18.573822,0.43197879,24.750562,0.05386505,3.086240,0.04579136,2.623652,-9.43849945,-540.786183,-9.43672943,-540.684769,0.06517298,3.734137,0.09035750,5.177103,179.213817,179.315231,1.86564898,0
4.180000,209,-0.21894267,-0.34391436,-19.704841,-0.34391436,-19.704841,-0.40327618,-23.106023,-0.39329299,-22.534029,0.43197879,24.750562,0.51935303,29.756737,0.05936182,3.401181,0.04937863,2.829187,-9.43672943,-540.684769,-9.43456650,-540.560842,0.09035750,5.177103,0.10641236,6.096979,179.315231,179.439158,1.86201727,0
4.200000,210,-0.21027747,-0.33030307,-18.924972,-0.33030307,-18.924972,-0.39329299,-22.534029,-0.38184610,-21.878170,0.51935303,29.756737,0.58407581,33.465079,0.06298992,3.609057,0.05154303,2.953198,-9.43456650,-540.560842,-9.43220425,-540.425495,0.10641236,6.096979,0.11282418,6.464349,179.439158,179.574505,1.86515057,0
4.220000,211,-0.20157257,-0.31662947,-18.141532,-0.31662947,-18.141532,-0.38184610,-21.878170,-0.36936322,-21.162954,0.58407581,33.465079,0.62851876,36.011472,0.06521663,3.736638,0.05273375,3.021421,-9.43220425,-540.425495,-9.42981339,-540.288509,0.11282418,6.464349,0.11159687,6.394030,179.574505,179.711491,1.87323987,0
4.240000,212,-0.19283441,-0.30290359,-17.355097,-0.30290359,-17.355097,-0.36936322,-21.162954,-0.35619783,-20.408633,0.62851876,36.011472,0.65693998,37.639888,0.06645963,3.807856,0.05329424,3.053535,-9.42981339,-540.288509,-9.42751122,-540.156604,0.11159687,6.394030,0.10555279,6.047729,179.711491,179.843396,1.88412857,0
4.260000,213,-0.18410805,-0.28919625,-16.569725,-0.28919625,-16.569725,-0.35619783,-20.408633,-0.34261560,-19.630428,0.65693998,37.639888,0.67369127,38.599667,0.06700158,3.838908,0.05341935,3.060703,-9.42751122,-540.156604,-9.42536068,-540.033387,0.10555279,6.047729,0.09730020,5.574891,179.843396,179.966613,1.89596462,0
4.280000,214,-0.17546359,-0.27561757,-15.791724,-0.27561757,-15.791724,-0.34261560,-19.630428,-0.32880771,-18.839294,0.67369127,38.599667,0.68211019,39.082035,0.06699803,3.838705,0.05319014,3.047571,-9.42536068,-540.033387,-9.42338276,-539.920061,0.09730020,5.574891,0.08864498,5.078983,179.966613,179.920061,1.89900851,0
4.300000,215,-0.16698304,-0.26229635,-15.028474,-0.26229635,-15.028474,-0.32880771,-18.839294,-0.31491494,-18.043297,0.68211019,39.082035,0.68427026,39.205798,0.06651136,3.810820,0.05261859,3.014823,-9.42338276,-539.920061,-9.42157459,-539.816461,0.08864498,5.078983,0.08052559,4.613777,179.920061,179.816461,1.89866877,0
4.320000,216,-0.15874508,-0.24935620,-14.287058,-0.24935620,-14.287058,-0.31491494,-18.043297,-0.30105054,-17.248926,0.68427026,39.205798,0.68118674,39.029125,0.06555875,3.756239,0.05169435,2.961868,-9.42157459,-539.816461,-9.41992188,-539.721767,0.08052559,4.613777,0.07320388,4.194273,179.816461,179.721767,1.89829683,0
4.340000,217,-0.15082458,-0.23691469,-13.574212,-0.23691469,-13.574212,-0.30105054,-17.248926,-0.28731579,-16.461982,0.68118674,39.029125,0.67324132,38.573886,0.06413585,3.674713,0.05040109,2.887770,-9.41992188,-539.721767,-9.41841030,-539.635160,0.07320388,4.194273,0.06656785,3.814057,179.721767,179.635160,1.89791977,0
