time_s,step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
1.380000,69,-0.29284599,-0.46000144,-26.356141,-0.46000144,-26.356141,-0.29149622,-16.701503,-0.33059743,-18.941837,-2.00033069,-114.610506,-1.88761592,-108.152426,-0.16850522,-9.654638,-0.12940401,-7.414304,-9.45282936,-541.607227,-9.45565891,-541.769348,-0.13754071,-7.880502,-0.11873448,-6.802985,178.392773,178.230652,1.78967297,0
1.400000,70,-0.30971637,-0.48650137,-27.874475,-0.48650137,-27.874475,-0.33059743,-18.941837,-0.36730340,-21.044935,-1.88761592,-108.152426,-1.76732075,-101.260020,-0.15590394,-8.932638,-0.11919796,-6.829540,-9.45565891,-541.769348,-9.45810318,-541.909394,-0.11873448,-6.802985,-0.10149082,-5.814996,178.230652,178.090606,1.79318738,0
1.420000,71,-0.32476142,-0.51013404,-29.228528,-0.51013404,-29.228528,-0.36730340,-21.044935,-0.40147856,-23.003027,-1.76732075,-101.260020,-1.64078450,-94.010027,-0.14283064,-8.183593,-0.10865548,-6.225501,-9.45810318,-541.909394,-9.46019173,-542.029059,-0.10149082,-5.814996,-0.08572253,-4.911539,178.090606,177.970941,1.79686332,0
1.440000,72,-0.33784172,-0.53068054,-30.405755,-0.53068054,-30.405755,-0.40147856,-23.003027,-0.43301046,-24.809672,-1.64078450,-94.010027,-1.50905311,-86.462374,-0.12920198,-7.402728,-0.09767008,-5.596083,-9.46019173,-542.029059,-9.46195316,-542.129982,-0.08572253,-4.911539,-0.07123965,-4.081731,177.970941,177.870018,1.80072951,0
1.460000,73,-0.34888282,-0.54802388,-31.399455,-0.54802388,-31.399455,-0.43301046,-24.809672,-0.46178955,-26.458592,-1.50905311,-86.462374,-1.37183821,-78.600540,-0.11501342,-6.589784,-0.08623433,-4.940863,-9.46195316,-542.129982,-9.46339703,-542.212709,-0.07123965,-4.081731,-0.05707132,-3.269946,177.870018,177.787291,1.80537355,0
1.480000,74,-0.35785857,-0.56212294,-32.207272,-0.56212294,-32.207272,-0.46178955,-26.458592,-0.48770189,-27.943260,-1.37183821,-78.600540,-1.22895825,-70.414121,-0.10033339,-5.748680,-0.07442105,-4.264012,-9.46339703,-542.212709,-9.46451855,-542.276968,-0.05707132,-3.269946,-0.04235128,-2.426550,177.787291,177.723032,1.81136346,0
1.500000,75,-0.36478344,-0.57300049,-32.830510,-0.57300049,-32.830510,-0.48770189,-27.943260,-0.51063830,-29.257419,-1.22895825,-70.414121,-1.08084989,-61.928137,-0.08529860,-4.887250,-0.06236219,-3.573091,-9.46451855,-542.276968,-9.46530056,-542.321774,-0.04235128,-2.426550,-0.02661208,-1.524760,177.723032,177.678226,1.81904936,0
1.520000,76,-0.36971179,-0.58074194,-33.274062,-0.58074194,-33.274062,-0.51063830,-29.257419,-0.53050828,-30.395885,-1.08084989,-61.928137,-0.92866731,-53.208717,-0.07010365,-4.016643,-0.05023366,-2.878177,-9.46530056,-542.321774,-9.46574688,-542.347346,-0.02661208,-1.524760,-0.01479657,-0.847781,177.678226,177.652654,1.82525218,0
1.540000,77,-0.37179509,-0.58401436,-33.461558,-0.58401436,-33.461558,-0.53050828,-30.395885,-0.54725319,-31.355298,-0.92866731,-53.208717,-0.77416259,-44.356249,-0.05350608,-3.065672,-0.03676116,-2.106260,-9.46574688,-542.347346,-9.46597767,-542.360569,-0.01479657,-0.847781,-0.00902777,-0.517253,177.652654,177.639431,1.82824183,0
1.560000,78,-0.37038419,-0.58179814,-33.334578,-0.58179814,-33.334578,-0.54725319,-31.355298,-0.56071228,-32.126447,-0.77416259,-44.356249,-0.60906017,-34.896577,-0.03454494,-1.979280,-0.02108586,-1.208131,-9.46597767,-542.360569,-9.46614933,-542.370405,-0.00902777,-0.517253,-0.00773299,-0.443068,177.639431,177.629595,1.82854617,0
1.580000,79,-0.36430475,-0.57224858,-32.787428,-0.57224858,-32.787428,-0.56071228,-32.126447,-0.57053423,-32.689203,-0.60906017,-34.896577,-0.42351231,-24.265468,-0.01153630,-0.660981,-0.00171435,-0.098225,-9.46614933,-542.370405,-9.46613503,-542.369585,-0.00773299,-0.443068,0.00377893,0.216517,177.629595,177.630415,1.83112311,0
1.600000,80,-0.35519961,-0.55794626,-31.967966,-0.55794626,-31.967966,-0.57053423,-32.689203,-0.57609648,-33.007897,-0.42351231,-24.265468,-0.20249441,-11.602075,0.01258796,0.721237,0.01815021,1.039930,-9.46613503,-542.369585,-9.46553516,-542.335216,0.00377893,0.216517,0.03830259,2.194577,177.630415,177.664784,1.81084514,0
1.620000,81,-0.34438434,-0.54095769,-30.994592,-0.54095769,-30.994592,-0.57609648,-33.007897,-0.57689929,-33.053895,-0.20249441,-11.602075,0.03794460,2.174066,0.03513879,2.013304,0.03594160,2.059302,-9.46553516,-542.335216,-9.46401119,-542.247899,0.03830259,2.194577,0.08677281,4.971716,177.664784,177.752101,1.78450823,0
1.640000,82,-0.33248129,-0.52226043,-29.923318,-0.52226043,-29.923318,-0.57689929,-33.053895,-0.57289857,-32.824670,0.03794460,2.174066,0.27235427,15.604750,0.05463886,3.130576,0.05063814,2.901352,-9.46401119,-542.247899,-9.46148205,-542.102989,0.08677281,4.971716,0.13483083,7.725238,177.752101,177.897011,1.76161897,0
1.660000,83,-0.31978753,-0.50232112,-28.780880,-0.50232112,-28.780880,-0.57289857,-32.824670,-0.56447423,-32.341991,0.27235427,15.604750,0.48205274,27.619588,0.07057744,4.043790,0.06215310,3.561110,-9.46148205,-542.102989,-9.45809364,-541.908848,0.13483083,7.725238,0.17269179,9.894511,177.897011,178.091152,1.74797082,0
1.680000,84,-0.30645648,-0.48138073,-27.581084,-0.48138073,-27.581084,-0.56447423,-32.341991,-0.55225247,-31.641736,0.48205274,27.619588,0.65804225,37.703044,0.08309349,4.760907,0.07087174,4.060652,-9.45809364,-541.908848,-9.45411110,-541.680665,0.17269179,9.894511,0.19651216,11.259318,178.091152,178.319335,1.74511051,0
1.700000,85,-0.29257336,-0.45957318,-26.331604,-0.45957318,-26.331604,-0.55225247,-31.641736,-0.53693622,-30.764179,0.65804225,37.703044,0.79902548,45.780787,0.09267929,5.310132,0.07736304,4.432576,-9.45411110,-541.680665,-9.44981384,-541.434450,0.19651216,11.259318,0.20684576,11.851389,178.319335,178.565550,1.75174510,0
1.720000,86,-0.27822950,-0.43704191,-25.040657,-0.43704191,-25.040657,-0.53693622,-30.764179,-0.51918924,-29.747352,0.79902548,45.780787,0.90846598,52.051267,0.09989432,5.723523,0.08214733,4.706695,-9.44981384,-541.434450,-9.44543839,-541.183755,0.20684576,11.851389,0.20668764,11.842330,178.565550,178.816245,1.76522410,0
1.740000,87,-0.26352933,-0.41395092,-23.717641,-0.41395092,-23.717641,-0.51918924,-29.747352,-0.49958026,-28.623841,0.90846598,52.051267,0.99161690,56.815464,0.10523832,6.029711,0.08562934,4.906200,-9.44543839,-541.183755,-9.44114971,-540.938032,0.20668764,11.842330,0.19964977,11.439089,178.816245,179.061968,1.78276718,0
1.760000,88,-0.24861041,-0.39051631,-22.374936,-0.39051631,-22.374936,-0.49958026,-28.623841,-0.47857144,-27.420124,0.99161690,56.815464,1.05371165,60.373231,0.10906395,6.248904,0.08805513,5.045188,-9.44114971,-540.938032,-9.43704700,-540.702964,0.19964977,11.439089,0.18894054,10.825496,179.061968,179.297036,1.80206132,0
1.780000,89,-0.23362425,-0.36697611,-21.026182,-0.36697611,-21.026182,-0.47857144,-27.420124,-0.45653430,-26.157488,1.05371165,60.373231,1.09884810,62.959359,0.11159533,6.393942,0.08955818,5.131306,-9.43704700,-540.702964,-9.43317699,-540.481229,0.18894054,10.825496,0.17679879,10.129825,179.297036,179.518771,1.82156014,0
1.800000,90,-0.21873096,-0.34358180,-19.685787,-0.34358180,-19.685787,-0.45653430,-26.157488,-0.43377504,-24.853479,1.09884810,62.959359,1.12981272,64.733500,0.11295250,6.471702,0.09019324,5.167692,-9.43317699,-540.481229,-9.42955399,-540.273646,0.17679879,10.129825,0.16449974,9.425141,179.518771,179.726354,1.84041631,0
1.820000,91,-0.20408824,-0.32058108,-18.367943,-0.32058108,-18.367943,-0.43377504,-24.853479,-0.41055912,-23.523305,1.12981272,64.733500,1.14824486,65.789584,0.11319396,6.485536,0.08997804,5.155362,-9.42955399,-540.273646,-9.42617512,-540.080051,0.16449974,9.425141,0.15253967,8.739879,179.726354,179.919949,1.85832322,0
1.840000,92,-0.18984237,-0.29820371,-17.085814,-0.29820371,-17.085814,-0.41055912,-23.523305,-0.38712937,-22.180879,1.14824486,65.789584,1.15500581,66.176958,0.11235541,6.437491,0.08892566,5.095065,-9.42617512,-540.080051,-9.42303562,-539.900171,0.15253967,8.739879,0.14091423,8.073791,179.919949,179.900171,1.86465049,0
1.860000,93,-0.17611519,-0.27664110,-15.850368,-0.27664110,-15.850368,-0.38712937,-22.180879,-0.36371639,-20.839414,1.15500581,66.176958,1.15057540,65.923114,0.11048827,6.330511,0.08707529,4.989047,-9.42303562,-539.900171,-9.42013645,-539.734061,0.14091423,8.073791,0.12937450,7.412613,179.900171,179.734061,1.86312664,0
1.880000,94,-0.16299561,-0.25603291,-14.669605,-0.25603291,-14.669605,-0.36371639,-20.839414,-0.34054086,-19.511554,1.15057540,65.923114,1.13544703,65.056322,0.10768348,6.169809,0.08450794,4.841948,-9.42013645,-539.734061,-9.41747761,-539.581721,0.12937450,7.412613,0.11768135,6.742645,179.734061,179.581721,1.86244333,0
1.900000,95,-0.15057006,-0.23651491,-13.551306,-0.23651491,-13.551306,-0.34054086,-19.511554,-0.31780919,-18.209126,1.13544703,65.056322,1.11041892,63.622317,0.10402595,5.960248,0.08129428,4.657819,-9.41747761,-539.581721,-9.41506481,-539.443478,0.11768135,6.742645,0.10578349,6.060948,179.581721,179.443478,1.86265051,0
1.920000,96,-0.13889208,-0.21817118,-12.500288,-0.21817118,-12.500288,-0.31780919,-18.209126,-0.29571071,-16.942976,1.11041892,63.622317,1.07635105,61.670372,0.09963802,5.708838,0.07753953,4.442688,-9.41506481,-539.443478,-9.41290569,-539.319769,0.10578349,6.060948,0.09365474,5.366021,179.443478,179.319769,1.86378837,0
1.940000,97,-0.12799826,-0.20105921,-11.519844,-0.20105921,-11.519844,-0.29571071,-16.942976,-0.27441353,-15.722737,1.07635105,61.670372,1.03437793,59.265490,0.09465151,5.423132,0.07335432,4.202893,-9.41290569,-539.319769,-9.41100216,-539.210705,0.09365474,5.366021,0.08142973,4.665580,179.319769,179.210705,1.86577594,0
1.960000,98,-0.11792067,-0.18522936,-10.612861,-0.18522936,-10.612861,-0.27441353,-15.722737,-0.25406048,-14.556593,1.03437793,59.265490,0.98579538,56.481915,0.08918417,5.109876,0.06883112,3.943732,-9.41100216,-539.210705,-9.40935516,-539.116339,0.08142973,4.665580,0.06934077,3.972933,179.210705,179.116339,1.86846733,0
1.980000,99,-0.10867324,-0.17070355,-9.780593,-0.17070355,-9.780593,-0.25406048,-14.556593,-0.23476879,-13.451261,0.98579538,56.481915,0.93184197,53.390612,0.08335693,4.776000,0.06406525,3.670668,-9.40935516,-539.116339,-9.40795898,-539.036344,0.06934077,3.972933,0.05758478,3.299365,179.116339,179.036344,1.87171757,0
2.000000,100,-0.10026541,-0.15749654,-9.023887,-0.15749654,-9.023887,-0.23476879,-13.451261,-0.21663065,-12.412022,0.93184197,53.390612,0.87375170,50.062285,0.07727225,4.427374,0.05913411,3.388135,-9.40795898,-539.036344,-9.40680599,-538.970282,0.05758478,3.299365,0.04636740,2.656656,179.036344,178.970282,1.87537098,0
2.020000,101,-0.09268752,-0.14559321,-8.341877,-0.14559321,-8.341877,-0.21663065,-12.412022,-0.19971488,-11.442820,0.87375170,50.062285,0.81262851,46.560184,0.07103744,4.070146,0.05412167,3.100943,-9.40680599,-538.970282,-9.40588284,-538.917389,0.04636740,2.656656,0.03583223,2.053035,178.970282,178.917389,1.87929320,0
2.040000,102,-0.08592203,-0.13496602,-7.732983,-0.13496602,-7.732983,-0.19971488,-11.442820,-0.18406810,-10.546325,0.81262851,46.560184,0.74956501,42.946911,0.06474887,3.709837,0.04910208,2.813342,-9.40588284,-538.917389,-9.40517235,-538.876681,0.03583223,2.053035,0.02615150,1.498371,178.917389,178.876681,1.88332045,0
2.060000,103,-0.07997313,-0.12562150,-7.197582,-0.12562150,-7.197582,-0.18406810,-10.546325,-0.16971572,-9.723994,0.74956501,42.946911,0.68557876,39.280770,0.05844660,3.348744,0.04409422,2.526413,-9.40517235,-538.876681,-9.40465546,-538.847065,0.02615150,1.498371,0.01748626,1.001889,178.876681,178.847065,1.88729048,0
2.080000,104,-0.07483235,-0.11754639,-6.734912,-0.11754639,-6.734912,-0.16971572,-9.723994,-0.15666832,-8.976434,0.68557876,39.280770,0.62126619,35.595930,0.05216933,2.989082,0.03912193,2.241522,-9.40465546,-538.847065,-9.40430641,-538.827067,0.01748626,1.001889,0.01108066,0.634875,178.847065,178.827067,1.89032686,0
2.100000,105,-0.07073191,-0.11110543,-6.365872,-0.11110543,-6.365872,-0.15666832,-8.976434,-0.14492658,-8.303681,0.62126619,35.595930,0.55706227,31.917317,0.04556289,2.610561,0.03382115,1.937809,-9.40430641,-538.827067,-9.40407753,-538.813953,0.01108066,0.634875,0.00760566,0.435772,178.827067,178.813953,1.89185309,0
2.120000,106,-0.06787959,-0.10662501,-6.109163,-0.10662501,-6.109163,-0.14492658,-8.303681,-0.13452126,-7.707501,0.55706227,31.917317,0.49057031,28.107608,0.03830156,2.194518,0.02789625,1.598337,-9.40407753,-538.813953,-9.40392494,-538.805210,0.00760566,0.435772,0.00570766,0.327025,178.813953,178.805210,1.89260268,0
2.140000,107,-0.06642702,-0.10434332,-5.978432,-0.10434332,-5.978432,-0.13452126,-7.707501,-0.12554260,-7.193061,0.49057031,28.107608,0.41861638,23.984952,0.03017794,1.729068,0.02119927,1.214629,-9.40392494,-538.805210,-9.40382385,-538.799418,0.00570766,0.327025,0.00474379,0.271799,178.805210,178.799418,1.89291084,0
2.160000,108,-0.06671837,-0.10480097,-6.004653,-0.10480097,-6.004653,-0.12554260,-7.193061,-0.11813560,-6.768671,0.41861638,23.984952,0.33872217,19.407351,0.02074163,1.188408,0.01333463,0.764018,-9.40382385,-538.799418,-9.40373230,-538.794172,0.00474379,0.271799,0.00464489,0.266133,178.799418,178.794172,1.89269435,0
2.180000,109,-0.06922832,-0.10874359,-6.230549,-0.10874359,-6.230549,-0.11813560,-6.768671,-0.11251566,-6.446672,0.33872217,19.407351,0.24696556,14.150084,0.00939201,0.538122,0.00377207,0.216123,-9.40373230,-538.794172,-9.40363693,-538.788708,0.00464489,0.266133,0.00481227,0.275723,178.794172,178.788708,1.89229560,0
2.200000,110,-0.07445148,-0.11694811,-6.700633,-0.11694811,-6.700633,-0.11251566,-6.446672,-0.10900047,-6.245267,0.24696556,14.150084,0.13779652,7.895159,-0.00443245,-0.253961,-0.00794763,-0.455366,-9.40363693,-538.788708,-9.40369225,-538.791878,0.00481227,0.275723,-0.00424018,-0.242944,178.788708,178.791878,1.89283121,0
2.220000,111,-0.08108976,-0.12737551,-7.298079,-0.12737551,-7.298079,-0.10900047,-6.245267,-0.10802313,-6.189269,0.13779652,7.895159,0.00546573,0.313163,-0.01837504,-1.052812,-0.01935238,-1.108810,-9.40369225,-538.791878,-9.40415859,-538.818597,-0.00424018,-0.242944,-0.02835827,-1.624809,178.791878,178.818597,1.87880743,0
2.240000,112,-0.08832911,-0.13874704,-7.949620,-0.13874704,-7.949620,-0.10802313,-6.189269,-0.10984754,-6.293800,0.00546573,0.313163,-0.13501662,-7.735882,-0.03072391,-1.760350,-0.02889950,-1.655819,-9.40415859,-538.818597,-9.40521717,-538.879249,-0.02835827,-1.624809,-0.05878761,-3.368282,178.818597,178.879249,1.86256528,0
2.260000,113,-0.09586611,-0.15058614,-8.627950,-0.15058614,-8.627950,-0.10984754,-6.293800,-0.11439545,-6.554376,-0.13501662,-7.735882,-0.26594573,-15.237568,-0.04073860,-2.334150,-0.03619070,-2.073574,-9.40521717,-538.879249,-9.40685654,-538.973178,-0.05878761,-3.368282,-0.08546244,-4.896637,178.879249,178.973178,1.85052598,0
2.280000,114,-0.10369292,-0.16288047,-9.332363,-0.16288047,-9.332363,-0.11439545,-6.554376,-0.12132426,-6.951368,-0.26594573,-15.237568,-0.37654728,-21.574570,-0.04848502,-2.777987,-0.04155621,-2.380995,-9.40685654,-538.973178,-9.40892220,-539.091532,-0.08546244,-4.896637,-0.10277087,-5.888337,178.973178,179.091532,1.84579420,0
2.300000,115,-0.11188236,-0.17574440,-10.069412,-0.17574440,-10.069412,-0.12132426,-6.951368,-0.13018659,-7.459142,-0.37654728,-21.574570,-0.46433645,-26.604519,-0.05442014,-3.118045,-0.04555781,-2.610270,-9.40892220,-539.091532,-9.41121197,-539.222726,-0.10277087,-5.888337,-0.11009897,-6.308206,179.091532,179.222726,1.84812188,0
2.320000,116,-0.12050119,-0.18928283,-10.845108,-0.18928283,-10.845108,-0.13018659,-7.459142,-0.14055851,-8.053409,-0.46433645,-26.604519,-0.53219342,-30.492437,-0.05909625,-3.385966,-0.04872432,-2.791698,-9.41121197,-539.222726,-9.41355515,-539.356980,-0.11009897,-6.308206,-0.10983174,-6.292895,179.222726,179.356980,1.85545516,0
2.340000,117,-0.12954345,-0.20348638,-11.658911,-0.20348638,-11.658911,-0.14055851,-8.053409,-0.15210454,-8.714948,-0.53219342,-30.492437,-0.58517033,-33.527790,-0.06292787,-3.605501,-0.05138184,-2.943963,-9.41355515,-539.356980,-9.41584206,-539.488010,-0.10983174,-6.292895,-0.10536141,-6.036764,179.356980,179.488010,1.86529541,0
2.360000,118,-0.13894549,-0.21825507,-12.505095,-0.21825507,-12.505095,-0.15210454,-8.714948,-0.16458540,-9.430049,-0.58517033,-33.527790,-0.62785214,-35.973278,-0.06615053,-3.790146,-0.05366968,-3.075046,-9.41584206,-539.488010,-9.41802597,-539.613139,-0.10536141,-6.036764,-0.09952239,-5.702213,179.488010,179.613139,1.87569475,0
2.380000,119,-0.14859620,-0.23341437,-13.373658,-0.23341437,-13.373658,-0.16458540,-9.430049,-0.17783386,-10.189129,-0.62785214,-35.973278,-0.66328585,-38.003480,-0.06882897,-3.943610,-0.05558051,-3.184529,-9.41802597,-539.613139,-9.42009926,-539.731930,-0.09952239,-5.702213,-0.09404628,-5.388455,179.613139,179.731930,1.88552558,0
2.400000,120,-0.15837982,-0.24878246,-14.254185,-0.24878246,-14.254185,-0.17783386,-10.189129,-0.19172071,-10.984787,-0.66328585,-38.003480,-0.69278616,-39.693723,-0.07094860,-4.065055,-0.05706175,-3.269397,-9.42009926,-539.731930,-9.42207813,-539.845311,-0.09404628,-5.388455,-0.08953087,-5.129741,179.731930,179.845311,1.89445579,0
2.420000,121,-0.16817179,-0.26416364,-15.135462,-0.26416364,-15.135462,-0.19172071,-10.984787,-0.20612834,-11.810284,-0.69278616,-39.693723,-0.71656865,-41.056359,-0.07244293,-4.150674,-0.05803530,-3.325178,-9.42207813,-539.845311,-9.42398071,-539.954321,-0.08953087,-5.129741,-0.08589969,-4.921690,179.845311,179.954321,1.90258896,0
2.440000,122,-0.17786518,-0.27938998,-16.007867,-0.27938998,-16.007867,-0.20612834,-11.810284,-0.22093424,-12.658600,-0.71656865,-41.056359,-0.73417461,-42.065107,-0.07326163,-4.197582,-0.05845574,-3.349267,-9.42398071,-539.954321,-9.42581558,-540.059451,-0.08589969,-4.921690,-0.08268186,-4.737321,179.954321,179.940549,1.90390766,0
2.460000,123,-0.18737593,-0.29432943,-16.863834,-0.29432943,-16.863834,-0.22093424,-12.658600,-0.23600557,-13.522123,-0.73417461,-42.065107,-0.74507540,-42.689676,-0.07339519,-4.205235,-0.05832386,-3.341711,-9.42581558,-540.059451,-9.42758369,-540.160757,-0.08268186,-4.737321,-0.07938032,-4.548157,179.940549,179.839243,1.90061367,0
2.480000,124,-0.19663456,-0.30887285,-17.697111,-0.30887285,-17.697111,-0.23600557,-13.522123,-0.25120288,-14.392865,-0.74507540,-42.689676,-0.74903965,-42.916811,-0.07286727,-4.174987,-0.05766997,-3.304246,-9.42758369,-540.160757,-9.42927742,-540.257800,-0.07938032,-4.548157,-0.07569229,-4.336849,179.839243,179.742200,1.89779425,0
2.500000,125,-0.20559219,-0.32294345,-18.503297,-0.32294345,-18.503297,-0.25120288,-14.392865,-0.26638672,-15.262835,-0.74903965,-42.916811,-0.74617857,-42.752883,-0.07174057,-4.110432,-0.05655673,-3.240462,-9.42927742,-540.257800,-9.43088722,-540.350035,-0.07569229,-4.336849,-0.07151926,-4.097752,179.742200,179.649965,1.89554179,0
2.520000,126,-0.21418443,-0.33644012,-19.276599,-0.33644012,-19.276599,-0.26638672,-15.262835,-0.28142524,-16.124478,-0.74617857,-42.752883,-0.73698819,-42.226313,-0.07005340,-4.013764,-0.05501488,-3.152120,-9.43088722,-540.350035,-9.43240356,-540.436915,-0.07151926,-4.097752,-0.06698548,-3.837985,179.649965,179.563085,1.89380598,0
2.540000,127,-0.22235826,-0.34927955,-20.012244,-0.34927955,-20.012244,-0.28142524,-16.124478,-0.29619581,-16.970770,-0.73698819,-42.226313,-0.72190964,-41.362376,-0.06785432,-3.887766,-0.05308375,-3.041475,-9.43240356,-540.436915,-9.43381882,-540.518003,-0.06698548,-3.837985,-0.06215631,-3.561294,179.563085,179.481997,1.89256847,0
2.560000,128,-0.23006096,-0.36137894,-20.705488,-0.36137894,-20.705488,-0.29619581,-16.970770,-0.31058538,-17.795231,-0.72190964,-41.362376,-0.70142031,-40.188423,-0.06518313,-3.734718,-0.05079356,-2.910257,-9.43381882,-540.518003,-9.43512726,-540.592971,-0.06215631,-3.561294,-0.05710482,-3.271865,179.481997,179.407029,1.89180040,0
2.580000,129,-0.23724774,-0.37266788,-21.352297,-0.37266788,-21.352297,-0.31058538,-17.795231,-0.32448989,-18.591901,-0.70142031,-40.188423,-0.67594898,-38.729024,-0.06208250,-3.557065,-0.04817799,-2.760395,-9.43512726,-540.592971,-9.43632412,-540.661546,-0.05710482,-3.271865,-0.05185800,-2.971244,179.407029,179.338454,1.89149916,0
2.600000,130,-0.24387816,-0.38308293,-21.949035,-0.38308293,-21.949035,-0.32448989,-18.591901,-0.33781409,-19.355322,-0.67594898,-38.729024,-0.64592779,-37.008936,-0.05859303,-3.357134,-0.04526883,-2.593713,-9.43632412,-540.661546,-9.43740559,-540.723510,-0.05185800,-2.971244,-0.04643510,-2.660535,179.338454,179.276490,1.89166415,0
2.620000,131,-0.24992099,-0.39257500,-22.492890,-0.39257500,-22.492890,-0.33781409,-19.355322,-0.35047120,-20.080521,-0.64592779,-37.008936,-0.61177701,-35.052241,-0.05476090,-3.137569,-0.04210380,-2.412370,-9.43740559,-540.723510,-9.43836784,-540.778643,-0.04643510,-2.660535,-0.04083865,-2.339882,179.276490,179.221357,1.89230502,0
2.640000,132,-0.25535169,-0.40110552,-22.981654,-0.40110552,-22.981654,-0.35047120,-20.080521,-0.36238366,-20.763054,-0.61177701,-35.052241,-0.57395244,-32.885052,-0.05063432,-2.901133,-0.03872186,-2.218599,-9.43836784,-540.778643,-9.43920612,-540.826673,-0.04083865,-2.339882,-0.03508383,-2.010155,179.221357,179.173327,1.89342713,0
2.660000,133,-0.26015785,-0.40865502,-23.414208,-0.40865502,-23.414208,-0.36238366,-20.763054,-0.37348342,-21.399024,-0.57395244,-32.885052,-0.53293663,-30.535020,-0.04627135,-2.651153,-0.03517160,-2.015184,-9.43920612,-540.826673,-9.43991661,-540.867381,-0.03508383,-2.010155,-0.02919381,-1.672682,179.173327,179.132619,1.89502692,0
2.680000,134,-0.26433483,-0.41521618,-23.790135,-0.41521618,-23.790135,-0.37348342,-21.399024,-0.38371333,-21.985155,-0.53293663,-30.535020,-0.48929119,-28.034320,-0.04173276,-2.391111,-0.03150284,-1.804980,-9.43991661,-540.867381,-9.44049931,-540.900767,-0.02919381,-1.672682,-0.02323711,-1.331388,179.132619,179.099233,1.89706075,0
2.700000,135,-0.26787403,-0.42077556,-24.108664,-0.42077556,-24.108664,-0.38371333,-21.985155,-0.39302835,-22.518866,-0.48929119,-28.034320,-0.44362244,-25.417694,-0.03706223,-2.123509,-0.02774721,-1.589798,-9.44049931,-540.900767,-9.44095325,-540.926776,-0.02323711,-1.331388,-0.01730819,-0.991686,179.099233,179.073224,1.89947081,0
2.720000,136,-0.27078477,-0.42534772,-24.370629,-0.42534772,-24.370629,-0.39302835,-22.518866,-0.40139413,-22.998190,-0.44362244,-25.417694,-0.39642742,-22.713618,-0.03231937,-1.851763,-0.02395359,-1.372439,-9.44095325,-540.926776,-9.44127846,-540.945409,-0.01730819,-0.991686,-0.01143090,-0.654943,179.073224,179.054591,1.90224159,0
2.740000,137,-0.27308157,-0.42895555,-24.577343,-0.42895555,-24.577343,-0.40139413,-22.998190,-0.40878764,-23.421806,-0.39642742,-22.713618,-0.34828049,-19.955002,-0.02756143,-1.579153,-0.02016792,-1.155537,-9.44127846,-540.945409,-9.44148254,-540.957102,-0.01143090,-0.654943,-0.00668479,-0.383010,179.054591,179.042898,1.90465832,0
2.760000,138,-0.27459231,-0.43132859,-24.713308,-0.43132859,-24.713308,-0.40878764,-23.421806,-0.41519752,-23.789066,-0.34828049,-19.955002,-0.29976678,-17.175371,-0.02254096,-1.291502,-0.01613107,-0.924242,-9.44148254,-540.957102,-9.44159889,-540.963768,-0.00668479,-0.383010,-0.00431633,-0.247307,179.042898,179.036232,1.90581989,0
2.780000,139,-0.27504864,-0.43204540,-24.754378,-0.43204540,-24.754378,-0.41519752,-23.789066,-0.42059451,-24.098291,-0.29976678,-17.175371,-0.24930117,-14.283905,-0.01684788,-0.965312,-0.01145089,-0.656087,-9.44159889,-540.963768,-9.44167233,-540.967976,-0.00431633,-0.247307,-0.00351569,-0.201434,179.036232,179.032024,1.90610826,0
2.800000,140,-0.27427176,-0.43082508,-24.684459,-0.43082508,-24.684459,-0.42059451,-24.098291,-0.42489085,-24.344452,-0.24930117,-14.283905,-0.19338612,-11.080209,-0.01023057,-0.586169,-0.00593424,-0.340007,-9.44167233,-540.967976,-9.44174099,-540.971910,-0.00351569,-0.201434,-0.00347998,-0.199388,179.032024,179.028090,1.90592134,0
2.820000,141,-0.27186432,-0.42704350,-24.467790,-0.42704350,-24.467790,-0.42489085,-24.344452,-0.42793527,-24.518885,-0.19338612,-11.080209,-0.12908031,-7.395757,-0.00215265,-0.123338,0.00089177,0.051095,-9.44174099,-540.971910,-9.44181347,-540.976063,-0.00347998,-0.199388,-0.00360248,-0.206407,179.028090,179.023937,1.90562117,0
2.840000,142,-0.26748529,-0.42016491,-24.073676,-0.42016491,-24.073676,-0.42793527,-24.518885,-0.42949274,-24.608121,-0.12908031,-7.395757,-0.05170671,-2.962576,0.00777036,0.445209,0.00932783,0.534445,-9.44181347,-540.976063,-9.44186115,-540.978795,-0.00360248,-0.206407,-0.00315604,-0.180828,179.023937,179.021205,1.90576148,0
