time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.000000,0,0,0,0.31468987,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,0.00000000,1.04719758,0.00000000,1.04719758,0.00000000,0.000000,0.01089883,0.624457,0.00000000,0.000000,2.17976522,124.891348,0.10471976,6.000000,0.09382093,5.375543,3.14159274,180.000005,3.14904094,180.426755,0.00000000,0.000000,1.48964226,85.350215,179.999995,179.573245,1.06352401,0
0.005000,0,1,1,0.31468987,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,1.04719758,-0.04268503,1.04719758,-0.04268503,0.01089883,0.624457,0.02135443,1.223519,2.17976522,124.891348,2.09112072,119.812392,0.09382093,5.375543,0.08336533,4.776481,3.14904094,180.426755,3.15622067,180.838124,1.48964226,85.350215,1.43593705,82.273132,179.573245,179.161876,1.06352401,0
0.010000,0,2,2,0.31468987,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,-0.04268503,-0.10735106,-0.04268503,-0.10735106,0.02135443,1.223519,0.03069426,1.758652,2.09112072,119.812392,1.86796677,107.026612,0.08336533,4.776481,0.07402549,4.241348,3.15622067,180.838124,3.16269541,181.209099,1.43593705,82.273132,1.29496181,74.195846,179.161876,178.790901,1.06352401,0
0.015000,0,3,3,0.31468987,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,-0.10735106,-0.10033011,-0.10735106,-0.10033011,0.03069426,1.758652,0.03899192,2.234072,1.86796677,107.026612,1.65953195,95.084177,0.07402549,4.241348,0.06572784,3.765928,3.16269541,181.209099,3.16853547,181.543710,1.29496181,74.195846,1.16802490,66.922897,178.790901,178.456290,1.06352401,0
0.020000,1,0,4,-0.69364923,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,-0.08951104,-0.08951104,-0.08951104,-0.08951104,0.03899192,2.234072,0.04636049,2.656260,1.65953195,95.084177,1.47371364,84.437572,0.06572784,3.765928,0.05835927,3.343740,3.16853547,181.543710,3.17383575,181.847394,1.16802490,66.922897,1.06007946,60.738079,178.456290,178.152606,1.15263653,0
0.025000,1,1,5,-0.69364923,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,-0.08951104,-0.07957840,-0.08951104,-0.07957840,0.04636049,2.656260,0.05290378,3.031163,1.47371364,84.437572,1.30865777,74.980567,0.05835927,3.343740,0.05181598,2.968837,3.17383575,181.847394,3.17868328,182.125136,1.06007946,60.738079,0.96950167,55.548354,178.152606,177.874864,1.15263653,0
0.030000,1,2,6,-0.69364923,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,-0.07957840,-0.07073617,-0.07957840,-0.07073617,0.05290378,3.031163,0.05871421,3.364076,1.30865777,74.980567,1.16208673,66.582665,0.05181598,2.968837,0.04600555,2.635924,3.17868328,182.125136,3.18315554,182.381378,0.96950167,55.548354,0.89444274,51.247794,177.874864,177.618622,1.15263653,0
0.035000,1,3,7,-0.69364923,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,-0.07073617,-0.06288350,-0.07073617,-0.06288350,0.05871421,3.364076,0.06387388,3.659704,1.16208673,66.582665,1.03193378,59.125451,0.04600555,2.635924,0.04084588,2.340296,3.18315554,182.381378,3.18732190,182.620093,0.89444274,51.247794,0.83325160,47.741800,177.618622,177.379907,1.15263653,0
0.040000,2,0,8,-0.21613538,0.00000000,0.000000,0.00000000,0.000000,-5.23598790,-300.000008,-0.05591142,-1.10310900,-0.05591142,-1.10310900,0.06387388,3.659704,0.05755754,3.297804,1.03193378,59.125451,-1.26326764,-72.379904,-0.06387388,-3.659704,-0.05755754,-3.297804,3.18732190,182.620093,3.18382406,182.419681,0.83325160,47.741800,-0.69958025,-40.082996,177.379907,177.580319,1.39633143,0
0.045000,2,1,9,-0.21613538,0.00000000,0.000000,0.00000000,0.000000,-5.23598790,-300.000008,-1.10310900,-0.00710499,-1.10310900,-0.00710499,0.05755754,3.297804,0.05117186,2.931931,-1.26326764,-72.379904,-1.27713704,-73.174562,-0.05755754,-3.297804,-0.05117186,-2.931931,3.18382406,182.419681,3.18042612,182.224994,-0.69958025,-40.082996,-0.67960936,-38.938748,177.580319,177.775006,1.39633143,0
