time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.930000,46,2,186,0.27867839,0.43774700,25.081056,0.43774700,25.081056,0.45059940,25.817444,0.45187679,25.890633,0.30616626,17.542035,0.25547749,14.637782,-0.01285240,-0.736388,-0.01412979,-0.809577,-9.33431244,-534.816707,-9.33634663,-534.933258,-0.43134859,-24.714454,-0.40681317,-23.308678,174.816707,174.933258,1.45649397,0
0.935000,46,3,187,0.27867839,0.43774700,25.081056,0.43774700,25.081056,0.45187679,25.890633,0.45292658,25.950781,0.25547749,14.637782,0.20995788,12.029701,-0.01412979,-0.809577,-0.01517957,-0.869726,-9.33634663,-534.933258,-9.33824825,-535.042213,-0.40681317,-23.308678,-0.38025388,-21.786943,174.933258,175.042213,1.45649397,0
0.940000,47,0,188,0.26614901,0.41806591,23.953412,0.41806591,23.953412,0.45292658,25.950781,0.45363039,25.991107,0.20995788,12.029701,0.14076264,8.065105,-0.03486067,-1.997369,-0.03556448,-2.037695,-9.33824825,-535.042213,-9.34009838,-535.148217,-0.38025388,-21.786943,-0.37011072,-21.205782,175.042213,175.148217,1.51919448,0
0.945000,47,1,189,0.26614901,0.41806591,23.953412,0.41806591,23.953412,0.45363039,25.991107,0.45403570,26.014329,0.14076264,8.065105,0.08106443,4.644650,-0.03556448,-2.037695,-0.03596979,-2.060917,-9.34009838,-535.148217,-9.34187317,-535.249905,-0.37011072,-21.205782,-0.35499313,-20.339608,175.148217,175.249905,1.51919448,0
0.950000,47,2,190,0.26614901,0.41806591,23.953412,0.41806591,23.953412,0.45403570,26.014329,0.45418587,26.022934,0.08106443,4.644650,0.03003266,1.720745,-0.03596979,-2.060917,-0.03611997,-2.069522,-9.34187317,-535.249905,-9.34354973,-535.345965,-0.35499313,-20.339608,-0.33540711,-19.217412,175.249905,175.345965,1.51919448,0
0.955000,47,3,191,0.26614901,0.41806591,23.953412,0.41806591,23.953412,0.45418587,26.022934,0.45412022,26.019172,0.03003266,1.720745,-0.01313114,-0.752359,-0.03611997,-2.069522,-0.03605431,-2.065760,-9.34354973,-535.345965,-9.34510899,-535.435304,-0.33540711,-19.217412,-0.31182468,-17.866238,175.345965,175.435304,1.51919448,0
0.960000,48,0,192,0.24988869,0.39252424,22.489982,0.39252424,22.489982,0.45412022,26.019172,0.45364359,25.991863,-0.01313114,-0.752359,-0.09532574,-5.461762,-0.06159598,-3.529189,-0.06111935,-3.501881,-9.34510899,-535.435304,-9.34668064,-535.525353,-0.31182468,-17.866238,-0.31430826,-18.008537,175.435304,175.525353,1.55981386,0
0.965000,48,1,193,0.24988869,0.39252424,22.489982,0.39252424,22.489982,0.45364359,25.991863,0.45282778,25.945121,-0.09532574,-5.461762,-0.16315994,-9.348376,-0.06111935,-3.501881,-0.06030354,-3.455138,-9.34668064,-535.525353,-9.34822273,-535.613709,-0.31430826,-18.008537,-0.30846152,-17.673543,175.525353,175.613709,1.55981386,0
0.970000,48,2,194,0.24988869,0.39252424,22.489982,0.39252424,22.489982,0.45282778,25.945121,0.45173702,25.882624,-0.16315994,-9.348376,-0.21815309,-12.499251,-0.06030354,-3.455138,-0.05921277,-3.392642,-9.34822273,-535.613709,-9.34969902,-535.698294,-0.30846152,-17.673543,-0.29527599,-16.918068,175.613709,175.698294,1.55981386,0
0.975000,48,3,195,0.24988869,0.39252424,22.489982,0.39252424,22.489982,0.45173702,25.882624,0.45042837,25.807644,-0.21815309,-12.499251,-0.26173002,-14.996025,-0.05921277,-3.392642,-0.05790412,-3.317662,-9.34969902,-535.698294,-9.35107708,-535.777251,-0.29527599,-16.918068,-0.27565947,-15.794124,175.698294,175.777251,1.55981386,0
0.980000,49,0,196,0.23091784,0.36272490,20.782606,0.36272490,20.782606,0.45042837,25.807644,0.44865289,25.705917,-0.26173002,-14.996025,-0.35509560,-20.345479,-0.08770347,-5.025038,-0.08592799,-4.923311,-9.35107708,-535.777251,-9.35252190,-535.860032,-0.27565947,-15.794124,-0.28890267,-16.552904,175.777251,175.860032,1.58372390,0
0.985000,49,1,197,0.23091784,0.36272490,20.782606,0.36272490,20.782606,0.44865289,25.705917,0.44650662,25.582945,-0.35509560,-20.345479,-0.42925498,-24.594499,-0.08592799,-4.923311,-0.08378172,-4.800339,-9.35252190,-535.860032,-9.35397434,-535.943251,-0.28890267,-16.552904,-0.29056180,-16.647965,175.860032,175.943251,1.58372390,0
0.990000,49,2,198,0.23091784,0.36272490,20.782606,0.36272490,20.782606,0.44650662,25.582945,0.44407445,25.443592,-0.42925498,-24.594499,-0.48643440,-27.870638,-0.08378172,-4.800339,-0.08134955,-4.660986,-9.35397434,-535.943251,-9.35538483,-536.024066,-0.29056180,-16.647965,-0.28212216,-16.164409,175.943251,176.024066,1.58372390,0
0.995000,49,3,199,0.23091784,0.36272490,20.782606,0.36272490,20.782606,0.44407445,25.443592,0.44143096,25.292131,-0.48643440,-27.870638,-0.52870023,-30.292292,-0.08134955,-4.660986,-0.07870606,-4.509525,-9.35538483,-536.024066,-9.35670948,-536.099963,-0.28212216,-16.164409,-0.26493362,-15.179578,176.024066,176.099963,1.58372390,0
1.000000,50,0,200,0.20996514,0.32981247,18.896862,0.32981247,18.896862,0.44143096,25.292131,0.43829188,25.112275,-0.52870023,-30.292292,-0.62781805,-35.971324,-0.11161849,-6.395268,-0.10847941,-6.215412,-9.35670948,-536.099963,-9.35813522,-536.181652,-0.26493362,-15.179578,-0.28511027,-16.335615,176.099963,176.181652,1.59946156,0
1.005000,50,1,201,0.20996514,0.32981247,18.896862,0.32981247,18.896862,0.43829188,25.112275,0.43477386,24.910707,-0.62781805,-35.971324,-0.70360553,-40.313627,-0.10847941,-6.215412,-0.10496140,-6.013845,-9.35813522,-536.181652,-9.35959053,-536.265035,-0.28511027,-16.335615,-0.29099068,-16.672538,176.181652,176.265035,1.59946156,0
1.010000,50,2,202,0.20996514,0.32981247,18.896862,0.32981247,18.896862,0.43477386,24.910707,0.43097919,24.693289,-0.70360553,-40.313627,-0.75893474,-43.483757,-0.10496140,-6.013845,-0.10116673,-5.796426,-9.35959053,-536.265035,-9.36101341,-536.346561,-0.29099068,-16.672538,-0.28450549,-16.300964,176.265035,176.346561,1.59946156,0
1.015000,50,3,203,0.20996514,0.32981247,18.896862,0.32981247,18.896862,0.43097919,24.693289,0.42699692,24.465121,-0.75893474,-43.483757,-0.79645437,-45.633474,-0.10116673,-5.796426,-0.09718445,-5.568259,-9.36101341,-536.346561,-9.36235046,-536.423168,-0.28450549,-16.300964,-0.26739937,-15.320855,176.346561,176.423168,1.59946156,0
1.020000,51,0,204,0.18737897,0.29433420,16.864108,0.29433420,16.864108,0.42699692,24.465121,0.42251816,24.208508,-0.79645437,-45.633474,-0.89575076,-51.322738,-0.13266271,-7.601014,-0.12818396,-7.344400,-9.36235046,-536.423168,-9.36380482,-536.506496,-0.26739937,-15.320855,-0.29084349,-16.664104,176.423168,176.506496,1.61419439,0
1.025000,51,1,205,0.18737897,0.29433420,16.864108,0.29433420,16.864108,0.42251816,24.208508,0.41767544,23.931040,-0.89575076,-51.322738,-0.96854740,-55.493678,-0.12818396,-7.344400,-0.12334123,-7.066932,-9.36380482,-536.506496,-9.36529446,-536.591846,-0.29084349,-16.664104,-0.29794019,-17.070716,176.506496,176.591846,1.61419439,0
1.030000,51,2,206,0.18737897,0.29433420,16.864108,0.29433420,16.864108,0.41767544,23.931040,0.41258413,23.639329,-0.96854740,-55.493678,-1.01826215,-58.342124,-0.12334123,-7.066932,-0.11824992,-6.775222,-9.36529446,-536.591846,-9.36674976,-536.675229,-0.29794019,-17.070716,-0.29098958,-16.672475,176.591846,176.675229,1.61419439,0
1.035000,51,3,207,0.18737897,0.29433420,16.864108,0.29433420,16.864108,0.41258413,23.639329,0.40734395,23.339089,-1.01826215,-58.342124,-1.04803240,-60.047833,-0.11824992,-6.775222,-0.11300975,-6.474982,-9.36674976,-536.675229,-9.36810970,-536.753148,-0.29098958,-16.672475,-0.27206197,-15.588003,176.675229,176.753148,1.61419439,0
1.040000,52,0,208,0.16323355,0.25640666,14.691020,0.25640666,14.691020,0.40734395,23.339089,0.40162447,23.011387,-1.04803240,-60.047833,-1.14389503,-65.540357,-0.15093729,-8.648070,-0.14521781,-8.320367,-9.36810970,-536.753148,-9.36959267,-536.838116,-0.27206197,-15.588003,-0.29649839,-16.988106,176.753148,176.838116,1.63160539,0
1.045000,52,1,209,0.16323355,0.25640666,14.691020,0.25640666,14.691020,0.40162447,23.011387,0.39556995,22.664489,-1.14389503,-65.540357,-1.21090245,-69.379600,-0.14521781,-8.320367,-0.13916329,-7.973469,-9.36959267,-536.838116,-9.37110806,-536.924941,-0.29649839,-16.988106,-0.30307531,-17.364936,176.838116,176.924941,1.63160539,0
1.050000,52,2,210,0.16323355,0.25640666,14.691020,0.25640666,14.691020,0.39556995,22.664489,0.38930535,22.305554,-1.21090245,-69.379600,-1.25292015,-71.787037,-0.13916329,-7.973469,-0.13289869,-7.614534,-9.37110806,-536.924941,-9.37257957,-537.009253,-0.30307531,-17.364936,-0.29439136,-16.867383,176.924941,177.009253,1.63160539,0
1.055000,52,3,211,0.16323355,0.25640666,14.691020,0.25640666,14.691020,0.38930535,22.305554,0.38293794,21.940728,-1.25292015,-71.787037,-1.27348340,-72.965224,-0.13289869,-7.614534,-0.12653127,-7.249708,-9.37257957,-537.009253,-9.37394333,-537.087390,-0.29439136,-16.867383,-0.27277669,-15.628953,177.009253,177.087390,1.63160539,0
1.060000,53,0,212,0.13752386,0.21602198,12.377148,0.21602198,12.377148,0.38293794,21.940728,0.37611434,21.549764,-1.27348340,-72.965224,-1.36472249,-78.192839,-0.16691595,-9.563580,-0.16009235,-9.172616,-9.37394333,-537.087390,-9.37543106,-537.172631,-0.27277669,-15.628953,-0.29750940,-17.046033,177.087390,177.172631,1.65203929,0
1.065000,53,1,213,0.13752386,0.21602198,12.377148,0.21602198,12.377148,0.37611434,21.549764,0.36898804,21.141457,-1.36472249,-78.192839,-1.42526305,-81.661557,-0.16009235,-9.172616,-0.15296605,-8.764309,-9.37543106,-537.172631,-9.37694740,-537.259511,-0.29750940,-17.046033,-0.30319408,-17.371741,177.172631,177.259511,1.65203929,0
1.070000,53,2,214,0.13752386,0.21602198,12.377148,0.21602198,12.377148,0.36898804,21.141457,0.36169133,20.723386,-1.42526305,-81.661557,-1.45934343,-83.614220,-0.15296605,-8.764309,-0.14566934,-8.346238,-9.37694740,-537.259511,-9.37841034,-537.343331,-0.30319408,-17.371741,-0.29267669,-16.769139,177.259511,177.343331,1.65203929,0
1.075000,53,3,215,0.13752386,0.21602198,12.377148,0.21602198,12.377148,0.36169133,20.723386,0.35433719,20.302025,-1.45934343,-83.614220,-1.47082889,-84.272288,-0.14566934,-8.346238,-0.13831520,-7.924877,-9.37841034,-537.343331,-9.37975311,-537.420266,-0.29267669,-16.769139,-0.26850125,-15.383989,177.343331,177.420266,1.65203929,0
1.080000,54,0,216,0.11031112,0.17327631,9.928001,0.17327631,9.928001,0.35433719,20.302025,0.34654769,19.855720,-1.47082889,-84.272288,-1.55790079,-89.261140,-0.18106088,-10.374024,-0.17327139,-9.927719,-9.37975311,-537.420266,-9.38122272,-537.504469,-0.26850125,-15.383989,-0.29385346,-16.836563,177.420266,177.504469,1.67398345,0
1.085000,54,1,217,0.11031112,0.17327631,9.928001,0.17327631,9.928001,0.34654769,19.855720,0.33848429,19.393721,-1.55790079,-89.261140,-1.61268115,-92.399824,-0.17327139,-9.927719,-0.16520798,-9.465720,-9.38122272,-537.504469,-9.38271809,-537.590147,-0.29385346,-16.836563,-0.29911873,-17.138241,177.504469,177.590147,1.67398345,0
1.090000,54,2,218,0.11031112,0.17327631,9.928001,0.17327631,9.928001,0.33848429,19.393721,0.33028561,18.923971,-1.61268115,-92.399824,-1.63973284,-93.949771,-0.16520798,-9.465720,-0.15700930,-8.995970,-9.38271809,-537.590147,-9.38415527,-537.672491,-0.29911873,-17.138241,-0.28735760,-16.464378,177.590147,177.672491,1.67398345,0
1.095000,54,3,219,0.11031112,0.17327631,9.928001,0.17327631,9.928001,0.33028561,18.923971,0.32206959,18.453228,-1.63973284,-93.949771,-1.64320779,-94.148871,-0.15700930,-8.995970,-0.14879328,-8.525227,-9.38415527,-537.672491,-9.38546181,-537.747350,-0.28735760,-16.464378,-0.26130140,-14.971467,177.672491,177.747350,1.67398345,0
1.100000,55,0,220,0.08178207,0.12846299,7.360387,0.12846299,7.360387,0.32206959,18.453228,0.31343421,17.958458,-1.64320779,-94.148871,-1.72707486,-98.954100,-0.19360660,-11.092841,-0.18497123,-10.598071,-9.38546181,-537.747350,-9.38690090,-537.829804,-0.26130140,-14.971467,-0.28787318,-16.493918,177.747350,177.829804,1.69564271,0
1.105000,55,1,221,0.08178207,0.12846299,7.360387,0.12846299,7.360387,0.31343421,17.958458,0.30454829,17.449332,-1.72707486,-98.954100,-1.77718377,-101.825130,-0.18497123,-10.598071,-0.17608531,-10.088945,-9.38690090,-537.829804,-9.38836765,-537.913843,-0.28787318,-16.493918,-0.29339230,-16.810141,177.829804,177.913843,1.69564271,0
1.110000,55,2,222,0.08178207,0.12846299,7.360387,0.12846299,7.360387,0.30454829,17.449332,0.29555637,16.934132,-1.77718377,-101.825130,-1.79838836,-103.040063,-0.17608531,-10.088945,-0.16709338,-9.573746,-9.38836765,-537.913843,-9.38977337,-537.994385,-0.29339230,-16.810141,-0.28111389,-16.106640,177.913843,177.994385,1.69564271,0
1.115000,55,3,223,0.08178207,0.12846299,7.360387,0.12846299,7.360387,0.29555637,16.934132,0.28658086,16.419874,-1.79838836,-103.040063,-1.79509890,-102.851591,-0.16709338,-9.573746,-0.15811788,-9.059487,-9.38977337,-537.994385,-9.39104271,-538.067112,-0.28111389,-16.106640,-0.25393805,-14.549578,177.994385,178.067112,1.69564271,0
1.120000,56,0,224,0.05222419,0.08203357,4.700177,0.08203357,4.700177,0.28658086,16.419874,0.27719906,15.882336,-1.79509890,-102.851591,-1.87635887,-107.507444,-0.20454729,-11.719697,-0.19516549,-11.182159,-9.39104271,-538.067112,-9.39245319,-538.147927,-0.25393805,-14.549578,-0.28206736,-16.161269,178.067112,178.147927,1.71594715,0
1.125000,56,1,225,0.05222419,0.08203357,4.700177,0.08203357,4.700177,0.27719906,15.882336,0.26758641,15.331572,-1.87635887,-107.507444,-1.92253065,-110.152892,-0.19516549,-11.182159,-0.18555284,-10.631395,-9.39245319,-538.147927,-9.39389420,-538.230491,-0.28206736,-16.161269,-0.28826737,-16.516504,178.147927,178.230491,1.71594715,0
1.130000,56,2,226,0.05222419,0.08203357,4.700177,0.08203357,4.700177,0.26758641,15.331572,0.25789276,14.776167,-1.92253065,-110.152892,-1.93872893,-111.080985,-0.18555284,-10.631395,-0.17585919,-10.075989,-9.39389420,-538.230491,-9.39527416,-538.309557,-0.28826737,-16.516504,-0.27596745,-15.811770,178.230491,178.309557,1.71594715,0
1.135000,56,3,227,0.05222419,0.08203357,4.700177,0.08203357,4.700177,0.25789276,14.776167,0.24824478,14.223378,-1.93872893,-111.080985,-1.92959476,-110.557636,-0.17585919,-10.075989,-0.16621121,-9.523201,-9.39527416,-538.309557,-9.39651489,-538.380645,-0.27596745,-15.811770,-0.24821933,-14.221920,178.309557,178.380645,1.71594715,0
1.140000,57,0,228,0.02197811,0.03452314,1.978030,0.03452314,1.978030,0.24824478,14.223378,0.23820396,13.648081,-1.92959476,-110.557636,-2.00816441,-115.059345,-0.21372164,-12.245348,-0.20368082,-11.670051,-9.39651489,-538.380645,-9.39790440,-538.460258,-0.24821933,-14.221920,-0.27780816,-15.917235,178.380645,178.460258,1.73475564,0
1.145000,57,1,229,0.02197811,0.03452314,1.978030,0.03452314,1.978030,0.23820396,13.648081,0.22795129,13.060647,-2.00816441,-115.059345,-2.05053449,-117.486972,-0.20368082,-11.670051,-0.19342815,-11.082617,-9.39790440,-538.460258,-9.39932823,-538.541838,-0.27780816,-15.917235,-0.28473812,-16.314293,178.460258,178.541838,1.73475564,0
1.150000,57,2,230,0.02197811,0.03452314,1.978030,0.03452314,1.978030,0.22795129,13.060647,0.21764107,12.469915,-2.05053449,-117.486972,-2.06204319,-118.146372,-0.19342815,-11.082617,-0.18311793,-10.491885,-9.39932823,-538.541838,-9.40069103,-538.619921,-0.28473812,-16.314293,-0.27258784,-15.618133,178.541838,178.619921,1.73475564,0
1.155000,57,3,231,0.02197811,0.03452314,1.978030,0.03452314,1.978030,0.21764107,12.469915,0.20740342,11.883341,-2.06204319,-118.146372,-2.04752970,-117.314810,-0.18311793,-10.491885,-0.17288028,-9.905311,-9.40069103,-538.619921,-9.40191364,-538.689971,-0.27258784,-15.618133,-0.24453825,-14.011010,178.619921,178.689971,1.73475564,0
1.160000,58,0,232,-0.00861254,-0.01352855,-0.775129,-0.01352855,-0.775129,0.20740342,11.883341,0.19678973,11.275221,-2.04752970,-117.314810,-2.12273908,-121.623990,-0.22093197,-12.658470,-0.21031828,-12.050350,-9.40191364,-538.689971,-9.40328884,-538.768764,-0.24453825,-14.011010,-0.27512875,-15.763716,178.689971,178.768764,1.75258923,0
1.165000,58,1,233,-0.00861254,-0.01352855,-0.775129,-0.01352855,-0.775129,0.19678973,11.275221,0.18598498,10.656155,-2.12273908,-121.623990,-2.16094732,-123.813161,-0.21031828,-12.050350,-0.19951354,-11.431284,-9.40328884,-538.768764,-9.40470123,-538.849688,-0.27512875,-15.763716,-0.28253785,-16.188226,178.768764,178.849688,1.75258923,0
1.170000,58,2,234,-0.00861254,-0.01352855,-0.775129,-0.01352855,-0.775129,0.18598498,10.656155,0.17514662,10.035162,-2.16094732,-123.813161,-2.16767073,-124.198384,-0.19951354,-11.431284,-0.18867518,-10.810291,-9.40470123,-538.849688,-9.40605354,-538.927170,-0.28253785,-16.188226,-0.27046144,-15.496299,178.849688,178.927170,1.75258923,0
1.175000,58,3,235,-0.00861254,-0.01352855,-0.775129,-0.01352855,-0.775129,0.17514662,10.035162,0.16440710,9.419833,-2.16767073,-124.198384,-2.14790511,-123.065898,-0.18867518,-10.810291,-0.17793566,-10.194962,-9.40605354,-538.927170,-9.40726471,-538.996565,-0.27046144,-15.496299,-0.24218200,-13.876007,178.927170,178.996565,1.75258923,0
1.180000,59,0,236,-0.03923896,-0.06163641,-3.531506,-0.06163641,-3.531506,0.16440710,9.419833,0.15331310,8.784194,-2.14790511,-123.065898,-2.21880126,-127.127948,-0.22604352,-12.951340,-0.21494951,-12.315700,-9.40726471,-538.996565,-9.40863037,-539.074811,-0.24218200,-13.876007,-0.27315110,-15.650405,178.996565,179.074811,1.77019978,0
1.185000,59,1,237,-0.03923896,-0.06163641,-3.531506,-0.06163641,-3.531506,0.15331310,8.784194,0.14205177,8.138967,-2.21880126,-127.127948,-2.25226545,-129.045305,-0.21494951,-12.315700,-0.20368819,-11.670473,-9.40863037,-539.074811,-9.41003323,-539.155189,-0.27315110,-15.650405,-0.28066155,-16.080722,179.074811,179.155189,1.77019978,0
1.190000,59,2,238,-0.03923896,-0.06163641,-3.531506,-0.06163641,-3.531506,0.14205177,8.138967,0.13078208,7.493261,-2.25226545,-129.045305,-2.25393867,-129.141173,-0.20368819,-11.670473,-0.19241850,-11.024768,-9.41003323,-539.155189,-9.41137600,-539.232124,-0.28066155,-16.080722,-0.26848882,-15.383276,179.155189,179.232124,1.77019978,0
1.195000,59,3,239,-0.03923896,-0.06163641,-3.531506,-0.06163641,-3.531506,0.13078208,7.493261,0.11963745,6.854721,-2.25393867,-129.141173,-2.22892570,-127.708036,-0.19241850,-11.024768,-0.18127387,-10.386227,-9.41137600,-539.232124,-9.41257572,-539.300863,-0.26848882,-15.383276,-0.23998375,-13.750056,179.232124,179.300863,1.77019978,0
1.200000,60,0,240,-0.06959757,-0.10932361,-6.263782,-0.10932361,-6.263782,0.11963745,6.854721,0.10816444,6.197366,-2.22892570,-127.708036,-2.29460239,-131.471033,-0.22896107,-13.118503,-0.21748805,-12.461147,-9.41257572,-539.300863,-9.41392899,-539.378400,-0.23998375,-13.750056,-0.27074555,-15.512577,179.300863,179.378400,1.78816998,0
1.205000,60,1,241,-0.06959757,-0.10932361,-6.263782,-0.10932361,-6.263782,0.10816444,6.197366,0.09655043,5.531932,-2.29460239,-131.471033,-2.32279968,-133.086618,-0.21748805,-12.461147,-0.20587405,-11.795714,-9.41392899,-539.378400,-9.41531944,-539.458067,-0.27074555,-15.512577,-0.27801988,-15.929365,179.378400,179.458067,1.78816998,0
1.210000,60,2,242,-0.06959757,-0.10932361,-6.263782,-0.10932361,-6.263782,0.09655043,5.531932,0.08495429,4.867522,-2.32279968,-133.086618,-2.31922817,-132.881986,-0.20587405,-11.795714,-0.19427790,-11.131304,-9.41531944,-539.458067,-9.41664791,-539.534182,-0.27801988,-15.929365,-0.26562399,-15.219133,179.458067,179.534182,1.78816998,0
1.215000,60,3,243,-0.06959757,-0.10932361,-6.263782,-0.10932361,-6.263782,0.08495429,4.867522,0.07350904,4.211758,-2.31922817,-132.881986,-2.28905034,-131.152924,-0.19427790,-11.131304,-0.18283265,-10.475539,-9.41664791,-539.534182,-9.41783237,-539.602047,-0.26562399,-15.219133,-0.23694174,-13.575762,179.534182,179.602047,1.78816998,0
1.220000,61,0,244,-0.09941986,-0.15616836,-8.947788,-0.15616836,-8.947788,0.07350904,4.211758,0.06176552,3.538904,-2.28905034,-131.152924,-2.34870386,-134.570819,-0.22967739,-13.159545,-0.21793387,-12.486691,-9.41783237,-539.602047,-9.41916752,-539.678545,-0.23694174,-13.575762,-0.26696795,-15.296137,179.602047,179.678545,1.80690145,0
1.225000,61,1,245,-0.09941986,-0.15616836,-8.947788,-0.15616836,-8.947788,0.06176552,3.538904,0.04990945,2.859601,-2.34870386,-134.570819,-2.37121463,-135.860591,-0.21793387,-12.486691,-0.20607780,-11.807388,-9.41916752,-539.678545,-9.42053604,-539.756956,-0.26696795,-15.296137,-0.27372384,-15.683221,179.678545,179.756956,1.80690145,0
1.230000,61,2,246,-0.09941986,-0.15616836,-8.947788,-0.15616836,-8.947788,0.04990945,2.859601,0.03809792,2.182850,-2.37121463,-135.860591,-2.36230564,-135.350143,-0.20607780,-11.807388,-0.19426627,-11.130638,-9.42053604,-539.756956,-9.42184162,-539.831760,-0.27372384,-15.683221,-0.26102778,-14.955790,179.756956,179.831760,1.80690145,0
1.235000,61,3,247,-0.09941986,-0.15616836,-8.947788,-0.15616836,-8.947788,0.03809792,2.182850,0.02646219,1.516172,-2.36230564,-135.350143,-2.32714558,-133.335620,-0.19426627,-11.130638,-0.18263055,-10.463960,-9.42184162,-539.831760,-9.42300320,-539.898314,-0.26102778,-14.955790,-0.23226269,-13.307672,179.831760,179.898314,1.80690145,0
1.240000,62,0,248,-0.12845108,-0.20177048,-11.560597,-0.20177048,-11.560597,0.02646219,1.516172,0.01456120,0.834295,-2.32714558,-133.335620,-2.38019824,-136.375314,-0.22823267,-13.076769,-0.21633168,-12.394892,-9.42300320,-539.898314,-9.42430878,-539.973118,-0.23226269,-13.307672,-0.26114956,-14.962767,179.898314,179.973118,1.80655837,0
1.245000,62,1,249,-0.12845108,-0.20177048,-11.560597,-0.20177048,-11.560597,0.01456120,0.834295,0.00257719,0.147662,-2.38019824,-136.375314,-2.39680266,-137.326677,-0.21633168,-12.394892,-0.20434767,-11.708259,-9.42430878,-539.973118,-9.42564487,-540.049671,-0.26114956,-14.962767,-0.26720795,-15.309888,179.973118,179.950329,1.80655837,0
1.250000,62,2,250,-0.12845108,-0.20177048,-11.560597,-0.20177048,-11.560597,0.00257719,0.147662,-0.00933601,-0.534914,-2.39680266,-137.326677,-2.38263917,-136.515169,-0.20434767,-11.708259,-0.19243447,-11.025683,-9.42564487,-540.049671,-9.42691612,-540.122508,-0.26720795,-15.309888,-0.25422105,-14.565793,179.950329,179.877492,1.80655837,0
1.255000,62,3,251,-0.12845108,-0.20177048,-11.560597,-0.20177048,-11.560597,-0.00933601,-0.534914,-0.02105017,-1.206086,-2.38263917,-136.515169,-2.34283304,-134.234445,-0.19243447,-11.025683,-0.18072031,-10.354511,-9.42691612,-540.122508,-9.42804337,-540.187094,-0.25422105,-14.565793,-0.22553734,-12.922338,179.877492,179.812906,1.80655837,0
1.260000,63,0,252,-0.15644673,-0.24574594,-14.080205,-0.24574594,-14.080205,-0.02105017,-1.206086,-0.03299463,-1.890453,-2.34283304,-134.234445,-2.38889146,-136.873398,-0.22469577,-12.874119,-0.21275131,-12.189752,-9.42804337,-540.187094,-9.42930794,-540.259549,-0.22553734,-12.922338,-0.25296828,-14.494015,179.812906,179.740451,1.79729939,0
1.265000,63,1,253,-0.15644673,-0.24574594,-14.080205,-0.24574594,-14.080205,-0.03299463,-1.890453,-0.04499227,-2.577867,-2.38889146,-136.873398,-2.39952707,-137.482774,-0.21275131,-12.189752,-0.20075367,-11.502338,-9.42930794,-540.259549,-9.43059921,-540.333533,-0.25296828,-14.494015,-0.25821874,-14.794844,179.740451,179.666467,1.79729939,0
1.270000,63,2,254,-0.15644673,-0.24574594,-14.080205,-0.24574594,-14.080205,-0.04499227,-2.577867,-0.05689389,-3.259780,-2.39952707,-137.482774,-2.38032484,-136.382567,-0.20075367,-11.502338,-0.18885205,-10.820425,-9.43059921,-540.333533,-9.43182468,-540.403748,-0.25821874,-14.794844,-0.24500126,-14.037538,179.666467,179.596252,1.79729939,0
1.275000,63,3,255,-0.15644673,-0.24574594,-14.080205,-0.24574594,-14.080205,-0.05689389,-3.259780,-0.06857549,-3.929086,-2.38032484,-136.382567,-2.33631921,-133.861230,-0.18885205,-10.820425,-0.17717046,-10.151119,-9.43182468,-540.403748,-9.43290806,-540.465820,-0.24500126,-14.037538,-0.21659933,-12.410227,179.596252,179.534180,1.79729939,0
1.280000,64,0,256,-0.18316069,-0.28770816,-16.484463,-0.28770816,-16.484463,-0.06857549,-3.929086,-0.08045107,-4.609507,-2.33631921,-133.861230,-2.37511754,-136.084211,-0.21913268,-12.555378,-0.20725709,-11.874957,-9.43290806,-540.465820,-9.43411922,-540.535215,-0.21659933,-12.410227,-0.24230675,-13.883154,179.534180,179.464785,1.79017365,0
1.285000,64,1,257,-0.18316069,-0.28770816,-16.484463,-0.28770816,-16.484463,-0.08045107,-4.609507,-0.09235019,-5.291276,-2.37511754,-136.084211,-2.37982440,-136.353894,-0.20725709,-11.874957,-0.19535797,-11.193187,-9.43411922,-540.535215,-9.43535233,-540.605866,-0.24230675,-13.883154,-0.24667089,-14.133201,179.464785,179.394134,1.79017365,0
1.290000,64,2,258,-0.18316069,-0.28770816,-16.484463,-0.28770816,-16.484463,-0.09235019,-5.291276,-0.10412959,-5.966186,-2.37982440,-136.353894,-2.35587978,-134.981969,-0.19535797,-11.193187,-0.18357857,-10.518277,-9.43535233,-540.605866,-9.43651867,-540.672693,-0.24667089,-14.133201,-0.23330052,-13.367135,179.394134,179.327307,1.79017365,0
