time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.175000,8,3,35,2.49650574,3.92150211,224.685520,3.92150211,224.685520,2.47696352,141.919556,2.55586052,146.440021,16.94280243,970.751072,15.77940273,904.093180,1.44453859,82.765965,1.36564159,78.245500,-1.84198987,-105.538246,-1.91822839,-109.906391,-16.01042557,-917.329813,-15.24769688,-873.628678,105.538246,109.906391,0.35465100,0
0.180000,9,0,36,2.14177132,3.36428666,192.759427,3.36428666,192.759427,2.55586052,146.440021,2.62895751,150.628170,15.77940273,904.093180,14.61939144,837.629429,0.80842614,46.319406,0.73532915,42.131257,-1.91822839,-109.906391,-1.99087858,-114.068940,-15.24769688,-873.628678,-14.53003311,-832.509573,109.906391,114.068940,-0.15870404,0
0.185000,9,1,37,2.14177132,3.36428666,192.759427,3.36428666,192.759427,2.62895751,150.628170,2.69633389,154.488552,14.61939144,837.629429,13.47526646,772.075896,0.73532915,42.131257,0.66795278,38.270875,-1.99087858,-114.068940,-2.06026840,-118.044684,-14.53003311,-832.509573,-13.87795830,-795.148439,114.068940,118.044684,-0.15870404,0
0.190000,9,2,38,2.14177132,3.36428666,192.759427,3.36428666,192.759427,2.69633389,154.488552,2.75812101,158.028693,13.47526646,772.075896,12.35743999,708.029157,0.66795278,38.270875,0.60616565,34.730733,-2.06026840,-118.044684,-2.12678552,-121.855834,-13.87795830,-795.148439,-13.30344009,-762.230970,118.044684,121.855834,-0.15870404,0
0.195000,9,3,39,2.14177132,3.36428666,192.759427,3.36428666,192.759427,2.75812101,158.028693,2.81449318,161.258581,12.35743999,708.029157,11.27445030,645.978419,0.60616565,34.730733,0.54979348,31.500846,-2.12678552,-121.855834,-2.19084215,-125.526009,-13.30344009,-762.230970,-12.81135178,-734.036387,121.855834,125.526009,-0.15870404,0
0.200000,10,0,40,1.91691935,3.01109004,172.522751,3.01109004,172.522751,2.81449318,161.258581,2.86565900,164.190166,11.27445030,645.978419,10.23315239,586.316443,0.19659686,11.264170,0.14543104,8.332585,-2.19084215,-125.526009,-2.25284767,-129.078663,-12.81135178,-734.036387,-12.40112782,-710.532285,125.526009,129.078663,-0.14026248,0
0.205000,10,1,41,1.91691935,3.01109004,172.522751,3.01109004,172.522751,2.86565900,164.190166,2.91185355,166.836919,10.23315239,586.316443,9.23889446,529.349660,0.14543104,8.332585,0.09923649,5.685832,-2.25284767,-129.078663,-2.31318951,-132.535996,-12.40112782,-710.532285,-12.06834698,-691.465347,129.078663,132.535996,-0.14026248,0
0.210000,10,2,42,1.91691935,3.01109004,172.522751,3.01109004,172.522751,2.91185355,166.836919,2.95333195,169.213456,9.23889446,529.349660,8.29567719,475.307291,0.09923649,5.685832,0.05775809,3.309295,-2.31318951,-132.535996,-2.37222004,-135.918196,-12.06834698,-691.465347,-11.80611324,-676.440461,132.535996,135.918196,-0.14026248,0
0.215000,10,3,43,1.91691935,3.01109004,172.522751,3.01109004,172.522751,2.95333195,169.213456,2.99036360,171.335213,8.29567719,475.307291,7.40631104,424.350364,0.05775809,3.309295,0.02072644,1.187538,-2.37222004,-135.918196,-2.43025088,-139.243119,-11.80611324,-676.440461,-11.60618401,-664.985360,135.918196,139.243119,-0.14026248,0
0.220000,11,0,44,1.69977498,2.67000031,152.979749,2.67000031,152.979749,2.99036360,171.335213,3.02170229,173.130788,7.40631104,424.350364,6.26772356,359.114107,-0.32036328,-18.355464,-0.35170197,-20.151039,-2.43025088,-139.243119,-2.48829389,-142.568738,-11.60618401,-664.985360,-11.60858345,-665.122838,139.243119,142.568738,0.01218739,0
0.225000,11,1,45,1.69977498,2.67000031,152.979749,2.67000031,152.979749,3.02170229,173.130788,3.04789162,174.631326,6.26772356,359.114107,5.23785639,300.107065,-0.35170197,-20.151039,-0.37789130,-21.651577,-2.48829389,-142.568738,-2.54651856,-145.904766,-11.60858345,-665.122838,-11.64492702,-667.205171,142.568738,145.904766,0.01218739,0
0.230000,11,2,46,1.69977498,2.67000031,152.979749,2.67000031,152.979749,3.04789162,174.631326,3.06944871,175.866456,5.23785639,300.107065,4.31142426,247.026414,-0.37789130,-21.651577,-0.39944839,-22.886707,-2.54651856,-145.904766,-2.60503721,-149.257638,-11.64492702,-667.205171,-11.70372963,-670.574312,145.904766,149.257638,0.01218739,0
0.235000,11,3,47,1.69977498,2.67000031,152.979749,2.67000031,152.979749,3.06944871,175.866456,3.08686256,176.864197,4.31142426,247.026414,3.48278475,199.548867,-0.39944839,-22.886707,-0.41686225,-23.884448,-2.60503721,-149.257638,-2.66391635,-152.631164,-11.70372963,-670.574312,-11.77583218,-674.705484,149.257638,152.631164,0.01218739,0
0.240000,12,0,48,1.45494664,2.28542495,130.945204,2.28542495,130.945204,3.08686256,176.864197,3.09713101,177.452536,3.48278475,199.548867,2.05367160,117.666715,-0.80143762,-45.918993,-0.81170607,-46.507332,-2.66391635,-152.631164,-2.72516847,-156.140652,-11.77583218,-674.705484,-12.25044632,-701.898871,152.631164,156.140652,0.08991712,0
0.245000,12,1,49,1.45494664,2.28542495,130.945204,2.28542495,130.945204,3.09713101,177.452536,3.10036993,177.638112,2.05367160,117.666715,0.64778388,37.115282,-0.81170607,-46.507332,-0.81494498,-46.692908,-2.72516847,-156.140652,-2.78907156,-159.802029,-12.25044632,-701.898871,-12.78062820,-732.276056,156.140652,159.802029,0.08991712,0
0.250000,12,2,50,1.45494664,2.28542495,130.945204,2.28542495,130.945204,3.10036993,177.638112,3.09804773,177.505060,0.64778388,37.115282,-0.46443334,-26.610070,-0.81494498,-46.692908,-0.81262279,-46.559856,-2.78907156,-159.802029,-2.85503674,-163.581555,-12.78062820,-732.276056,-13.19301510,-755.904084,159.802029,163.581555,0.08991712,0
0.255000,12,3,51,1.45494664,2.28542495,130.945204,2.28542495,130.945204,3.09804773,177.505060,3.09108448,177.106095,-0.46443334,-26.610070,-1.39266229,-79.793671,-0.81262279,-46.559856,-0.80565953,-46.160891,-2.85503674,-163.581555,-2.92274165,-167.460761,-13.19301510,-755.904084,-13.54100227,-775.842281,163.581555,167.460761,0.08991712,0
0.260000,13,0,52,1.18299162,1.85823894,106.469248,1.85823894,106.469248,3.09108448,177.106095,3.07737517,176.320609,-1.39266229,-79.793671,-2.74186563,-157.097329,-1.23284554,-70.636847,-1.21913624,-69.851361,-2.92274165,-167.460761,-2.99373317,-171.528275,-13.54100227,-775.842281,-14.19829655,-813.502468,167.460761,171.528275,0.49982053,0
0.265000,13,1,53,1.18299162,1.85823894,106.469248,1.85823894,106.469248,3.07737517,176.320609,3.05703378,175.155133,-2.74186563,-157.097329,-4.06827402,-233.094931,-1.21913624,-69.851361,-1.19879484,-68.685885,-2.99373317,-171.528275,-3.06816483,-175.792895,-14.19829655,-813.502468,-14.88632965,-852.923861,171.528275,175.792895,0.49982053,0
0.270000,13,2,54,1.18299162,1.85823894,106.469248,1.85823894,106.469248,3.05703378,175.155133,3.03017426,173.616196,-4.06827402,-233.094931,-5.37189817,-307.787093,-1.19879484,-68.685885,-1.17193532,-67.146948,-3.06816483,-175.792895,-3.14619279,-180.263568,-14.88632965,-852.923861,-15.60558510,-894.134163,175.792895,179.736432,0.49982053,0
0.275000,13,3,55,1.18299162,1.85823894,106.469248,1.85823894,106.469248,3.03017426,173.616196,2.99891567,171.825211,-5.37189817,-307.787093,-6.25170183,-358.196130,-1.17193532,-67.146948,-1.14067674,-65.355963,-3.14619279,-180.263568,-3.22670102,-184.876350,-15.60558510,-894.134163,-16.10166740,-922.557585,179.736432,175.123650,0.49982053,0
0.280000,14,0,56,0.87984264,1.38205361,79.185839,1.38205361,79.185839,2.99891567,171.825211,2.96133304,169.671885,-6.25170183,-358.196130,-7.51651525,-430.664601,-1.61686206,-92.639372,-1.57927942,-90.486046,-3.22670102,-184.876350,-3.31120658,-189.718162,-16.10166740,-922.557585,-16.90109444,-968.361380,175.123650,170.281838,0.10058069,0
0.285000,14,1,57,0.87984264,1.38205361,79.185839,1.38205361,79.185839,2.96133304,169.671885,2.91754198,167.162842,-7.51651525,-430.664601,-8.75819874,-501.807824,-1.57927942,-90.486046,-1.53548837,-87.977003,-3.31120658,-189.718162,-3.39995193,-194.802896,-16.90109444,-968.361380,-17.74908447,-1016.947631,170.281838,165.197104,0.10058069,0
0.290000,14,2,58,0.87984264,1.38205361,79.185839,1.38205361,79.185839,2.91754198,167.162842,2.86765909,164.304763,-8.75819874,-501.807824,-9.97657108,-571.615417,-1.53548837,-87.977003,-1.48560548,-85.118924,-3.39995193,-194.802896,-3.49323463,-200.147601,-17.74908447,-1016.947631,-18.65653038,-1068.940451,165.197104,159.852399,0.10058069,0
0.295000,14,3,59,0.87984264,1.38205361,79.185839,1.38205361,79.185839,2.86765909,164.304763,2.81401277,161.231055,-9.97657108,-571.615417,-10.72926998,-614.741887,-1.48560548,-85.118924,-1.43195915,-82.045216,-3.49323463,-200.147601,-3.59007025,-205.695873,-18.65653038,-1068.940451,-19.36710358,-1109.653296,159.852399,154.304127,0.10058069,0
0.300000,15,0,60,0.86414504,1.35739589,77.773055,1.35739589,77.773055,2.81401277,161.231055,2.75447106,157.819567,-10.72926998,-614.741887,-11.90834045,-682.297649,-1.45661688,-83.458000,-1.39707518,-80.046511,-3.59007025,-205.695873,-3.69213343,-211.543663,-19.36710358,-1109.653296,-20.41261864,-1169.556897,154.304127,148.456337,-0.15503797,0
0.305000,15,1,61,0.86414504,1.35739589,77.773055,1.35739589,77.773055,2.75447106,157.819567,2.68915367,154.077156,-11.90834045,-682.297649,-13.06346607,-748.481472,-1.39707518,-80.046511,-1.33175778,-76.304100,-3.69213343,-211.543663,-3.79981804,-217.713537,-20.41261864,-1169.556897,-21.53693008,-1233.975197,148.456337,142.286463,-0.15503797,0
0.310000,15,2,62,0.86414504,1.35739589,77.773055,1.35739589,77.773055,2.68915367,154.077156,2.61911631,150.064310,-13.06346607,-748.481472,-14.00746346,-802.568538,-1.33175778,-76.304100,-1.26172042,-72.291255,-3.79981804,-217.713537,-3.91302443,-224.199785,-21.53693008,-1233.975197,-22.64128113,-1297.249851,142.286463,135.800215,-0.15503797,0
0.315000,15,3,63,0.86414504,1.35739589,77.773055,1.35739589,77.773055,2.61911631,150.064310,2.54595208,145.872309,-14.00746346,-802.568538,-14.63284874,-838.400475,-1.26172042,-72.291255,-1.18855619,-68.099254,-3.91302443,-224.199785,-4.03136110,-230.979977,-22.64128113,-1297.249851,-23.66735268,-1356.039421,135.800215,129.020023,-0.15503797,0
0.320000,16,0,64,1.05356991,1.65494382,94.821296,1.65494382,94.821296,2.54595208,145.872309,2.47074270,141.563129,-14.63284874,-838.400475,-15.04187012,-861.835674,-0.89100826,-51.051013,-0.81579888,-46.741833,-4.03136110,-230.979977,-4.15457010,-238.039333,-23.66735268,-1356.039421,-24.64176559,-1411.869168,129.020023,121.960667,0.27450663,0
0.325000,16,1,65,1.05356991,1.65494382,94.821296,1.65494382,94.821296,2.47074270,141.563129,2.39470291,137.206370,-15.04187012,-861.835674,-15.20795345,-871.351548,-0.81579888,-46.741833,-0.73975909,-42.385074,-4.15457010,-238.039333,-4.28221750,-245.352990,-24.64176559,-1411.869168,-25.52946472,-1462.730582,121.960667,114.647010,0.27450663,0
0.330000,16,2,66,1.05356991,1.65494382,94.821296,1.65494382,94.821296,2.39470291,137.206370,2.31885600,132.860662,-15.20795345,-871.351548,-15.16936874,-869.140807,-0.73975909,-42.385074,-0.66391218,-38.039366,-4.28221750,-245.352990,-4.41380692,-252.892508,-25.52946472,-1462.730582,-26.31792831,-1507.906218,114.647010,107.107492,0.27450663,0
0.335000,16,3,67,1.05356991,1.65494382,94.821296,1.65494382,94.821296,2.31885600,132.860662,2.24405289,128.574759,-15.16936874,-869.140807,-14.96062469,-857.180654,-0.66391218,-38.039366,-0.58910906,-33.753463,-4.41380692,-252.892508,-4.54879141,-260.626550,-26.31792831,-1507.906218,-26.99687576,-1546.807041,107.107492,99.373450,0.27450663,0
0.340000,17,0,68,0.35571584,0.55875713,32.014425,0.55875713,32.014425,2.24405289,128.574759,2.17444944,124.586776,-14.96062469,-857.180654,-13.92070580,-797.597690,-1.68529576,-96.560334,-1.61569232,-92.572351,-4.54879141,-260.626550,-4.68624783,-268.502222,-26.99687576,-1546.807041,-27.49127579,-1575.134076,99.373450,91.497778,0.19899239,0
0.345000,17,1,69,0.35571584,0.55875713,32.014425,0.55875713,32.014425,2.17444944,124.586776,2.11001205,120.894785,-13.92070580,-797.597690,-12.88747978,-738.398200,-1.61569232,-92.572351,-1.55125493,-88.880360,-4.68624783,-268.502222,-4.82596350,-276.507340,-27.49127579,-1575.134076,-27.94313240,-1601.023553,91.497778,83.492660,0.19899239,0
0.350000,17,2,70,0.35571584,0.55875713,32.014425,0.55875713,32.014425,2.11001205,120.894785,2.05065322,117.493775,-12.88747978,-738.398200,-11.87177372,-680.202529,-1.55125493,-88.880360,-1.49189609,-85.479350,-4.82596350,-276.507340,-4.96783209,-284.635812,-27.94313240,-1601.023553,-28.37372208,-1625.694524,83.492660,75.364188,0.19899239,0
0.355000,17,3,71,0.35571584,0.55875713,32.014425,0.55875713,32.014425,2.05065322,117.493775,1.99624205,114.376244,-11.87177372,-680.202529,-10.88222599,-623.505621,-1.49189609,-85.479350,-1.43748492,-82.361819,-4.96783209,-284.635812,-5.11184835,-292.887336,-28.37372208,-1625.694524,-28.80322838,-1650.303422,75.364188,67.112664,0.19899239,0
0.360000,18,0,72,-1.55913115,-2.44907761,-140.321811,-2.44907761,-140.321811,1.99624205,114.376244,1.93600416,110.924868,-10.88222599,-623.505621,-12.04758549,-690.275802,-4.44531965,-254.698055,-4.38508177,-251.246678,-5.11184835,-292.887336,-5.25542450,-301.113643,-28.80322838,-1650.303422,-28.71519089,-1645.259246,67.112664,58.886357,0.10788915,0
0.365000,18,1,73,-1.55913115,-2.44907761,-140.321811,-2.44907761,-140.321811,1.93600416,110.924868,1.87001014,107.143689,-12.04758549,-690.275802,-13.19881248,-756.236250,-4.38508177,-251.246678,-4.31908774,-247.465499,-5.25542450,-301.113643,-5.39742756,-309.249819,-28.71519089,-1645.259246,-28.40059090,-1627.233994,58.886357,50.750181,0.10788915,0
