time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
2.460000,123,0,492,0.49465531,0.77700275,44.518978,0.77700275,44.518978,5.91233730,5.77935219,5.91233730,5.77935219,0.29228699,16.746811,0.23930392,13.711104,-12.67750549,-726.367560,-10.59661579,-607.141362,0.48471576,27.772167,0.53769884,30.807874,1.10450304,63.283362,1.12355494,64.374956,4.65902853,266.942671,3.81037688,218.318514,63.283362,64.374956,0.20782952,0
2.465000,123,1,493,0.49465531,0.77700275,44.518978,0.77700275,44.518978,5.77935219,5.89108324,5.77935219,5.89108324,0.23930392,13.711104,0.19673382,11.272017,-10.59661579,-607.141362,-8.51402092,-487.817465,0.53769884,30.807874,0.58026893,33.246961,1.12355494,64.374956,1.13800251,65.202741,3.81037688,218.318514,2.88950849,165.556641,64.374956,65.202741,0.20782952,0
2.470000,123,2,494,0.49465531,0.77700275,44.518978,0.77700275,44.518978,5.89108324,5.91925478,5.89108324,5.91925478,0.19673382,11.272017,0.16445044,9.422316,-8.51402092,-487.817465,-6.45667458,-369.940203,0.58026893,33.246961,0.61255231,35.096662,1.13800251,65.202741,1.14760542,65.752947,2.88950849,165.556641,1.92057657,110.040932,65.202741,65.752947,0.20782952,0
2.475000,123,3,495,0.49465531,0.77700275,44.518978,0.77700275,44.518978,5.91925478,5.86891985,5.91925478,5.86891985,0.16445044,9.422316,0.14220327,8.147647,-6.45667458,-369.940203,-4.44943476,-254.933833,0.61255231,35.096662,0.63479948,36.371331,1.14760542,65.752947,1.15225947,66.019604,1.92057657,110.040932,0.93081278,53.331644,65.752947,66.019604,0.20782952,0
2.480000,124,0,496,1.28561258,2.01943564,115.705139,2.01943564,115.705139,5.74581099,10.00000000,5.74581099,10.00000000,0.14220327,8.147647,0.13736610,7.870498,-4.44943476,-254.933833,-0.96743381,-55.429874,1.87723237,107.557492,1.88206954,107.834642,1.15225947,66.019604,1.14989221,65.883971,0.93081278,53.331644,-0.47344059,-27.126148,66.019604,65.883971,0.23766425,0
2.485000,124,1,497,1.28561258,2.01943564,115.705139,2.01943564,115.705139,10.00000000,10.00000000,10.00000000,10.00000000,0.13736610,7.870498,0.14964244,8.573880,-0.96743381,-55.429874,2.45526695,140.676434,1.88206954,107.834642,1.86979321,107.131259,1.14989221,65.883971,1.14043415,65.342063,-0.47344059,-27.126148,-1.89162385,-108.382063,65.883971,65.342063,0.23766425,0
2.490000,124,2,498,1.28561258,2.01943564,115.705139,2.01943564,115.705139,10.00000000,10.00000000,10.00000000,10.00000000,0.14964244,8.573880,0.17874303,10.241222,2.45526695,140.676434,5.82012033,333.468331,1.86979321,107.131259,1.84069261,105.463918,1.14043415,65.342063,1.12395489,64.397872,-1.89162385,-108.382063,-3.29584169,-188.837819,65.342063,64.397872,0.23766425,0
2.495000,124,3,499,1.28561258,2.01943564,115.705139,2.01943564,115.705139,10.00000000,10.00000000,10.00000000,10.00000000,0.17874303,10.241222,0.22438580,12.856359,5.82012033,333.468331,9.12855148,523.027473,1.84069261,105.463918,1.79504985,102.848780,1.12395489,64.397872,1.10066962,63.063724,-3.29584169,-188.837819,-4.65704632,-266.829099,64.397872,63.063724,0.23766425,0
2.500000,125,0,500,1.46157837,2.29584193,131.542053,2.29584193,131.542053,10.00000000,10.00000000,10.00000000,10.00000000,0.22438580,12.856359,0.28629550,16.403524,9.12855148,523.027473,12.38194084,709.432952,2.07145613,118.685694,2.00954643,115.138529,1.10066962,63.063724,1.07095814,61.361381,-4.65704632,-266.829099,-5.94228649,-340.467937,63.063724,61.361381,0.22352432,0
2.505000,125,1,501,1.46157837,2.29584193,131.542053,2.29584193,131.542053,10.00000000,10.00000000,10.00000000,10.00000000,0.28629550,16.403524,0.36420351,20.867324,12.38194084,709.432952,15.58160019,892.759929,2.00954643,115.138529,1.93163842,110.674729,1.07095814,61.361381,1.03539288,59.323642,-5.94228649,-340.467937,-7.11305904,-407.548263,61.361381,59.323642,0.22352432,0
2.510000,125,2,502,1.46157837,2.29584193,131.542053,2.29584193,131.542053,10.00000000,10.00000000,10.00000000,10.00000000,0.36420351,20.867324,0.45784712,26.232708,15.58160019,892.759929,18.72872353,1073.076814,1.93163842,110.674729,1.83799481,105.309346,1.03539288,59.323642,0.99476743,56.995975,-7.11305904,-407.548263,-8.12509346,-465.533563,59.323642,56.995975,0.22352432,0
2.515000,125,3,503,1.46157837,2.29584193,131.542053,2.29584193,131.542053,10.00000000,10.00000000,10.00000000,10.00000000,0.45784712,26.232708,0.56696886,32.484923,18.72872353,1073.076814,21.82434845,1250.443057,1.83799481,105.309346,1.72887307,99.057130,0.99476743,56.995975,0.95011860,54.437786,-8.12509346,-465.533563,-8.92976379,-511.637777,56.995975,54.437786,0.22352432,0
2.520000,126,0,504,0.39821535,0.62551522,35.839382,0.62551522,35.839382,10.00000000,-2.80528164,10.00000000,-2.80528164,0.56696886,32.484923,0.66979790,38.376593,21.82434845,1250.443057,20.56580925,1178.334072,0.05854636,3.354460,-0.04428267,-2.537210,0.95011860,54.437786,0.91079479,52.184698,-8.92976379,-511.637777,-7.86476612,-450.617906,54.437786,52.184698,0.19471017,0
2.525000,126,1,505,0.39821535,0.62551522,35.839382,0.62551522,35.839382,-2.80528164,-3.43913269,-2.80528164,-3.43913269,0.66979790,38.376593,0.76539981,43.854179,20.56580925,1178.334072,19.12038040,1095.517100,-0.04428267,-2.537210,-0.13988459,-8.014797,0.91079479,52.184698,0.87687391,50.241174,-7.86476612,-450.617906,-6.78417826,-388.704782,52.184698,50.241174,0.19471017,0
2.530000,126,2,506,0.39821535,0.62551522,35.839382,0.62551522,35.839382,-3.43913269,-3.98713398,-3.43913269,-3.98713398,0.76539981,43.854179,0.85299492,48.873009,19.12038040,1095.517100,17.51902008,1003.765912,-0.13988459,-8.014797,-0.22747970,-13.033627,0.87687391,50.241174,0.84827000,48.602291,-6.78417826,-388.704782,-5.72078800,-327.777008,50.241174,48.602291,0.19471017,0
2.535000,126,3,507,0.39821535,0.62551522,35.839382,0.62551522,35.839382,-3.98713398,-4.44769096,-3.98713398,-4.44769096,0.85299492,48.873009,0.93195897,53.397316,17.51902008,1003.765912,15.79281044,904.861385,-0.22747970,-13.033627,-0.30644375,-17.557934,0.84827000,48.602291,0.82476979,47.255828,-5.72078800,-327.777008,-4.70004654,-269.292830,48.602291,47.255828,0.19471017,0
2.540000,127,0,508,-0.48774332,-0.76614541,-43.896898,-0.76614541,-43.896898,-4.82047176,-10.00000000,-4.82047176,-10.00000000,0.93195897,53.397316,0.99251080,56.866680,15.79281044,904.861385,12.11036396,693.872743,-1.69810438,-97.294214,-1.75865620,-100.763578,0.82476979,47.255828,0.81013858,46.417522,-4.70004654,-269.292830,-2.92623949,-167.661173,47.255828,46.417522,0.14163199,0
2.545000,127,1,509,-0.48774332,-0.76614541,-43.896898,-0.76614541,-43.896898,-10.00000000,-10.00000000,-10.00000000,-10.00000000,0.99251080,56.866680,1.03495836,59.298746,12.11036396,693.872743,8.48950863,486.413015,-1.75865620,-100.763578,-1.80110377,-103.195645,0.81013858,46.417522,0.80317032,46.018270,-2.92623949,-167.661173,-1.39365005,-79.850266,46.417522,46.018270,0.14163199,0
2.550000,127,2,510,-0.48774332,-0.76614541,-43.896898,-0.76614541,-43.896898,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.03495836,59.298746,1.05960786,60.711059,8.48950863,486.413015,4.92990875,282.462965,-1.80110377,-103.195645,-1.82575327,-104.607957,0.80317032,46.018270,0.80292565,46.004251,-1.39365005,-79.850266,-0.04892962,-2.803461,46.018270,46.004251,0.14163199,0
2.555000,127,3,511,-0.48774332,-0.76614541,-43.896898,-0.76614541,-43.896898,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.05960786,60.711059,1.06676316,61.121027,4.92990875,282.462965,1.43105114,81.993190,-1.82575327,-104.607957,-1.83290857,-105.017925,0.80292565,46.004251,0.80870211,46.335218,-0.04892962,-2.803461,1.15528846,66.193153,46.004251,46.335218,0.14163199,0
2.560000,128,0,512,-1.64942598,-2.59091234,-148.448342,-2.59091234,-148.448342,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.06676316,61.121027,1.05672467,60.545864,1.43105114,81.993190,-2.00770450,-115.032994,-3.65767550,-209.569369,-3.64763701,-208.994206,0.80870211,46.335218,0.82002926,46.984216,1.15528846,66.193153,2.26543093,129.799631,46.335218,46.984216,0.20750332,0
2.565000,128,1,513,-1.64942598,-2.59091234,-148.448342,-2.59091234,-148.448342,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.05672467,60.545864,1.02978933,59.002582,-2.00770450,-115.032994,-5.38707399,-308.656604,-3.64763701,-208.994206,-3.62070167,-207.450925,0.82002926,46.984216,0.83666021,47.937099,2.26543093,129.799631,3.32618928,190.576608,46.984216,47.937099,0.20750332,0
2.570000,128,2,514,-1.64942598,-2.59091234,-148.448342,-2.59091234,-148.448342,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.02978933,59.002582,0.98625034,56.507982,-5.38707399,-308.656604,-8.70779991,-498.920184,-3.62070167,-207.450925,-3.57716268,-204.956324,0.83666021,47.937099,0.85855907,49.191811,3.32618928,190.576608,4.37977266,250.942489,47.937099,49.191811,0.20750332,0
2.575000,128,3,515,-1.64942598,-2.59091234,-148.448342,-2.59091234,-148.448342,-10.00000000,-10.00000000,-10.00000000,-10.00000000,0.98625034,56.507982,0.92639726,53.078653,-8.70779991,-498.920184,-11.97061348,-685.865631,-3.57716268,-204.956324,-3.51730961,-201.526996,0.85855907,49.191811,0.88588357,50.757390,4.37977266,250.942489,5.46490192,313.115816,49.191811,50.757390,0.20750332,0
2.580000,129,0,516,-0.10152522,-0.15947545,-9.137270,-0.15947545,-9.137270,-10.00000000,-6.89138937,-10.00000000,-6.89138937,0.92639726,53.078653,0.85634345,49.064865,-11.97061348,-685.865631,-14.01075840,-802.757324,-1.08587271,-62.215923,-1.01581889,-58.202135,0.88588357,50.757390,0.91658551,52.516481,5.46490192,313.115816,6.14038181,351.817962,50.757390,52.516481,0.23462790,0
2.585000,129,1,517,-0.10152522,-0.15947545,-9.137270,-0.15947545,-9.137270,-6.89138937,-6.02493715,-6.89138937,-6.02493715,0.85634345,49.064865,0.77766597,44.556978,-14.01075840,-802.757324,-15.73549080,-901.577211,-1.01581889,-58.202135,-0.93714142,-53.694248,0.91658551,52.516481,0.95037323,54.452375,6.14038181,351.817962,6.75754738,387.178945,52.516481,54.452375,0.23462790,0
2.590000,129,2,518,-0.10152522,-0.15947545,-9.137270,-0.15947545,-9.137270,-6.02493715,-5.13680744,-6.02493715,-5.13680744,0.77766597,44.556978,0.69195086,39.645864,-15.73549080,-901.577211,-17.14302635,-982.223058,-0.93714142,-53.694248,-0.85142630,-48.783134,0.95037323,54.452375,0.98693430,56.547170,6.75754738,387.178945,7.31220865,418.958695,54.452375,56.547170,0.23462790,0
2.595000,129,3,519,-0.10152522,-0.15947545,-9.137270,-0.15947545,-9.137270,-5.13680744,-4.23995638,-5.13680744,-4.23995638,0.69195086,39.645864,0.60077155,34.421674,-17.14302635,-982.223058,-18.23586655,-1044.838189,-0.85142630,-48.783134,-0.76024699,-43.558944,0.98693430,56.547170,1.02590847,58.780226,7.31220865,418.958695,7.79482555,446.610606,56.547170,58.780226,0.23462790,0
2.600000,130,0,520,0.51044458,0.80180448,45.940013,0.80180448,45.940013,-3.34659576,4.34364367,-3.34659576,4.34364367,0.60077155,34.421674,0.51813823,29.687134,-18.23586655,-1044.838189,-16.52666855,-946.908357,0.20103294,11.518339,0.28366625,16.252879,1.02590847,58.780226,1.06270742,60.888650,7.79482555,446.610606,7.35977888,421.684268,58.780226,60.888650,0.24872734,0
2.605000,130,1,521,0.51044458,0.80180448,45.940013,0.80180448,45.940013,4.34364367,4.74833012,4.34364367,4.74833012,0.51813823,29.687134,0.44456333,25.471602,-16.52666855,-946.908357,-14.71497822,-843.106148,0.28366625,16.252879,0.35724115,20.468410,1.06270742,60.888650,1.09659576,62.830309,7.35977888,421.684268,6.77766991,388.331881,60.888650,62.830309,0.24872734,0
2.610000,130,2,522,0.51044458,0.80180448,45.940013,0.80180448,45.940013,4.74833012,5.06517601,4.74833012,5.06517601,0.44456333,25.471602,0.38040817,21.795783,-14.71497822,-843.106148,-12.83102989,-735.163860,0.35724115,20.468410,0.42139632,24.144230,1.09659576,62.830309,1.12697411,64.570860,6.77766991,388.331881,6.07567024,348.110263,62.830309,64.570860,0.24872734,0
2.615000,130,3,523,0.51044458,0.80180448,45.940013,0.80180448,45.940013,5.06517601,5.29582500,5.06517601,5.29582500,0.38040817,21.795783,0.32588854,18.672038,-12.83102989,-735.163860,-10.90392685,-624.748989,0.42139632,24.144230,0.47591594,27.267975,1.12697411,64.570860,1.15338099,66.083863,6.07567024,348.110263,5.28137207,302.600330,64.570860,66.083863,0.24872734,0
2.620000,131,0,524,0.46295440,0.72720706,41.665896,0.72720706,41.665896,5.44291639,4.84613705,5.44291639,4.84613705,0.32588854,18.672038,0.28011507,16.049411,-10.90392685,-624.748989,-9.15469742,-524.525525,0.40131852,22.993857,0.44709200,25.616484,1.15338099,66.083863,1.17573750,67.364797,5.28137207,302.600330,4.47129154,256.186134,66.083863,67.364797,0.22652428,0
2.625000,131,1,525,0.46295440,0.72720706,41.665896,0.72720706,41.665896,4.84613705,4.94994068,4.84613705,4.94994068,0.28011507,16.049411,0.24311027,13.929192,-9.15469742,-524.525525,-7.40095949,-424.043743,0.44709200,25.616484,0.48409680,27.736703,1.17573750,67.364797,1.19382417,68.401087,4.47129154,256.186134,3.61732697,207.257569,67.364797,68.401087,0.22652428,0
2.630000,131,2,526,0.46295440,0.72720706,41.665896,0.72720706,41.665896,4.94994068,4.98291826,4.94994068,4.98291826,0.24311027,13.929192,0.21478233,12.306121,-7.40095949,-424.043743,-5.66558886,-324.614330,0.48409680,27.736703,0.51242474,29.359775,1.19382417,68.401087,1.20750844,69.185138,3.61732697,207.257569,2.73685217,156.810078,68.401087,69.185138,0.22652428,0
2.635000,131,3,527,0.46295440,0.72720706,41.665896,0.72720706,41.665896,4.98291826,4.94923639,4.98291826,4.94923639,0.21478233,12.306121,0.19493371,11.168879,-5.66558886,-324.614330,-3.96972442,-227.448455,0.51242474,29.359775,0.53227335,30.497017,1.20750844,69.185138,1.21673012,69.713501,2.73685217,156.810078,1.84433699,105.672725,69.185138,69.713501,0.22652428,0
2.640000,132,0,528,1.17902255,1.85200429,106.112029,1.85200429,106.112029,4.85364532,10.00000000,4.85364532,10.00000000,0.19493371,11.168879,0.19244663,11.026380,-3.96972442,-227.448455,-0.49741676,-28.499881,1.65707058,94.943150,1.65955766,95.085650,1.21673012,69.713501,1.21947026,69.870499,1.84433699,105.672725,0.54803789,31.400258,69.713501,69.870499,0.24241835,0
2.645000,132,1,529,1.17902255,1.85200429,106.112029,1.85200429,106.112029,10.00000000,10.00000000,10.00000000,10.00000000,0.19244663,11.026380,0.20702431,11.861619,-0.49741676,-28.499881,2.91553521,167.047863,1.65955766,95.085650,1.64497998,94.250410,1.21947026,69.870499,1.21573627,69.656557,0.54803789,31.400258,-0.74679059,-42.787949,69.870499,69.656557,0.24241835,0
2.650000,132,2,530,1.17902255,1.85200429,106.112029,1.85200429,106.112029,10.00000000,10.00000000,10.00000000,10.00000000,0.20702431,11.861619,0.23837687,13.657989,2.91553521,167.047863,6.27051210,359.273879,1.64497998,94.250410,1.61362742,92.454041,1.21573627,69.656557,1.20564830,69.078559,-0.74679059,-42.787949,-2.01758385,-115.599039,69.656557,69.078559,0.24241835,0
2.655000,132,3,531,1.17902255,1.85200429,106.112029,1.85200429,106.112029,10.00000000,10.00000000,10.00000000,10.00000000,0.23837687,13.657989,0.28622115,16.399264,6.27051210,359.273879,9.56885719,548.255132,1.61362742,92.454041,1.56578314,89.712766,1.20564830,69.078559,1.18944192,68.150002,-2.01758385,-115.599039,-3.24126554,-185.710835,69.078559,68.150002,0.24241835,0
2.660000,133,0,532,1.41734529,2.22636080,127.561077,2.22636080,127.561077,10.00000000,10.00000000,10.00000000,10.00000000,0.28622115,16.399264,0.35028049,20.069594,9.56885719,548.255132,12.81187057,734.066112,1.94013965,111.161814,1.87608030,107.491483,1.18944192,68.150002,1.16748571,66.892004,-3.24126554,-185.710835,-4.39123821,-251.599416,68.150002,66.892004,0.24108565,0
2.665000,133,1,533,1.41734529,2.22636080,127.561077,2.22636080,127.561077,10.00000000,10.00000000,10.00000000,10.00000000,0.35028049,20.069594,0.43028447,24.653484,12.81187057,734.066112,16.00079727,916.778153,1.87608030,107.491483,1.79607633,102.907593,1.16748571,66.892004,1.14030969,65.334933,-4.39123821,-251.599416,-5.43521166,-311.414689,66.892004,65.334933,0.24108565,0
2.670000,133,2,534,1.41734529,2.22636080,127.561077,2.22636080,127.561077,10.00000000,10.00000000,10.00000000,10.00000000,0.43028447,24.653484,0.52596849,30.135775,16.00079727,916.778153,19.13680267,1096.458027,1.79607633,102.907593,1.70039231,97.425303,1.14030969,65.334933,1.10863900,63.520336,-5.43521166,-311.414689,-6.33414745,-362.919916,65.334933,63.520336,0.24108565,0
2.675000,133,3,535,1.41734529,2.22636080,127.561077,2.22636080,127.561077,10.00000000,10.00000000,10.00000000,10.00000000,0.52596849,30.135775,0.63707316,36.501603,19.13680267,1096.458027,22.22093010,1273.165512,1.70039231,97.425303,1.58928764,91.059474,1.10863900,63.520336,1.07342637,61.502800,-6.33414745,-362.919916,-7.04251719,-403.506512,63.520336,61.502800,0.24108565,0
2.680000,134,0,536,0.39045912,0.61333179,35.141323,0.61333179,35.141323,9.38116169,-3.52307034,9.38116169,-3.52307034,0.63707316,36.501603,0.74068797,42.438294,22.22093010,1273.165512,20.72296143,1187.338229,-0.02374136,-1.360280,-0.12735617,-7.296971,1.07342637,61.502800,1.04283977,59.750317,-7.04251719,-403.506512,-6.11732435,-350.496867,61.502800,59.750317,0.21226534,0
2.685000,134,1,537,0.39045912,0.61333179,35.141323,0.61333179,35.141323,-3.52307034,-4.12729359,-3.52307034,-4.12729359,0.74068797,42.438294,0.83594900,47.896350,20.72296143,1187.338229,19.05220413,1091.610887,-0.12735617,-7.296971,-0.22261721,-12.755027,1.04283977,59.750317,1.01685524,58.261514,-6.11732435,-350.496867,-5.19690800,-297.760895,59.750317,58.261514,0.21226534,0
2.690000,134,2,538,0.39045912,0.61333179,35.141323,0.61333179,35.141323,-4.12729359,-4.63876820,-4.12729359,-4.63876820,0.83594900,47.896350,0.92215705,52.835707,19.05220413,1091.610887,17.24160576,987.871242,-0.22261721,-12.755027,-0.30882525,-17.694384,1.01685524,58.261514,0.99529445,57.026171,-5.19690800,-297.760895,-4.31215429,-247.068242,58.261514,57.026171,0.21226534,0
2.695000,134,3,539,0.39045912,0.61333179,35.141323,0.61333179,35.141323,-4.63876820,-5.05684280,-4.63876820,-5.05684280,0.92215705,52.835707,0.99877638,57.225671,17.24160576,987.871242,15.32386303,877.992677,-0.30882525,-17.694384,-0.38544458,-22.084348,0.99529445,57.026171,0.97786289,56.027417,-4.31215429,-247.068242,-3.48631120,-199.750918,57.026171,56.027417,0.21226534,0
2.700000,135,0,540,-0.47552836,-0.74695820,-42.797552,-0.74695820,-42.797552,-5.38213634,-10.00000000,-5.38213634,-10.00000000,0.99877638,57.225671,1.05704784,60.564380,15.32386303,877.992677,11.65429783,667.742079,-1.74573457,-100.023223,-1.80400604,-103.361932,0.97786289,56.027417,0.96720487,55.416757,-3.48631120,-199.750918,-2.13160777,-122.132129,56.027417,55.416757,0.16724779,0
2.705000,135,1,541,-0.47552836,-0.74695820,-42.797552,-0.74695820,-42.797552,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.05704784,60.564380,1.09728026,62.869528,11.65429783,667.742079,8.04648590,461.029682,-1.80400604,-103.361932,-1.84423846,-105.667080,0.96720487,55.416757,0.96224296,55.132461,-2.13160777,-122.132129,-0.99237877,-56.859115,55.416757,55.132461,0.16724779,0
2.710000,135,2,542,-0.47552836,-0.74695820,-42.797552,-0.74695820,-42.797552,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.09728026,62.869528,1.11977959,64.158644,8.04648590,461.029682,4.49985409,257.822648,-1.84423846,-105.667080,-1.86673778,-106.956196,0.96224296,55.132461,0.96214724,55.126976,-0.99237877,-56.859115,-0.01914729,-1.097059,55.132461,55.126976,0.16724779,0
2.715000,135,3,543,-0.47552836,-0.74695820,-42.797552,-0.74695820,-42.797552,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.11977959,64.158644,1.12484813,64.449050,4.49985409,257.822648,1.01370180,58.080835,-1.86673778,-106.956196,-1.87180632,-107.246602,0.96214724,55.126976,0.96631426,55.365729,-0.01914729,-1.097059,0.83340895,47.750816,55.126976,55.365729,0.16724779,0
2.720000,136,0,544,-1.55995619,-2.45037341,-140.396055,-2.45037341,-140.396055,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.12484813,64.449050,1.11278427,63.757842,1.01370180,58.080835,-2.41276407,-138.241198,-3.57522154,-204.845105,-3.56315768,-204.153897,0.96631426,55.365729,0.97436672,55.827101,0.83340895,47.750816,1.61049592,92.274619,55.365729,55.827101,0.22191164,0
2.725000,136,1,545,-1.55995619,-2.45037341,-140.396055,-2.45037341,-140.396055,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.11278427,63.757842,1.08388233,62.101883,-2.41276407,-138.241198,-5.78038836,-331.191857,-3.56315768,-204.153897,-3.53425574,-202.497938,0.97436672,55.827101,0.98614442,56.501913,1.61049592,92.274619,2.35553432,134.962175,55.827101,56.501913,0.22191164,0
2.730000,136,2,546,-1.55995619,-2.45037341,-140.396055,-2.45037341,-140.396055,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.08388233,62.101883,1.03843224,59.497785,-5.78038836,-331.191857,-9.09002590,-520.820120,-3.53425574,-202.497938,-3.48880565,-199.893839,0.98614442,56.501913,1.00168836,57.392515,2.35553432,134.962175,3.10878968,178.120528,56.501913,57.392515,0.22191164,0
2.735000,136,3,547,-1.55995619,-2.45037341,-140.396055,-2.45037341,-140.396055,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.03843224,59.497785,0.97671968,55.961915,-9.09002590,-520.820120,-12.34251404,-707.173963,-3.48880565,-199.893839,-3.42709309,-196.357970,1.00168836,57.392515,1.02121854,58.511512,3.10878968,178.120528,3.90603447,223.799290,57.392515,58.511512,0.22191164,0
2.740000,137,0,548,-0.02377599,-0.03734725,-2.139840,-0.03734725,-2.139840,-10.00000000,-6.26115847,-10.00000000,-6.26115847,0.97671968,55.961915,0.90586627,51.902314,-12.34251404,-707.173963,-14.17067623,-811.919941,-1.01406692,-58.101755,-0.94321351,-54.042153,1.02121854,58.511512,1.04280233,59.748173,3.90603447,223.799290,4.31675148,247.331641,58.511512,59.748173,0.24365264,0
2.745000,137,1,549,-0.02377599,-0.03734725,-2.139840,-0.03734725,-2.139840,-6.26115847,-5.42010689,-6.26115847,-5.42010689,0.90586627,51.902314,0.82738644,47.405751,-14.17067623,-811.919941,-15.69597054,-899.312867,-0.94321351,-54.042153,-0.86473368,-49.545591,1.04280233,59.748173,1.06623888,61.090988,4.31675148,247.331641,4.68732071,268.563694,59.748173,61.090988,0.24365264,0
2.750000,137,2,550,-0.02377599,-0.03734725,-2.139840,-0.03734725,-2.139840,-5.42010689,-4.56347370,-5.42010689,-4.56347370,0.82738644,47.405751,0.74279469,42.559001,-15.69597054,-899.312867,-16.91835022,-969.350064,-0.86473368,-49.545591,-0.78014194,-44.698840,1.06623888,61.090988,1.09129560,62.526632,4.68732071,268.563694,5.01133490,287.128339,61.090988,62.526632,0.24365264,0
2.755000,137,3,551,-0.02377599,-0.03734725,-2.139840,-0.03734725,-2.139840,-4.56347370,-3.70338297,-4.56347370,-3.70338297,0.74279469,42.559001,0.65358609,37.447724,-16.91835022,-969.350064,-17.84172440,-1022.255507,-0.78014194,-44.698840,-0.69093334,-39.587564,1.09129560,62.526632,1.11769092,64.038973,5.01133490,287.128339,5.27906132,302.467933,62.526632,64.038973,0.24365264,0
2.760000,138,0,552,0.48818573,0.76684040,43.936718,0.76684040,43.936718,-2.85120797,3.58229327,-2.85120797,3.58229327,0.65358609,37.447724,0.57164168,32.752656,-17.84172440,-1022.255507,-16.38888168,-939.013751,0.11325431,6.488994,0.19519871,11.184063,1.11769092,64.038973,1.14214778,65.440247,5.27906132,302.467933,4.89136791,280.254737,64.038973,65.440247,0.24263033,0
2.765000,138,1,553,0.48818573,0.76684040,43.936718,0.76684040,43.936718,3.58229327,4.01992226,3.58229327,4.01992226,0.57164168,32.752656,0.49754998,28.507514,-16.38888168,-939.013751,-14.81834221,-849.028468,0.19519871,11.184063,0.26929042,15.429204,1.14214778,65.440247,1.16405487,66.695431,4.89136791,280.254737,4.38142920,251.037401,65.440247,66.695431,0.24263033,0
2.770000,138,2,554,0.48818573,0.76684040,43.936718,0.76684040,43.936718,4.01992226,4.37707472,4.01992226,4.37707472,0.49754998,28.507514,0.43175930,24.737986,-14.81834221,-849.028468,-13.15813828,-753.905789,0.26929042,15.429204,0.33508110,19.198733,1.16405487,66.695431,1.18289447,67.774861,4.38142920,251.037401,3.76791120,215.885409,66.695431,67.774861,0.24263033,0
2.775000,138,3,555,0.48818573,0.76684040,43.936718,0.76684040,43.936718,4.37707472,4.65436935,4.37707472,4.65436935,0.43175930,24.737986,0.37458140,21.461933,-13.15813828,-753.905789,-11.43558216,-655.210594,0.33508110,19.198733,0.39225900,22.474785,1.18289447,67.774861,1.19824398,68.654323,3.76791120,215.885409,3.06989002,175.891742,67.774861,68.654323,0.24263033,0
2.780000,139,0,556,0.40809613,0.64103591,36.728652,0.64103591,36.728652,4.85340929,3.84697342,4.85340929,3.84697342,0.37458140,21.461933,0.32456675,18.596305,-11.43558216,-655.210594,-10.00292969,-573.125654,0.26645452,15.266719,0.31646916,18.132347,1.19824398,68.654323,1.21015418,69.336727,3.06989002,175.891742,2.38203526,136.480567,68.654323,69.336727,0.20779963,0
2.785000,139,1,557,0.40809613,0.64103591,36.728652,0.64103591,36.728652,3.84697342,4.03219271,3.84697342,4.03219271,0.32456675,18.596305,0.28189737,16.151529,-10.00292969,-573.125654,-8.53387642,-488.955102,0.31646916,18.132347,0.35913855,20.577123,1.21015418,69.336727,1.21838331,69.808222,2.38203526,136.480567,1.64583850,94.299600,69.336727,69.808222,0.20779963,0
2.790000,139,2,558,0.40809613,0.64103591,36.728652,0.64103591,36.728652,4.03219271,4.15318966,4.03219271,4.15318966,0.28189737,16.151529,0.24664873,14.131931,-8.53387642,-488.955102,-7.04972839,-403.919684,0.35913855,20.577123,0.39438719,22.596721,1.21838331,69.808222,1.22274649,70.058213,1.64583850,94.299600,0.87264240,49.998726,69.808222,70.058213,0.20779963,0
