time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.000000,0,0,0,-0.52141619,-0.18200858,-10.428323,-0.18200858,-10.428323,0.00000000,0.000000,0.00000000,-1.45606863,0.00000000,-1.45606863,0.00000000,0.000000,-0.00237722,-0.136205,0.00000000,0.000000,-0.47544351,-27.240907,-0.18200858,-10.428323,-0.17963136,-10.292119,0.00000000,0.000000,0.00151547,0.086830,0.00000000,0.000000,0.30309397,17.366005,0.000000,0.086830,0.00898631,0
0.005000,0,1,1,-0.52141619,-0.18200858,-10.428323,-0.18200858,-10.428323,0.00000000,0.000000,-1.45606863,-1.36573434,-1.45606863,-1.36573434,-0.00237722,-0.136205,-0.00694530,-0.397936,-0.47544351,-27.240907,-0.91361678,-52.346385,-0.17963136,-10.292119,-0.17506328,-10.030387,0.00151547,0.086830,0.00441515,0.252970,0.30309397,17.366005,0.57993674,33.227928,0.086830,0.252970,0.00898631,0
0.010000,0,2,2,-0.52141619,-0.18200858,-10.428323,-0.18200858,-10.428323,0.00000000,0.000000,-1.36573434,-1.26346374,-1.36573434,-1.26346374,-0.00694530,-0.397936,-0.01350144,-0.773575,-0.91361678,-52.346385,-1.31122744,-75.127798,-0.17506328,-10.030387,-0.16850714,-9.654748,0.00441515,0.252970,0.00855387,0.490101,0.57993674,33.227928,0.82774305,47.426183,0.252970,0.490101,0.00898631,0
0.015000,0,3,3,-0.52141619,-0.18200858,-10.428323,-0.18200858,-10.428323,0.00000000,0.000000,-1.26346374,-1.15137303,-1.26346374,-1.15137303,-0.01350144,-0.773575,-0.02183008,-1.250771,-1.31122744,-75.127798,-1.66572797,-95.439183,-0.16850714,-9.654748,-0.16017850,-9.177552,0.00855387,0.490101,0.01377548,0.789277,0.82774305,47.426183,1.04432297,59.835298,0.490101,0.789277,0.00898631,0
0.020000,1,0,4,-0.96613258,-0.33724388,-19.322651,-0.33724388,-19.322651,-7.76176527,-444.716392,-1.03156877,-2.27345133,-1.03156877,-2.27345133,-0.02183008,-1.250771,-0.03373417,-1.932826,-1.66572797,-95.439183,-2.38081908,-136.410885,-0.31541381,-18.071880,-0.30350971,-17.389826,0.01377548,0.789277,0.02122186,1.215923,1.04432297,59.835298,1.48927486,85.329164,0.789277,1.215923,0.03645017,0
0.025000,1,1,5,-0.96613258,-0.33724388,-19.322651,-0.33724388,-19.322651,-7.76176527,-444.716392,-2.27345133,-2.07095480,-2.27345133,-2.07095480,-0.03373417,-1.932826,-0.04882457,-2.797442,-2.38081908,-136.410885,-3.01807976,-172.923232,-0.30350971,-17.389826,-0.28841931,-16.525209,0.02122186,1.215923,0.03061246,1.753965,1.48927486,85.329164,1.87811971,107.608333,1.215923,1.753965,0.03645017,0
0.030000,1,2,6,-0.96613258,-0.33724388,-19.322651,-0.33724388,-19.322651,-7.76176527,-444.716392,-2.07095480,-1.85464251,-2.07095480,-1.85464251,-0.04882457,-2.797442,-0.06669588,-3.821393,-3.01807976,-172.923232,-3.57426238,-204.790149,-0.28841931,-16.525209,-0.27054800,-15.501259,0.03061246,1.753965,0.04165357,2.386574,1.87811971,107.608333,2.20822215,126.521809,1.753965,2.386574,0.03645017,0
0.035000,1,3,7,-0.96613258,-0.33724388,-19.322651,-0.33724388,-19.322651,-7.76176527,-444.716392,-1.85464251,-1.62824464,-1.85464251,-1.62824464,-0.06669588,-3.821393,-0.08693284,-4.980885,-3.57426238,-204.790149,-4.04739141,-231.898446,-0.27054800,-15.501259,-0.25031105,-14.341767,0.04165357,2.386574,0.05404374,3.096478,2.20822215,126.521809,2.47803521,141.980959,2.386574,3.096478,0.03645017,0
0.040000,2,0,8,-1.19368613,-0.41667506,-23.873722,-0.41667506,-23.873722,-3.97155881,-227.553558,-1.39537966,-2.03082895,-1.39537966,-2.03082895,-0.08693284,-4.980885,-0.11015382,-6.311349,-4.04739141,-231.898446,-4.64419699,-266.092887,-0.32974222,-18.892838,-0.30652124,-17.562373,0.05404374,3.096478,0.06814613,3.904486,2.47803521,141.980959,2.82047844,161.601511,3.096478,3.904486,0.05989544,0
0.045000,2,1,9,-1.19368613,-0.41667506,-23.873722,-0.41667506,-23.873722,-3.97155881,-227.553558,-2.03082895,-1.75554037,-2.03082895,-1.75554037,-0.11015382,-6.311349,-0.13586034,-7.784224,-4.64419699,-266.092887,-5.14130211,-294.574912,-0.30652124,-17.562373,-0.28081472,-16.089498,0.06814613,3.904486,0.08360365,4.790136,2.82047844,161.601511,3.09150434,177.130151,3.904486,4.790136,0.05989544,0
