time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,reward,done
0.000000,0,0,0,-0.12062728,0.05503582,3.153320,0.06307216,3.613769,0.00000000,0.000000,-1.58952427,-0.33902857,-1.58952427,-0.33902857,0.10000000,5.729578,0.09693731,5.554099,0.00000000,0.000000,-0.19691846,-11.282597,-0.03692784,-2.115809,-0.03386515,-1.940330,0.05302887,0
0.020000,1,0,1,-0.33437854,-0.02464061,-1.411803,-0.01660427,-0.951355,-3.98382172,-228.256171,-0.33902857,-0.84462929,-0.33902857,-0.84462929,0.09693731,5.554099,0.08493344,4.866328,-0.19691846,-11.282597,-0.76027292,-43.560430,-0.11354158,-6.505453,-0.10153772,-5.817683,0.05341398,0
0.040000,2,0,2,-0.32053021,-0.01947860,-1.116042,-0.01144227,-0.655594,0.25810041,14.788064,-0.84462929,-0.61313301,-0.84462929,-0.61313301,0.08493344,4.866328,0.07063234,4.046935,-0.76027292,-43.560430,-0.68331587,-39.151116,-0.09637571,-5.521922,-0.08207460,-4.702528,0.04275816,0
0.060000,3,0,3,-0.28963345,-0.00796174,-0.456174,0.00007460,0.004274,0.57584308,32.993378,-0.61313301,-0.54888260,-0.61313301,-0.54888260,0.07063234,4.046935,0.06039258,3.460240,-0.68331587,-39.151116,-0.40505701,-23.208057,-0.07055774,-4.042661,-0.06031798,-3.455966,0.05882968,0
0.080000,4,0,4,-0.25959510,0.00323515,0.185360,0.01127148,0.645808,0.55984445,32.076724,-0.54888260,-0.46488243,-0.54888260,-0.46488243,0.06039258,3.460240,0.05496576,3.149306,-0.40505701,-23.208057,-0.22694305,-13.002879,-0.04912109,-2.814431,-0.04369428,-2.503498,0.07001412,0
0.100000,5,0,5,-0.19197911,0.02843921,1.629447,0.03647555,2.089895,1.26020312,72.204320,-0.46488243,-0.08312053,-0.46488243,-0.08312053,0.05496576,3.149306,0.05146455,2.948701,-0.22694305,-13.002879,-0.15330544,-8.783755,-0.01849022,-1.059411,-0.01498900,-0.858806,0.07058754,0
0.120000,6,0,6,-0.14929584,0.04434953,2.541041,0.05238586,3.001489,0.79551581,45.579699,-0.08312053,0.11426061,-0.08312053,0.11426061,0.05146455,2.948701,0.04963011,2.843596,-0.15330544,-8.783755,-0.06962708,-3.989338,0.00092132,0.052788,0.00275575,0.157893,0.07116932,0
0.140000,7,0,7,-0.10726131,0.06001802,3.438779,0.06805436,3.899228,0.78342501,44.886947,0.11426061,0.27732170,0.11426061,0.27732170,0.04963011,2.843596,0.04953934,2.838395,-0.06962708,-3.989338,0.01677901,0.961367,0.01842425,1.055632,0.01851502,1.060833,0.07168702,0
0.160000,8,0,8,-0.07302688,0.07277901,4.169930,0.08081535,4.630379,0.63804947,36.557542,0.27732170,0.38929915,0.27732170,0.38929915,0.04953934,2.838395,0.05092641,2.917869,0.01677901,0.961367,0.08478194,4.857647,0.03127601,1.791983,0.02988894,1.712510,0.07227933,0
0.180000,9,0,9,-0.05236305,0.08048151,4.611251,0.08851785,5.071699,0.38512498,22.066036,0.38929915,0.43047825,0.38929915,0.43047825,0.05092641,2.917869,0.05331384,3.054658,0.08478194,4.857647,0.12757701,7.309624,0.03759144,2.153831,0.03520401,2.017041,0.07314035,0
0.200000,10,0,10,-0.04662891,0.08261894,4.733716,0.09065527,5.194165,0.10687113,6.123265,0.43047825,0.40253818,0.43047825,0.40253818,0.05331384,3.054658,0.05616835,3.218209,0.12757701,7.309624,0.14392388,8.246231,0.03734143,2.139507,0.03448692,1.975955,0.07420043,0
0.220000,11,0,11,-0.05344156,0.08007950,4.588217,0.08811583,5.048665,-0.12697205,-7.274963,0.40253818,0.32251605,0.40253818,0.32251605,0.05616835,3.218209,0.05901806,3.381486,0.14392388,8.246231,0.13835068,7.926910,0.03194748,1.830456,0.02909778,1.667180,0.07519554,0
0.240000,12,0,12,-0.06840324,0.07450248,4.268678,0.08253882,4.729126,-0.27885064,-15.976965,0.32251605,0.21351665,0.32251605,0.21351665,0.05901806,3.381486,0.06153741,3.525834,0.13835068,7.926910,0.11888839,6.811803,0.02352076,1.347641,0.02100141,1.203292,0.07586071,0
0.260000,13,0,13,-0.08675756,0.06766085,3.876681,0.07569719,4.337130,-0.34208149,-19.599825,0.21351665,0.09769222,0.21351665,0.09769222,0.06153741,3.525834,0.06357083,3.642340,0.11888839,6.811803,0.09393933,5.382327,0.01415978,0.811296,0.01212636,0.694789,0.07610629,0
0.280000,14,0,14,-0.10459555,0.06101169,3.495713,0.06904803,3.956161,-0.33245794,-19.048437,0.09769222,-0.00825741,0.09769222,-0.00825741,0.06357083,3.642340,0.06510703,3.730358,0.09393933,5.382327,0.07006516,4.014438,0.00547720,0.313821,0.00394100,0.225803,0.07602870,0
0.300000,15,0,15,-0.11936387,0.05550676,3.180303,0.06354310,3.640751,-0.27524680,-15.770480,-0.00825741,-0.09450419,-0.00825741,-0.09450419,0.06510703,3.730358,0.06622916,3.794652,0.07006516,4.014438,0.05119810,2.933435,-0.00156394,-0.089607,-0.00268607,-0.153900,0.07579818,0
0.320000,16,0,16,-0.12996376,0.05155562,2.953919,0.05959196,3.414368,-0.19755699,-11.319182,-0.09450419,-0.15780574,-0.09450419,-0.15780574,0.06622916,3.794652,0.06706063,3.842291,0.05119810,2.933435,0.03862892,2.213274,-0.00663721,-0.380284,-0.00746867,-0.427923,0.07555110,0
0.340000,17,0,17,-0.13643152,0.04914474,2.815786,0.05718108,3.276234,-0.12054387,-6.906655,-0.15780574,-0.19967167,-0.15780574,-0.19967167,0.06706063,3.842291,0.06772214,3.880193,0.03862892,2.213274,0.03174046,1.818594,-0.00987955,-0.566056,-0.01054106,-0.603958,0.07535448,0
0.360000,18,0,18,-0.13953169,0.04798914,2.749575,0.05602548,3.210024,-0.05777981,-3.310539,-0.19967167,-0.22432606,-0.19967167,-0.22432606,0.06772214,3.880193,0.06830458,3.913564,0.03174046,1.818594,0.02880351,1.650320,-0.01169666,-0.670169,-0.01227909,-0.703540,0.07522292,0
0.380000,19,0,19,-0.14034578,0.04768569,2.732189,0.05572202,3.192637,-0.01517292,-0.869344,-0.22432606,-0.23680571,-0.22432606,-0.23680571,0.06830458,3.913564,0.06885719,3.945226,0.02880351,1.650320,0.02768891,1.586458,-0.01258255,-0.720927,-0.01313516,-0.752589,0.07514850,0
0.400000,20,0,20,-0.13990976,0.04784822,2.741501,0.05588455,3.201949,0.00812653,0.465616,-0.23680571,-0.24097842,-0.23680571,-0.24097842,0.06885719,3.945226,0.06938671,3.975566,0.02768891,1.586458,0.02604784,1.492431,-0.01297263,-0.743277,-0.01350216,-0.773617,0.07511966,0
0.420000,21,0,21,-0.13966450,0.04793964,2.746739,0.05597597,3.207187,0.00457093,0.261895,-0.24097842,-0.23662864,-0.24097842,-0.23662864,0.06938671,3.975566,0.06978901,3.998616,0.02604784,1.492431,0.01686582,0.966340,-0.01341074,-0.768379,-0.01381304,-0.791429,0.07508155,0
0.440000,22,0,22,-0.14349771,0.04651080,2.664872,0.05454713,3.125321,-0.07144194,-4.093322,-0.23662864,-0.23783526,-0.23662864,-0.23783526,0.06978901,3.998616,0.06982290,4.000557,0.01686582,0.966340,-0.00491809,-0.281786,-0.01524188,-0.873295,-0.01527577,-0.875237,0.07506738,0
0.460000,23,0,23,-0.15181223,0.04341153,2.487298,0.05144787,2.947746,-0.15496314,-8.878734,-0.23783526,-0.24749914,-0.23783526,-0.24749914,0.06982290,4.000557,0.06928406,3.969684,-0.00491809,-0.281786,-0.03558700,-2.038985,-0.01837503,-1.052812,-0.01783619,-1.021938,0.07506777,0
0.480000,24,0,24,-0.16223341,0.03952701,2.264731,0.04756334,2.725179,-0.19422639,-11.128353,-0.24749914,-0.25548950,-0.24749914,-0.25548950,0.06928406,3.969684,0.06807033,3.900143,-0.03558700,-2.038985,-0.06964371,-3.990291,-0.02172071,-1.244505,-0.02050699,-1.174964,0.07501469,0
0.500000,25,0,25,-0.17160338,0.03603432,2.064615,0.04407066,2.525063,-0.17463416,-10.005800,-0.25548950,-0.25198227,-0.25548950,-0.25198227,0.06807033,3.900143,0.06649590,3.809934,-0.06964371,-3.990291,-0.10324141,-5.915297,-0.02399967,-1.375080,-0.02242523,-1.284871,0.07012479,0
0.520000,26,0,26,-0.18762454,0.03006238,1.722448,0.03809872,2.182896,-0.29859692,-17.108343,-0.25198227,-0.26023567,-0.25198227,-0.26023567,0.06649590,3.809934,0.06374889,3.652542,-0.10324141,-5.915297,-0.14574239,-8.350424,-0.02839717,-1.627038,-0.02565017,-1.469646,0.07441618,0
0.540000,27,0,27,-0.17549165,0.03458496,1.981572,0.04262130,2.442021,0.22612885,12.956229,-0.26023567,-0.18834195,-0.26023567,-0.18834195,0.06374889,3.652542,0.06153416,3.525648,-0.14574239,-8.350424,-0.11095964,-6.357519,-0.02112759,-1.210522,-0.01891286,-1.083627,0.07017531,0
0.560000,28,0,28,-0.17925824,0.03318095,1.901129,0.04121729,2.361577,-0.07020049,-4.022192,-0.18834195,-0.14759623,-0.18834195,-0.14759623,0.06153416,3.525648,0.05890381,3.374940,-0.11095964,-6.357519,-0.13196191,-7.560861,-0.02031687,-1.164071,-0.01768652,-1.013363,0.07478420,0
0.580000,29,0,29,-0.15868439,0.04084992,2.340528,0.04888625,2.800976,0.38344823,21.969965,-0.14759623,-0.09382393,-0.14759623,-0.09382393,0.05890381,3.374940,0.05727265,3.281481,-0.13196191,-7.560861,-0.03901473,-2.235379,-0.01001756,-0.573964,-0.00838640,-0.480505,0.07526062,0
0.600000,30,0,30,-0.10279438,0.06168308,3.534180,0.06971942,3.994628,1.04165822,59.682620,-0.09382393,0.18006536,-0.09382393,0.18006536,0.05727265,3.281481,0.05726117,3.280824,-0.03901473,-2.235379,0.01774987,1.016993,0.01244676,0.713147,0.01245825,0.713805,0.07267066,0
0.620000,31,0,31,-0.13074088,0.05126594,2.937322,0.05930228,3.397770,-0.52085686,-29.842900,0.18006536,0.03177268,0.18006536,0.03177268,0.05726117,3.280824,0.05735920,3.286440,0.01774987,1.016993,-0.00087649,-0.050219,0.00204111,0.116947,0.00194308,0.111330,0.07532666,0
0.640000,32,0,32,-0.10909784,0.05933345,3.399556,0.06736979,3.860005,0.40337536,23.111706,0.03177268,0.10549528,0.03177268,0.10549528,0.05735920,3.286440,0.05798985,3.322574,-0.00087649,-0.050219,0.04308735,2.468723,0.01001059,0.573564,0.00937993,0.537431,0.07506745,0
0.660000,33,0,33,-0.10083169,0.06241468,3.576098,0.07045102,4.036546,0.15406162,8.827080,0.10549528,0.11809896,0.10549528,0.11809896,0.05798985,3.322574,0.05913121,3.387969,0.04308735,2.468723,0.06110372,3.500985,0.01246117,0.713972,0.01131981,0.648577,0.07504035,0
0.680000,34,0,34,-0.10342635,0.06144752,3.520683,0.06948385,3.981132,-0.04835837,-2.770730,0.11809896,0.08898757,0.11809896,0.08898757,0.05913121,3.387969,0.06030447,3.455191,0.06110372,3.500985,0.05625038,3.222909,0.01035265,0.593163,0.00917939,0.525940,0.07523859,0
0.700000,35,0,35,-0.11052406,0.05880183,3.369096,0.06683816,3.829544,-0.13228469,-7.579354,0.08898757,0.05511102,0.08898757,0.05511102,0.06030447,3.455191,0.06113986,3.503056,0.05625038,3.222909,0.03504698,2.008044,0.00653369,0.374353,0.00569830,0.326489,0.07550236,0
0.720000,36,0,36,-0.12060742,0.05504322,3.153744,0.06307956,3.614192,-0.18793009,-10.767601,0.05511102,0.01874849,0.05511102,0.01874849,0.06113986,3.503056,0.06144118,3.520320,0.03504698,2.008044,0.00720808,0.412992,0.00193970,0.111137,0.00163838,0.093872,0.07571468,0
0.740000,37,0,37,-0.13034233,0.05141450,2.945834,0.05945084,3.406282,-0.18143598,-10.395516,0.01874849,-0.00942928,0.01874849,-0.00942928,0.06144118,3.520320,0.06120853,3.506991,0.00720808,0.412992,-0.01829161,-1.048032,-0.00199034,-0.114038,-0.00175769,-0.100708,0.07582141,0
0.760000,38,0,38,-0.13709471,0.04889753,2.801622,0.05693387,3.262071,-0.12584832,-7.210577,-0.00942928,-0.01974233,-0.00942928,-0.01974233,0.06120853,3.506991,0.06055315,3.469440,-0.01829161,-1.048032,-0.03734172,-2.139523,-0.00427466,-0.244920,-0.00361928,-0.207369,0.07585068,0
0.780000,39,0,39,-0.13995948,0.04782968,2.740439,0.05586602,3.200887,-0.05339272,-3.059178,-0.01974233,-0.01096693,-0.01974233,-0.01096693,0.06055315,3.469440,0.05963233,3.416681,-0.03734172,-2.139523,-0.04832337,-2.768725,-0.00468713,-0.268553,-0.00376631,-0.215794,0.07584206,0
0.800000,40,0,40,-0.13932350,0.04806674,2.754021,0.05610308,3.214470,0.01185313,0.679134,-0.01096693,0.01278185,-0.01096693,0.01278185,0.05963233,3.416681,0.05860035,3.357553,-0.04832337,-2.768725,-0.05185825,-2.971259,-0.00352925,-0.202211,-0.00249727,-0.143083,0.07581562,0
0.820000,41,0,41,-0.13630261,0.04919279,2.818539,0.05722913,3.278988,0.05630255,3.225898,0.01278185,0.04490905,0.01278185,0.04490905,0.05860035,3.357553,0.05757995,3.299088,-0.05185825,-2.971259,-0.04989051,-2.858516,-0.00137122,-0.078565,-0.00035081,-0.020100,0.07577524,0
0.840000,42,0,42,-0.13223672,0.05070836,2.905375,0.05874470,3.365824,0.07577855,4.341791,0.04490905,0.07906128,0.04490905,0.07906128,0.05757995,3.299088,0.05664298,3.245404,-0.04989051,-2.858516,-0.04511603,-2.584958,0.00116476,0.066736,0.00210172,0.120420,0.07572578,0
0.860000,43,0,43,-0.12828445,0.05218158,2.989784,0.06021792,3.450233,0.07366091,4.220459,0.07906128,0.11050235,0.07906128,0.11050235,0.05664298,3.245404,0.05581001,3.197678,-0.04511603,-2.584958,-0.03996114,-2.289604,0.00357494,0.204829,0.00440791,0.252555,0.07567969,0
0.880000,44,0,44,-0.12520352,0.05333001,3.055585,0.06136635,3.516033,0.05742144,3.290006,0.11050235,0.13660118,0.11050235,0.13660118,0.05581001,3.197678,0.05506482,3.154982,-0.03996114,-2.289604,-0.03600753,-2.063079,0.00555634,0.318355,0.00630153,0.361051,0.07565024,0
0.900000,45,0,45,-0.12328930,0.05404354,3.096467,0.06207988,3.556915,0.03567655,2.044116,0.13660118,0.15677807,0.13660118,0.15677807,0.05506482,3.154982,0.05437328,3.115360,-0.03600753,-2.063079,-0.03387595,-1.940949,0.00701506,0.401933,0.00770660,0.441556,0.07564437,0
0.920000,46,0,46,-0.12247607,0.05434668,3.113835,0.06238301,3.574283,0.01515672,0.868416,0.15677807,0.17188546,0.15677807,0.17188546,0.05437328,3.115360,0.05369956,3.076758,-0.03387595,-1.940949,-0.03346091,-1.917169,0.00800973,0.458924,0.00868345,0.497525,0.07566126,0
0.940000,47,0,47,-0.12245642,0.05435400,3.114255,0.06239034,3.574703,0.00036620,0.020981,0.17188546,0.18354945,0.17188546,0.18354945,0.05369956,3.076758,0.05301747,3.037678,-0.03346091,-1.917169,-0.03415823,-1.957122,0.00869078,0.497945,0.00937286,0.537026,0.07569529,0
0.960000,48,0,48,-0.12285236,0.05420641,3.105799,0.06224275,3.566247,-0.00737943,-0.422810,0.18354945,0.19344826,0.18354945,0.19344826,0.05301747,3.037678,0.05231534,2.997448,-0.03415823,-1.957122,-0.03522955,-2.018504,0.00922528,0.528569,0.00992741,0.568799,0.07574037,0
0.980000,49,0,49,-0.12333715,0.05402571,3.095445,0.06206204,3.555893,-0.00903532,-0.517686,0.19344826,0.20288281,0.19344826,0.20288281,0.05231534,2.997448,0.05159457,2.956151,-0.03522955,-2.018504,-0.03606971,-2.066642,0.00974671,0.558445,0.01046748,0.599742,0.07579255,0
1.000000,50,0,50,-0.12368475,0.05389614,3.088021,0.06193247,3.548469,-0.00647847,-0.371189,0.20288281,0.21260276,0.20288281,0.21260276,0.05159457,2.956151,0.05086605,2.914410,-0.03606971,-2.066642,-0.03626692,-2.077941,0.01033791,0.592318,0.01106642,0.634059,0.07584996,0
1.020000,51,0,51,-0.12378594,0.05385842,3.085860,0.06189476,3.546308,-0.00188593,-0.108056,0.21260276,0.22284262,0.21260276,0.22284262,0.05086605,2.914410,0.05014535,2.873117,-0.03626692,-2.077941,-0.03565777,-2.043040,0.01102870,0.631898,0.01174941,0.673192,0.07591218,0
1.040000,52,0,52,-0.12364714,0.05391015,3.088824,0.06194649,3.549273,0.00258684,0.148215,0.22284262,0.23340641,0.22284262,0.23340641,0.05014535,2.873117,0.04944767,2.833143,-0.03565777,-2.043040,-0.03432533,-1.966696,0.01180115,0.676156,0.01249883,0.716130,0.07597972,0
1.060000,53,0,53,-0.12333225,0.05402754,3.095550,0.06206387,3.555998,0.00586901,0.336269,0.23340641,0.24390778,0.23340641,0.24390778,0.04944767,2.833143,0.04878505,2.795177,-0.03432533,-1.966696,-0.03245073,-1.859290,0.01261621,0.722855,0.01327883,0.760821,0.07605295,0
1.080000,54,0,54,-0.12293343,0.05417619,3.104067,0.06221253,3.564515,0.00743289,0.425873,0.24390778,0.25391912,0.24390778,0.25391912,0.04878505,2.795177,0.04816502,2.759653,-0.03245073,-1.859290,-0.03026972,-1.734327,0.01342748,0.769338,0.01404751,0.804863,0.07613210,0
1.100000,55,0,55,-0.12252165,0.05432969,3.112862,0.06236602,3.573310,0.00767466,0.439725,0.25391912,0.26315036,0.25391912,0.26315036,0.04816502,2.759653,0.04759105,2.726766,-0.03026972,-1.734327,-0.02796508,-1.602281,0.01420100,0.813657,0.01477498,0.846544,0.07621665,0
1.120000,56,0,56,-0.12215753,0.05446541,3.120638,0.06250175,3.581087,0.00678636,0.388830,0.26315036,0.27138102,0.26315036,0.27138102,0.04759105,2.726766,0.04706345,2.696537,-0.02796508,-1.602281,-0.02567935,-1.471318,0.01491071,0.854320,0.01543830,0.884549,0.07630563,0
1.140000,57,0,57,-0.12186189,0.05457561,3.126952,0.06261195,3.587401,0.00551008,0.315704,0.27138102,0.27859306,0.27138102,0.27859306,0.04706345,2.696537,0.04658068,2.668877,-0.02567935,-1.471318,-0.02349211,-1.345999,0.01554850,0.890863,0.01603127,0.918524,0.07639779,0
1.160000,58,0,58,-0.12164144,0.05465779,3.131661,0.06269412,3.592109,0.00410862,0.235407,0.27859306,0.28480190,0.27859306,0.28480190,0.04658068,2.668877,0.04614036,2.643648,-0.02349211,-1.345999,-0.02142042,-1.227299,0.01611344,0.923232,0.01655376,0.948461,0.07649160,0
1.180000,59,0,59,-0.12147854,0.05471851,3.135140,0.06275485,3.595588,0.00303611,0.173956,0.28480190,0.29012787,0.28480190,0.29012787,0.04614036,2.643648,0.04574040,2.620732,-0.02142042,-1.227299,-0.01944729,-1.114248,0.01661449,0.951940,0.01701445,0.974856,0.07658558,0
1.200000,60,0,60,-0.12135038,0.05476628,3.137877,0.06280262,3.598325,0.00238866,0.136860,0.29012787,0.29470009,0.29012787,0.29470009,0.04574040,2.620732,0.04537922,2.600038,-0.01944729,-1.114248,-0.01754169,-1.005065,0.01706222,0.977593,0.01742340,0.998287,0.07667831,0
1.220000,61,0,61,-0.12123139,0.05481063,3.140418,0.06284697,3.600866,0.00221767,0.127063,0.29470009,0.29861897,0.29470009,0.29861897,0.04537922,2.600038,0.04505629,2.581535,-0.01754169,-1.005065,-0.01564516,-0.896402,0.01746776,1.000829,0.01779069,1.019331,0.07676856,0
1.240000,62,0,62,-0.12111541,0.05485387,3.142895,0.06289020,3.603343,0.00216141,0.123840,0.29861897,0.30195415,0.29861897,0.30195415,0.04505629,2.581535,0.04477109,2.565194,-0.01564516,-0.896402,-0.01378209,-0.789656,0.01783391,1.021808,0.01811912,1.038149,0.07685564,0
1.260000,63,0,63,-0.12098850,0.05490117,3.145605,0.06293751,3.606054,0.00236556,0.135537,0.30195415,0.30475551,0.30195415,0.30475551,0.04477109,2.565194,0.04452340,2.551003,-0.01378209,-0.789656,-0.01191674,-0.682779,0.01816643,1.040860,0.01841411,1.055051,0.07693870,0
1.280000,64,0,64,-0.12085888,0.05494949,3.148374,0.06298582,3.608822,0.00241548,0.138397,0.30475551,0.30700552,0.30475551,0.30700552,0.04452340,2.551003,0.04431295,2.538945,-0.01191674,-0.682779,-0.01007561,-0.577290,0.01846242,1.057819,0.01867287,1.069877,0.07701728,0
1.300000,65,0,65,-0.12072153,0.05500069,3.151307,0.06303702,3.611755,0.00256002,0.146678,0.30700552,0.30873615,0.30700552,0.30873615,0.04431295,2.538945,0.04413928,2.528995,-0.01007561,-0.577290,-0.00825360,-0.472897,0.01872407,1.072810,0.01889774,1.082761,0.07709088,0
1.320000,66,0,66,-0.12058820,0.05505038,3.154155,0.06308672,3.614603,0.00248477,0.142367,0.30873615,0.30992234,0.30873615,0.30992234,0.04413928,2.528995,0.04400153,2.521102,-0.00825360,-0.472897,-0.00648136,-0.371354,0.01894744,1.085608,0.01908519,1.093501,0.07715922,0
1.340000,67,0,67,-0.12046743,0.05509540,3.156734,0.06313173,3.617182,0.00225082,0.128963,0.30992234,0.31056091,0.30992234,0.31056091,0.04400153,2.521102,0.04389831,2.515188,-0.00648136,-0.371354,-0.00478399,-0.274102,0.01913020,1.096080,0.01923342,1.101994,0.07722205,0
1.360000,68,0,68,-0.12036588,0.05513326,3.158903,0.06316960,3.619351,0.00189319,0.108472,0.31056091,0.31065875,0.31056091,0.31065875,0.04389831,2.515188,0.04382785,2.511151,-0.00478399,-0.274102,-0.00317902,-0.182144,0.01927128,1.104163,0.01934175,1.108201,0.07727918,0
1.380000,69,0,69,-0.12027848,0.05516583,3.160770,0.06320217,3.621218,0.00162870,0.093317,0.31065875,0.31026322,0.31065875,0.31026322,0.04382785,2.511151,0.04378842,2.508892,-0.00317902,-0.182144,-0.00165718,-0.094949,0.01937433,1.110067,0.01941375,1.112326,0.07733045,0
1.400000,70,0,70,-0.12020802,0.05519210,3.162274,0.06322844,3.622723,0.00131316,0.075239,0.31026322,0.30939570,0.31026322,0.30939570,0.04378842,2.508892,0.04377821,2.508307,-0.00165718,-0.094949,-0.00022697,-0.013004,0.01944001,1.113831,0.01945022,1.114416,0.07737579,0
1.420000,71,0,71,-0.12015744,0.05521095,3.163355,0.06324729,3.623803,0.00094287,0.054023,0.30939570,0.30807182,0.30939570,0.30807182,0.04377821,2.508307,0.04379531,2.509286,-0.00022697,-0.013004,0.00110897,0.063540,0.01946908,1.115496,0.01945198,1.114517,0.07741527,0
1.440000,72,0,72,-0.12012304,0.05522377,3.164089,0.06326011,3.624537,0.00064075,0.036712,0.30807182,0.30634034,0.30807182,0.30634034,0.04379531,2.509286,0.04383781,2.511722,0.00110897,0.063540,0.00235375,0.134860,0.01946480,1.115251,0.01942230,1.112816,0.07744896,0
1.460000,73,0,73,-0.12010227,0.05523152,3.164533,0.06326786,3.624981,0.00038743,0.022198,0.30634034,0.30425295,0.30634034,0.30425295,0.04383781,2.511722,0.04390384,2.515505,0.00235375,0.134860,0.00350111,0.200599,0.01943005,1.113260,0.01936402,1.109477,0.07747702,0
1.480000,74,0,74,-0.12009820,0.05523303,3.164620,0.06326937,3.625068,0.00007562,0.004333,0.30425295,0.30181819,0.30425295,0.30181819,0.04390384,2.515505,0.04399146,2.520525,0.00350111,0.200599,0.00455455,0.260956,0.01936553,1.109563,0.01927791,1.104543,0.07749965,0
1.500000,75,0,75,-0.12011106,0.05522824,3.164345,0.06326458,3.624793,-0.00023954,-0.013724,0.30181819,0.29906368,0.30181819,0.29906368,0.04399146,2.520525,0.04409881,2.526676,0.00455455,0.260956,0.00551510,0.315992,0.01927312,1.104268,0.01916577,1.098118,0.07751693,0
1.520000,76,0,76,-0.12013262,0.05522021,3.163885,0.06325655,3.624333,-0.00040159,-0.023009,0.29906368,0.29605076,0.29906368,0.29605076,0.04409881,2.526676,0.04422418,2.533859,0.00551510,0.315992,0.00639716,0.366530,0.01915774,1.097658,0.01903237,1.090474,0.07752889,0
1.540000,77,0,77,-0.12017362,0.05520492,3.163009,0.06324126,3.623457,-0.00076443,-0.043799,0.29605076,0.29278225,0.29605076,0.29278225,0.04422418,2.533859,0.04436552,2.541957,0.00639716,0.366530,0.00716670,0.410622,0.01901708,1.089599,0.01887574,1.081500,0.07753593,0
1.560000,78,0,78,-0.12021960,0.05518778,3.162027,0.06322412,3.622475,-0.00085682,-0.049092,0.29278225,0.28932765,0.29278225,0.28932765,0.04436552,2.541957,0.04452118,2.550876,0.00716670,0.410622,0.00786643,0.450714,0.01885860,1.080518,0.01870294,1.071600,0.07753813,0
1.580000,79,0,79,-0.12028030,0.05516515,3.160730,0.06320149,3.621178,-0.00113174,-0.064844,0.28932765,0.28567928,0.28932765,0.28567928,0.04452118,2.550876,0.04468942,2.560515,0.00786643,0.450714,0.00847355,0.485498,0.01868031,1.070303,0.01851207,1.060663,0.07753621,0
1.600000,80,0,80,-0.12035130,0.05513869,3.159214,0.06317503,3.619663,-0.00132285,-0.075794,0.28567928,0.28188595,0.28567928,0.28188595,0.04468942,2.560515,0.04486844,2.570772,0.00847355,0.485498,0.00899442,0.515343,0.01848561,1.059148,0.01830659,1.048890,0.07753080,0
1.620000,81,0,81,-0.12043585,0.05510718,3.157409,0.06314351,3.617857,-0.00157580,-0.090287,0.28188595,0.27796525,0.28188595,0.27796525,0.04486844,2.570772,0.04505647,2.581546,0.00899442,0.515343,0.00942040,0.539749,0.01827507,1.047084,0.01808704,1.036311,0.07752234,0
1.640000,82,0,82,-0.12052572,0.05507367,3.155489,0.06311001,3.615937,-0.00167526,-0.095986,0.27796525,0.27396369,0.27796525,0.27396369,0.04505647,2.581546,0.04525191,2.592744,0.00942040,0.539749,0.00977852,0.560268,0.01805354,1.034392,0.01785810,1.023194,0.07751132,0
1.660000,83,0,83,-0.12062782,0.05503562,3.153309,0.06307195,3.613757,-0.00190288,-0.109027,0.27396369,0.26988584,0.27396369,0.26988584,0.04525191,2.592744,0.04545316,2.604274,0.00977852,0.560268,0.01004932,0.575784,0.01782004,1.021013,0.01761879,1.009482,0.07749815,0
1.680000,84,0,84,-0.12073803,0.05499453,3.150955,0.06303087,3.611403,-0.00205413,-0.117693,0.26988584,0.26577425,0.26988584,0.26577425,0.04545316,2.604274,0.04565853,2.616041,0.01004932,0.575784,0.01024119,0.586777,0.01757771,1.007128,0.01737234,0.995362,0.07748318,0
1.700000,85,0,85,-0.12085747,0.05495001,3.148404,0.06298635,3.608852,-0.00222586,-0.127532,0.26577425,0.26166070,0.26577425,0.26166070,0.04565853,2.616041,0.04586636,2.627949,0.01024119,0.586777,0.01034249,0.592581,0.01732782,0.992811,0.01712000,0.980904,0.07746673,0
1.720000,86,0,86,-0.12098198,0.05490360,3.145745,0.06293994,3.606193,-0.00232048,-0.132954,0.26166070,0.25756359,0.26166070,0.25756359,0.04586636,2.627949,0.04607517,2.639913,0.01034249,0.592581,0.01038237,0.594866,0.01707359,0.978244,0.01686478,0.966281,0.07744916,0
1.740000,87,0,87,-0.12110965,0.05485601,3.143018,0.06289235,3.603466,-0.00237972,-0.136348,0.25756359,0.25350806,0.25756359,0.25350806,0.04607517,2.639913,0.04628384,2.651869,0.01038237,0.594866,0.01036473,0.593855,0.01681718,0.963554,0.01660851,0.951598,0.07743074,0
