time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,reward,done
7.700000,385,0,385,-0.10453202,0.06103538,3.497069,0.06907171,3.957517,-0.00002198,-0.001259,0.38737780,0.38717794,0.38737780,0.38717794,0.04466583,2.559164,0.04467740,2.559827,0.00055987,0.032078,0.00056868,0.032583,0.02440588,1.398354,0.02439431,1.397691,0.06009072,0
7.720000,386,0,386,-0.10453026,0.06103603,3.497107,0.06907237,3.957555,0.00003278,0.001878,0.38717794,0.38698441,0.38717794,0.38698441,0.04467740,2.559827,0.04468923,2.560505,0.00056868,0.032583,0.00058440,0.033484,0.02439496,1.397728,0.02438313,1.397051,0.06008852,0
7.740000,387,0,387,-0.10453267,0.06103513,3.497055,0.06907147,3.957504,-0.00004470,-0.002561,0.38698441,0.38677308,0.38698441,0.38677308,0.04468923,2.560505,0.04470124,2.561193,0.00058440,0.033484,0.00059057,0.033837,0.02438224,1.396999,0.02437023,1.396311,0.06008616,0
7.760000,388,0,388,-0.10453622,0.06103381,3.496980,0.06907015,3.957428,-0.00006631,-0.003799,0.38677308,0.38656870,0.38677308,0.38656870,0.04470124,2.561193,0.04471318,2.561877,0.00059057,0.033837,0.00058411,0.033467,0.02436890,1.396235,0.02435696,1.395551,0.06008342,0
7.780000,389,0,389,-0.10453936,0.06103264,3.496913,0.06906898,3.957361,-0.00005811,-0.003330,0.38656870,0.38637000,0.38656870,0.38637000,0.04471318,2.561877,0.04472488,2.562547,0.00058411,0.033467,0.00057856,0.033149,0.02435580,1.395484,0.02434410,1.394814,0.06008057,0
7.800000,390,0,390,-0.10454586,0.06103022,3.496774,0.06906655,3.957222,-0.00012144,-0.006958,0.38637000,0.38615310,0.38637000,0.38615310,0.04472488,2.562547,0.04473654,2.563215,0.00057856,0.033149,0.00057159,0.032750,0.02434167,1.394675,0.02433002,1.394007,0.06007747,0
7.820000,391,0,391,-0.10454749,0.06102961,3.496739,0.06906594,3.957187,-0.00003055,-0.001750,0.38615310,0.38595390,0.38615310,0.38595390,0.04473654,2.563215,0.04474821,2.563883,0.00057159,0.032750,0.00057557,0.032978,0.02432941,1.393972,0.02431774,1.393304,0.06007436,0
7.840000,392,0,392,-0.10455189,0.06102797,3.496645,0.06906430,3.957093,-0.00008196,-0.004696,0.38595390,0.38575673,0.38595390,0.38575673,0.04474821,2.563883,0.04475971,2.564542,0.00057557,0.032978,0.00056404,0.032317,0.02431610,1.393210,0.02430460,1.392551,0.06007105,0
7.860000,393,0,393,-0.10455588,0.06102648,3.496560,0.06906282,3.957008,-0.00007413,-0.004248,0.38575673,0.38556346,0.38575673,0.38556346,0.04475971,2.564542,0.04477098,2.565188,0.00056404,0.032317,0.00055465,0.031779,0.02430312,1.392466,0.02429184,1.391820,0.06006763,0
7.880000,394,0,394,-0.10456146,0.06102440,3.496441,0.06906074,3.956889,-0.00010394,-0.005955,0.38556346,0.38538250,0.38556346,0.38538250,0.04477098,2.565188,0.04478185,2.565811,0.00055465,0.031779,0.00053012,0.030374,0.02428976,1.391701,0.02427889,1.391078,0.06006406,0
7.900000,395,0,395,-0.10457513,0.06101931,3.496149,0.06905565,3.956597,-0.00025481,-0.014600,0.38538250,0.38518023,0.38538250,0.38518023,0.04478185,2.565811,0.04479200,2.566393,0.00053012,0.030374,0.00049049,0.028103,0.02427380,1.390786,0.02426365,1.390205,0.06006016,0
7.920000,396,0,396,-0.10458264,0.06101651,3.495988,0.06905285,3.956437,-0.00014007,-0.008025,0.38518023,0.38500524,0.38518023,0.38500524,0.04479200,2.566393,0.04480158,2.566941,0.00049049,0.028103,0.00046894,0.026868,0.02426085,1.390044,0.02425127,1.389495,0.06005626,0
7.940000,397,0,397,-0.10459018,0.06101369,3.495827,0.06905003,3.956275,-0.00014082,-0.008068,0.38500524,0.38484162,0.38500524,0.38484162,0.04480158,2.566941,0.04481068,2.567463,0.00046894,0.026868,0.00044345,0.025408,0.02424845,1.389334,0.02423935,1.388813,0.06005228,0
7.960000,398,0,398,-0.10460083,0.06100972,3.495600,0.06904607,3.956048,-0.00019819,-0.011355,0.38484162,0.38468522,0.38484162,0.38468522,0.04481068,2.567463,0.04481903,2.567941,0.00044345,0.025408,0.00040461,0.023182,0.02423539,1.388586,0.02422704,1.388107,0.06004808,0
7.980000,399,0,399,-0.10460875,0.06100677,3.495431,0.06904311,3.955879,-0.00014752,-0.008452,0.38468522,0.38454407,0.38468522,0.38454407,0.04481903,2.567941,0.04482678,2.568385,0.00040461,0.023182,0.00037602,0.021544,0.02422409,1.387938,0.02421634,1.387494,0.06004388,0
