time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.000000,0,0,0,2.05423546,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,0.00000000,1.04719758,0.00000000,1.04719758,0.00000000,0.000000,0.00155713,0.089217,0.00000000,0.000000,0.31142515,17.843347,0.10471976,6.000000,0.10316263,5.910783,0.00000000,0.000000,-0.00098719,-0.056562,0.00000000,0.000000,-0.19743879,-11.312409,0.000000,0.056562,0.00297810,0
0.005000,0,1,1,2.05423546,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,1.04719758,0.89148498,1.04719758,0.89148498,0.00155713,0.089217,0.00441665,0.253055,0.31142515,17.843347,0.57190394,32.767682,0.10316263,5.910783,0.10030311,5.746945,-0.00098719,-0.056562,-0.00279018,-0.159866,-0.19743879,-11.312409,-0.36059809,-20.660749,0.056562,0.159866,0.00297810,0
0.010000,0,2,2,2.05423546,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,0.89148498,0.74567437,0.89148498,0.74567437,0.00441665,0.253055,0.00834233,0.477980,0.57190394,32.767682,0.78513753,44.985067,0.10030311,5.746945,0.09637742,5.522020,-0.00279018,-0.159866,-0.00524794,-0.300685,-0.36059809,-20.660749,-0.49155164,-28.163834,0.159866,0.300685,0.00297810,0
0.015000,0,3,3,2.05423546,0.10471976,6.000000,0.10471976,6.000000,0.00000000,0.000000,0.74567437,0.61046237,0.74567437,0.61046237,0.00834233,0.477980,0.01311723,0.751562,0.78513753,44.985067,0.95497942,54.716290,0.09637742,5.522020,0.09160253,5.248438,-0.00524794,-0.300685,-0.00821073,-0.470440,-0.49155164,-28.163834,-0.59255803,-33.951074,0.300685,0.470440,0.00297810,0
0.020000,1,0,4,2.59834814,0.31415927,18.000001,0.31415927,18.000001,10.47197580,600.000017,0.48628455,2.58067966,0.48628455,2.58067966,0.01311723,0.751562,0.02165839,1.240934,0.95497942,54.716290,1.70823252,97.874514,0.30104204,17.248439,0.29250088,16.759066,-0.00821073,-0.470440,-0.01354686,-0.776178,-0.59255803,-33.951074,-1.06722546,-61.147514,0.470440,0.776178,0.02271853,0
0.025000,1,1,5,2.59834814,0.31415927,18.000001,0.31415927,18.000001,10.47197580,600.000017,2.58067966,2.15630436,2.58067966,2.15630436,0.02165839,1.240934,0.03327864,1.906726,1.70823252,97.874514,2.32405114,133.158322,0.29250088,16.759066,0.28088063,16.093275,-0.01354686,-0.776178,-0.02078821,-1.191077,-1.06722546,-61.147514,-1.44827056,-82.979791,0.776178,1.191077,0.02271853,0
0.030000,1,2,6,2.59834814,0.31415927,18.000001,0.31415927,18.000001,10.47197580,600.000017,2.15630436,1.76298332,2.15630436,1.76298332,0.03327864,1.906726,0.04734720,2.712794,2.32405114,133.158322,2.81371045,161.213734,0.28088063,16.093275,0.26681208,15.287206,-0.02078821,-1.191077,-0.02950050,-1.690254,-1.44827056,-82.979791,-1.74245858,-99.835523,1.191077,1.690254,0.02271853,0
0.035000,1,3,7,2.59834814,0.31415927,18.000001,0.31415927,18.000001,10.47197580,600.000017,1.76298332,1.40195107,1.76298332,1.40195107,0.04734720,2.712794,0.06329063,3.626286,2.81371045,161.213734,3.18868589,182.698244,0.26681208,15.287206,0.25086865,14.373715,-0.02950050,-1.690254,-0.03928523,-2.250878,-1.74245858,-99.835523,-1.95694518,-112.124700,1.690254,2.250878,0.02271853,0
0.040000,2,0,8,2.63309026,0.62831855,36.000001,0.62831855,36.000001,15.70796371,900.000025,1.07377791,4.21537066,1.07377791,4.21537066,0.06329063,3.626286,0.08526441,4.885291,3.18868589,182.698244,4.39475679,251.801016,0.56502792,32.373715,0.54305414,31.114710,-0.03928523,-2.250878,-0.05278754,-3.024503,-1.95694518,-112.124700,-2.70046306,-154.725136,2.250878,3.024503,0.05349883,0
0.045000,2,1,9,2.63309026,0.62831855,36.000001,0.62831855,36.000001,15.70796371,900.000025,4.21537066,3.45290089,4.21537066,3.45290089,0.08526441,4.885291,0.11204472,6.419690,4.39475679,251.801016,5.35606384,306.879853,0.54305414,31.114710,0.51627383,29.580311,-0.05278754,-3.024503,-0.06917616,-3.963502,-2.70046306,-154.725136,-3.27772403,-187.799753,3.024503,3.963502,0.05349883,0
0.050000,2,2,10,2.63309026,0.62831855,36.000001,0.62831855,36.000001,15.70796371,900.000025,3.45290089,2.75250959,3.45290089,2.75250959,0.11204472,6.419690,0.14251821,8.165692,5.35606384,306.879853,6.09469652,349.200388,0.51627383,29.580311,0.48580034,27.834309,-0.06917616,-3.963502,-0.08769412,-5.024503,-3.27772403,-187.799753,-3.70359325,-212.200262,3.963502,5.024503,0.05349883,0
0.055000,2,3,11,2.63309026,0.62831855,36.000001,0.62831855,36.000001,15.70796371,900.000025,2.75250959,2.11538982,2.75250959,2.11538982,0.14251821,8.165692,0.17568210,10.065843,6.09469652,349.200388,6.63277674,380.030113,0.48580034,27.834309,0.45263645,25.934158,-0.08769412,-5.024503,-0.10766035,-6.168483,-3.70359325,-212.200262,-3.99324441,-228.796051,5.024503,6.168483,0.05349883,0
0.060000,3,0,12,3.25750637,1.04719758,60.000002,1.04719758,60.000002,20.94395161,1200.000033,1.54161501,5.73040533,1.54161501,5.73040533,0.17568210,10.065843,0.21687087,12.425786,6.63277674,380.030113,8.23775673,471.988693,0.87151548,49.934159,0.83032671,47.574216,-0.10766035,-6.168483,-0.13245718,-7.589237,-3.99324441,-228.796051,-4.95936680,-284.150787,6.168483,7.589237,0.07603046,0
0.065000,3,1,13,3.25750637,1.04719758,60.000002,1.04719758,60.000002,20.94395161,1200.000033,5.73040533,4.59627676,5.73040533,4.59627676,0.21687087,12.425786,0.26427773,15.141998,8.23775673,471.988693,9.48137188,543.242593,0.83032671,47.574216,0.78291985,44.858003,-0.13245718,-7.589237,-0.16091740,-9.219888,-4.95936680,-284.150787,-5.69204378,-326.130085,7.589237,9.219888,0.07603046,0
0.070000,3,2,14,3.25750637,1.04719758,60.000002,1.04719758,60.000002,20.94395161,1200.000033,4.59627676,3.56258154,4.59627676,3.56258154,0.26427773,15.141998,0.31627196,18.121049,9.48137188,543.242593,10.39884567,595.809969,0.78291985,44.858003,0.73092562,41.878953,-0.16091740,-9.219888,-0.19201037,-11.001384,-5.69204378,-326.130085,-6.21859455,-356.299222,9.219888,11.001384,0.07603046,0
0.075000,3,3,15,3.25750637,1.04719758,60.000002,1.04719758,60.000002,20.94395161,1200.000033,3.56258154,2.62977552,3.56258154,2.62977552,0.31627196,18.121049,0.37139714,21.279489,10.39884567,595.809969,11.02503777,631.688133,0.73092562,41.878953,0.67580044,38.720513,-0.19201037,-11.001384,-0.22483549,-12.882124,-6.21859455,-356.299222,-6.56502390,-376.148162,11.001384,12.882124,0.07603046,0
0.080000,4,0,16,3.94270945,1.37626517,78.854186,1.37626517,78.854186,16.45337939,942.709198,1.79673719,5.08741283,1.79673719,5.08741283,0.37139714,21.279489,0.43325821,24.823867,11.02503777,631.688133,12.37221432,708.875664,1.00486803,57.574697,0.94300696,54.030319,-0.22483549,-12.882124,-0.26168174,-14.993259,-6.56502390,-376.148162,-7.36925316,-422.227104,12.882124,14.993259,0.09312430,0
0.085000,4,1,17,3.94270945,1.37626517,78.854186,1.37626517,78.854186,16.45337939,942.709198,5.08741283,3.86257386,5.08741283,3.86257386,0.43325821,24.823867,0.49993181,28.643983,12.37221432,708.875664,13.33472061,764.023212,0.94300696,54.030319,0.87633336,50.210203,-0.26168174,-14.993259,-0.30146003,-17.272387,-7.36925316,-422.227104,-7.95565701,-455.825570,14.993259,17.272387,0.09312430,0
0.090000,4,2,18,3.94270945,1.37626517,78.854186,1.37626517,78.854186,16.45337939,942.709198,3.86257386,2.76270986,3.86257386,2.76270986,0.49993181,28.643983,0.56970924,32.641935,13.33472061,764.023212,13.95548725,799.590521,0.87633336,50.210203,0.80655593,46.212251,-0.30146003,-17.272387,-0.34323648,-19.666001,-7.95565701,-455.825570,-8.35528946,-478.722823,17.272387,19.666001,0.09312430,0
0.095000,4,3,19,3.94270945,1.37626517,78.854186,1.37626517,78.854186,16.45337939,942.709198,2.76270986,1.78559041,2.76270986,1.78559041,0.56970924,32.641935,0.64109015,36.731760,13.95548725,799.590521,14.27618217,817.964986,0.80655593,46.212251,0.73517501,42.122425,-0.34323648,-19.666001,-0.38620678,-22.128018,-8.35528946,-478.722823,-8.59406185,-492.403473,19.666001,22.128018,0.09312430,0
0.100000,5,0,20,4.13779116,1.60061300,91.708369,1.60061300,91.708369,11.21739149,642.709190,0.92746854,3.17094684,0.92746854,3.17094684,0.64109015,36.731760,0.71610600,41.029851,14.27618217,817.964986,15.00316811,859.618212,0.95952284,54.976609,0.88450700,50.678518,-0.38620678,-22.128018,-0.43165872,-24.732223,-8.59406185,-492.403473,-9.09038544,-520.840720,22.128018,24.732223,0.11024269,0
0.105000,5,1,21,4.13779116,1.60061300,91.708369,1.60061300,91.708369,11.21739149,642.709190,3.17094684,2.09364486,3.17094684,2.09364486,0.71610600,41.029851,0.79309958,45.441259,15.00316811,859.618212,15.39871311,882.281271,0.88450700,50.678518,0.80751342,46.267111,-0.43165872,-24.732223,-0.47877479,-27.431775,-9.09038544,-520.840720,-9.42321301,-539.910335,24.732223,27.431775,0.11024269,0
0.110000,5,2,22,4.13779116,1.60061300,91.708369,1.60061300,91.708369,11.21739149,642.709190,2.09364486,1.14571357,2.09364486,1.14571357,0.79309958,45.441259,0.87063146,49.883508,15.39871311,882.281271,15.50637054,888.449588,0.80751342,46.267111,0.72998154,41.824861,-0.47877479,-27.431775,-0.52683425,-30.185379,-9.42321301,-539.910335,-9.61189842,-550.721213,27.431775,30.185379,0.11024269,0
0.115000,5,3,23,4.13779116,1.60061300,91.708369,1.60061300,91.708369,11.21739149,642.709190,1.14571357,0.32194972,1.14571357,0.32194972,0.87063146,49.883508,0.94746906,54.285978,15.50637054,888.449588,15.36751938,880.494002,0.72998154,41.824861,0.65314394,37.422391,-0.52683425,-30.185379,-0.57518798,-32.955844,-9.61189842,-550.721213,-9.67074108,-554.092649,30.185379,32.955844,0.11024269,0
0.120000,6,0,24,3.88574648,1.72024107,98.562553,1.72024107,98.562553,5.98140359,342.709181,-0.38394380,0.81233692,-0.38394380,0.81233692,0.94746906,54.285978,1.02434874,58.690859,15.36751938,880.494002,15.37592888,880.975831,0.77277201,44.276575,0.69589233,39.871694,-0.57518798,-32.955844,-0.62419993,-35.764021,-9.67074108,-554.092649,-9.80238533,-561.635309,32.955844,35.764021,0.12660654,0
0.125000,6,1,25,3.88574648,1.72024107,98.562553,1.72024107,98.562553,5.98140359,342.709181,0.81233692,0.03975582,0.81233692,0.03975582,1.02434874,58.690859,1.10012257,63.032380,15.37592888,880.975831,15.15476418,868.304027,0.69589233,39.871694,0.62011850,35.530173,-0.62419993,-35.764021,-0.67324769,-38.574251,-9.80238533,-561.635309,-9.80955505,-562.046103,35.764021,38.574251,0.12660654,0
0.130000,6,2,26,3.88574648,1.72024107,98.562553,1.72024107,98.562553,5.98140359,342.709181,0.03975582,-0.61845875,0.03975582,-0.61845875,1.10012257,63.032380,1.17383075,67.255548,15.15476418,868.304027,14.74163723,844.633596,0.62011850,35.530173,0.54641032,31.307005,-0.67324769,-38.574251,-0.72175300,-41.353401,-9.80955505,-562.046103,-9.70106030,-555.829812,38.574251,41.353401,0.12660654,0
0.135000,6,3,27,3.88574648,1.72024107,98.562553,1.72024107,98.562553,5.98140359,342.709181,-0.61845875,-1.16963291,-0.61845875,-1.16963291,1.17383075,67.255548,1.24468780,71.315358,14.74163723,844.633596,14.17140293,811.961578,0.54641032,31.307005,0.47555327,27.247196,-0.72175300,-41.353401,-0.76917887,-44.070703,-9.70106030,-555.829812,-9.48517036,-543.460230,41.353401,44.070703,0.12660654,0
0.140000,7,0,28,3.18767738,1.73514938,99.416737,1.73514938,99.416737,0.74541569,42.709173,-1.62159824,-1.47251511,-1.62159824,-1.47251511,1.24468780,71.315358,1.31228876,75.188608,14.17140293,811.961578,13.52018833,774.649730,0.49046159,28.101379,0.42286062,24.228129,-0.76917887,-44.070703,-0.81513441,-46.703761,-9.48517036,-543.460230,-9.19110394,-526.611465,44.070703,46.703761,0.13913059,0
0.145000,7,1,29,3.18767738,1.73514938,99.416737,1.73514938,99.416737,0.74541569,42.709173,-1.47251511,-1.85547829,-1.47251511,-1.85547829,1.31228876,75.188608,1.37611699,78.845696,13.52018833,774.649730,12.76565361,731.418075,0.42286062,24.228129,0.35903239,20.571041,-0.81513441,-46.703761,-0.85916805,-49.226703,-9.19110394,-526.611465,-8.80672741,-504.588312,46.703761,49.226703,0.13913059,0
0.150000,7,2,30,3.18767738,1.73514938,99.416737,1.73514938,99.416737,0.74541569,42.709173,-1.85547829,-2.15421867,-1.85547829,-2.15421867,1.37611699,78.845696,1.43578911,82.264656,12.76565361,731.418075,11.93443012,683.792477,0.35903239,20.571041,0.29936028,17.152080,-0.85916805,-49.226703,-0.90088189,-51.616730,-8.80672741,-504.588312,-8.34276772,-478.005380,49.226703,51.616730,0.13913059,0
0.155000,7,3,31,3.18767738,1.73514938,99.416737,1.73514938,99.416737,0.74541569,42.709173,-2.15421867,-2.37689018,-2.15421867,-2.37689018,1.43578911,82.264656,1.49104047,85.430326,11.93443012,683.792477,11.05027771,633.134275,0.29936028,17.152080,0.24410892,13.986411,-0.90088189,-51.616730,-0.93993598,-53.854365,-8.34276772,-478.005380,-7.81081676,-447.526835,51.616730,53.854365,0.13913059,0
0.160000,8,0,32,1.92018116,1.64533794,94.270920,1.64533794,94.270920,-4.49057221,-257.290835,-2.53153610,-3.42965055,-2.53153610,-3.42965055,1.49104047,85.430326,1.54038334,88.257464,11.05027771,633.134275,9.86856270,565.426992,0.15429747,8.840594,0.10495460,6.013456,-0.93993598,-53.854365,-0.97554576,-55.894655,-7.81081676,-447.526835,-7.12195158,-408.057767,53.854365,55.894655,0.13906159,0
0.165000,8,1,33,1.92018116,1.64533794,94.270920,1.64533794,94.270920,-4.49057221,-257.290835,-3.42965055,-3.39130712,-3.42965055,-3.39130712,1.54038334,88.257464,1.58396590,90.754561,9.86856270,565.426992,8.71651649,499.419607,0.10495460,6.013456,0.06137204,3.516359,-0.97554576,-55.894655,-1.00754023,-57.727803,-7.12195158,-408.057767,-6.39889526,-366.629692,55.894655,57.727803,0.13906159,0
0.170000,8,2,34,1.92018116,1.64533794,94.270920,1.64533794,94.270920,-4.49057221,-257.290835,-3.39130712,-3.30871129,-3.39130712,-3.30871129,1.58396590,90.754561,1.62199938,92.933719,8.71651649,499.419607,7.60670185,435.831912,0.06137204,3.516359,0.02333856,1.337201,-1.00754023,-57.727803,-1.03581119,-59.347609,-6.39889526,-366.629692,-5.65418959,-323.961200,57.727803,59.347609,0.13906159,0
