time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.000000,0,0,0,-0.48929036,-0.10471976,-6.000000,-0.10471976,-6.000000,0.00000000,0.000000,0.00000000,-1.04719758,0.00000000,-1.04719758,0.00000000,0.000000,-0.00282470,-0.161843,0.00000000,0.000000,-0.56493908,-32.368625,-0.10471976,-6.000000,-0.10189506,-5.838157,0.00000000,0.000000,0.00181147,0.103790,0.00000000,0.000000,0.36229473,20.757959,0.000000,0.103790,0.00589197,0
0.005000,0,1,1,-0.48929036,-0.10471976,-6.000000,-0.10471976,-6.000000,0.00000000,0.000000,-1.04719758,-0.76472807,-1.04719758,-0.76472807,-0.00282470,-0.161843,-0.00765969,-0.438868,-0.56493908,-32.368625,-0.96699882,-55.404951,-0.10189506,-5.838157,-0.09706007,-5.561132,0.00181147,0.103790,0.00489284,0.280339,0.36229473,20.757959,0.61627424,35.309913,0.103790,0.280339,0.00589197,0
0.010000,0,2,2,-0.48929036,-0.10471976,-6.000000,-0.10471976,-6.000000,0.00000000,0.000000,-0.76472807,-0.53545123,-0.76472807,-0.53545123,-0.00765969,-0.438868,-0.01384514,-0.793268,-0.96699882,-55.404951,-1.23708975,-70.880022,-0.09706007,-5.561132,-0.09087462,-5.206732,0.00489284,0.280339,0.00880171,0.504301,0.61627424,35.309913,0.78177387,44.792343,0.280339,0.504301,0.00589197,0
0.015000,0,3,3,-0.48929036,-0.10471976,-6.000000,-0.10471976,-6.000000,0.00000000,0.000000,-0.53545123,-0.35205585,-0.53545123,-0.35205585,-0.01384514,-0.793268,-0.02085433,-1.194865,-1.23708975,-70.880022,-1.40183783,-80.319391,-0.09087462,-5.206732,-0.08386543,-4.805135,0.00880171,0.504301,0.01318181,0.755262,0.78177387,44.792343,0.87601918,50.192202,0.504301,0.755262,0.00589197,0
0.020000,1,0,4,-1.18620789,-0.31415927,-18.000001,-0.31415927,-18.000001,-10.47197580,-600.000017,-0.20782733,-2.30222249,-0.20782733,-2.30222249,-0.02085433,-1.194865,-0.03422126,-1.960734,-1.40183783,-80.319391,-2.67338657,-153.173768,-0.29330495,-16.805136,-0.27993801,-16.039267,0.01318181,0.755262,0.02160126,1.237661,0.87601918,50.192202,1.68389058,96.479823,0.755262,1.237661,0.03472975,0
0.025000,1,1,5,-1.18620789,-0.31415927,-18.000001,-0.31415927,-18.000001,-10.47197580,-600.000017,-2.30222249,-1.59635615,-2.30222249,-1.59635615,-0.03422126,-1.960734,-0.05191375,-2.974439,-2.67338657,-153.173768,-3.53849769,-202.740983,-0.27993801,-16.039267,-0.26224552,-15.025562,0.02160126,1.237661,0.03270235,1.873707,1.68389058,96.479823,2.22021723,127.209077,1.237661,1.873707,0.03472975,0
0.030000,1,2,6,-1.18620789,-0.31415927,-18.000001,-0.31415927,-18.000001,-10.47197580,-600.000017,-1.59635615,-1.03013134,-1.59635615,-1.03013134,-0.05191375,-2.974439,-0.07230487,-4.142764,-3.53849769,-202.740983,-4.07822418,-233.665034,-0.26224552,-15.025562,-0.24185441,-13.857237,0.03270235,1.873707,0.04539163,2.600749,2.22021723,127.209077,2.53785563,145.408416,1.873707,2.600749,0.03472975,0
0.035000,1,3,7,-1.18620789,-0.31415927,-18.000001,-0.31415927,-18.000001,-10.47197580,-600.000017,-1.03013134,-0.58334327,-1.03013134,-0.58334327,-0.07230487,-4.142764,-0.09411387,-5.392328,-4.07822418,-233.665034,-4.36180067,-249.912770,-0.24185441,-13.857237,-0.22004540,-12.607673,0.04539163,2.600749,0.05880297,3.369162,2.53785563,145.408416,2.68226767,153.682617,2.600749,3.369162,0.03472975,0
0.040000,2,0,8,-2.41009641,-0.62831855,-36.000001,-0.62831855,-36.000001,-15.70796371,-900.000025,-0.23764372,-3.37923646,-0.23764372,-3.37923646,-0.09411387,-5.392328,-0.12527302,-7.177615,-4.36180067,-249.912770,-6.23183012,-357.057565,-0.53420468,-30.607673,-0.50304553,-28.822386,0.05880297,3.369162,0.07802868,4.470714,2.68226767,153.682617,3.84514308,220.310470,3.369162,4.470714,0.06425456,0
0.045000,2,1,9,-2.41009641,-0.62831855,-36.000001,-0.62831855,-36.000001,-15.70796371,-900.000025,-3.37923646,-2.22613192,-3.37923646,-2.22613192,-0.12527302,-7.177615,-0.16246651,-9.308645,-6.23183012,-357.057565,-7.43869781,-426.205990,-0.50304553,-28.822386,-0.46585204,-26.691356,0.07802868,4.470714,0.10087843,5.779908,3.84514308,220.310470,4.56995010,261.838854,4.470714,5.779908,0.06425456,0
