time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
0.000000,0,0,0,-1.11591280,-0.38952702,-22.318254,-0.38952702,-22.318254,0.00000000,0.000000,0.00000000,-2.33716202,0.00000000,-2.33716202,0.00000000,0.000000,-0.00363759,-0.208419,0.00000000,0.000000,-0.72751784,-41.683702,-0.38952702,-22.318254,-0.38588943,-22.109836,0.00000000,0.000000,0.00232736,0.133348,0.00000000,0.000000,0.46547276,26.669625,0.000000,0.133348,0.01617992,0
0.005000,0,1,1,-1.11591280,-0.38952702,-22.318254,-0.38952702,-22.318254,0.00000000,0.000000,-2.33716202,-2.09708118,-2.33716202,-2.09708118,-0.00363759,-0.208419,-0.01048240,-0.600597,-0.72751784,-41.683702,-1.36896241,-78.435768,-0.38588943,-22.109836,-0.37904462,-21.717657,0.00232736,0.133348,0.00668765,0.383174,0.46547276,26.669625,0.87205797,49.965241,0.133348,0.383174,0.01617992,0
0.010000,0,2,2,-1.11591280,-0.38952702,-22.318254,-0.38952702,-22.318254,0.00000000,0.000000,-2.09708118,-1.86357903,-2.09708118,-1.86357903,-0.01048240,-0.600597,-0.02012099,-1.152848,-1.36896241,-78.435768,-1.92771697,-110.450047,-0.37904462,-21.717657,-0.36940604,-21.165407,0.00668765,0.383174,0.01279302,0.732986,0.87205797,49.965241,1.22107375,69.962372,0.383174,0.732986,0.01617992,0
0.015000,0,3,3,-1.11591280,-0.38952702,-22.318254,-0.38952702,-22.318254,0.00000000,0.000000,-1.86357903,-1.63812113,-1.86357903,-1.63812113,-0.02012099,-1.152848,-0.03215883,-1.842565,-1.92771697,-110.450047,-2.40756845,-137.943511,-0.36940604,-21.165407,-0.35736819,-20.475689,0.01279302,0.732986,0.02036460,1.166805,1.22107375,69.962372,1.51431513,86.763866,0.732986,1.166805,0.01617992,0
0.020000,1,0,4,-1.58602023,-0.55362546,-31.720403,-0.55362546,-31.720403,-8.20492208,-470.107406,-1.42193866,-2.40652919,-1.42193866,-2.40652919,-0.03215883,-1.842565,-0.04775442,-2.736127,-2.40756845,-137.943511,-3.11911893,-178.712350,-0.52146664,-29.877837,-0.50587104,-28.984276,0.02036460,1.166805,0.03012150,1.725835,1.51431513,86.763866,1.95138121,111.805907,1.166805,1.725835,0.04380482,0
0.025000,1,1,5,-1.58602023,-0.55362546,-31.720403,-0.55362546,-31.720403,-8.20492208,-470.107406,-2.40652919,-2.09949064,-2.40652919,-2.09949064,-0.04775442,-2.736127,-0.06637430,-3.802967,-3.11911893,-178.712350,-3.72397637,-213.368129,-0.50587104,-28.984276,-0.48725116,-27.917435,0.03012150,1.725835,0.04168572,2.388416,1.95138121,111.805907,2.31284356,132.516175,1.725835,2.388416,0.04380482,0
0.030000,1,2,6,-1.58602023,-0.55362546,-31.720403,-0.55362546,-31.720403,-8.20492208,-470.107406,-2.09949064,-1.80631399,-2.09949064,-1.80631399,-0.06637430,-3.802967,-0.08751485,-5.014231,-3.72397637,-213.368129,-4.22810984,-242.252849,-0.48725116,-27.917435,-0.46611062,-26.706171,0.04168572,2.388416,0.05469735,3.133927,2.31284356,132.516175,2.60232592,149.102292,2.388416,3.133927,0.04380482,0
0.035000,1,3,7,-1.58602023,-0.55362546,-31.720403,-0.55362546,-31.720403,-8.20492208,-470.107406,-1.80631399,-1.52823067,-1.80631399,-1.52823067,-0.08751485,-5.014231,-0.11070375,-6.342858,-4.22810984,-242.252849,-4.63778067,-265.725258,-0.46611062,-26.706171,-0.44292171,-25.377545,0.05469735,3.133927,0.06881669,3.942906,2.60232592,149.102292,2.82386732,161.795679,3.133927,3.942906,0.04380482,0
0.040000,2,0,8,-2.47660661,-0.86449879,-49.532132,-0.86449879,-49.532132,-15.54366648,-890.586488,-1.26619601,-3.13143587,-1.26619601,-3.13143587,-0.11070375,-6.342858,-0.13840403,-7.929967,-4.63778067,-265.725258,-5.54005480,-317.421758,-0.75379504,-43.189275,-0.72609477,-41.602166,0.06881669,3.942906,0.08559122,4.904016,2.82386732,161.795679,3.35490537,192.221918,3.942906,4.904016,0.07309607,0
0.045000,2,1,9,-2.47660661,-0.86449879,-49.532132,-0.86449879,-49.532132,-15.54366648,-890.586488,-3.13143587,-2.69455194,-3.13143587,-2.69455194,-0.13840403,-7.929967,-0.16986500,-9.732547,-5.54005480,-317.421758,-6.29219532,-360.516236,-0.72609477,-41.602166,-0.69463380,-39.799585,0.08559122,4.904016,0.10450102,5.987468,3.35490537,192.221918,3.78196096,216.690402,4.904016,5.987468,0.07309607,0
