time_s,step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,cylinder_tracking_error_rad,cylinder_tracking_error_deg,pole_q_rad,pole_q_deg,pole_qd_rad_s,pole_qd_deg_s,pole_lift_deg,done
1.443523,266,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.41239989,80.924553,-5.60294485,-321.025093,-2.98319621,-170.924553,13.02111721,746.055061,-9.17606258,-525.749659,26.055061,0
1.448536,267,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.23765564,70.912445,-10.57619095,-605.971105,-2.80845197,-160.912445,12.86902428,737.340778,-6.58070707,-377.046742,17.340778,0
1.453461,268,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.96754062,55.435994,-15.22369671,-872.253570,-2.53833695,-145.435994,12.77547836,731.980991,-3.49385977,-200.183419,11.980991,0
1.458442,269,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.60837352,34.857235,-19.56157303,-1120.795575,-2.17916985,-124.857235,12.74679661,730.337648,-0.17924528,-10.269998,10.337648,0
1.463445,270,-0.92809474,-1.45784782,-83.528527,-1.45784782,-83.528527,0.16752978,9.598749,-23.32579803,-1336.469781,-1.62537759,-93.127276,12.78649139,732.611992,3.23712897,185.473828,12.611992,0
1.468389,271,-0.54330885,-0.85342755,-48.897797,-0.85342755,-48.897797,-0.29968953,-17.170945,-22.82877159,-1307.992264,-0.55373802,-31.726852,12.87262630,737.547159,4.66785669,267.448488,17.547159,0
1.474126,272,-0.11274692,-0.17710245,-10.147223,-0.17710245,-10.147223,-0.70374131,-40.321407,-18.48029327,-1058.842809,0.52663886,30.174184,12.95621395,742.336378,3.72792816,213.594550,22.336378,0
1.479144,273,0.43885222,0.68934746,39.496700,0.68934746,39.496700,-0.99035984,-56.743439,-11.89860439,-681.739814,1.67970730,96.240139,12.99264240,744.423574,0.56379640,32.303154,24.423574,0
1.484058,274,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.15091014,-65.942294,-5.75777102,-329.895979,2.72170647,155.942294,12.95614433,742.332389,-3.31956124,-190.196849,22.332389,0
1.489057,275,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.19377398,-68.398211,-0.02322398,-1.330636,2.76457031,158.398211,12.83876133,735.606838,-7.38135767,-422.920642,15.606838,0
1.494023,276,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.12670684,-64.555547,5.33337069,305.579631,2.69750317,154.555547,12.64450073,724.476526,-11.03205013,-632.089912,4.476526,0
1.498894,277,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.95704991,-54.834920,10.32773304,591.735515,2.52784623,144.834920,12.38564205,709.645016,-14.01395512,-802.940482,10.354984,0
1.503938,278,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.69197237,-39.647097,14.96511555,857.437961,2.26276870,129.647097,12.07200527,691.674952,-16.68626022,-956.052287,28.325048,0
1.509032,279,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.33856219,-19.398185,19.25040436,1102.966924,1.90935852,109.398185,11.70243645,670.500218,-19.58537674,-1122.159427,49.499782,0
1.513984,280,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.08817416,5.052007,22.00575066,1260.836638,1.48262216,84.947993,11.28114128,646.361783,-21.57720184,-1236.282599,73.638217,0
1.518952,281,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.51304889,29.395536,20.39189148,1168.369318,1.05774744,60.604464,10.86505985,622.522074,-19.91105080,-1140.819176,97.477926,0
1.523865,282,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.87644160,50.216405,16.69198990,956.380573,0.69435473,39.783595,10.51039028,602.201004,-16.41078949,-940.268976,117.798996,0
1.528812,283,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.15735769,66.311711,12.45788479,713.784220,0.41343863,23.688289,10.21648979,585.361747,-13.87887955,-795.201222,134.638253,0
1.533675,284,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.35674119,77.735544,8.55026817,489.894280,0.21405514,12.264456,9.95194530,570.204464,-13.02246475,-746.132269,149.795536,0
1.538555,285,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.48668289,85.180655,5.36714602,307.514815,0.08411343,4.819345,9.68927479,555.154552,-13.29763508,-761.898367,164.845448,0
1.544348,286,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.56326938,89.568738,3.00795531,172.343144,0.00752695,0.431262,9.41382504,539.372444,-14.09687710,-807.691562,179.372444,0
1.549351,287,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.60229993,91.805023,1.40395772,80.440852,-0.03150360,-1.805023,9.11928463,522.496521,-15.12808609,-866.775485,162.496521,0
1.554415,288,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.61713457,92.654986,0.41052005,23.521066,-0.04633824,-2.654986,8.80165005,504.297400,-16.36305428,-937.533950,144.297400,0
1.559363,289,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.61795652,92.702080,-0.13419949,-7.689064,-0.04716019,-2.702080,8.45608234,484.497830,-17.86369133,-1023.514120,124.497830,0
1.564288,290,0.65604651,1.03051545,59.044186,1.03051545,59.044186,1.61187053,92.353378,-0.37665576,-21.580785,-0.58135508,-33.309192,8.07704353,462.780505,-19.63375092,-1124.931063,102.780505,0
1.569250,291,-0.71500301,-1.12312411,-64.350271,-1.12312411,-64.350271,1.60340071,91.868093,-0.43469876,-24.906404,-2.72652481,-156.218365,7.66062164,438.921289,-21.53445435,-1233.833348,78.921289,0
1.574895,292,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.54109097,88.298008,-4.27124739,-244.724449,-3.11188729,-178.298008,7.21754551,413.534896,-22.43181038,-1285.248062,53.534896,0
1.579848,293,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.39237118,79.776992,-9.29855728,-532.768088,-2.96316750,-169.776992,6.78418636,388.705246,-20.95021820,-1200.359083,28.705246,0
1.584721,294,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.14677513,65.705375,-14.03027916,-803.875781,-2.71757145,-155.705375,6.40239573,366.830254,-17.85504723,-1023.018849,6.830254,0
1.589780,295,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.81047672,46.436895,-18.44522858,-1056.833750,-2.38127305,-136.436895,6.08524179,348.658672,-14.78144646,-846.914497,11.341328,0
1.594913,296,-0.90895081,-1.42777659,-81.805573,-1.42777659,-81.805573,0.38989732,22.339471,-22.53998184,-1291.445830,-1.81767390,-104.145043,5.81035995,332.909103,-13.41016293,-768.345738,27.090897,0
1.599839,297,-0.46418169,-0.72913490,-41.776352,-0.72913490,-41.776352,-0.08900842,-5.099807,-24.03827477,-1377.291691,-0.64012648,-36.676545,5.52229977,316.404470,-15.59303951,-893.415354,43.595530,0
1.604726,298,0.08756845,0.13755221,7.881161,0.13755221,7.881161,-0.52595043,-30.134740,-20.29870224,-1163.029968,0.66350264,38.015901,5.15779066,295.519636,-19.48266983,-1116.274755,64.480364,0
1.609641,299,0.24926287,0.39154120,22.433658,0.39154120,22.433658,-0.84807277,-48.590990,-13.65583134,-782.421501,1.23961397,71.024649,4.75576305,272.485151,-19.83479691,-1136.450150,87.514849,0
1.614578,300,-0.26411295,-0.41486765,-23.770165,-0.41486765,-23.770165,-1.04337776,-59.781142,-7.48331165,-428.762175,0.62851011,36.010976,4.39550161,251.843691,-16.67930031,-955.653513,108.156309,0
1.619472,301,-0.51729715,-0.81256846,-46.556743,-0.81256846,-46.556743,-1.12015688,-64.180262,-1.69763660,-97.267413,0.30758842,17.623518,4.11278725,235.645351,-12.57903004,-720.725331,124.354649,0
1.624347,302,-0.55324626,-0.86903719,-49.792163,-0.86903719,-49.792163,-1.08565843,-62.203646,3.73521566,214.012093,0.21662124,12.411483,3.91372156,224.239728,-8.36658287,-479.369887,135.760272,0
1.629288,303,-0.55382860,-0.86995193,-49.844574,-0.86995193,-49.844574,-1.01130188,-57.943329,3.62261319,207.560447,0.14134995,8.098756,3.76893020,215.943794,-6.64250278,-380.587375,144.056206,0
1.634196,304,-0.60042262,-0.94314165,-54.038036,-0.94314165,-54.038036,-0.95117271,-54.498182,2.64280033,151.421305,0.00803106,0.460146,3.64843798,209.040098,-5.69539070,-326.321850,150.959902,0
1.639060,305,-0.58244085,-0.91489595,-52.419677,-0.91489595,-52.419677,-0.90951639,-52.111451,1.76756144,101.273810,-0.00537956,-0.308226,3.54334044,203.018453,-5.01549149,-287.366494,156.981547,0
1.644745,306,-0.52091479,-0.81825104,-46.882331,-0.81825104,-46.882331,-0.89026600,-51.008485,0.55708933,31.918867,0.07201496,4.126153,3.44542408,197.408258,-4.81040478,-275.615892,162.591742,0
1.649688,307,-0.43548730,-0.68406185,-39.193857,-0.68406185,-39.193857,-0.88556045,-50.738876,0.07671622,4.395516,0.20149860,11.545019,3.35442376,192.194324,-4.39997816,-252.100179,167.805676,0
1.654742,308,-0.33359292,-0.52400654,-30.023363,-0.52400654,-30.023363,-0.87796938,-50.303940,0.51448542,29.477843,0.35396285,20.280577,3.27685118,187.749743,-3.61910653,-207.359530,172.250257,0
1.659685,309,-0.23204407,-0.36449397,-20.883966,-0.36449397,-20.883966,-0.85240567,-48.839247,1.61097622,92.302138,0.48791169,27.955281,3.21858549,184.411365,-2.58877277,-148.325754,175.588635,0
1.664593,310,-0.14327517,-0.22505611,-12.894765,-0.22505611,-12.894765,-0.79971170,-45.820105,3.05914617,175.276164,0.57465559,32.925340,3.18261099,182.350177,-1.45966280,-83.632518,177.649823,0
1.669930,311,-0.07233670,-0.11362623,-6.510303,-0.11362623,-6.510303,-0.71812344,-41.145442,4.46828413,256.013822,0.60449721,34.635139,3.16810846,181.519244,-0.43500543,-24.923975,178.480756,0
1.675410,312,-0.01267305,-0.01990678,-1.140575,-0.01990678,-1.140575,-0.61293614,-35.118654,5.51164055,315.793742,0.59302936,33.978079,3.17037416,181.649059,0.29822743,17.087173,178.350941,0
1.680429,313,0.03517410,0.05525135,3.165669,0.05525135,3.165669,-0.49385935,-28.296056,6.02404928,345.152599,0.54911070,31.461726,3.18291187,182.367417,0.70225990,40.236528,177.632583,0
1.686062,314,0.07189307,0.11292936,6.470376,0.11292936,6.470376,-0.37074551,-21.242153,6.07361603,347.992565,0.48367487,27.712529,3.20000625,183.346852,0.84863931,48.623451,176.653148,0
1.691015,315,0.09802422,0.15397608,8.822180,0.15397608,8.822180,-0.25169873,-14.421275,5.75487518,329.730060,0.40567482,23.243455,3.21738696,184.342694,0.80728537,46.254044,175.657306,0
1.695908,316,0.11484060,0.18039119,10.335654,0.18039119,10.335654,-0.14272049,-8.177282,5.17552948,296.535996,0.32311168,18.512935,3.23212528,185.187138,0.64184505,36.775012,174.812862,0
1.700877,317,0.12781951,0.20077841,11.503756,0.20077841,11.503756,-0.04777059,-2.737053,4.43258715,253.968536,0.24854900,14.240809,3.24238491,185.774971,0.40123689,22.989180,174.225029,0
1.705772,318,0.14112887,0.22168471,12.701598,0.22168471,12.701598,0.03100938,1.776706,3.61193562,206.948667,0.19067533,10.924892,3.24720216,186.050979,0.12646240,7.245762,173.949021,0
1.710667,319,0.14998338,0.23559334,13.498504,0.23559334,13.498504,0.09362470,5.364300,2.82858276,162.065854,0.14196864,8.134204,3.24702191,186.040652,-0.09953381,-5.702867,173.959348,0
1.715508,320,0.15807697,0.24830673,14.226927,0.24830673,14.226927,0.14218327,8.146502,2.18051004,124.934023,0.10612345,6.080426,3.24325514,185.824831,-0.24759801,-14.186321,174.175169,0
1.720595,321,0.16444167,0.25830438,14.799751,0.25830438,14.799751,0.17909811,10.261566,1.64330423,94.154397,0.07920626,4.538185,3.23720098,185.477953,-0.33880591,-19.412149,174.522047,0
1.725588,322,0.16818759,0.26418845,15.136883,0.26418845,15.136883,0.20680387,11.848989,1.23013532,70.481562,0.05738457,3.287894,3.23009419,185.070765,-0.36773551,-21.069692,174.929235,0
1.730493,323,0.16831002,0.26438076,15.147901,0.26438076,15.147901,0.22751535,13.035670,0.91878849,52.642703,0.03686540,2.112232,3.22299600,184.664068,-0.34950787,-20.025326,175.335932,0
1.735405,324,0.16459623,0.25854715,14.813661,0.25854715,14.813661,0.24281071,13.912029,0.67360920,38.594964,0.01573644,0.901632,3.21656394,184.295538,-0.30611879,-17.539314,175.704462,0
1.740316,325,0.15726361,0.24702910,14.153725,0.24702910,14.153725,0.25350511,14.524773,0.45615649,26.135842,-0.00647601,-0.371048,3.21099854,183.976664,-0.26028910,-14.913467,176.023336,0
1.745966,326,0.14687571,0.23071182,13.218814,0.23071182,13.218814,0.25981182,14.886121,0.24101269,13.809010,-0.02909999,-1.667307,3.20615697,183.699263,-0.22613126,-12.956367,176.300737,0
1.750917,327,0.13402173,0.21052084,12.061956,0.21052084,12.061956,0.26163331,14.990484,0.01768625,1.013347,-0.05111247,-2.928529,3.20173717,183.446027,-0.20856856,-11.950098,176.553973,0
1.756066,328,0.11920962,0.18725403,10.728866,0.18725403,10.728866,0.25883463,14.830132,-0.21153997,-12.120347,-0.07158060,-4.101266,3.19744086,183.199867,-0.20502569,-11.747107,176.800133,0
1.761365,329,0.10284659,0.16155105,9.256193,0.16155105,9.256193,0.25141397,14.404959,-0.43810195,-25.101393,-0.08986292,-5.148766,3.19306827,182.949335,-0.20958950,-12.008594,177.050665,0
1.766293,330,0.08515117,0.13375514,7.663605,0.13375514,7.663605,0.23955669,13.725587,-0.65247101,-37.383835,-0.10580155,-6.061982,3.18854189,182.689993,-0.21621743,-12.388346,177.310007,0
1.771571,331,0.06618407,0.10396170,5.956567,0.10396170,5.956567,0.22361401,12.812139,-0.84714258,-48.537694,-0.11965231,-6.855572,3.18388557,182.423206,-0.22039330,-12.627606,177.576794,0
1.777020,332,0.04601952,0.07228730,4.141757,0.07228730,4.141757,0.20403185,11.690164,-1.01880717,-58.373351,-0.13174456,-7.548407,3.17917776,182.153468,-0.22029179,-12.621790,177.846532,0
1.782316,333,0.02478990,0.03893988,2.231091,0.03893988,2.231091,0.18126392,10.385658,-1.16847312,-66.948579,-0.14232404,-8.154567,3.17449760,181.885315,-0.21671857,-12.417059,178.114685,0
1.787317,334,0.00270668,0.00425164,0.243601,0.00425164,0.243601,0.15571804,8.921987,-1.29899025,-74.426659,-0.15146641,-8.678386,3.16989398,181.621547,-0.21149772,-12.117927,178.378453,0
1.792250,335,-0.01997313,-0.03137372,-1.797582,-0.03137372,-1.797582,0.12774619,7.319318,-1.41305828,-80.962276,-0.15911991,-9.116899,3.16538095,181.362969,-0.20624749,-11.817111,178.637031,0
1.797160,336,-0.04299131,-0.06753059,-3.869218,-0.06753059,-3.869218,0.09766405,5.595738,-1.51202917,-86.632890,-0.16519464,-9.464956,3.16095281,181.109255,-0.20168373,-11.555627,178.890745,0
1.802053,337,-0.06610849,-0.10384298,-5.949765,-0.10384298,-5.949765,0.06577873,3.768844,-1.59588289,-91.437354,-0.16962171,-9.718608,3.15660095,180.859912,-0.19764972,-11.324495,179.140088,0
1.806919,338,-0.08910421,-0.13996456,-8.019378,-0.13996456,-8.019378,0.03240724,1.856798,-1.66391003,-95.335022,-0.17237180,-9.876177,3.15232563,180.614954,-0.19355991,-11.090166,179.385046,0
1.812011,339,-0.11177757,-0.17557980,-10.059982,-0.17557980,-10.059982,-0.00211861,-0.121387,-1.71537280,-98.283622,-0.17346120,-9.938595,3.14813995,180.375133,-0.18880223,-10.817571,179.624867,0
1.816875,340,-0.13393834,-0.21038986,-12.054451,-0.21038986,-12.054451,-0.03745617,-2.146080,-1.74983680,-100.258264,-0.17293369,-9.908371,3.14406610,180.141718,-0.18292098,-10.480600,179.858282,0
1.821830,341,-0.15540990,-0.24411730,-13.986891,-0.24411730,-13.986891,-0.07325993,-4.197485,-1.76730013,-101.258839,-0.17085737,-9.789406,3.14013362,179.916403,-0.17567362,-10.065357,179.916403,0
1.826733,342,-0.17603490,-0.27651497,-15.843141,-0.27651497,-15.843141,-0.10918895,-6.256066,-1.76809347,-101.304293,-0.16732602,-9.587075,3.13637400,179.700993,-0.16695076,-9.565574,179.700993,0
1.831619,343,-0.19568506,-0.30738137,-17.611655,-0.30738137,-17.611655,-0.14491270,-8.302886,-1.75281656,-100.428991,-0.16246867,-9.308769,3.13281965,179.497344,-0.15672950,-8.979939,179.497344,0
1.836551,344,-0.21437296,-0.33673626,-19.293567,-0.33673626,-19.293567,-0.18011643,-10.319911,-1.72233152,-98.682327,-0.15661983,-8.973655,3.12950301,179.307315,-0.14506821,-8.311796,179.307315,0
1.841423,345,-0.23199287,-0.36441355,-20.879358,-0.36441355,-20.879358,-0.21450748,-12.290373,-1.67783010,-96.132583,-0.14990607,-8.588985,3.12645197,179.132503,-0.13215485,-7.571915,179.132503,0
1.846966,346,-0.24851337,-0.39036389,-22.366203,-0.39036389,-22.366203,-0.24783896,-14.200126,-1.62206888,-92.937701,-0.14252493,-8.166077,3.12367821,178.973578,-0.11911513,-6.824794,178.973578,0
1.851945,347,-0.26388147,-0.41450405,-23.749333,-0.41450405,-23.749333,-0.27990699,-16.037489,-1.55685937,-89.201471,-0.13459706,-7.711844,3.12117934,178.830403,-0.10643753,-6.098421,178.830403,0
1.856905,348,-0.27796486,-0.43662618,-25.016837,-0.43662618,-25.016837,-0.31054589,-17.792969,-1.48411262,-85.033389,-0.12608029,-7.223868,3.11894107,178.702160,-0.09468297,-5.424935,178.702160,0
1.861786,349,-0.29066136,-0.45656980,-26.159523,-0.45656980,-26.159523,-0.33962238,-19.458929,-1.40527260,-80.516189,-0.11694743,-6.700594,3.11694217,178.587631,-0.08414833,-4.821344,178.587631,0
1.866656,350,-0.30188707,-0.47420309,-27.169836,-0.47420309,-27.169836,-0.36701420,-21.028365,-1.32045734,-75.656633,-0.10718889,-6.141471,3.11516523,178.485820,-0.07433040,-4.258818,178.485820,0
1.871634,351,-0.31159714,-0.48945564,-28.043742,-0.48945564,-28.043742,-0.39259693,-22.494147,-1.22944725,-70.442138,-0.09685871,-5.549595,3.11360621,178.396495,-0.06455181,-3.698546,178.396495,0
1.877178,352,-0.31977525,-0.50230179,-28.779773,-0.50230179,-28.779773,-0.41624251,-23.848939,-1.13209176,-64.864080,-0.08605928,-4.930834,3.11227345,178.320134,-0.05419438,-3.105109,178.320134,0
1.882205,353,-0.32642844,-0.51275260,-29.378560,-0.51275260,-29.378560,-0.43782681,-25.085629,-1.02873266,-58.942040,-0.07492579,-4.292931,3.11118317,178.257665,-0.04294362,-2.460488,178.257665,0
1.887232,354,-0.33158591,-0.52085394,-29.842732,-0.52085394,-29.842732,-0.45723951,-26.197894,-0.92022449,-52.724979,-0.06361443,-3.644838,3.11035442,178.210181,-0.03078288,-1.763729,178.210181,0
1.892210,355,-0.33529285,-0.52667677,-30.176356,-0.52667677,-30.176356,-0.47439316,-27.180726,-0.80781305,-46.284278,-0.05228361,-2.995630,3.10980248,178.178557,-0.01791135,-1.026245,178.178557,0
1.897226,356,-0.33660427,-0.52873675,-30.294384,-0.52873675,-30.294384,-0.48922929,-28.030774,-0.69302762,-39.707557,-0.03950746,-2.263610,3.10950851,178.161714,-0.01001209,-0.573651,178.161714,0
1.902165,357,-0.33515683,-0.52646311,-30.164115,-0.52646311,-30.164115,-0.50172156,-28.746528,-0.57744962,-33.085426,-0.02474155,-1.417587,3.10934091,178.152111,-0.00749289,-0.429311,178.152111,0
1.907094,358,-0.33010986,-0.51853536,-29.709888,-0.51853536,-29.709888,-0.51172107,-29.319458,-0.45142657,-25.864837,-0.00681429,-0.390430,3.10919762,178.143901,-0.00717044,-0.410836,178.143901,0
1.911965,359,-0.32192889,-0.50568472,-28.973600,-0.50568472,-28.973600,-0.51891446,-29.731609,-0.30761775,-17.625199,0.01322975,0.758009,3.10914660,178.140978,-0.00175993,-0.100837,178.140978,0
1.916787,360,-0.31222847,-0.49044734,-28.100562,-0.49044734,-28.100562,-0.52279580,-29.953993,-0.13555540,-7.766752,0.03234846,1.853430,3.10948277,178.160239,0.02179750,1.248905,178.160239,0
1.921708,361,-0.30166999,-0.47386210,-27.150299,-0.47386210,-27.150299,-0.52284771,-29.956967,0.06064053,3.474446,0.04898561,2.806669,3.11054826,178.221287,0.06169673,3.534962,178.221287,0
1.926891,362,-0.29055718,-0.45640614,-26.150146,-0.45640614,-26.150146,-0.51890433,-29.731028,0.25740457,14.748195,0.06249818,3.580882,3.11248493,178.332250,0.10437845,5.980444,178.332250,0
1.931859,363,-0.27900282,-0.43825660,-25.110253,-0.43825660,-25.110253,-0.51121789,-29.290628,0.43559790,24.957921,0.07296129,4.180374,3.11520314,178.487992,0.13947651,7.991415,178.487992,0
1.936764,364,-0.26705816,-0.41949398,-24.035235,-0.41949398,-24.035235,-0.50030613,-28.665430,0.58503562,33.520072,0.08081215,4.630195,3.11847997,178.675741,0.16221732,9.294368,178.675741,0
1.941723,365,-0.25476864,-0.40018964,-22.929178,-0.40018964,-22.929178,-0.48678294,-27.890608,0.70357060,40.311626,0.08659329,4.961430,3.12206030,178.880879,0.17251997,9.884666,178.880879,0
1.947453,366,-0.24220362,-0.38045256,-21.798326,-0.38045256,-21.798326,-0.47123748,-26.999919,0.79403222,45.494695,0.09078492,5.201593,3.12572408,179.090798,0.17293645,9.908529,179.090798,0
1.952358,367,-0.22946325,-0.36044003,-20.651692,-0.36044003,-20.651692,-0.45417204,-26.022141,0.86137110,49.352929,0.09373202,5.370449,3.12931514,179.296550,0.16688010,9.561525,179.296550,0
1.957320,368,-0.21667412,-0.34035091,-19.500671,-0.34035091,-19.500671,-0.43598747,-24.980242,0.91060466,52.173804,0.09563656,5.479571,3.13274240,179.492918,0.15744123,9.020718,179.492918,0
1.962206,369,-0.20397070,-0.32039643,-18.357363,-0.32039643,-18.357363,-0.41699687,-23.892161,0.94571489,54.185472,0.09660044,5.534797,3.13596535,179.677579,0.14682481,8.412442,179.677579,0
1.967141,370,-0.19148937,-0.30079080,-17.234043,-0.30079080,-17.234043,-0.39745149,-22.772293,0.96930027,55.536815,0.09666069,5.538250,3.13897514,179.850028,0.13624425,7.806221,179.850028,0
1.972082,371,-0.17935017,-0.28172258,-16.141515,-0.28172258,-16.141515,-0.37756556,-21.632913,0.98281085,56.310914,0.09584298,5.491398,3.14177656,180.010537,0.12614661,7.227669,179.989463,0
1.977639,372,-0.16765681,-0.26335470,-15.089113,-0.26335470,-15.089113,-0.35753492,-20.485242,0.98689729,56.545050,0.09418022,5.396129,3.14437747,180.159558,0.11647130,6.673314,179.840442,0
1.982588,373,-0.15649036,-0.24581448,-14.084132,-0.24581448,-14.084132,-0.33754635,-19.339981,0.98190320,56.258909,0.09173187,5.255849,3.14678097,180.297269,0.10697462,6.129194,179.702731,0
1.987654,374,-0.14591351,-0.22920041,-13.132216,-0.22920041,-13.132216,-0.31777990,-18.207447,0.96815234,55.471043,0.08857949,5.075231,3.14898586,180.423600,0.09740520,5.580907,179.576400,0
1.992522,375,-0.13597575,-0.21359021,-12.237817,-0.21359021,-12.237817,-0.29840639,-17.097427,0.94616508,54.211266,0.08481619,4.859610,3.15098834,180.538333,0.08763534,5.021135,179.461667,0
1.997359,376,-0.12670806,-0.19903256,-11.403725,-0.19903256,-11.403725,-0.27958292,-16.018921,0.91668922,52.522423,0.08055036,4.615196,3.15278292,180.641155,0.07767230,4.450295,179.358845,0
2.002224,377,-0.11813453,-0.18556528,-10.632108,-0.18556528,-10.632108,-0.26144928,-14.979940,0.88062471,50.456079,0.07588399,4.347833,3.15436625,180.731873,0.06760931,3.873728,179.268127,0
2.007161,378,-0.11026779,-0.17320824,-9.924101,-0.17320824,-9.924101,-0.24412487,-13.987325,0.83902341,48.072500,0.07091664,4.063224,3.15573788,180.810462,0.05762945,3.301924,179.189538,0
2.012076,379,-0.10311690,-0.16197565,-9.280521,-0.16197565,-9.280521,-0.22770774,-13.046693,0.79293722,45.431956,0.06573210,3.766172,3.15690160,180.877138,0.04791636,2.745405,179.122862,0
2.016960,380,-0.09667495,-0.15185665,-8.700745,-0.15185665,-8.700745,-0.21227489,-12.162456,0.74339443,42.593364,0.06041824,3.461710,3.15786505,180.932339,0.03864783,2.214358,179.067661,0
2.021975,381,-0.09093383,-0.14283853,-8.184045,-0.14283853,-8.184045,-0.19788404,-11.337920,0.69130242,39.608711,0.05504551,3.153876,3.15863824,180.976640,0.02994306,1.715611,179.023360,0
2.027232,382,-0.08589521,-0.13492388,-7.730569,-0.13492388,-7.730569,-0.18457469,-10.575351,0.63755655,36.529300,0.04965081,2.844782,3.15923452,181.010805,0.02193774,1.256940,178.989195,0
2.032273,383,-0.08155134,-0.12810055,-7.339621,-0.12810055,-7.339621,-0.17236979,-9.876062,0.58292991,33.399424,0.04426924,2.536441,3.15966940,181.035721,0.01472120,0.843462,178.964279,0
2.037252,384,-0.07811347,-0.12270035,-7.030212,-0.12270035,-7.030212,-0.16128044,-9.240688,0.52791852,30.247503,0.03858009,2.210476,3.15996385,181.052592,0.00942355,0.539930,178.947408,0
2.042344,385,-0.07574192,-0.11897512,-6.816773,-0.11897512,-6.816773,-0.15130918,-8.669377,0.47290853,27.095663,0.03233405,1.852605,3.16015840,181.063739,0.00652046,0.373595,178.936261,0
2.047982,386,-0.07458678,-0.11716064,-6.712810,-0.11716064,-6.712810,-0.14248586,-8.163838,0.41572991,23.819569,0.02532522,1.451028,3.16028762,181.071143,0.00492793,0.282350,178.928857,0
2.052858,387,-0.07494143,-0.11771772,-6.744728,-0.11771772,-6.744728,-0.13488963,-7.728607,0.35383224,20.273094,0.01717191,0.983878,3.16037512,181.076156,0.00414108,0.237266,178.923844,0
2.057835,388,-0.07722393,-0.12130306,-6.950153,-0.12130306,-6.950153,-0.12864745,-7.370956,0.28495669,16.326816,0.00734439,0.420802,3.16045570,181.080773,0.00408290,0.233933,178.919227,0
2.062843,389,-0.08186010,-0.12858554,-7.367409,-0.12858554,-7.367409,-0.12394775,-7.101683,0.20571782,11.786763,-0.00463779,-0.265726,3.16054034,181.085623,0.00423247,0.242503,178.914377,0
2.067805,390,-0.08841088,-0.13887549,-7.956980,-0.13887549,-7.956980,-0.12106819,-6.936696,0.11126040,6.374751,-0.01780731,-1.020283,3.16053247,181.085172,-0.00038857,-0.022263,178.914828,0
2.072771,391,-0.09568408,-0.15030020,-8.611567,-0.15030020,-8.611567,-0.12038659,-6.897643,-0.00339153,-0.194320,-0.02991362,-1.713924,3.16023302,181.068014,-0.01805266,-1.034341,178.931986,0
2.078093,392,-0.10325089,-0.16218612,-9.292580,-0.16218612,-9.292580,-0.12223929,-7.003796,-0.13286167,-7.612413,-0.03994683,-2.288785,3.15941763,181.021296,-0.04594620,-2.632523,178.978704,0
2.082997,393,-0.11101559,-0.17438288,-9.991403,-0.17438288,-9.991403,-0.12667778,-7.258102,-0.25902668,-14.841135,-0.04770510,-2.733301,3.15802598,180.941560,-0.07355575,-4.214434,179.058440,0
2.087921,394,-0.11904088,-0.18698897,-10.713679,-0.18698897,-10.713679,-0.13345180,-7.646225,-0.36860096,-21.119280,-0.05353717,-3.067454,3.15616536,180.834955,-0.09363787,-5.365055,179.165045,0
2.092897,395,-0.12739912,-0.20011806,-11.465921,-0.20011806,-11.465921,-0.14215191,-8.144704,-0.45633480,-26.146058,-0.05796616,-3.321216,3.15402246,180.712175,-0.10389324,-5.952644,179.287825,0
2.097808,396,-0.13611439,-0.21380798,-12.250295,-0.21380798,-12.250295,-0.15235150,-8.729098,-0.52348590,-29.993533,-0.06145648,-3.521197,3.15177822,180.583590,-0.10579452,-6.061579,179.416410,0
