time_s,step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,cylinder_tracking_error_rad,cylinder_tracking_error_deg,pole_q_rad,pole_q_deg,pole_qd_rad_s,pole_qd_deg_s,pole_lift_deg,done
0.773203,133,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.24368533,-13.962141,-13.98212910,-801.116986,-1.32711099,-76.037859,4.37558556,250.702585,4.98385048,285.553598,109.297415,0
0.778175,134,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.55143625,-31.594970,-15.69815350,-899.437941,-1.01936008,-58.405030,4.50937080,258.367915,7.81980419,448.041777,101.632085,0
0.783092,135,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.85120952,-48.770713,-14.30304146,-819.503910,-0.71958681,-41.229287,4.70171118,269.388207,10.59342098,606.958313,90.611793,0
0.788441,136,-0.99438536,-1.56197687,-89.494683,-1.56197687,-89.494683,-1.10411549,-63.261157,-11.56272984,-662.495619,-0.45786139,-26.233525,4.93677664,282.856466,12.30571747,705.065675,77.143534,0
0.793553,137,0.16375396,0.25722411,14.737856,0.25722411,14.737856,-1.29748082,-74.340175,-8.54111958,-489.370104,1.55470494,89.078031,5.19351244,297.566344,13.06534481,748.589116,62.433656,0
0.798462,138,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.43254364,-82.078704,-5.74356890,-329.082257,3.00333996,172.078704,5.45821142,312.732478,13.29716969,761.871702,47.267522,0
0.803322,139,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.47568440,-84.550488,-0.05046250,-2.891288,3.04648073,174.550488,5.70517254,326.882308,11.71984482,671.497645,33.117692,0
0.808244,140,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.40941906,-80.753764,5.28808308,302.984842,2.98021539,170.753764,5.91341591,338.813774,9.54117012,546.668780,21.186226,0
0.813139,141,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.24067414,-71.085392,10.28470612,589.270254,2.81147046,161.085392,6.06998920,347.784763,6.73801231,386.059668,12.215237,0
0.818921,142,0.70068395,1.10063178,63.061556,1.10063178,63.061556,-0.97613621,-55.928485,14.95201874,856.687569,2.07676798,118.990041,6.16601753,353.286781,3.62495017,207.694346,6.713219,0
0.824069,143,0.83984756,1.31922947,75.586281,1.31922947,75.586281,-0.62218332,-35.648478,19.30723572,1106.223121,1.94141279,111.234759,6.19957638,355.209561,0.52382392,30.012900,4.790439,0
0.828999,144,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.20588204,-11.796172,20.97728348,1201.909809,1.77667837,101.796172,6.18552113,354.404255,-0.98403275,-56.380923,5.595745,0
0.833888,145,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.21055442,12.063880,20.25875473,1160.741144,1.36024191,77.936120,6.16091871,352.994640,-1.09069335,-62.492126,7.005360,0
0.838729,146,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.60169160,34.474389,18.76388550,1075.091446,0.96910472,55.525611,6.14064074,351.832798,-0.73041356,-41.849614,8.167202,0
0.843653,147,0.65748882,1.03278103,59.173994,1.03278103,59.173994,0.93547773,53.598926,15.31145000,877.281463,0.09730329,5.575068,6.14618301,352.150347,1.00019503,57.306954,7.849653,0
0.849275,148,-0.62162220,-0.97644188,-55.945998,-0.97644188,-55.945998,1.19261289,68.331685,11.38822460,652.497206,-2.16905476,-124.277683,6.19475412,354.933266,3.31470895,189.918833,5.066734,0
0.854477,149,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.34328175,76.964375,5.27333689,302.139948,-2.91407807,-166.964375,6.30970812,361.519645,7.17009354,410.816098,1.519645,0
0.859386,150,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.37682068,78.886014,-0.43077925,-24.681833,-2.94761701,-168.886014,6.49549866,372.164659,10.46104336,599.373634,12.164659,0
0.864522,151,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.30122232,74.554547,-5.74098206,-328.934042,-2.87201865,-164.554547,6.73628902,385.960931,12.87766838,737.836048,25.960931,0
0.869417,152,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.12419343,64.411539,-10.67131519,-611.421322,-2.69498976,-154.411539,7.01610947,401.993461,14.59675312,836.332348,41.993461,0
0.874309,153,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.85308176,48.877985,-15.24317265,-873.369459,-2.42387809,-138.877985,7.32512379,419.698677,15.91130924,911.650866,59.698677,0
0.880254,154,0.01113215,0.01748634,1.001894,0.01748634,1.001894,0.49463385,28.340432,-19.49263763,-1116.845868,-0.47714751,-27.338539,7.65151262,438.399380,16.38596153,938.846439,78.399380,0
0.885324,155,-0.33023334,-0.51872931,-29.721000,-0.51872931,-29.721000,0.05726242,3.280895,-22.95119286,-1315.006485,-0.57599173,-33.001895,7.96169281,456.171396,14.60460949,836.782485,96.171396,0
0.890209,156,-0.37316754,-0.58617021,-33.585079,-0.58617021,-33.585079,-0.31568480,-18.087406,-16.12568855,-923.933896,-0.27048541,-15.497673,8.21546459,470.711448,11.59225845,664.187484,110.711448,0
0.895091,157,-0.25398371,-0.39895667,-22.858534,-0.39895667,-22.858534,-0.55789900,-31.965258,-9.75532246,-558.938805,0.15894233,9.106724,8.42191219,482.540024,9.76702309,559.609201,122.540024,0
0.899970,158,-0.35552064,-0.55845051,-31.996857,-0.55845051,-31.996857,-0.68278015,-39.120421,-4.48087072,-256.734981,0.12432964,7.123564,8.60999680,493.316478,9.23674297,529.226389,133.316478,0
0.904819,159,-0.48313096,-0.75890034,-43.481787,-0.75890034,-43.481787,-0.71130425,-40.754731,0.02692609,1.542752,-0.04759609,-2.727055,8.79930496,504.163037,9.53818893,546.497970,144.163037,0
0.909728,160,-0.75426793,-1.18480130,-67.884114,-1.18480130,-67.884114,-0.69602007,-39.879012,1.09699559,62.853218,-0.48878123,-28.005102,8.97996521,514.514107,8.72377491,499.835484,154.514107,0
0.914740,161,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.68822008,-39.432106,0.04452187,2.550915,-0.88257624,-50.567894,9.13270378,523.265382,7.07358599,405.286623,163.265382,0
0.919659,162,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.73632109,-42.188091,-3.51291013,-201.274924,-0.83447524,-47.811909,9.23461628,529.104538,4.15866184,238.273772,169.104538,0
0.924642,163,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.86376351,-49.490004,-7.58503675,-434.590593,-0.70703282,-40.509996,9.27469921,531.401121,1.03330278,59.203888,171.401121,0
0.929557,164,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.02960229,-58.991866,-8.43296814,-483.173483,-0.54119404,-31.008134,9.27993870,531.701322,-0.01670516,-0.957135,171.701322,0
0.934401,165,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.18998015,-68.180840,-7.63375473,-437.381928,-0.38081618,-21.819160,9.27857399,531.623130,-0.01418305,-0.812629,171.623130,0
0.939990,166,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.32447076,-75.886585,-6.13450623,-351.481316,-0.24632557,-14.113415,9.28381538,531.923439,0.46343523,26.552883,171.923439,0
0.945044,167,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.42669988,-81.743882,-4.50521803,-258.129979,-0.14409645,-8.256118,9.30089283,532.901905,1.09303689,62.626401,172.901905,0
0.950056,168,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.49817204,-85.838935,-3.04693532,-174.576534,-0.07262428,-4.161065,9.33041763,534.593551,1.69644547,97.199165,174.593551,0
0.955071,169,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.54407644,-88.469063,-1.88406444,-107.948941,-0.02671988,-1.530937,9.37084103,536.909641,2.20237613,126.186857,176.909641,0
0.960008,170,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.57067835,-89.993241,-1.03555965,-59.333198,-0.00011797,-0.006759,9.42009830,539.731875,2.60838747,149.449593,179.731875,0
0.964950,171,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58386993,-90.749063,-0.46537939,-26.664275,0.01307361,0.749063,9.47659969,542.969167,2.95008087,169.027183,177.030833,0
0.970742,172,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58850765,-91.014784,-0.11543649,-6.614024,0.01771133,1.014784,9.53968716,546.583812,3.27866983,187.853944,173.416188,0
0.975720,173,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58823252,-90.999020,0.07487959,4.290285,0.01743619,0.999020,9.60976696,550.599089,3.64746809,208.984527,169.400911,0
0.980692,174,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58555734,-90.845744,0.15865117,9.090043,0.01476101,0.845744,9.68826771,555.096850,4.10564375,235.236059,164.903150,0
0.985517,175,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58207357,-90.646138,0.17753567,10.172044,0.01127724,0.646138,9.77752686,560.211023,4.69653988,269.091913,159.788977,0
0.990375,176,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.57868707,-90.452106,0.16147411,9.251785,0.00789075,0.452106,9.88068199,566.121377,5.45801735,312.721359,153.878623,0
0.995216,177,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.57583570,-90.288735,0.13022423,7.461299,0.00503938,0.288735,10.00156116,573.047243,6.42287779,368.003790,146.952757,0
1.000057,178,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.57366514,-90.164371,0.09556308,5.475361,0.00286882,0.164371,10.14457893,581.241558,7.61774349,436.464552,138.758442,0
1.005010,179,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.57216108,-90.078195,0.06350826,3.638755,0.00136475,0.078195,10.31455803,590.980643,9.05892467,519.038151,129.019357,0
1.009997,180,-0.76497483,-1.20161966,-68.847735,-1.20161966,-68.847735,-1.57123935,-90.025383,0.03626268,2.077698,0.36961970,21.177649,10.51643085,602.547104,10.74371243,615.569378,117.452896,0
1.014934,181,-0.05808592,-0.09124115,-5.227733,-0.09124115,-5.227733,-1.57080102,-90.000269,0.01386635,0.794483,1.47955987,84.772536,10.75468636,616.198138,12.63604259,723.991910,103.801862,0
1.019810,182,0.95437253,1.49912486,85.893527,1.49912486,85.893527,-1.53482485,-87.938986,2.60556579,149.287923,3.03394971,173.832513,11.03674221,632.358748,14.90799809,854.165371,87.641252,0
1.024798,183,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.41829336,-81.262223,7.71642160,442.118391,2.98908968,171.262223,11.35421181,650.548416,16.27940559,932.741234,69.451584,0
1.029693,184,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.20358312,-68.960233,12.51012993,716.777646,2.77437945,158.960233,11.67813683,669.107953,15.88091087,909.909168,50.892047,0
1.034564,185,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.89657331,-51.369866,17.01998329,975.173210,2.46736963,141.369866,11.96691990,685.654004,13.31921959,763.135069,34.345996,0
1.040208,186,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.50285554,-28.811500,21.25018311,1217.545806,2.07365187,118.811500,12.18346596,698.061179,9.20698357,527.521300,21.938821,0
1.045199,187,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.03576409,-2.049131,24.05224609,1378.092189,1.60656042,92.049131,12.31474018,705.582638,5.30227804,303.798154,14.417362,0
1.050091,188,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.42790887,24.517372,22.22541428,1273.422436,1.14288746,65.482628,12.40870857,710.966630,4.72768593,270.876451,9.033370,0
1.055137,189,0.67620623,1.06218226,60.858561,1.06218226,60.858561,0.82282525,47.144414,18.10286903,1037.217993,0.23935701,13.714147,12.52385807,717.564211,6.59062767,377.615150,2.435789,0
1.060114,190,-0.84591424,-1.32875899,-76.132282,-1.32875899,-76.132282,1.12651074,64.544311,13.44016552,770.064760,-2.45526973,-140.676593,12.69093132,727.136803,9.44494534,541.155505,7.136803,0
1.065031,191,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.31646419,75.427842,7.18725681,411.799482,-2.88726051,-165.427842,12.92731094,740.680358,13.10877895,751.077709,20.680358,0
1.070761,192,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.38682580,79.459265,1.37051129,78.524513,-2.95762213,-169.459265,13.21987629,757.443117,15.32829189,878.246433,37.443117,0
1.075938,193,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.34615183,77.128818,-4.02535009,-230.635571,-2.91694816,-167.128818,13.53639221,775.578144,15.94704819,913.698557,55.578144,0
1.080866,194,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.20244348,68.894937,-9.03636932,-517.745824,-2.77323981,-158.894937,13.84975433,793.532471,15.37258911,880.784476,73.532471,0
1.085849,195,-0.09613118,-0.15100250,-8.651806,-0.15100250,-8.651806,0.96278125,55.163302,-13.71239281,-785.662235,-1.11378375,-63.815108,14.13820934,810.059725,13.69379330,784.596561,90.059725,0
1.090753,196,0.79157650,1.24340547,71.241885,1.24340547,71.241885,0.63328785,36.284721,-18.09775734,-1036.925114,0.61011762,34.957165,14.37449265,823.597761,10.45831108,599.217086,103.597761,0
1.095673,197,0.89241469,1.40180172,80.317322,1.40180172,80.317322,0.32568631,18.660451,-13.72792149,-786.551963,1.07611541,61.656871,14.54631901,833.442687,7.55887604,433.091695,113.442687,0
1.100637,198,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.12944640,7.416733,-7.51460218,-430.554990,1.44134992,82.583267,14.67849541,841.015836,6.20741034,355.658414,121.015836,0
1.105532,199,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.05239361,3.001933,-1.70407200,-97.636134,1.51840272,86.998067,14.79853344,847.893509,5.98909140,343.149660,127.893509,0
1.110412,200,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.08681142,4.973928,3.73043513,213.738189,1.48398490,85.026072,14.92257690,855.000676,6.36963081,364.952963,135.000676,0
1.115342,201,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.22548467,12.919320,8.81298828,504.947033,1.34531166,77.080680,15.05579948,862.633768,6.81536293,390.491532,142.633768,0
1.120255,202,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.45964289,26.335598,13.16495609,754.296422,1.11115344,63.664402,15.19333553,870.514003,6.72951174,385.572621,150.514003,0
1.125210,203,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.73605597,42.172901,13.80772781,791.124528,0.83474036,47.827099,15.30338764,876.819524,4.57377529,262.058021,156.819524,0
1.130158,204,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.99356079,56.926840,12.12944984,694.966284,0.57723554,33.073160,15.35747814,879.918681,1.54069769,88.275475,159.918681,0
1.135042,205,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.20445859,69.010394,9.54414082,546.838988,0.36633773,20.989606,15.34965324,879.470348,-1.53238356,-87.799111,159.470348,0
1.140487,206,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.36178374,78.024461,6.88423109,394.437387,0.20901258,11.975539,15.28310394,875.657354,-4.36584902,-250.144723,155.657354,0
1.145513,207,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.46984935,84.216164,4.57288265,262.006876,0.10094698,5.783836,15.16389275,868.827055,-6.87760973,-394.058011,148.827055,0
1.150508,208,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.53793466,88.117165,2.76944804,158.677684,0.03286167,1.882835,14.99807262,859.326262,-9.11034870,-521.984530,139.326262,0
1.155557,209,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.57643878,90.323289,1.47946858,84.767306,-0.00564246,-0.323289,14.78987980,847.397692,-11.17629337,-640.354441,127.397692,0
1.160514,210,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.59481072,91.375924,0.63131040,36.171422,-0.02401440,-1.375924,14.54114914,833.146475,-13.19206715,-755.849771,113.146475,0
1.165667,211,0.25678125,0.40335104,23.110313,0.40335104,23.110313,1.60065782,91.710938,0.12530768,7.179601,-1.19730678,-68.600625,14.25201988,816.580589,-15.21598434,-871.811684,96.580589,0
1.171149,212,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.59956419,91.648277,-0.13813701,-7.914668,-3.17036052,-181.648277,13.92269897,797.711891,-17.20403290,-985.718476,77.711891,0
1.176129,213,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.53035557,87.682915,-5.41124201,-310.041329,-3.10115190,-177.682915,13.56838799,777.411366,-17.83371353,-1021.796518,57.411366,0
1.181045,214,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.35972214,77.906340,-10.36641407,-593.951775,-2.93051846,-167.906340,13.22264671,757.601851,-16.71970367,-957.968455,37.601851,0
1.185932,215,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.09369552,62.664137,-15.02522087,-860.881742,-2.66449185,-152.664137,12.92152119,740.348629,-13.88741684,-795.690373,20.348629,0
1.190885,216,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.73823327,42.297651,-19.38410187,-1110.627227,-2.30902960,-132.297651,12.68818283,726.979326,-10.32662392,-591.671967,6.979326,0
1.195856,217,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.29933554,17.150663,-23.44482231,-1343.289370,-1.87013187,-107.150663,12.52136612,717.421432,-7.27658510,-416.917616,2.578568,0
1.200777,218,-0.65398490,-1.02727709,-58.858641,-1.02727709,-58.858641,-0.18224409,-10.441817,-23.81330872,-1364.402086,-0.84503299,-48.416824,12.37775707,709.193240,-7.68333864,-440.222877,10.806760,0
1.205784,219,-0.12727961,-0.19993034,-11.455165,-0.19993034,-11.455165,-0.62123066,-35.593895,-20.54725647,-1177.271076,0.42130032,24.138730,12.18275547,698.020471,-11.20720005,-642.125263,21.979529,0
1.210724,220,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.94720954,-54.271109,-13.81100368,-791.312222,2.51800586,144.271109,11.89413452,681.483709,-16.06970406,-920.726220,38.516291,0
1.215667,221,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.14455795,-65.578340,-7.56144285,-433.238762,2.71535428,155.578340,11.54270077,661.348038,-18.08430290,-1036.154232,58.651962,0
1.220531,222,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.22273231,-70.057401,-1.77094138,-101.467467,2.79352863,160.057401,11.18651581,640.940143,-17.36881828,-995.159983,79.059857,0
1.225496,223,0.84515381,1.32756450,76.063843,1.32756450,76.063843,-1.19015527,-68.190874,3.62333441,207.601769,2.51771977,144.254717,10.86676025,622.619500,-15.01239967,-860.147142,97.380500,0
1.230378,224,0.41501170,0.65189886,37.351053,0.65189886,37.351053,-1.05400240,-60.389889,8.67827606,497.228592,1.70590126,97.740943,10.60728836,607.752855,-11.62872124,-666.276648,112.247145,0
1.235292,225,0.20302862,0.31891661,18.272576,0.31891661,18.272576,-0.82065117,-47.019849,13.42326927,769.096677,1.13956778,65.292424,10.42827797,597.496315,-7.20473146,-412.800705,122.503685,0
1.240981,226,0.10212538,0.16041817,9.191284,0.16041817,9.191284,-0.50778556,-29.093969,16.41703224,940.626660,0.66820372,38.285253,10.34726810,592.854792,-2.24230576,-128.474656,127.145208,0
1.245973,227,-0.16864803,-0.26491171,-15.178323,-0.26491171,-15.178323,-0.21754372,-12.464337,13.26563263,760.064762,-0.04736799,-2.713986,10.33753681,592.297230,0.40914303,23.442169,127.702770,0
1.250995,228,-0.55426633,-0.87063952,-49.883970,-0.87063952,-49.883970,-0.01135220,-0.650433,8.66175175,496.281818,-0.85928732,-49.233537,10.36101818,593.642613,1.56927049,89.912576,126.357387,0
1.255942,229,-0.95331597,-1.49746523,-85.798438,-1.49746523,-85.798438,0.08761016,5.019693,2.77072358,158.750767,-1.58507539,-90.818130,10.39283943,595.465837,1.55813956,89.274821,124.534163,0
1.260929,230,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.07370926,4.223230,-2.72694612,-156.242503,-1.64450559,-94.223230,10.42264080,597.173329,1.47419131,84.464940,122.826671,0
1.265903,231,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.04550530,-2.607262,-7.85649061,-450.143754,-1.52529102,-87.392738,10.45537567,599.048899,1.81305933,103.880648,120.951101,0
1.271806,232,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.26296550,-15.066813,-12.64118004,-724.286264,-1.30783083,-74.933187,10.50437832,601.856544,2.95143843,169.104965,118.143456,0
1.276951,233,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.55361331,-31.719706,-15.02199936,-860.697163,-1.01718302,-58.280294,10.59357929,606.967383,5.62123632,322.073117,113.032617,0
1.281823,234,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.84443831,-48.382751,-13.97408867,-800.656303,-0.72635801,-41.617249,10.75001049,615.930231,9.12546349,522.850544,104.069769,0
1.286911,235,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.09366894,-62.662614,-11.45279694,-656.196928,-0.47712739,-27.337386,10.96973419,628.519472,11.97372723,686.044035,91.480528,0
1.292058,236,-0.37650827,-0.59141780,-33.885744,-0.59141780,-33.885744,-1.28658414,-73.715841,-8.56205559,-490.569649,0.69516634,39.830097,11.23321724,643.615938,13.77176857,789.064215,76.384062,0
1.297126,237,0.92155886,1.44758127,82.940297,1.44758127,82.940297,-1.42387617,-81.582095,-5.89655399,-337.847657,2.87145743,164.522392,11.52212334,660.169038,14.77269363,846.412997,59.830962,0
1.302069,238,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.47016799,-84.234421,-0.21070994,-12.072791,3.04096432,174.234421,11.80961609,676.641160,14.04030132,804.450009,43.358840,0
1.307090,239,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.40714312,-80.623362,5.12615108,293.706822,2.97793944,170.623362,12.07172489,691.658888,12.41912651,711.563534,28.341112,0
1.312055,240,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.24155784,-71.136024,10.13000584,580.406581,2.81235416,161.136024,12.28916073,704.117043,9.83848381,563.703599,15.882957,0
1.317032,241,0.78898001,1.23932690,71.008201,1.23932690,71.008201,-0.97997355,-56.148349,14.80866146,848.473802,2.21930045,127.156549,12.44711113,713.166935,6.70212936,384.003726,6.833065,0
1.322015,242,0.69808531,1.09654984,62.827678,1.09654984,62.827678,-0.62875515,-36.025017,19.17419243,1098.600302,1.72530499,98.852694,12.54196548,718.601689,3.60267377,206.418002,1.398311,0
1.326926,243,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.20359498,-11.665133,21.85352898,1252.114978,1.77439131,101.665133,12.58572865,721.109133,1.79483783,102.836633,1.109133,0
1.331841,244,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.20191777,11.569036,19.04931450,1091.445323,1.36887856,78.430964,12.64350700,724.419590,3.74790931,214.739385,4.419590,0
1.336749,245,0.93574715,1.46986818,84.217243,1.46986818,84.217243,0.57846010,33.143322,18.27888298,1047.302849,0.89140808,51.073921,12.72535229,729.108979,4.59873772,263.488262,9.108979,0
1.342505,246,-0.12044096,-0.18918822,-10.839686,-0.18918822,-10.839686,0.90827823,52.040509,15.25380993,873.978930,-1.09746644,-62.880195,12.84588146,736.014792,6.97053385,399.382170,16.014792,0
1.347513,247,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.15740395,66.314361,10.83501911,620.800866,-2.72820027,-156.314361,13.02179527,746.093911,9.75236702,558.769470,26.093911,0
1.352403,248,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.29760349,74.347203,4.77032566,273.319527,-2.86839981,-164.347203,13.25158310,759.259783,12.29924583,704.694878,39.259783,0
1.357376,249,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.32194042,75.741607,-0.86304349,-49.448749,-2.89273675,-165.741607,13.51000214,774.066104,13.10029221,750.591454,54.066104,0
1.362262,250,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.23865008,70.969422,-6.09818792,-349.400431,-2.80944641,-160.969422,13.76791954,788.843682,12.65256119,724.938356,68.843682,0
1.367190,251,-0.69362235,-1.08953944,-62.426012,-1.08953944,-62.426012,1.05517483,60.457064,-10.97722626,-628.948735,-2.14471427,-122.883076,14.00608921,802.489799,11.36239338,651.017186,82.489799,0
1.372914,252,0.53324926,0.83762598,47.992433,0.83762598,47.992433,0.77813452,44.583824,-15.53935623,-890.339528,0.05949145,3.408609,14.20728493,814.017465,9.14019775,523.694755,94.017465,0
1.378101,253,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.41507563,23.782082,-19.49621010,-1117.050555,1.15572070,66.217918,14.34879589,822.125446,5.68409729,325.674785,102.125446,0
1.383011,254,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.10824487,6.201974,-12.90492058,-739.397484,1.46255145,83.798026,14.42961121,826.755822,3.17130089,181.702156,106.755822,0
1.388111,255,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.07222966,-4.138455,-6.74738741,-386.596821,1.64302599,94.138455,14.47148132,829.154803,1.54210949,88.356365,109.154803,0
1.393199,256,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.13466759,-7.715885,-0.99573469,-57.051395,1.70546392,97.715885,14.48825359,830.115783,0.45561171,26.104628,110.115783,0
1.398163,257,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.08687084,-4.977333,4.37507820,250.673516,1.65766717,94.977333,14.48526287,829.944428,-0.52525276,-30.094766,109.944428,0
1.403033,258,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.06383967,3.657743,9.38854313,537.923897,1.50695666,86.342257,14.45938492,828.461730,-1.81561887,-104.027299,108.461730,0
1.407929,259,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.31059855,17.795986,14.06711674,805.986419,1.26019777,72.204014,14.40062618,825.095103,-3.69366980,-211.631690,105.095103,0
1.412836,260,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.61293530,35.118606,15.26453114,874.593210,0.95786102,54.881394,14.29236126,818.891979,-6.50415850,-372.660831,98.891979,0
1.417829,261,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.90118992,51.634379,13.67241287,783.371553,0.66960640,38.365621,14.12847042,809.501726,-9.11667442,-522.346968,89.501726,0
1.422759,262,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.14114881,65.383010,10.92215061,625.793133,0.42964752,24.616990,13.92316532,797.738610,-10.83805561,-620.974845,77.738610,0
1.427717,263,-0.24544200,-0.38553940,-22.089780,-0.38553940,-22.089780,1.32268333,75.784173,7.98678255,457.608932,-1.70822273,-97.873953,13.69362831,784.587108,-11.78612995,-675.295503,64.587108,0
1.432609,264,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.44904375,83.024091,5.37569904,308.004867,-3.01984008,-173.024091,13.45099735,770.685379,-12.30126858,-704.810772,50.685379,0
1.437552,265,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.48515749,85.093256,-0.29078326,-16.660653,-3.05595382,-175.093256,13.21985912,757.442134,-11.05084991,-633.167060,37.442134,0
