time_s,step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_rad,cylinder_q_deg,cylinder_qd_rad_s,cylinder_qd_deg_s,cylinder_tracking_error_rad,cylinder_tracking_error_deg,pole_q_rad,pole_q_deg,pole_qd_rad_s,pole_qd_deg_s,pole_lift_deg,done,pole_error_deg
0.200000,10,0.07526630,0.11822803,6.773967,0.11822803,6.773967,1.52707338,87.494860,0.89679599,51.382625,-1.40884535,-80.720893,-0.88945913,-50.962254,2.04081392,116.930025,50.962254,0,129.037746
0.220000,11,-0.50730443,-0.79687194,-45.657399,-0.79687194,-45.657399,1.47851884,84.712890,-4.20247126,-240.783867,-2.27539078,-130.370288,-0.80022830,-45.849704,5.80741501,332.740370,45.849704,0,134.150296
0.240000,12,-0.90883934,-1.42760150,-81.795541,-1.42760150,-81.795541,1.33066213,76.241324,-9.26538086,-530.867219,-2.75826364,-158.036865,-0.63982999,-36.659558,9.26082230,530.606032,36.659558,0,143.340442
0.260000,13,-0.93605924,-1.47035841,-84.245331,-1.47035841,-84.245331,1.08561730,62.201290,-14.00498581,-802.426579,-2.55597571,-146.446621,-0.42054483,-24.095444,11.87010288,680.106798,24.095444,0,155.904556
0.280000,14,-0.82291901,-1.29263816,-74.062711,-1.29263816,-74.062711,0.74967974,42.953485,-18.43349266,-1056.161331,-2.04231790,-117.016196,-0.15896842,-9.108219,13.75589371,788.154653,9.108219,0,170.891781
0.300000,15,-0.85364723,-1.34090594,-76.828251,-1.34090594,-76.828251,0.32901135,18.850962,-22.55512047,-1292.313209,-1.66991729,-95.679213,0.14185473,8.127678,15.94990635,913.862317,8.127678,0,-171.872322
0.320000,16,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.11675353,-6.689485,-21.63497353,-1239.592673,-1.45404279,-83.310515,0.47196680,27.041706,16.75434494,959.953254,27.041706,0,-152.958294
0.340000,17,-0.88505006,-1.39023338,-79.654505,-1.39023338,-79.654505,-0.51168621,-29.317460,-18.38511086,-1053.389258,-0.87854717,-50.337045,0.81112480,46.474028,16.91644478,969.240890,46.474028,0,-133.525972
0.360000,18,-0.52806449,-0.82948176,-47.525804,-0.82948176,-47.525804,-0.84905779,-48.647428,-15.75407982,-902.642284,0.01957603,1.121624,1.14585447,65.652625,16.39246941,939.219313,65.652625,0,-114.347375
0.380000,19,-0.23782891,-0.37358078,-21.404602,-0.37358078,-21.404602,-1.10256636,-63.172399,-10.91790009,-625.549596,0.72898558,41.767797,1.44507182,82.796516,14.01367474,802.924418,82.796516,0,-97.203484
0.400000,20,0.27076975,0.42532412,24.369277,0.42532412,24.369277,-1.24470055,-71.316088,-4.87419844,-279.270999,1.67002467,95.685365,1.69214487,96.952759,11.43350983,655.091858,96.952759,0,-83.047241
0.420000,21,0.81642747,1.28244127,73.478472,1.28244127,73.478472,-1.27114797,-72.831414,0.76039016,43.567147,2.55358924,146.309886,1.89740348,108.713211,9.67200184,554.164885,108.713211,0,-71.286789
0.440000,22,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.18957400,-68.157570,6.02544498,345.232567,2.76037033,158.157570,2.07684422,118.994408,8.60836983,493.223260,118.994408,0,-61.005592
0.460000,23,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.00700831,-57.697326,10.94864464,627.311129,2.57780464,147.697326,2.23769355,128.210396,7.68068075,440.070591,128.210396,0,-51.789604
0.480000,24,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.73003083,-41.827686,15.54976654,890.935995,2.30082716,131.827686,2.37521982,136.090071,6.30815268,361.430525,136.090071,0,-43.909929
0.500000,25,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.36489150,-20.906743,19.84371567,1136.961158,1.93568783,110.906743,2.47517705,141.817198,4.08759117,234.201722,141.817198,0,-38.182802
0.520000,26,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.07352475,4.212658,22.54756737,1291.880448,1.49727158,85.787342,2.51265335,143.964432,0.11131072,6.377634,143.964432,0,-36.035568
0.540000,27,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.50701141,29.049614,20.75000572,1188.887753,1.06378491,60.950386,2.43550205,139.543989,-6.38735247,-365.968339,139.543989,0,-40.456011
0.560000,28,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.87517667,50.143929,16.86482048,966.283036,0.69561966,39.856071,2.22397995,127.424665,-12.97432041,-743.373802,127.424665,0,-52.575335
0.580000,29,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.15806341,66.352146,12.52402401,717.573718,0.41273292,23.647854,1.89904594,108.807318,-17.93956947,-1027.861617,108.807318,0,-71.192682
0.600000,30,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.35838914,77.829965,8.59372902,492.384403,0.21240719,12.170035,1.50224996,86.072582,-20.72824287,-1187.640833,86.072582,0,-93.927418
0.620000,31,-0.52316177,-0.82178058,-47.084559,-0.82178058,-47.084559,1.48930418,85.330844,5.41917467,310.495837,-2.31108477,-132.415403,1.07091975,61.359182,-21.92250252,-1256.066871,61.359182,0,-118.640818
0.640000,32,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.56688809,89.776075,3.05315399,174.932838,-3.13768442,-179.776075,0.62775284,35.967588,-22.21129990,-1272.613742,35.967588,0,-144.032412
0.660000,33,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.55842006,89.290892,-2.46872139,-141.447316,-3.12921639,-179.290892,0.21346436,12.230607,-19.66491127,-1126.716420,12.230607,0,-167.769393
0.680000,34,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.44366860,82.716118,-7.65562439,-438.634967,-3.01446493,-172.716118,-0.13703623,-7.851598,-16.17256355,-926.619635,7.851598,0,172.148402
0.700000,35,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.22955430,70.448272,-12.49188423,-715.732245,-2.80035062,-160.448272,-0.41654253,-23.866129,-12.74052525,-729.978325,23.866129,0,156.133871
0.720000,36,-0.98273718,-1.54367996,-88.446347,-1.54367996,-88.446347,0.92302173,52.885250,-16.98609734,-973.231688,-2.46670169,-141.331596,-0.64020556,-36.681077,-10.43721104,-598.008142,36.681077,0,143.318923
0.740000,37,-0.59305584,-0.93156994,-53.375026,-0.93156994,-53.375026,0.53061885,30.402220,-21.16250992,-1212.522502,-1.46218879,-83.777246,-0.83817959,-48.024153,-9.79161549,-561.018242,48.024153,0,131.975847
0.760000,38,-0.59956360,-0.94179230,-53.960724,-0.94179230,-53.960724,0.06568823,3.763658,-23.95366096,-1372.443677,-1.00748053,-57.724382,-1.04585385,-59.923012,-11.05662632,-633.498024,59.923012,0,120.076988
0.780000,39,-0.60265934,-0.94665508,-54.239341,-0.94665508,-54.239341,-0.33241060,-19.045725,-17.53131294,-1004.470241,-0.61424448,-35.193616,-1.30717742,-74.895749,-13.68868637,-784.303956,74.895749,0,105.104251
0.800000,40,-0.48377219,-0.75990758,-43.539497,-0.75990758,-43.539497,-0.61575752,-35.280307,-12.23750496,-701.157386,-0.14415005,-8.259190,-1.56998479,-89.953503,-12.48171616,-715.149657,89.953503,0,90.046497
0.820000,41,-0.71870661,-1.12894170,-64.683595,-1.12894170,-64.683595,-0.80444270,-46.091172,-7.87900448,-451.433703,-0.32449900,-18.592423,-1.78496504,-102.270963,-9.61131001,-550.687499,102.270963,0,77.729037
0.840000,42,-0.85684025,-1.34592152,-77.115623,-1.34592152,-77.115623,-0.89882696,-51.498991,-3.17754984,-182.060195,-0.44709457,-25.616632,-1.93493986,-110.863888,-6.27641392,-359.612028,110.863888,0,69.136112
0.860000,43,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.96182293,-55.108394,-3.06271315,-175.480537,-0.60897340,-34.891606,-2.03150868,-116.396874,-3.95652366,-226.692107,116.396874,0,63.603126
0.880000,44,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.03833473,-59.492198,-4.09925318,-234.869906,-0.53246160,-30.507802,-2.08756161,-119.608470,-2.06319308,-118.212256,119.608470,0,60.391530
0.900000,45,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.14253068,-65.462186,-5.61655903,-321.805128,-0.42826565,-24.537814,-2.10848999,-120.807578,-0.34911701,-20.002931,120.807578,0,59.192422
0.920000,46,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.25592327,-71.959103,-5.56237221,-318.700452,-0.31487306,-18.040897,-2.08814144,-119.641692,1.88029218,107.732806,119.641692,0,60.358308
0.940000,47,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.35756671,-77.782843,-4.73511934,-271.302354,-0.21322961,-12.217157,-2.02036095,-115.758155,4.30181026,246.475572,115.758155,0,64.241845
0.960000,48,-0.89582908,-1.40716503,-80.624617,-1.40716503,-80.624617,-1.43876481,-82.435151,-3.64421701,-208.798255,0.03159978,1.810534,-1.90415406,-109.099991,6.70553017,384.198578,109.099991,0,70.900009
0.980000,49,-0.27334014,-0.42936168,-24.600612,-0.42936168,-24.600612,-1.49817002,-85.838819,-2.58087397,-147.873186,1.06880834,61.238207,-1.74113584,-99.759735,9.00231552,515.794685,99.759735,0,80.240265
1.000000,50,0.61092210,0.95963419,54.982989,0.95963419,54.982989,-1.52234876,-87.224159,-0.52842402,-30.276466,2.48198295,142.207148,-1.53256273,-87.809376,11.23932934,643.966136,87.809376,0,92.190624
1.020000,51,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.46578825,-83.983480,4.79637051,274.811787,3.03658457,173.983480,-1.28632903,-73.701225,12.83523655,735.404883,73.701225,0,106.298775
1.040000,52,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.30708385,-74.890388,9.77826309,560.253206,2.87788017,164.890388,-1.02255476,-58.588072,13.21090794,756.929268,58.588072,0,121.411928
1.060000,53,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.05261445,-60.310365,14.45397377,828.151694,2.62341078,150.310365,-0.77265972,-44.270141,11.82374477,677.450674,44.270141,0,135.729859
1.080000,54,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.70823789,-40.579042,18.84224892,1079.581339,2.27903421,130.579042,-0.57376099,-32.874083,8.61495113,493.600341,32.874083,0,147.125917
1.100000,55,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.27963066,-16.021657,22.94820404,1314.835239,1.85042699,106.021657,-0.45636809,-26.147965,4.09451008,234.598147,26.147965,0,153.852035
1.120000,56,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.19391102,11.110283,23.46725655,1344.574757,1.37688531,78.889717,-0.41933653,-24.026213,0.86758268,49.708826,24.026213,0,155.973787
1.140000,57,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.62764525,35.961424,20.33085823,1164.872370,0.94315107,54.038576,-0.41329241,-23.679911,0.24588352,14.088088,23.679911,0,156.320089
1.160000,58,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.97893536,56.088865,15.83709145,907.398500,0.59186097,33.911135,-0.39519694,-22.643117,1.48001826,84.798800,22.643117,0,157.356883
1.180000,59,0.07560718,0.11876348,6.804646,0.11876348,6.804646,1.23858058,70.965440,11.32032776,648.607003,-1.11981710,-64.160794,-0.33841801,-19.389924,3.72855806,213.630641,19.389924,0,160.610076
1.200000,60,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.41525698,81.088252,7.44427252,426.525397,-2.98605330,-171.088252,-0.23286143,-13.341977,6.18887711,354.596538,13.341977,0,166.658023
1.220000,61,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.49039340,85.393252,1.59433711,91.348787,-3.06118973,-175.393252,-0.06049489,-3.466102,10.03691864,575.073077,3.466102,0,176.533898
1.240000,62,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.45345128,83.276624,-3.86375666,-221.376949,-3.02424760,-173.276624,0.18199496,10.427543,13.27085304,760.363870,10.427543,0,-169.572457
1.260000,63,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.31214011,75.180090,-8.93918037,-512.177308,-2.88293643,-165.180090,0.47849554,27.415775,15.66488457,897.531772,27.415775,0,-152.584225
1.280000,64,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.07401323,61.536425,-13.64095879,-781.569367,-2.64480956,-151.536425,0.81568187,46.735129,17.53333664,1004.586190,46.735129,0,-133.264871
1.300000,65,-0.71879220,-1.12907615,-64.691298,-1.12907615,-64.691298,0.74627084,42.758169,-17.99375725,-1030.966348,-1.87534698,-107.449467,1.18476677,67.882136,18.89800262,1082.775792,67.882136,0,-112.117864
1.320000,66,-0.05573723,-0.08755183,-5.016350,-0.08755183,-5.016350,0.33527771,19.209998,-22.05071068,-1263.412657,-0.42282954,-24.226348,1.56174004,89.481113,18.46238708,1057.816860,89.481113,0,-90.518887
1.340000,67,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.08878946,-5.087261,-20.31080055,-1163.723150,-1.48200687,-84.912739,1.89173079,108.388190,15.08773613,864.463603,108.388190,0,-71.611810
1.360000,68,-0.79520476,-1.24910471,-71.568428,-1.24910471,-71.568428,-0.41124934,-23.562851,-13.66700745,-783.061845,-0.83785537,-48.005577,2.15715957,123.596139,12.40499687,710.753966,123.596139,0,-56.403861
1.380000,69,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.69894069,-40.046352,-14.39065933,-824.524044,-0.87185563,-49.953648,2.35300684,134.817361,8.37204170,479.682655,134.817361,0,-45.182639
1.400000,70,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-0.93635273,-53.649060,-10.39268398,-595.456930,-0.63444360,-36.350940,2.50244403,143.379481,7.10578728,407.131621,143.379481,0,-36.620519
1.420000,71,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.13095295,-64.798831,-9.18637371,-526.340443,-0.43984337,-25.201169,2.62264419,150.266443,5.50326681,315.313962,150.266443,0,-29.733557
1.440000,72,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.29110289,-73.974746,-7.25871277,-415.893606,-0.27969344,-16.025254,2.72394538,156.070574,4.89992380,280.744954,156.070574,0,-23.929426
1.460000,73,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.41098404,-80.843430,-5.25184631,-300.908628,-0.15981229,-9.156570,2.82103634,161.633476,4.87645912,279.400527,161.633476,0,-18.366524
1.480000,74,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.49354017,-85.573548,-3.49636221,-200.326798,-0.07725616,-4.426452,2.92128921,167.377542,5.11264467,292.932962,167.377542,0,-12.622458
1.500000,75,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.54563785,-88.558525,-2.11985254,-121.458604,-0.02515848,-1.441475,3.02749538,173.462708,5.43382692,311.335349,173.462708,0,-6.537292
1.520000,76,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.57509446,-90.246265,-1.13063622,-64.780683,0.00429813,0.246265,3.14051533,179.938274,5.78507614,331.460447,179.938274,0,-0.061726
1.540000,77,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58906424,-91.046674,-0.47665155,-27.310122,0.01826791,1.046674,3.26111293,186.848007,6.18589640,354.425756,173.151993,0,6.848007
1.560000,78,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.59333539,-91.291393,-0.08347923,-4.783007,0.02253906,1.291393,3.39092660,194.285783,6.69044495,383.334258,165.714217,0,14.285783
1.580000,79,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.59218061,-91.225229,0.12350148,7.076114,0.02138428,1.225229,3.53281450,202.415361,7.36135960,421.774836,157.584639,0,22.415361
1.600000,80,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58850491,-91.014627,0.20807540,11.921842,0.01770858,1.014627,3.69082999,211.468981,8.25540733,472.999998,148.531019,0,31.468981
1.620000,81,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58411968,-90.763372,0.21927257,12.563393,0.01332335,0.763372,3.86999679,221.734483,9.41522217,539.452493,138.265517,0,41.734483
1.640000,82,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,-1.58004022,-90.529636,0.19157718,10.976564,0.00924389,0.529636,4.07592916,233.533539,10.86137867,622.311157,126.466461,0,53.533539
1.660000,83,-0.54404104,-0.85457766,-48.963693,-0.85457766,-48.963693,-1.57674944,-90.341088,0.14721523,8.434811,0.72217178,41.377395,4.31425285,247.188480,12.58054066,720.811884,112.811520,0,67.188480
1.680000,84,0.32298610,0.50734537,29.068749,0.50734537,29.068749,-1.57440519,-90.206773,0.09933915,5.691714,2.08175057,119.275521,4.58971405,262.971244,14.50793266,831.243311,97.028756,0,82.971244
1.700000,85,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.50774503,-86.387427,5.00722694,286.892971,3.07854135,176.387427,4.90699816,281.150285,16.55128288,948.318655,78.849715,0,101.150285
1.720000,86,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.34513903,-77.070789,9.96475983,570.938682,2.91593535,167.070789,5.24790001,300.682522,17.11193848,980.441854,59.317478,0,120.682522
1.740000,87,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.08712769,-62.287828,14.62700558,838.065686,2.65792401,152.287828,5.57426453,319.381831,15.55943584,891.490005,40.618169,0,139.381831
1.760000,88,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-0.73935890,-42.362145,19.01021385,1089.205021,2.31015523,132.362145,5.84406328,334.840161,12.06331253,691.176895,25.159839,0,154.840161
1.780000,89,0.86155689,1.35333039,77.540120,1.35333039,77.540120,-0.30746275,-17.616318,23.11005402,1324.108559,1.66079315,95.156438,6.03143644,345.575853,7.72155285,442.412390,14.424147,0,165.575853
1.800000,90,0.99512804,1.56314346,89.561523,1.56314346,89.561523,0.17084867,9.788908,23.73556328,1359.947600,1.39229480,79.772616,6.15381098,352.587397,5.66231155,324.426554,7.412603,0,172.587397
1.820000,91,0.88390911,1.38844118,79.551820,1.38844118,79.551820,0.58885646,33.738990,19.06108093,1092.119490,0.79958472,45.812830,6.29305506,360.565495,7.97184849,456.753273,0.565495,0,-179.434505
1.840000,92,-0.21451381,-0.33695750,-19.306243,-0.33695750,-19.306243,0.92689031,53.106903,15.47781563,886.813512,-1.26384782,-72.413146,6.48031569,371.294739,10.32535934,591.599512,11.294739,0,-168.705261
1.860000,93,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.16562057,66.785139,10.10258389,578.835419,-2.73641689,-156.785139,6.73136806,385.678980,13.59768295,779.089844,25.678980,0,-154.321020
1.880000,94,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.29182673,74.016219,4.09107065,234.401082,-2.86262305,-164.016219,7.03505230,403.078805,15.87546921,909.597383,43.078805,0,-136.921195
1.900000,95,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.30330479,74.673864,-1.48388696,-85.020460,-2.87410112,-164.673864,7.35905933,421.643041,16.17644501,926.842026,61.643041,0,-118.356959
1.920000,96,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.20829678,69.230306,-6.66438389,-381.841070,-2.77909310,-159.230306,7.67029476,439.475517,15.04858112,862.220186,79.475517,0,-100.524483
1.940000,97,-0.00505368,-0.00793831,-0.454832,-0.00793831,-0.454832,1.01402557,58.099385,-11.50340080,-659.096316,-1.02196388,-58.554217,7.94504213,455.217382,12.80553341,733.703019,95.217382,0,-84.782618
1.960000,98,0.89321160,1.40305351,80.389044,1.40305351,80.389044,0.72677857,41.641345,-16.04186440,-919.131125,0.67627494,38.747700,8.15880966,467.465359,9.23067474,528.878705,107.465359,0,-72.534641
1.980000,99,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.45025587,25.797761,-12.44885921,-713.267093,1.12054046,64.202239,8.30766201,475.993971,6.46564579,370.454216,115.993971,0,-64.006029
2.000000,100,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.27855384,15.959960,-6.31827497,-362.010490,1.29224248,74.040040,8.42201710,482.546035,5.42503166,310.831418,122.546035,0,-57.453965
2.020000,101,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.22444861,12.859958,-0.58552563,-33.548148,1.34634772,77.140042,8.52875233,488.661513,5.37304831,307.852991,128.661513,0,-51.338487
2.040000,102,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.28030914,16.060531,4.77518606,273.598008,1.29048719,73.939469,8.64071941,495.076754,5.75314808,329.631104,135.076754,0,-44.923246
2.060000,103,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.43899289,25.152440,9.78737736,560.775415,1.13180344,64.847560,8.75997543,501.909621,6.05080748,346.685731,141.909621,0,-38.090379
2.080000,104,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.67632258,38.750429,12.50431633,716.444551,0.89447375,51.249571,8.87126732,508.286176,4.93269634,282.622682,148.286176,0,-31.713824
2.100000,105,1.00000000,1.57079633,90.000000,1.57079633,90.000000,0.92308927,52.889119,11.96959496,685.807273,0.64770706,37.110881,8.93685055,512.043819,2.17926598,124.862743,152.043819,0,-27.956181
2.120000,106,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.13886261,65.252021,9.97395802,571.465699,0.43193372,24.747979,8.94098568,512.280744,-0.98243707,-56.289498,152.280744,0,-27.719256
2.140000,107,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.30808830,74.947939,7.54378557,432.227075,0.26270802,15.052061,8.88281631,508.947885,-4.03386497,-231.123438,148.947885,0,-31.052115
2.160000,108,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.42981434,81.922327,5.25106335,300.863768,0.14098199,8.077673,8.76715183,502.320798,-6.79258919,-389.186692,142.320798,0,-37.679202
2.180000,109,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.51046550,86.543298,3.35939217,192.478993,0.06033082,3.456702,8.60015965,492.752851,-9.25027847,-530.001916,132.752851,0,-47.247149
2.200000,110,1.00000000,1.57079633,90.000000,1.57079633,90.000000,1.55919170,89.335104,1.94123459,111.224549,0.01160462,0.664896,8.38687420,480.532495,-11.49260235,-658.477610,120.532495,0,-59.467505
2.220000,111,0.79073858,1.24208926,71.166472,1.24208926,71.166472,1.58516312,90.823156,0.96360081,55.210260,-0.34307386,-19.656684,8.13030529,465.832179,-13.62037277,-780.389875,105.832179,0,-74.167821
2.240000,112,-0.27691630,-0.43497910,-24.922467,-0.43497910,-24.922467,1.59622252,91.456814,0.34573400,19.809099,-2.03120162,-116.379280,7.83206463,448.744248,-15.67696571,-898.223971,88.744248,0,-91.255752
2.260000,113,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.56639969,89.748091,-2.33083057,-133.546755,-3.13719602,-179.748091,7.49600172,429.489262,-17.41152191,-997.606720,69.489262,0,-110.510738
2.280000,114,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.45504737,83.368073,-7.46963596,-427.978615,-3.02584370,-173.368073,7.14535379,409.398616,-17.39136505,-996.451817,49.398616,0,-130.601384
2.300000,115,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,1.24477422,71.320309,-12.30315399,-704.918798,-2.81557055,-161.320309,6.81782675,390.632698,-15.53847980,-890.289313,30.632698,0,-149.367302
2.320000,116,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.94153154,53.945783,-16.84010315,-964.866837,-2.51232787,-143.945783,6.54659843,375.092460,-12.26309204,-702.623418,15.092460,0,-164.907540
2.340000,117,-1.00000000,-1.57079633,-90.000000,-1.57079633,-90.000000,0.55130488,31.587443,-21.07667923,-1207.604766,-2.12210120,-121.587443,6.34597254,363.597443,-8.73870277,-500.690787,3.597443,0,-176.402557
2.360000,118,-0.87764478,-1.37860119,-78.988030,-1.37860119,-78.988030,0.08570314,4.910428,-24.13738823,-1382.970474,-1.46430433,-83.898458,6.20317411,355.415696,-6.60723495,-378.566677,4.584304,0,175.415696
2.380000,119,-0.46818081,-0.73541669,-42.136272,-0.73541669,-42.136272,-0.38373202,-21.986225,-22.60294533,-1295.053372,-0.35168467,-20.150047,6.05289030,346.805068,-8.47186756,-485.402256,13.194932,0,166.805068
2.400000,120,0.30993521,0.48684509,27.894169,0.48684509,27.894169,-0.76874733,-44.045978,-17.20579910,-985.819672,1.25559242,71.940147,5.82569265,333.787602,-13.04024220,-747.150842,26.212398,0,153.787602
2.420000,121,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.03083646,-59.062579,-10.70399857,-613.293942,2.60163279,149.062579,5.51383114,315.919253,-16.79306030,-962.171480,44.080747,0,135.919253
2.440000,122,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.16886568,-66.971070,-4.67780495,-268.018481,2.73966201,156.971070,5.16200352,295.761015,-17.72637367,-1015.646398,64.238985,0,115.761015
2.460000,123,1.00000000,1.57079633,90.000000,1.57079633,90.000000,-1.19189727,-68.290683,0.91378200,52.355852,2.76269360,158.290683,4.82118177,276.233368,-16.41864204,-940.718894,83.766632,0,96.233368
