time_s,target_angle_deg,motor_angle_deg,motor_vel_deg_s,motor_torque_nm,pole_angle_deg,pole_vel_deg_s
2.7281,8.151,10.253,11.543,0.2034,346.290,-207.578
2.7482,0.694,10.143,-7.849,0.0042,343.120,-144.137
2.7682,-6.807,9.616,-25.395,-0.2781,341.370,-79.567
2.7883,-13.878,8.583,-44.787,-0.2366,340.660,-64.489
2.8083,-20.072,6.869,-72.491,-0.1453,341.370,32.275
2.8284,-24.998,4.737,-80.802,-0.0955,343.480,95.453
2.8484,-28.345,2.319,-96.500,-0.2615,346.640,144.299
2.8685,-29.900,-0.297,-103.888,-0.1785,350.860,191.812
2.8886,-29.566,-2.956,-95.577,-0.1038,355.430,207.799
2.9086,-27.363,-5.484,-90.036,-0.0540,357.890,221.851
2.9287,-23.431,-7.704,-77.108,-0.2117,2.460,207.942
2.9487,-18.020,-9.308,-54.022,0.0042,6.680,191.650
2.9688,-11.469,-10.341,-30.012,-0.1951,9.840,143.843
2.9888,-4.194,-10.495,4.156,-0.2117,11.600,79.908
3.0089,3.346,-10.143,14.313,0.0872,11.950,31.793
3.0289,10.675,-9.264,34.629,0.2532,12.300,15.910
3.0490,17.329,-7.902,57.716,0.0872,10.900,-63.629
3.0691,22.888,-5.923,81.725,0.2449,8.440,-111.922
3.0891,27.001,-3.660,88.189,0.0540,5.270,-144.083
3.1092,29.409,-1.132,96.500,0.0374,2.110,-143.606
3.1292,29.958,1.484,97.424,0.1702,359.650,-222.880
3.1493,28.614,4.077,89.113,0.2200,356.480,-144.749
3.1693,25.461,6.451,88.189,0.0457,353.320,-143.583
3.1894,20.700,8.363,66.027,0.0540,350.510,-127.739
3.2095,14.631,9.616,36.476,-0.0042,348.750,-79.982
3.2295,7.638,10.253,10.620,0.1951,348.400,-15.917
3.2496,0.163,10.100,-10.620,-0.0374,348.750,31.805
3.2696,-7.324,9.550,-28.165,-0.3031,350.510,79.947
3.2897,-14.348,8.473,-54.022,-0.2117,352.270,79.971
3.3097,-20.465,6.737,-78.955,-0.1453,355.780,159.588
3.3298,-25.288,4.583,-81.725,-0.0789,359.650,175.866
3.3499,-28.514,2.165,-92.807,-0.2449,1.760,192.282
3.3699,-29.939,-0.473,-101.118,-0.2615,5.620,174.952
3.3900,-29.471,-3.110,-97.424,-0.0706,9.140,160.071
3.4100,-27.143,-5.616,-85.419,-0.0042,12.660,159.821
3.4301,-23.097,-7.836,-75.261,-0.1702,14.410,79.411
3.4501,-17.594,-9.396,-48.481,0.0125,15.470,48.243
3.4702,-10.979,-10.341,-24.471,-0.1785,15.470,0.000
3.4902,-3.670,-10.473,-1.385,-0.1536,13.710,-79.967
3.5103,3.871,-10.121,19.854,0.1038,11.250,-111.921
3.5304,11.167,-9.220,37.400,0.2532,7.380,-175.993
3.5504,17.758,-7.792,66.950,0.0623,2.810,-207.806
3.5705,23.226,-5.814,80.802,0.2615,357.540,-240.229
3.5905,27.227,-3.528,90.036,0.0955,354.730,-255.427
3.6106,29.508,-0.978,102.965,0.0125,349.800,-223.486
3.6306,29.925,1.659,101.118,0.1453,344.880,-224.191
3.6507,28.451,4.253,90.036,0.2366,341.370,-159.573
3.6707,25.180,6.583,89.113,0.1204,338.550,-128.177
3.6908,20.318,8.473,59.562,0.0208,338.200,-31.786
3.7108,14.172,9.682,42.017,0.0291,337.500,-31.819
3.7309,7.131,10.231,5.079,0.2117,339.260,80.002
3.7510,-0.360,10.056,-6.926,-0.0540,342.770,159.528
3.7710,-7.829,9.462,-24.471,-0.2449,346.990,191.650
3.7911,-14.803,8.319,-56.792,-0.1951,352.970,271.957
3.8111,-20.842,6.539,-72.491,-0.1785,356.480,319.497
3.8312,-25.565,4.363,-83.572,-0.0457,3.520,319.220
3.8512,-28.672,1.923,-92.807,-0.2200,10.200,303.226
3.8713,-29.967,-0.714,-105.735,-0.2947,16.520,287.275
3.8913,-29.369,-3.352,-99.271,-0.1536,22.150,255.709
3.9114,-26.915,-5.836,-90.036,-0.0125,26.020,175.763
3.9315,-22.760,-8.011,-78.031,-0.1370,27.420,127.654
3.9515,-17.168,-9.506,-53.098,0.0042,28.830,64.101
3.9716,-10.491,-10.407,-21.701,-0.1868,28.120,-32.257
3.9916,-3.151,-10.473,1.385,-0.1204,25.310,-127.779
4.0117,4.388,-10.078,18.007,0.0706,20.740,-207.723
4.0317,11.650,-9.110,38.323,0.2698,17.230,-319.497
4.0518,18.176,-7.660,68.797,0.0291,10.200,-319.154
4.0719,23.554,-5.660,77.108,0.2864,2.110,-367.837
4.0919,27.443,-3.352,85.419,0.1785,353.670,-384.375
4.1120,29.598,-0.802,96.500,-0.0125,345.940,-351.464
4.1320,29.883,1.857,97.424,0.1121,338.200,-352.419
4.1521,28.280,4.407,85.419,0.3031,334.690,-318.698
4.1721,24.891,6.715,77.108,0.1287,329.770,-223.386
4.1922,19.928,8.539,50.328,0.0125,326.250,-160.064
4.2122,13.707,9.748,31.859,0.0374,325.200,-47.765
4.2323,6.620,10.231,6.002,0.2200,326.250,47.690
4.2524,-0.887,10.034,-6.002,-0.0623,330.120,175.612
4.2724,-8.336,9.418,-29.089,-0.2947,332.580,224.613
4.2925,-15.260,8.253,-53.098,-0.1536,339.260,302.440
4.3125,-21.218,6.429,-75.261,-0.2117,347.340,368.484
4.3326,-25.836,4.253,-83.572,-0.0457,356.840,432.015
4.3526,-28.822,1.769,-93.730,-0.1868,6.680,445.938
4.3727,-29.987,-0.868,-98.347,-0.3114,10.900,382.903
4.3927,-29.258,-3.506,-101.118,-0.1785,20.040,415.560
4.4128,-26.680,-5.945,-90.960,-0.0042,28.120,367.317
4.4328,-22.416,-8.077,-70.644,-0.1038,33.400,239.709
4.4529,-16.736,-9.550,-53.098,-0.0291,36.910,160.828
4.4730,-10.000,-10.407,-18.931,-0.1702,37.970,48.005
4.4930,-2.632,-10.451,0.462,-0.1536,37.620,-31.614
4.5131,4.907,-9.990,27.242,0.1121,34.800,-128.073
4.5331,12.132,-9.044,37.400,0.3031,30.230,-207.777
4.5532,18.591,-7.528,66.950,0.0374,23.200,-322.027
4.5732,23.875,-5.484,81.725,0.2947,14.060,-413.651
4.5933,27.650,-3.176,89.113,0.2283,4.220,-446.201
4.6133,29.679,-0.604,99.271,-0.0042,358.590,-509.769
4.6334,29.833,2.011,96.500,0.0623,349.450,-418.980
4.6535,28.102,4.561,89.113,0.2200,339.610,-447.224
4.6735,24.596,6.869,84.496,0.1536,331.880,-350.108
4.6936,19.536,8.649,62.333,0.0623,325.900,-271.951
4.7136,13.242,9.792,33.706,0.0706,323.440,-223.135
4.7337,6.111,10.209,0.462,0.2034,321.330,-95.567
4.7537,-1.405,9.990,-11.543,-0.0706,320.980,-15.956
4.7738,-8.833,9.352,-30.936,-0.3280,323.790,127.725
4.7938,-15.703,8.165,-53.098,-0.1702,328.710,223.737
4.8139,-21.581,6.297,-80.802,-0.2283,335.740,319.539
4.8340,-26.096,4.099,-85.419,-0.0540,340.310,413.561
4.8540,-28.962,1.572,-98.347,-0.1370,349.450,416.227
4.8741,-29.998,-1.066,-98.347,-0.2615,359.300,448.254
4.8941,-29.138,-3.704,-100.194,-0.2034,9.490,461.420
4.9142,-26.437,-6.121,-83.572,-0.0208,18.280,402.324
4.9342,-22.067,-8.231,-67.873,-0.0706,26.370,366.364
4.9543,-16.302,-9.660,-50.328,0.0042,29.530,287.161
4.9743,-9.507,-10.451,-11.543,-0.1619,34.450,222.788
4.9944,-2.111,-10.429,5.079,-0.0706,36.560,96.603
5.0145,5.418,-9.924,30.012,0.0623,36.910,15.854
5.0345,12.605,-8.957,39.247,0.3114,34.100,-127.592
5.0546,18.995,-7.396,65.103,0.0291,31.990,-190.896
5.0746,24.185,-5.330,83.572,0.2698,26.020,-273.333
5.0947,27.847,-2.978,89.113,0.2449,18.280,-350.500
5.1147,29.750,-0.407,98.347,0.0125,9.490,-399.189
5.1348,29.774,2.231,95.577,0.0125,0.350,-417.479
5.1548,27.916,4.759,87.266,0.1868,351.210,-413.815
5.1749,24.295,7.044,75.261,0.2117,346.640,-415.350
5.1949,19.138,8.781,55.869,-0.0125,338.910,-351.377
5.2150,12.773,9.902,36.476,0.0706,332.580,-287.462
5.2351,5.601,10.231,-2.309,0.2283,329.060,-159.516
5.2551,-1.925,9.968,-6.002,-0.1121,327.300,-80.230
5.2752,-9.330,9.286,-33.706,-0.3695,327.300,0.000
5.2952,-16.145,8.077,-56.792,-0.1453,328.360,96.407
5.3153,-21.940,6.187,-78.031,-0.2781,332.580,191.753
5.3353,-26.349,3.967,-82.649,-0.0623,337.850,239.675
5.3554,-29.093,1.418,-96.500,-0.0872,344.880,319.252
5.3754,-30.000,-1.242,-102.965,-0.2366,352.970,366.881
5.3955,-29.010,-3.879,-98.347,-0.2698,357.190,384.293
5.4156,-26.187,-6.275,-88.189,-0.0374,4.920,353.470
5.4356,-21.709,-8.341,-60.486,-0.0706,13.010,366.348
5.4557,-15.857,-9.748,-52.175,-0.0042,19.340,287.756
5.4757,-9.006,-10.473,-11.543,-0.1785,23.910,207.159
5.4958,-1.585,-10.429,6.002,-0.0706,26.370,112.505
5.5159,5.939,-9.902,23.548,0.1038,26.720,31.591
5.5359,13.084,-8.869,42.940,0.2698,26.720,0.000
5.5560,19.402,-7.286,69.720,0.0374,24.610,-96.396
5.5760,24.495,-5.220,78.955,0.2366,20.390,-191.079
5.5961,28.040,-2.846,94.653,0.2698,17.930,-223.671
5.6161,29.814,-0.253,99.271,0.0540,10.200,-287.201
5.6362,29.704,2.385,101.118,-0.0291,3.520,-302.539
5.6562,27.718,4.912,87.266,0.1204,356.840,-302.264
5.6763,23.978,7.176,76.184,0.2117,350.160,-304.915
5.6964,18.722,8.847,52.175,-0.0125,347.340,-258.185
5.7164,12.282,9.946,40.170,0.0540,342.770,-206.328
5.7365,5.068,10.231,-2.309,0.2449,339.610,-144.072
5.7566,-2.470,9.924,-16.160,-0.1370,338.200,-63.963
5.7766,-9.849,9.220,-30.936,-0.3529,337.850,-15.923
5.7967,-16.603,7.946,-55.869,-0.0955,338.550,64.217
5.8167,-22.312,5.967,-85.419,-0.2781,341.370,128.153
5.8368,-26.608,3.769,-89.113,-0.1121,345.590,191.886
5.8568,-29.223,1.220,-101.118,-0.0457,351.210,254.543
5.8769,-29.991,-1.440,-104.811,-0.1785,356.480,239.257
5.8970,-28.865,-4.055,-95.577,-0.2449,2.460,272.135
5.9170,-25.914,-6.451,-85.419,-0.0623,5.270,253.625
5.9371,-21.327,-8.473,-66.027,-0.0457,10.550,241.705
5.9571,-15.392,-9.836,-48.481,-0.0291,14.410,174.775
5.9772,-8.485,-10.473,-12.467,-0.2615,16.880,112.138
5.9972,-1.042,-10.385,1.385,-0.0540,17.930,47.961
6.0173,6.467,-9.814,27.242,0.1370,17.230,-31.637
6.0373,13.568,-8.759,45.711,0.2698,16.880,-31.954
6.0574,19.811,-7.110,77.108,0.0457,14.060,-128.646
6.0775,24.803,-5.022,79.878,0.2200,10.200,-174.859
6.0975,28.228,-2.627,99.271,0.2698,4.920,-240.034
6.1176,29.869,-0.055,98.347,0.1453,359.650,-238.391
6.1376,29.624,2.605,99.271,-0.0457,357.540,-194.982
6.1577,27.506,5.110,94.653,0.1038,352.270,-239.487
6.1777,23.651,7.308,80.802,0.2117,348.050,-191.069
6.1978,18.302,8.957,55.869,0.0125,344.880,-144.118
6.2178,11.796,9.968,31.859,0.0540,343.120,-79.997
6.2379,4.544,10.209,-1.385,0.1868,342.770,-15.860
6.2580,-2.995,9.880,-10.620,-0.1868,343.120,32.228
6.2780,-10.344,9.154,-33.706,-0.3280,344.880,80.018
6.2981,-17.041,7.814,-52.175,-0.0706,347.700,128.190
6.3181,-22.660,5.836,-78.031,-0.2864,352.620,222.719
6.3382,-26.847,3.594,-88.189,-0.1287,357.190,207.833
6.3582,-29.337,1.044,-99.271,-0.0374,2.810,255.478
6.3783,-29.974,-1.615,-102.965,-0.1785,5.270,223.520
6.3984,-28.717,-4.231,-97.424,-0.2283,10.200,224.034
6.4184,-25.646,-6.627,-84.496,-0.1204,14.410,192.066
6.4385,-20.954,-8.583,-57.716,-0.0208,17.230,127.666
6.4585,-14.937,-9.924,-44.787,-0.0789,19.340,95.739
6.4786,-7.977,-10.517,-10.620,-0.2615,19.340,0.000
6.4986,-0.513,-10.407,2.309,-0.0374,17.930,-64.461
6.5187,6.984,-9.770,30.936,0.1536,15.820,-95.580
6.5388,14.038,-8.671,46.634,0.2449,11.600,-191.585
6.5588,20.208,-6.978,74.338,0.0374,7.030,-208.549
6.5789,25.099,-4.868,84.496,0.1536,1.050,-271.113
6.5989,28.404,-2.473,93.730,0.3114,357.890,-287.206
6.6190,29.914,0.121,96.500,0.2200,351.910,-271.126
6.6390,29.535,2.758,95.577,-0.0042,346.640,-240.966
6.6591,27.289,5.264,87.266,0.0457,342.070,-207.723
6.6791,23.320,7.462,70.644,0.2034,338.550,-159.471
6.6992,17.877,9.044,50.328,-0.0374,336.800,-79.528
6.7193,11.305,10.034,33.706,0.0872,336.450,-31.792
6.7393,4.019,10.209,2.309,0.2034,337.500,47.662
6.7594,-3.522,9.858,-14.313,-0.2117,340.310,128.377
6.7794,-10.839,9.088,-35.553,-0.3114,344.530,191.752
6.7995,-17.472,7.682,-63.256,-0.1038,350.160,255.969
6.8195,-23.003,5.682,-79.878,-0.2864,353.320,285.225
6.8396,-27.079,3.418,-93.730,-0.1785,0.350,319.763
6.8596,-29.443,0.890,-99.271,-0.0457,7.030,303.206
6.8797,-29.948,-1.791,-98.347,-0.1204,13.710,304.821
6.8998,-28.559,-4.407,-91.883,-0.2200,19.690,269.684
6.9198,-25.366,-6.759,-85.419,-0.1287,23.910,192.021
6.9399,-20.570,-8.693,-61.409,-0.0291,25.310,128.381
6.9599,-14.473,-9.968,-42.017,-0.0872,27.420,95.474
6.9800,-7.463,-10.495,-8.773,-0.2117,27.070,-15.894
7.0001,0.021,-10.363,3.232,-0.0540,24.260,-128.414
7.0201,7.502,-9.726,27.242,0.1785,20.390,-175.937
7.0402,14.509,-8.583,51.251,0.2366,17.580,-253.129
7.0602,20.599,-6.847,75.261,0.0789,11.250,-287.716
7.0803,25.387,-4.737,78.955,0.0955,3.520,-353.077
7.1003,28.571,-2.297,96.500,0.3280,355.430,-365.906
7.1204,29.950,0.319,96.500,0.2449,347.700,-351.606
7.1405,29.436,2.934,90.960,-0.0125,340.660,-319.157
7.1605,27.062,5.418,84.496,0.0042,337.850,-278.694
7.1806,22.978,7.594,69.720,0.2117,332.580,-231.263
7.2006,17.441,9.132,48.481,-0.0706,329.410,-144.157
7.2207,10.803,10.078,29.089,0.1121,328.360,-47.505
7.2407,3.481,10.209,-4.156,0.1453,329.410,47.708
7.2608,-4.061,9.814,-17.084,-0.1868,333.280,175.915
7.2809,-11.346,9.001,-30.936,-0.2781,335.390,191.386
7.3009,-17.915,7.572,-62.333,-0.0789,341.370,273.078
7.3210,-23.351,5.550,-81.725,-0.2698,349.100,351.921
7.3410,-27.310,3.242,-91.883,-0.2117,357.890,397.729
7.3611,-29.544,0.692,-99.271,-0.0208,6.680,399.398
7.3812,-29.910,-1.967,-92.807,-0.0457,14.770,369.360
7.4012,-28.386,-4.561,-90.960,-0.2200,18.980,382.710
7.4213,-25.069,-6.913,-84.496,-0.1785,25.660,302.282
7.4413,-20.166,-8.781,-58.639,-0.0291,30.590,225.007
7.4614,-13.988,-10.034,-37.400,-0.0955,33.400,127.681
7.4815,-6.928,-10.495,-3.232,-0.2366,33.750,15.833
7.5015,0.571,-10.275,9.696,0.0208,33.050,-63.592
7.5216,8.033,-9.616,30.936,0.2532,30.230,-128.910
7.5416,14.989,-8.451,46.634,0.2366,24.960,-239.544
7.5617,20.996,-6.671,78.031,0.1370,18.280,-303.605
7.5817,25.677,-4.517,82.649,0.0706,9.840,-383.647
7.6018,28.735,-2.077,94.653,0.3197,0.350,-431.624
7.6219,29.977,0.538,96.500,0.2615,356.130,-379.650
7.6419,29.324,3.154,101.118,0.0623,346.990,-417.346
7.6620,26.819,5.616,86.342,-0.0374,338.910,-367.176
7.6820,22.618,7.748,70.644,0.2200,332.230,-302.025
7.7021,16.988,9.220,50.328,-0.0125,327.660,-208.835
7.7222,10.285,10.121,23.548,0.1287,325.550,-95.905
7.7422,2.932,10.187,-6.926,0.1287,325.200,-31.841
7.7623,-4.606,9.792,-16.160,-0.2532,326.250,47.485
7.7823,-11.854,8.935,-36.476,-0.2781,329.410,144.312
7.8024,-18.352,7.440,-66.027,-0.0540,335.040,255.895
7.8224,-23.692,5.374,-80.802,-0.2366,342.420,335.103
7.8425,-27.533,3.066,-93.730,-0.2366,350.860,398.039
7.8626,-29.634,0.495,-101.118,-0.0623,355.080,358.370
7.8826,-29.863,-2.187,-100.194,-0.0374,4.570,431.170
7.9027,-28.204,-4.781,-95.577,-0.1785,13.710,415.468
7.9227,-24.763,-7.088,-83.572,-0.2283,21.450,351.913
7.9428,-19.758,-8.913,-61.409,-0.0291,27.420,271.340
7.9628,-13.503,-10.121,-31.859,-0.1287,29.880,221.546
7.9829,-6.396,-10.495,-8.773,-0.2864,32.700,128.832
8.0030,1.115,-10.275,9.696,0.0374,33.750,47.492
8.0230,8.557,-9.528,25.395,0.2532,32.340,-64.366
8.0431,15.459,-8.363,51.251,0.2366,28.120,-190.895
8.0631,21.383,-6.539,78.955,0.1702,22.150,-272.548
8.0832,25.955,-4.385,85.419,0.0457,18.980,-288.499
8.1033,28.887,-1.923,91.883,0.2283,10.900,-367.171
8.1233,29.993,0.714,97.424,0.2615,2.110,-399.894
8.1434,29.204,3.330,94.653,0.1287,353.320,-414.764
8.1634,26.569,5.770,87.266,-0.0623,345.230,-354.110
8.1835,22.253,7.880,67.873,0.1536,341.370,-351.343
8.2036,16.532,9.286,42.940,0.0374,335.040,-287.814
8.2236,9.767,10.143,17.084,0.1287,331.170,-182.682
8.2437,2.384,10.165,-0.462,0.1038,329.060,-92.446
8.2637,-5.149,9.748,-17.084,-0.2117,328.710,-15.914
8.2838,-12.357,8.847,-46.634,-0.2781,330.820,95.435
8.3038,-18.784,7.286,-72.491,-0.0623,332.580,174.533
8.3239,-24.024,5.220,-77.108,-0.2034,338.200,246.435
8.3440,-27.746,2.868,-93.730,-0.2532,344.530,287.648
8.3640,-29.715,0.297,-104.811,-0.1287,352.620,365.972
8.3841,-29.805,-2.363,-104.811,-0.0291,0.350,353.127
8.4041,-28.013,-4.934,-90.036,-0.1287,4.570,383.599
8.4242,-24.449,-7.242,-87.266,-0.2449,12.300,349.657
8.4442,-19.341,-9.001,-57.716,0.0291,18.980,304.907
8.4643,-13.010,-10.165,-33.706,-0.1619,23.910,222.811
8.4844,-5.857,-10.495,2.309,-0.2947,26.370,112.494
8.5044,1.666,-10.253,9.696,0.0706,27.420,47.491
8.5245,9.085,-9.484,30.936,0.2698,27.420,0.000
