time_s,target_angle_deg,motor_angle_deg,motor_vel_deg_s,motor_torque_nm,pole_angle_deg,pole_vel_deg_s
0.9629,-13.876,-35.266,38.323,0.2615,338.910,48.185
0.9829,-6.430,-33.705,66.950,0.0540,340.660,79.475
1.0030,1.118,-31.639,81.725,0.2283,343.480,128.172
1.0230,8.652,-29.134,102.965,0.2781,346.290,127.753
1.0431,16.045,-26.166,115.893,0.2698,349.450,143.439
1.0631,23.184,-22.738,133.438,0.2698,351.560,192.509
1.0832,29.955,-18.913,146.367,0.3280,355.080,159.911
1.1033,36.251,-14.759,157.448,0.1453,358.240,143.658
1.1233,41.973,-10.319,167.606,0.0291,1.760,160.123
1.1434,47.029,-5.726,168.529,0.2615,4.570,127.279
1.1634,51.339,-1.044,174.070,0.0374,5.980,127.910
1.1835,54.835,3.660,174.993,0.2117,8.090,95.924
1.2036,57.465,8.363,172.223,0.1370,9.840,79.181
1.2236,59.179,12.891,169.453,-0.0208,10.900,48.133
1.2437,59.953,17.221,157.448,0.2117,11.950,47.973
1.2638,59.776,21.265,143.596,0.1868,12.300,15.922
1.2838,58.650,24.980,138.056,0.0955,12.300,0.000
1.3039,56.594,28.276,121.433,0.0955,12.300,0.000
1.3239,53.641,31.112,93.730,0.1951,11.950,-15.904
1.3440,49.837,33.464,84.496,0.1370,10.900,-47.801
1.3640,45.243,35.112,49.404,0.0540,9.840,-48.132
1.3841,39.930,36.189,35.553,0.0457,9.140,-31.731
1.4042,33.984,36.673,-3.232,0.2117,8.440,-63.880
1.4242,27.499,36.519,-2.309,-0.0706,7.380,-48.220
1.4443,20.579,36.079,-24.471,-0.2200,5.980,-63.594
1.4643,13.333,35.090,-44.787,-0.2698,5.270,-32.293
1.4844,5.874,33.464,-71.567,-0.1121,4.570,-31.797
1.5045,-1.678,31.332,-88.189,-0.1287,4.220,-31.815
1.5245,-9.203,28.782,-107.582,-0.2947,3.870,-15.920
1.5446,-16.581,25.727,-125.127,-0.3031,3.520,-15.918
1.5646,-23.697,22.254,-139.902,-0.2864,3.160,-16.375
1.5847,-30.437,18.386,-148.213,-0.2117,3.160,0.000
1.6047,-36.694,14.210,-162.065,-0.0540,3.160,0.000
1.6248,-42.370,9.748,-169.453,-0.2283,3.520,32.668
1.6448,-47.374,5.154,-174.993,-0.1785,3.520,0.000
1.6649,-51.626,0.451,-177.764,-0.0457,3.520,0.000
1.6850,-55.059,-4.297,-172.223,-0.2366,3.520,0.000
1.7050,-57.619,-8.957,-168.529,0.0291,3.520,0.000
1.7251,-59.266,-13.484,-166.682,-0.1702,2.460,-48.182
1.7451,-59.972,-17.792,-155.601,-0.2283,2.460,0.000
1.7652,-59.727,-21.814,-149.137,-0.0623,1.050,-64.097
1.7852,-58.534,-25.529,-135.285,0.0374,0.000,-47.957
1.8053,-56.412,-28.804,-113.122,0.0457,358.590,-63.974
1.8254,-53.396,-31.639,-97.424,-0.0706,356.480,-95.636
1.8454,-49.532,-33.947,-81.725,-0.2283,355.430,-95.836
1.8655,-44.881,-35.530,-44.787,-0.0291,353.670,-77.853
1.8856,-39.520,-36.629,-30.012,-0.0955,351.210,-115.059
1.9056,-33.532,-36.980,-6.926,-0.1619,349.100,-95.969
1.9257,-27.012,-36.826,6.002,0.0540,346.990,-95.871
1.9457,-20.064,-36.233,27.242,0.2117,345.590,-63.616
1.9658,-12.797,-35.222,39.247,0.2034,345.230,-32.676
1.9858,-5.329,-33.551,75.261,0.0623,344.530,-31.836
2.0059,2.224,-31.419,88.189,0.1453,344.180,-15.916
2.0260,9.742,-28.826,102.965,0.3114,344.180,0.000
2.0460,17.106,-25.749,123.280,0.2864,344.880,31.812
2.0661,24.199,-22.276,140.826,0.2947,345.940,48.067
2.0861,30.907,-18.386,153.754,0.2117,346.640,64.010
2.1062,37.122,-14.188,152.831,0.0457,348.400,79.868
2.1262,42.752,-9.726,173.147,0.2200,350.510,95.976
2.1463,47.704,-5.110,173.147,0.2117,352.620,95.829
2.1663,51.900,-0.407,170.376,0.0125,355.430,127.264
2.1864,55.273,4.297,179.611,0.2947,356.480,96.313
2.2065,57.768,8.957,173.147,0.0208,359.300,128.159
2.2265,59.348,13.462,163.912,0.1702,2.110,127.394
2.2466,59.986,17.770,158.371,0.2698,4.920,127.746
2.2666,59.673,21.771,142.673,0.0540,7.380,111.864
2.2867,58.413,25.419,132.515,-0.0540,9.840,111.680
2.3067,56.227,28.672,113.122,-0.0042,10.900,96.267
2.3268,53.149,31.441,90.960,0.1121,13.010,95.872
2.3469,49.229,33.705,78.955,0.1951,14.410,63.655
2.3669,44.527,35.288,45.711,0.0125,15.470,48.176
2.3870,39.120,36.277,28.165,0.0457,16.520,47.769
2.4070,33.090,36.651,3.232,0.1536,16.520,0.000
2.4271,26.536,36.475,-15.237,-0.1536,16.520,0.000
2.4471,19.561,35.969,-29.089,-0.3114,15.820,-31.835
2.4672,12.276,34.936,-45.711,-0.1868,14.410,-64.061
2.4873,4.796,33.222,-79.878,-0.1453,12.660,-79.488
2.5073,-2.759,31.046,-88.189,-0.0955,11.250,-64.153
2.5274,-10.270,28.408,-107.582,-0.2200,9.840,-127.949
2.5474,-17.618,25.287,-126.051,-0.2947,7.730,-96.049
2.5675,-24.686,21.749,-142.673,-0.2200,5.620,-95.866
2.5875,-31.363,17.836,-152.831,-0.0623,3.520,-95.424
2.6076,-37.543,13.616,-161.142,-0.0955,1.760,-80.070
2.6277,-43.127,9.154,-174.993,-0.3114,359.650,-95.669
2.6477,-48.031,4.473,-173.147,-0.0125,359.300,-31.899
2.6678,-52.169,-0.231,-172.223,-0.2034,357.540,-80.215
2.6878,-55.480,-4.956,-178.687,-0.1536,356.130,-64.067
2.7079,-57.911,-9.594,-175.917,-0.0706,355.080,-47.724
2.7279,-59.424,-14.100,-164.836,-0.2947,354.380,-31.835
2.7480,-59.995,-18.386,-151.907,-0.0872,353.670,-32.234
2.7680,-59.615,-22.364,-143.596,0.0374,353.320,-31.823
2.7881,-58.289,-25.991,-129.745,0.0125,352.620,-31.859
2.8082,-56.038,-29.222,-112.199,0.0457,352.270,-15.904
2.8282,-52.899,-31.969,-93.730,0.0291,351.910,-16.336
2.8483,-48.920,-34.211,-76.184,-0.1536,351.560,-15.945
2.8683,-44.165,-35.705,-47.558,0.0208,351.560,0.000
2.8884,-38.711,-36.716,-27.242,-0.1370,351.210,-15.919
2.9084,-32.642,-36.958,0.462,-0.2117,350.860,-15.914
2.9285,-26.056,-36.738,7.849,0.0872,350.860,0.000
2.9486,-19.057,-36.079,29.089,0.2366,350.510,-15.890
2.9686,-11.754,-35.002,49.404,0.2366,350.860,15.903
2.9887,-4.266,-33.266,69.720,0.1702,350.860,0.000
3.0087,3.289,-31.068,87.266,0.0623,351.210,15.910
3.0288,10.792,-28.408,106.658,0.1868,351.210,0.000
3.0488,18.125,-25.265,122.357,0.2947,351.910,31.959
3.0689,25.170,-21.705,138.979,0.2117,351.910,0.000
3.0890,31.816,-17.770,148.213,0.0457,352.620,32.192
3.1090,37.957,-13.528,164.836,0.0457,352.620,0.000
3.1291,43.496,-9.044,169.453,0.2781,353.320,31.841
3.1491,48.346,-4.407,173.147,0.0374,354.020,31.820
3.1692,52.429,0.319,173.147,0.2034,355.080,48.121
3.1892,55.680,5.022,177.764,0.1536,356.130,47.786
3.2093,58.048,9.638,172.223,0.0208,356.480,31.799
3.2294,59.496,14.122,162.989,0.2283,357.890,64.099
3.2494,60.000,18.364,154.678,0.0955,359.650,80.025
3.2695,59.552,22.320,138.979,-0.0457,1.050,63.399
3.2895,58.159,25.925,128.821,-0.0789,2.810,80.002
3.3096,55.845,29.112,105.735,-0.0955,4.920,95.937
3.3296,52.644,31.815,92.807,-0.0208,5.980,96.439
3.3497,48.609,34.013,75.261,0.1536,7.730,79.400
3.3697,43.803,35.464,42.017,-0.0374,9.840,96.097
3.3898,38.302,36.409,29.089,0.0125,11.600,79.867
3.4099,32.193,36.673,5.079,0.2117,13.010,64.072
3.4299,25.574,36.431,-8.773,-0.1619,14.060,95.671
3.4500,18.549,35.859,-29.089,-0.3612,14.410,15.893
3.4700,11.231,34.738,-47.558,-0.1287,14.770,16.376
3.4901,3.732,32.936,-80.802,-0.2200,14.770,0.000
3.5101,-3.823,30.716,-82.649,-0.0457,14.060,-32.305
3.5302,-11.318,27.991,-110.352,-0.1287,13.360,-31.798
3.5503,-18.635,24.826,-128.821,-0.1868,12.660,-63.534
3.5703,-25.655,21.221,-141.749,-0.0623,10.900,-80.073
3.5904,-32.268,17.265,-145.443,-0.0291,9.140,-80.022
3.6104,-38.369,13.001,-164.836,-0.2283,8.090,-95.404
3.6305,-43.862,8.495,-172.223,-0.1868,5.620,-88.454
3.6505,-48.662,3.813,-177.764,-0.0291,3.870,-79.544
3.6706,-52.688,-0.890,-180.534,-0.2864,1.410,-111.536
3.6907,-55.877,-5.616,-170.376,0.0125,359.300,-95.620
3.7107,-58.181,-10.253,-170.376,-0.1868,358.590,-65.053
3.7308,-59.562,-14.715,-165.759,-0.1868,356.130,-111.932
3.7508,-59.999,-18.957,-150.984,0.0623,354.380,-79.456
3.7709,-59.484,-22.891,-136.209,-0.0540,352.270,-95.999
3.7909,-58.026,-26.474,-126.974,-0.0706,350.510,-79.941
3.8110,-55.648,-29.617,-112.199,-0.0540,348.750,-80.074
3.8311,-52.386,-32.299,-90.960,0.0374,348.400,-31.763
3.8511,-48.294,-34.475,-69.720,-0.1204,347.340,-48.180
3.8712,-43.436,-35.881,-49.404,0.0374,346.640,-31.803
3.8912,-37.889,-36.782,-23.548,-0.2117,345.940,-31.845
3.9113,-31.742,-36.914,-0.462,-0.2034,345.590,-15.913
3.9313,-25.090,-36.651,19.854,0.0540,345.590,0.000
3.9514,-18.040,-35.903,37.400,0.2366,345.940,31.773
3.9715,-10.705,-34.782,54.945,0.1619,346.990,47.757
3.9915,-3.201,-32.958,70.644,0.2200,348.050,48.166
4.0116,4.354,-30.694,92.807,0.0042,349.450,63.653
4.0316,11.841,-27.991,109.429,0.1370,350.860,64.083
4.0517,19.143,-24.760,126.974,0.1868,351.560,63.589
4.0717,26.140,-21.155,147.290,0.0706,352.970,63.866
4.0918,32.722,-17.199,152.831,-0.0872,354.730,80.239
4.1119,38.783,-12.913,165.759,0.2200,356.130,63.686
4.1319,44.229,-8.407,167.606,0.1785,357.540,64.053
4.1520,48.974,-3.769,178.687,-0.0208,358.950,64.107
4.1720,52.942,0.934,174.993,0.2449,359.300,31.838
4.1921,56.071,5.660,174.070,-0.0042,0.700,63.695
4.2121,58.310,10.253,173.147,0.1868,1.760,48.006
4.2322,59.625,14.715,163.912,0.2200,2.810,47.726
4.2522,59.994,18.935,153.754,-0.0208,3.870,48.138
4.2723,59.412,22.848,138.056,0.0042,4.920,47.625
4.2924,57.888,26.408,127.898,0.0042,5.270,31.951
4.3124,55.445,29.507,104.811,-0.0291,6.330,48.210
4.3325,52.124,32.145,85.419,-0.0457,7.380,47.723
4.3525,47.976,34.255,67.873,0.1453,8.090,32.252
4.3726,43.068,35.618,44.787,-0.0457,9.140,47.740
4.3926,37.476,36.475,30.012,0.0291,9.490,31.816
4.4127,31.290,36.629,-1.385,0.1619,9.840,15.914
4.4327,24.609,36.387,-10.620,-0.2283,10.550,32.244
4.4528,17.536,35.727,-30.012,-0.3114,10.550,0.000
4.4729,10.186,34.541,-48.481,-0.0706,10.200,-15.931
4.4929,2.672,32.650,-79.878,-0.3363,10.200,0.000
4.5130,-4.882,30.364,-98.347,-0.0955,10.200,0.000
4.5330,-12.359,27.595,-107.582,-0.0706,9.490,-32.253
4.5531,-19.639,24.342,-128.821,-0.0623,9.140,-15.918
4.5731,-26.609,20.716,-134.362,-0.0291,8.440,-31.835
4.5932,-33.156,16.693,-154.678,-0.1287,7.380,-48.166
4.6132,-39.178,12.363,-162.989,-0.2947,6.330,-47.674
4.6333,-44.579,7.836,-164.836,-0.0042,5.980,-31.880
4.6534,-49.273,3.176,-181.458,-0.2117,4.920,-48.018
4.6734,-53.185,-1.550,-173.147,-0.1702,3.520,-63.659
4.6935,-56.254,-6.275,-174.070,-0.0706,2.110,-64.110
4.7135,-58.431,-10.891,-163.912,-0.2532,0.350,-79.872
4.7336,-59.681,-15.331,-163.912,-0.0291,359.650,-63.554
4.7536,-59.984,-19.529,-153.754,-0.0208,357.890,-80.221
4.7737,-59.336,-23.419,-142.673,-0.1370,356.130,-80.060
4.7937,-57.748,-26.958,-127.898,-0.1785,354.730,-63.621
4.8138,-55.243,-30.035,-103.888,-0.1453,352.970,-79.996
4.8339,-51.860,-32.628,-86.342,0.0291,351.210,-79.768
4.8539,-47.656,-34.716,-62.333,-0.0872,350.510,-63.929
4.8740,-42.695,-36.057,-45.711,0.0208,348.750,-80.048
4.8941,-37.056,-36.848,-16.160,-0.1619,347.340,-63.978
4.9141,-30.831,-36.914,2.309,-0.1702,345.940,-63.541
4.9342,-24.116,-36.607,17.084,0.0623,345.590,-15.965
4.9542,-17.017,-35.815,27.242,0.2615,345.230,-16.257
4.9743,-9.650,-34.563,55.869,0.1121,345.230,0.000
4.9944,-2.129,-32.672,78.031,0.3280,345.590,16.322
5.0144,5.424,-30.364,96.500,0.0291,346.640,47.870
5.0345,12.892,-27.573,107.582,0.0457,347.700,48.219
5.0545,20.155,-24.298,128.821,0.0540,349.100,63.641
5.0746,27.104,-20.606,138.056,-0.0457,349.800,63.109
5.0947,33.617,-16.583,156.525,0.1702,351.910,96.214
5.1147,39.597,-12.275,165.759,0.2698,353.320,64.094
5.1348,44.948,-7.770,168.529,0.0291,355.080,79.906
5.1548,49.588,-3.110,174.993,0.1951,357.190,96.042
5.1749,53.440,1.615,170.376,0.1619,358.590,63.604
5.1949,56.445,6.341,180.534,-0.0042,0.000,128.304
5.2150,58.555,10.913,173.147,0.2449,1.410,64.080
5.2351,59.736,15.331,162.989,-0.0042,3.520,95.755
5.2551,59.969,19.529,150.984,-0.0291,5.270,79.515
5.2752,59.251,23.397,138.979,0.1619,7.030,80.001
5.2952,57.593,26.870,117.740,0.1536,8.440,63.822
5.3153,55.021,29.925,107.582,0.0955,9.140,64.149
5.3354,51.575,32.496,88.189,-0.0955,10.550,63.999
5.3554,47.313,34.497,58.639,0.1536,11.250,31.839
5.3755,42.300,35.771,43.864,0.0042,11.950,31.804
5.3955,36.616,36.563,20.778,0.0789,12.660,32.253
5.4156,30.351,36.629,-5.079,0.0291,12.660,0.000
5.4357,23.602,36.321,-14.313,-0.2615,12.660,0.000
5.4557,16.481,35.596,-33.706,-0.2532,12.300,-16.386
5.4758,9.094,34.299,-60.486,-0.1038,11.600,-31.792
5.4958,1.566,32.343,-78.031,-0.3197,10.550,-47.690
5.5159,-5.985,29.991,-98.347,-0.1619,9.490,-48.238
5.5360,-13.445,27.155,-110.352,-0.0706,9.140,-31.829
5.5560,-20.687,23.837,-131.591,-0.0540,7.730,-64.073
5.5761,-27.603,20.122,-146.367,-0.1453,6.330,-63.613
5.5961,-34.080,16.078,-160.218,-0.2615,4.570,-80.093
5.6162,-40.016,11.726,-162.989,-0.2034,3.870,-31.786
5.6363,-45.321,7.176,-174.993,-0.0540,2.810,-47.940
5.6563,-49.904,2.473,-177.764,-0.2615,2.110,-64.276
5.6764,-53.696,-2.253,-175.917,0.0042,1.050,-48.167
5.6965,-56.636,-6.978,-177.764,-0.1453,359.650,-63.751
5.7165,-58.677,-11.550,-172.223,-0.1287,358.590,-48.165
5.7366,-59.787,-15.968,-155.601,0.0291,357.190,-63.708
5.7566,-59.948,-20.144,-150.060,-0.1619,356.480,-64.430
5.7767,-59.158,-23.990,-138.979,-0.2449,355.430,-47.756
5.7968,-57.429,-27.463,-122.357,-0.2117,354.020,-64.089
5.8168,-54.790,-30.474,-106.658,-0.2781,352.970,-47.721
5.8369,-51.278,-33.002,-90.960,-0.0291,351.910,-48.138
5.8570,-46.955,-34.958,-57.716,-0.0540,350.860,-47.762
5.8770,-41.886,-36.211,-35.553,-0.0374,350.160,-63.484
5.8971,-36.153,-36.892,-18.931,-0.1951,349.100,-48.180
5.9171,-29.848,-36.892,2.309,-0.0457,348.400,-31.865
5.9372,-23.064,-36.497,16.160,0.1038,347.700,-31.808
5.9573,-15.919,-35.639,35.553,0.3612,347.700,0.000
5.9773,-8.520,-34.299,59.562,0.0623,347.700,0.000
5.9974,-0.987,-32.343,76.184,0.2698,347.700,0.000
6.0174,6.561,-29.947,92.807,0.1536,348.400,31.824
6.0375,14.007,-27.090,109.429,0.0374,349.450,47.711
6.0576,21.230,-23.771,129.745,0.0291,349.800,15.891
6.0776,28.115,-20.034,146.367,0.0955,350.860,48.215
6.0977,34.555,-15.968,158.371,0.2532,351.560,63.575
6.1177,40.446,-11.616,165.759,0.2200,352.970,64.101
6.1378,45.699,-7.044,174.070,0.0208,354.380,64.066
6.1579,50.224,-2.363,173.147,0.2532,355.780,63.671
6.1779,53.952,2.341,170.376,0.0374,357.540,80.026
6.1980,56.824,7.022,171.300,0.2034,358.950,64.083
6.2180,58.794,11.594,162.989,0.1204,0.000,95.503
6.2381,59.832,15.990,161.142,-0.0374,1.410,64.099
6.2582,59.921,20.122,142.673,0.1619,3.160,79.361
6.2782,59.058,23.946,137.132,0.2366,4.570,64.465
6.2983,57.258,27.375,123.280,0.2283,6.680,95.528
6.3184,54.550,30.342,100.194,0.2034,8.090,63.727
6.3384,50.976,32.826,80.802,-0.0125,9.140,95.963
6.3585,46.594,34.738,61.409,0.0872,10.200,48.542
6.3785,41.473,35.903,38.323,-0.0208,11.950,79.183
6.3986,35.694,36.607,12.467,0.0872,12.660,32.149
6.4187,29.349,36.607,-5.079,0.0291,13.360,32.075
6.4387,22.536,36.277,-13.390,-0.2864,13.360,0.000
6.4588,15.366,35.464,-43.864,-0.2781,13.360,0.000
6.4788,7.950,34.035,-66.027,-0.0374,13.010,-16.010
6.4989,0.410,32.013,-78.955,-0.2615,12.660,-15.834
6.5190,-7.137,29.595,-100.194,-0.2615,11.600,-48.035
6.5390,-14.569,26.694,-113.122,-0.1536,10.200,-64.143
6.5591,-21.770,23.331,-135.285,-0.1619,9.490,-64.526
6.5792,-28.625,19.551,-152.831,-0.2034,8.090,-63.361
6.5992,-35.026,15.419,-162.989,-0.2781,6.680,-64.072
6.6193,-40.872,11.045,-166.682,-0.0374,4.920,-80.375
6.6393,-46.070,6.473,-179.611,-0.1868,3.160,-79.645
6.6594,-50.536,1.769,-179.611,-0.1702,1.760,-63.496
6.6794,-54.201,-2.956,-177.764,-0.0789,0.700,-96.650
6.6995,-57.006,-7.660,-177.764,-0.2698,359.300,-63.700
6.7196,-58.906,-12.232,-167.606,-0.0042,357.540,-79.911
6.7396,-59.873,-16.627,-165.759,-0.1204,356.130,-64.100
6.7597,-59.889,-20.738,-146.367,-0.2698,354.730,-63.639
6.7797,-58.956,-24.518,-131.591,-0.2034,354.020,-64.507
6.7998,-57.087,-27.925,-114.969,-0.1619,352.620,-63.636
6.8199,-54.313,-30.870,-107.582,-0.2117,351.210,-64.116
6.8399,-50.677,-33.332,-89.113,-0.1204,350.160,-47.695
6.8600,-46.237,-35.156,-54.022,-0.0208,349.100,-48.204
6.8800,-41.063,-36.365,-39.247,-0.0291,348.400,-31.822
6.9001,-35.237,-36.914,-7.849,-0.1868,348.050,-31.665
6.9202,-28.854,-36.870,4.156,-0.0291,347.340,-32.488
6.9402,-22.013,-36.409,23.548,0.1287,346.990,-15.907
6.9603,-14.822,-35.508,37.400,0.3114,347.340,15.899
6.9803,-7.398,-34.057,59.562,0.0042,347.700,16.314
7.0004,0.148,-32.035,80.802,0.3114,348.400,31.716
7.0205,7.689,-29.573,101.118,0.2366,349.100,64.001
7.0405,15.107,-26.650,116.816,0.1204,350.160,48.159
7.0606,22.286,-23.265,126.974,0.1536,351.210,47.716
7.0806,29.111,-19.463,150.060,0.2366,352.620,64.390
7.1007,35.475,-15.353,151.907,0.3031,353.670,47.727
7.1208,41.279,-10.935,163.912,0.0291,354.380,64.477
7.1408,46.427,-6.363,167.606,0.1868,355.780,63.325
7.1609,50.836,-1.659,174.993,0.1702,357.190,64.156
7.1809,54.439,3.044,173.147,0.0125,358.240,47.727
7.2010,57.178,7.726,171.300,0.2698,359.650,64.096
7.2210,59.010,12.253,164.836,0.0125,1.410,80.383
7.2411,59.907,16.649,158.371,0.1121,1.760,31.782
7.2612,59.852,20.738,150.060,0.2283,3.160,63.360
7.2812,58.848,24.474,130.668,0.2117,4.920,79.880
7.3013,56.910,27.859,116.816,0.1951,5.980,48.464
7.3214,54.069,30.738,96.500,0.2200,7.730,79.208
7.3414,50.369,33.156,80.802,0.0789,9.140,63.808
7.3615,45.872,34.936,56.792,0.0374,9.490,31.951
7.3815,40.647,36.057,35.553,-0.0291,10.550,48.474
7.4016,34.777,36.651,11.543,0.1536,11.600,47.534
7.4217,28.357,36.563,-3.232,-0.0457,12.300,31.752
7.4417,21.483,36.167,-22.624,-0.2864,12.300,0.000
7.4618,14.272,35.266,-42.940,-0.2781,12.300,0.000
7.4818,6.831,33.727,-70.644,-0.0955,12.300,0.000
7.5019,-0.717,31.639,-78.955,-0.2117,11.600,-31.805
7.5220,-8.252,29.156,-99.271,-0.3280,10.900,-31.979
7.5420,-15.659,26.166,-120.510,-0.2449,9.840,-47.931
7.5621,-22.815,22.738,-138.056,-0.2864,8.790,-47.761
7.5821,-29.609,18.935,-145.443,-0.3114,8.090,-64.188
7.6022,-35.934,14.781,-162.065,-0.1453,6.680,-63.768
7.6223,-41.688,10.363,-171.300,-0.0706,5.620,-48.216
7.6423,-46.783,5.770,-171.300,-0.3114,4.220,-63.607
7.6624,-51.134,1.044,-174.070,0.0042,2.460,-80.412
7.6824,-54.674,-3.682,-170.376,-0.1785,1.050,-63.550
7.7025,-57.347,-8.341,-173.147,-0.1453,0.350,-64.107
7.7226,-59.110,-12.891,-162.065,-0.0540,358.950,-63.919
7.7426,-59.936,-17.265,-158.371,-0.2366,356.840,-95.901
7.7627,-59.810,-21.353,-149.137,-0.1619,355.430,-64.071
7.7827,-58.735,-25.067,-132.515,-0.0706,354.020,-63.788
7.8028,-56.729,-28.408,-120.510,-0.0125,352.970,-95.448
7.8229,-53.822,-31.288,-96.500,-0.1453,351.560,-64.085
7.8429,-50.061,-33.661,-79.878,-0.2034,350.160,-63.545
7.8630,-45.506,-35.354,-54.022,-0.0374,349.100,-48.485
7.8830,-40.230,-36.519,-37.400,-0.0789,348.050,-47.712
7.9031,-34.316,-36.958,-5.079,-0.1702,346.990,-47.977
7.9232,-27.858,-36.848,8.773,0.0374,346.640,-31.757
7.9432,-20.955,-36.321,19.854,0.1951,346.640,0.000
7.9633,-13.722,-35.354,42.017,0.2781,346.640,0.000
7.9833,-6.272,-33.793,71.567,0.0291,346.990,15.985
8.0034,1.277,-31.705,84.496,0.2034,347.700,32.282
8.0235,8.812,-29.156,98.347,0.2947,348.750,47.562
8.0435,16.205,-26.144,126.051,0.2698,349.450,63.202
8.0636,23.339,-22.716,138.979,0.2947,350.510,48.278
8.0836,30.101,-18.869,145.443,0.3031,351.910,63.636
8.1037,36.387,-14.693,161.142,0.1204,353.320,63.990
8.1238,42.095,-10.297,167.606,0.0291,354.730,64.465
8.1438,47.136,-5.682,177.764,0.2532,355.430,63.609
8.1639,51.429,-1.000,173.147,0.0374,357.540,95.966
8.1839,54.905,3.747,173.147,0.2034,358.590,47.512
8.2040,57.511,8.407,168.529,0.1287,0.350,80.004
8.2241,59.204,12.935,170.376,0.0208,1.760,64.397
8.2441,59.959,17.287,155.601,0.2366,3.160,63.632
8.2642,59.762,21.309,148.213,0.1868,3.870,63.933
8.2842,58.617,25.023,132.515,0.0955,5.620,79.320
8.3043,56.542,28.298,110.352,0.0789,7.030,64.519
8.3244,53.570,31.156,102.965,0.1702,8.440,63.829
8.3444,49.747,33.486,78.031,0.1619,9.840,63.421
8.3645,45.136,35.134,50.328,0.0125,10.550,32.517
8.3845,39.808,36.189,35.553,0.0291,11.250,63.044
8.4046,33.850,36.673,10.620,0.1619,11.950,31.820
8.4247,27.355,36.497,-12.467,-0.1038,12.300,15.987
8.4447,20.423,36.057,-24.471,-0.2781,12.300,0.000
8.4648,13.169,35.068,-42.017,-0.2864,12.300,0.000
8.4848,5.706,33.420,-79.878,-0.1038,11.950,-31.652
8.5049,-1.848,31.288,-82.649,-0.1370,11.250,-32.053
8.5250,-9.371,28.716,-100.194,-0.2864,10.200,-47.536
8.5450,-16.751,25.661,-116.816,-0.3197,9.140,-48.024
8.5651,-23.860,22.166,-138.056,-0.2864,8.090,-48.085
