time_s,target_angle_deg,motor_angle_deg,motor_vel_deg_s,motor_torque_nm,pole_angle_deg,pole_vel_deg_s,policy_action,policy_updated
0.3595,131.781,124.458,151.907,-0.203,174.730,-1017.551,6.589051,0
0.3645,131.781,125.425,142.673,0.104,168.750,-1006.020,6.589051,0
0.3695,131.781,127.183,122.357,-0.137,162.770,-1002.703,6.525895,1
0.3745,130.518,127.183,122.357,-0.137,156.450,-1025.889,6.525895,0
0.3798,130.518,128.612,90.036,-0.112,150.120,-1036.354,6.525895,0
0.3845,130.518,129.140,63.256,-0.394,150.120,-1036.354,6.525895,0
0.3895,130.518,129.469,45.711,-0.336,143.440,-1081.332,5.836376,1
0.3945,123.255,129.469,45.711,-0.336,136.410,-1125.683,5.836376,0
0.3995,123.255,129.711,30.936,-0.253,129.020,-1176.944,5.836376,0
0.4046,123.255,129.315,-68.797,-0.735,121.290,-1233.484,5.836376,0
0.4096,123.255,128.788,-83.572,-0.295,121.290,-1233.484,4.879063,1
0.4145,109.992,128.216,-86.342,-0.112,113.200,-1257.225,4.879063,0
0.4195,109.992,127.381,-150.984,-1.391,105.120,-1338.253,4.879063,0
0.4245,109.992,127.381,-150.984,-1.391,96.330,-1402.196,4.879063,0
0.4295,109.992,124.590,-241.482,-0.453,87.540,-1434.054,2.861202,1
0.4345,90.729,122.919,-254.410,-0.469,78.400,-1467.796,2.861202,0
0.4405,90.729,120.480,-369.841,-1.773,69.260,-1507.253,2.861202,0
0.4455,90.729,117.798,-423.401,-0.901,69.260,-1507.253,2.861202,0
0.4505,90.729,114.787,-456.645,-0.336,59.770,-1527.517,0.489837,1
0.4555,65.465,111.732,-462.186,-0.054,50.980,-1507.431,0.489837,0
0.4605,65.465,108.193,-567.459,-1.955,41.480,-1555.977,0.489837,0
0.4655,65.465,108.193,-567.459,-1.955,32.340,-1541.351,0.489837,0
0.4705,65.465,99.621,-680.120,-0.643,24.260,-1438.399,-1.703591,1
0.4755,35.465,95.050,-681.043,0.079,24.260,-1438.399,-1.703591,0
0.4805,35.465,90.082,-789.087,-2.395,16.170,-1381.682,-1.703591,0
0.4855,35.465,90.082,-789.087,-2.395,8.790,-1322.518,-1.703591,0
0.4905,35.465,84.390,-865.733,-1.025,1.760,-1246.135,-1.272883,1
0.4955,5.465,72.411,-897.130,0.046,355.430,-1149.835,-1.272883,0
0.5005,5.465,66.169,-971.930,-1.922,348.400,-1157.475,-1.272883,0
0.5055,5.465,66.169,-971.930,-1.922,348.400,-1157.475,-1.272883,0
0.5105,5.465,52.454,-1049.499,-0.303,342.420,-1066.745,0.840348,1
0.5155,-18.535,52.454,-1049.499,-0.303,336.450,-1038.172,0.840348,0
0.5205,-18.535,38.409,-1052.270,-0.668,329.770,-1078.897,0.840348,0
0.5255,-18.535,31.288,-1067.968,-0.187,323.090,-1095.706,0.840348,0
0.5315,-18.535,31.288,-1067.968,-0.187,315.700,-1158.338,1.301830,1
0.5365,-36.535,16.210,-995.016,0.818,308.320,-1199.429,1.301830,0
0.5416,-36.535,9.682,-976.547,-0.004,308.320,-1199.429,1.301830,0
0.5465,-36.535,3.264,-957.154,0.154,299.880,-1293.075,1.301830,0
0.5515,-36.535,3.264,-957.154,0.154,291.090,-1391.254,1.363919,1
0.5565,-48.535,-8.671,-838.029,1.316,282.660,-1396.711,1.363919,0
0.5615,-48.535,-14.034,-798.321,0.577,273.870,-1429.796,1.363919,0
0.5665,-48.535,-14.034,-798.321,0.577,265.080,-1447.174,1.363919,0
0.5716,-48.535,-23.968,-697.665,1.034,265.080,-1447.174,-0.052366,1
0.5765,-54.535,-23.968,-697.665,1.034,256.990,-1359.620,-0.052366,0
0.5816,-54.535,-32.299,-581.311,0.760,249.610,-1333.010,-0.052366,0
0.5865,-54.535,-32.299,-581.311,0.760,242.230,-1284.309,-0.052366,0
0.5915,-54.535,-39.244,-480.655,0.693,235.550,-1197.016,-0.425596,1
0.5965,-54.535,-39.244,-480.655,0.693,229.570,-1095.774,-0.425596,0
0.6016,-54.535,-44.761,-364.300,0.942,229.570,-1095.774,-0.425596,0
0.6065,-54.535,-46.893,-302.429,0.834,224.650,-949.682,-0.425596,0
0.6115,-54.535,-46.893,-302.429,0.834,219.380,-924.943,-0.629771,1
0.6175,-48.535,-48.739,-250.716,0.685,214.800,-843.294,-0.629771,0
0.6225,-48.535,-51.487,-134.362,1.349,210.940,-744.211,-0.629771,0
0.6275,-48.535,-52.014,-52.175,1.158,207.420,-665.533,-0.629771,0
0.6325,-48.535,-52.014,-52.175,1.158,204.260,-595.392,-0.713026,1
0.6375,-36.535,-51.860,43.864,0.411,204.260,-595.392,-0.713026,0
0.6425,-36.535,-51.860,43.864,0.411,201.450,-527.222,-0.713026,0
0.6475,-36.535,-50.388,159.295,1.009,199.690,-413.734,-0.713026,0
0.6525,-36.535,-49.179,190.692,0.353,197.930,-353.090,-0.979518,1
0.6575,-19.590,-47.816,209.161,0.477,196.520,-294.018,-0.979518,0
0.6625,-19.590,-47.816,209.161,0.477,195.120,-263.746,-0.979518,0
0.6675,-19.590,-46.102,295.965,1.524,195.120,-263.746,-0.979518,0
0.6725,-19.590,-41.288,390.157,0.685,194.770,-160.726,-1.162302,1
0.6775,-8.646,-41.288,390.157,0.685,194.770,-80.363,-1.162302,0
0.6825,-8.646,-38.607,404.932,0.095,194.770,-40.182,-1.162302,0
0.6876,-8.646,-32.694,462.186,0.295,195.120,8.825,-1.162302,0
0.6925,-8.646,-29.507,473.267,-0.012,196.170,91.362,-2.503357,1
0.6975,-3.702,-26.386,460.339,-0.286,196.170,91.362,-2.503357,0
0.7036,-3.702,-22.870,447.411,-0.179,197.580,162.610,-2.503357,0
0.7085,-3.702,-22.870,447.411,-0.179,198.280,139.702,-2.503357,0
0.7135,-3.702,-17.265,394.774,-0.303,199.690,189.170,-3.976446,1
0.7185,-4.758,-14.781,358.760,-0.585,200.740,181.918,-3.976446,0
0.7235,-4.758,-12.605,300.582,-0.884,201.800,179.411,-3.976446,0
0.7285,-4.758,-10.781,261.798,-0.461,202.500,148.332,-3.976446,0
0.7336,-4.758,-9.264,209.161,-0.785,202.500,148.332,-4.218635,1
0.7385,-11.814,-8.033,172.223,-0.444,203.200,129.802,-4.218635,0
0.7435,-11.814,-7.220,90.960,-1.648,203.910,126.790,-4.218635,0
0.7485,-11.814,-7.000,3.232,-1.125,204.260,92.486,-4.218635,0
0.7535,-11.814,-7.220,-51.251,-0.635,204.260,46.243,-4.213221,1
0.7585,-24.869,-7.572,-60.486,-0.220,203.910,-5.918,-4.213221,0
0.7636,-24.869,-8.253,-129.745,-1.316,203.910,-5.918,-4.213221,0
0.7686,-24.869,-9.374,-184.228,-1.142,202.850,-89.634,-4.213221,0
0.7735,-24.869,-10.781,-224.860,-0.444,202.150,-104.334,-3.739056,1
0.7785,-43.925,-12.363,-239.635,-0.411,201.450,-110.802,-3.739056,0
0.7835,-43.925,-14.363,-336.597,-1.690,200.040,-172.107,-3.739056,0
0.7885,-43.925,-14.363,-336.597,-1.690,198.980,-173.829,-3.739056,0
0.7945,-43.925,-16.935,-404.932,-1.150,197.230,-234.041,-3.275128,1
0.7995,-65.503,-23.309,-459.416,-0.336,197.230,-234.041,-3.275128,0
0.8045,-65.503,-23.309,-459.416,-0.336,195.470,-261.227,-3.275128,0
0.8095,-65.503,-26.650,-539.756,-1.939,193.710,-280.519,-3.275128,0
0.8145,-65.503,-30.540,-608.091,-0.934,191.250,-344.594,-3.286637,1
0.8195,-81.080,-38.870,-626.560,-0.029,188.790,-377.576,-3.286637,0
0.8245,-81.080,-38.870,-626.560,-0.029,187.030,-334.755,-3.286637,0
0.8295,-81.080,-47.706,-684.737,-0.245,187.030,-334.755,-3.286637,0
0.8345,-81.080,-52.256,-685.660,-0.012,184.570,-369.201,-3.625992,1
0.8395,-90.657,-56.696,-661.651,0.320,182.110,-387.802,-3.625992,0
0.8445,-90.657,-61.026,-646.876,0.162,180.000,-374.872,-3.625992,0
0.8495,-90.657,-65.246,-624.713,0.270,177.890,-363.323,-3.625992,0
0.8545,-90.657,-69.290,-600.703,0.361,176.130,-327.922,-3.412631,1
0.8595,-94.234,-73.026,-543.449,0.710,176.130,-327.922,-3.412631,0
0.8645,-94.234,-73.026,-543.449,0.710,174.730,-279.079,-3.412631,0
0.8695,-94.234,-79.598,-449.258,0.560,173.320,-259.048,-3.412631,0
0.8745,-94.234,-79.598,-449.258,0.560,171.910,-246.610,-3.266310,1
0.8805,-91.812,-85.159,-333.827,0.768,171.210,-181.624,-3.266310,0
0.8855,-91.812,-87.115,-270.109,1.025,170.510,-148.291,-3.266310,0
0.8905,-91.812,-88.676,-210.085,0.735,170.160,-103.789,-3.266310,0
0.8956,-91.812,-89.885,-162.065,0.726,170.160,-103.789,-3.348986,1
0.9006,-83.389,-90.764,-121.433,0.668,170.160,-51.894,-3.348986,0
0.9055,-83.389,-91.137,-9.696,1.756,170.510,4.959,-3.348986,0
0.9105,-83.389,-90.874,55.869,0.959,171.210,60.847,-3.348986,0
0.9155,-83.389,-90.874,55.869,0.959,172.970,177.223,-4.621040,1
0.9205,-80.966,-89.775,101.118,0.328,174.380,206.114,-4.621040,0
0.9256,-80.966,-89.027,118.663,0.203,174.380,206.114,-4.621040,0
0.9305,-80.966,-88.170,130.668,0.295,176.130,245.068,-4.621040,0
0.9355,-80.966,-88.170,130.668,0.295,178.240,303.594,-5.687513,1
0.9405,-84.544,-86.412,135.285,-0.012,179.650,268.949,-5.687513,0
0.9455,-84.544,-85.621,110.352,-0.477,181.410,281.086,-5.687513,0
0.9506,-84.544,-85.005,76.184,-0.594,183.160,286.124,-5.687513,0
0.9556,-84.544,-85.005,76.184,-0.594,183.160,286.124,-5.837334,1
0.9605,-94.121,-84.478,16.160,-0.062,184.920,280.690,-5.837334,0
0.9655,-94.121,-84.653,-55.869,-1.067,185.980,234.928,-5.837334,0
0.9715,-94.121,-85.379,-110.352,-0.743,187.030,204.959,-5.837334,0
0.9765,-94.121,-86.170,-126.051,-0.552,187.730,160.864,-5.874425,1
0.9816,-109.698,-87.049,-132.515,-0.137,188.090,110.444,-5.874425,0
0.9865,-109.698,-88.214,-204.544,-1.499,188.440,84.289,-5.874425,0
0.9915,-109.698,-89.863,-271.032,-1.050,188.440,84.289,-5.874425,0
0.9966,-109.698,-91.841,-308.894,-0.702,188.440,42.145,-5.655341,1
1.0015,-119.276,-93.929,-316.281,-0.154,188.440,21.072,-5.655341,0
1.0065,-119.276,-96.193,-360.607,-1.017,188.090,-18.943,-5.655341,0
1.0115,-119.276,-98.698,-383.693,-0.569,187.380,-68.732,-5.655341,0
1.0165,-119.276,-101.314,-398.468,-0.071,186.330,-121.887,-4.767607,1
1.0216,-122.853,-103.907,-383.693,0.311,186.330,-121.887,-4.767607,0
1.0265,-122.853,-103.907,-383.693,0.311,185.980,-89.505,-4.767607,0
1.0315,-122.853,-108.919,-365.224,0.012,185.270,-105.027,-4.767607,0
1.0365,-122.853,-111.226,-343.061,0.444,184.920,-81.657,-4.613727,1
1.0415,-120.430,-111.226,-343.061,0.444,184.220,-99.358,-4.613727,0
1.0465,-120.430,-115.249,-252.563,0.652,184.220,-49.679,-4.613727,0
1.0516,-120.430,-116.787,-211.008,0.793,184.220,-49.679,-4.613727,0
1.0576,-120.430,-116.787,-211.008,0.793,184.220,-24.839,-4.631593,1
1.0626,-112.008,-119.007,-119.587,0.262,184.920,45.663,-4.631593,0
1.0676,-112.008,-119.359,-10.620,1.474,185.620,82.650,-4.631593,0
1.0726,-112.008,-119.359,-10.620,1.474,187.380,187.523,-4.631593,0
1.0776,-112.008,-118.590,87.266,0.353,189.490,269.984,-5.568826,1
1.0826,-109.585,-117.952,102.041,0.369,191.950,339.851,-5.568826,0
1.0876,-109.585,-117.227,113.122,0.552,191.950,339.851,-5.568826,0
1.0925,-109.585,-116.414,126.051,0.286,194.770,401.756,-5.568826,0
1.0975,-109.585,-115.556,126.974,-0.071,196.880,379.601,-5.799458,1
1.1026,-113.162,-114.743,124.204,0.079,200.040,452.769,-5.799458,0
1.1075,-113.162,-114.743,124.204,0.079,202.850,460.898,-5.799458,0
1.1125,-113.162,-113.424,66.950,-0.527,205.660,463.710,-5.799458,0
1.1176,-113.162,-113.161,32.782,-0.411,205.660,463.710,-5.505955,1
1.1226,-110.739,-113.161,32.782,-0.411,208.480,452.543,-5.505955,0
1.1276,-110.739,-112.919,24.471,0.303,211.290,476.216,-5.505955,0
1.1325,-110.739,-112.743,32.782,0.079,214.450,502.110,-5.505955,0
1.1375,-110.739,-112.523,34.629,-0.012,217.270,486.770,-5.265268,1
1.1426,-105.305,-112.303,30.936,-0.029,220.430,502.501,-5.265268,0
1.1486,-105.305,-111.908,67.873,0.486,223.590,518.547,-5.265268,0
1.1535,-105.305,-111.908,67.873,0.486,223.590,518.547,-5.265268,0
1.1585,-105.305,-111.336,93.730,0.469,227.460,577.043,-4.755404,1
1.1636,-95.108,-110.040,97.424,0.195,230.980,585.833,-4.755404,0
1.1685,-95.108,-110.040,97.424,0.195,235.900,704.072,-4.755404,0
1.1735,-95.108,-109.226,136.209,0.818,240.120,703.505,-4.755404,0
1.1785,-95.108,-106.831,197.156,0.602,245.040,755.763,-3.929685,1
1.1836,-78.911,-105.446,214.702,0.021,245.040,755.763,-3.929685,0
1.1886,-78.911,-103.797,276.573,1.706,249.960,785.463,-3.929685,0
1.1935,-78.911,-101.687,339.367,0.884,255.590,870.297,-3.929685,0
1.1985,-78.911,-99.292,368.918,0.502,261.560,933.180,-2.679520,1
1.2035,-56.713,-96.764,375.382,0.345,267.890,994.122,-2.679520,0
1.2085,-56.713,-93.841,475.114,2.096,274.220,1025.169,-2.679520,0
1.2135,-56.713,-93.841,475.114,2.096,274.220,1025.169,-2.679520,0
1.2185,-56.713,-90.346,547.143,1.274,280.900,1050.716,-1.168488,1
1.2236,-28.516,-82.499,591.469,0.062,287.580,1095.715,-1.168488,0
1.2286,-28.516,-78.148,689.354,2.221,294.610,1138.788,-1.168488,0
1.2345,-28.516,-78.148,689.354,2.221,300.940,1096.986,-1.168488,0
1.2396,-28.516,-67.004,805.709,0.569,307.270,1067.517,1.441076,1
1.2446,1.484,-61.575,809.403,-0.120,313.240,1037.897,1.441076,0
1.2496,1.484,-61.575,809.403,-0.120,313.240,1037.897,1.441076,0
1.2545,1.484,-49.794,951.614,1.034,318.870,980.682,1.441076,0
1.2596,1.484,-43.332,971.930,0.428,324.140,939.110,3.094380,1
1.2646,31.484,-36.870,968.236,-0.087,328.360,820.540,3.094380,0
1.2696,31.484,-30.189,1018.102,1.524,332.230,733.783,3.094380,0
1.2745,31.484,-30.189,1018.102,1.524,335.740,658.143,3.094380,0
1.2796,31.484,-15.990,1085.514,0.071,335.740,658.143,3.933773,1
1.2846,61.484,-15.990,1085.514,0.071,338.200,520.634,3.933773,0
1.2896,61.484,-1.594,1093.825,1.059,340.660,481.129,3.933773,0
1.2945,61.484,5.770,1127.069,0.718,342.770,416.182,3.933773,0
1.2996,61.484,13.330,1134.456,0.079,344.180,325.406,4.881702,1
1.3046,91.484,20.891,1098.442,-0.851,345.590,280.217,4.881702,0
1.3096,91.484,28.254,1115.987,0.909,345.590,280.217,4.881702,0
1.3145,91.484,35.903,1140.921,0.594,346.640,226.496,4.881702,0
1.3205,91.484,35.903,1140.921,0.594,346.990,142.903,5.045122,1
1.3256,115.484,52.234,1094.748,-0.776,347.340,100.513,5.045122,0
1.3306,115.484,59.465,1081.820,0.345,347.700,80.390,5.045122,0
1.3355,115.484,66.674,1079.050,-0.079,348.050,69.408,5.045122,0
1.3405,115.484,66.674,1079.050,-0.079,348.050,34.704,4.891860,1
1.3456,133.484,80.631,1004.250,-1.067,348.050,34.704,4.891860,0
1.3505,133.484,80.631,1004.250,-1.067,348.400,45.788,4.891860,0
1.3555,133.484,93.467,946.073,-0.519,348.750,52.737,4.891860,0
1.3605,133.484,99.577,897.130,-0.768,349.100,55.712,4.363244,1
1.3656,145.484,105.358,833.412,-1.017,349.450,56.967,4.363244,0
1.3706,145.484,110.633,785.393,-0.544,350.510,116.404,4.363244,0
1.3755,145.484,115.732,745.685,-0.494,350.510,116.404,4.363244,0
1.3806,145.484,120.502,693.972,-0.934,351.910,174.296,3.911803,1
1.3856,151.484,124.854,629.330,-0.984,352.970,175.585,3.911803,0
1.3905,151.484,124.854,629.330,-0.984,355.080,264.251,3.911803,0
1.3955,151.484,128.832,576.694,-0.444,357.190,308.151,3.911803,0
1.4006,151.484,135.887,475.114,-0.843,359.650,356.957,4.580226,1
1.4056,151.484,138.876,419.707,-0.751,359.650,356.957,4.580226,0
1.4116,151.484,138.876,419.707,-0.751,2.460,409.914,4.580226,0
1.4166,151.484,143.932,296.889,-0.843,5.620,469.942,4.580226,0
1.4216,151.484,145.690,245.176,-0.710,9.490,564.551,5.223535,1
1.4265,145.484,145.690,245.176,-0.710,13.010,575.268,5.223535,0
1.4316,145.484,148.218,128.821,-1.100,17.930,697.311,5.223535,0
1.4365,145.484,148.745,53.098,-1.175,22.850,760.698,5.223535,0
1.4416,145.484,148.811,-10.620,-0.693,22.850,760.698,5.452520,1
1.4465,133.484,148.811,-10.620,-0.693,27.770,764.216,5.452520,0
1.4515,133.484,148.613,-40.170,-0.320,33.050,854.854,5.452520,0
1.4565,133.484,148.108,-102.965,-1.191,38.320,866.067,5.452520,0
1.4616,133.484,145.910,-194.386,-0.726,43.950,902.266,5.046038,1
1.4666,115.484,144.547,-209.161,-0.112,49.220,890.796,5.046038,0
1.4716,115.484,144.547,-209.161,-0.112,49.220,890.796,5.046038,0
1.4765,115.484,142.833,-297.812,-1.964,55.200,932.501,5.046038,0
1.4815,115.484,140.525,-367.994,-1.125,60.820,945.604,3.860658,1
1.4866,91.484,135.118,-418.784,-0.162,66.800,970.706,3.860658,0
1.4916,91.484,131.931,-528.674,-2.130,72.070,924.963,3.860658,0
1.4966,91.484,128.041,-596.086,-0.992,77.700,926.078,3.860658,0
1.5026,91.484,123.183,-638.565,-0.610,82.970,903.808,1.769502,1
1.5076,61.484,118.897,-642.258,-0.104,82.970,903.808,1.769502,0
1.5126,61.484,114.238,-744.761,-2.238,88.590,909.908,1.769502,0
1.5175,61.484,114.238,-744.761,-2.238,93.520,878.690,1.769502,0
1.5226,61.484,103.226,-859.269,-0.610,98.440,848.789,-1.991004,1
1.5276,31.484,97.445,-867.580,0.104,102.660,775.679,-1.991004,0
1.5326,31.484,91.423,-939.609,-1.739,106.520,707.786,-1.991004,0
1.5375,31.484,91.423,-939.609,-1.739,106.520,707.786,-1.991004,0
1.5426,31.484,78.016,-1027.336,-0.120,110.040,643.040,-3.440599,1
1.5476,1.484,71.202,-1013.485,0.378,112.500,529.652,-3.440599,0
1.5525,1.484,71.202,-1013.485,0.378,113.910,381.785,-3.440599,0
1.5576,1.484,56.959,-1107.676,-0.768,114.960,278.667,-3.440599,0
1.5626,1.484,49.530,-1117.834,-0.212,115.310,168.455,-1.877627,1
1.5676,-28.516,42.123,-1084.590,0.544,115.310,168.455,-1.877627,0
1.5725,-28.516,42.123,-1084.590,0.544,115.310,84.228,-1.877627,0
1.5775,-28.516,27.199,-1139.074,-0.602,113.910,-76.817,-1.877627,0
1.5826,-28.516,19.507,-1143.691,-0.129,111.450,-243.978,0.947962,1
1.5886,-52.516,10.803,-1098.442,0.851,108.630,-356.793,0.947962,0
1.5936,-52.516,3.550,-1089.207,-0.411,105.120,-465.765,0.947962,0
1.5985,-52.516,3.550,-1089.207,-0.411,100.900,-590.502,0.947962,0
1.6036,-52.516,-3.682,-1079.973,-0.170,100.900,-590.502,3.659133,1
1.6086,-70.516,-17.638,-1006.097,1.142,96.330,-654.976,3.659133,0
1.6136,-70.516,-24.188,-976.547,0.203,91.050,-795.670,3.659133,0
1.6186,-70.516,-30.562,-950.690,0.394,85.780,-839.594,3.659133,0
1.6236,-70.516,-36.716,-904.518,0.693,80.510,-859.309,3.624546,1
1.6286,-82.516,-42.475,-834.336,1.158,74.880,-899.220,3.624546,0
1.6336,-82.516,-47.838,-794.627,0.577,74.880,-899.220,3.624546,0
1.6386,-82.516,-52.937,-750.302,0.469,69.260,-908.538,3.624546,0
1.6435,-82.516,-52.937,-750.302,0.469,63.280,-963.116,0.639559,1
1.6486,-88.516,-62.081,-629.330,1.133,57.300,-980.331,0.639559,0
1.6536,-88.516,-66.059,-581.311,0.411,50.980,-1016.020,0.639559,0
1.6586,-88.516,-69.729,-532.368,0.552,44.300,-1065.909,0.639559,0
1.6636,-88.516,-73.092,-475.114,0.702,44.300,-1065.909,-1.605973,1
1.6686,-88.516,-73.092,-475.114,0.702,37.970,-1028.268,-1.605973,0
1.6746,-88.516,-78.983,-349.525,0.652,30.590,-1168.999,-1.605973,0
1.6796,-88.516,-81.093,-296.889,0.893,23.200,-1202.494,-1.605973,0
1.6846,-88.516,-82.851,-245.176,0.536,15.120,-1273.472,-3.428555,1
1.6896,-82.516,-84.302,-197.156,0.743,6.680,-1340.651,-3.428555,0
1.6946,-82.516,-85.379,-131.591,1.175,358.240,-1367.638,-3.428555,0
1.6995,-82.516,-85.928,-54.945,1.025,358.240,-1367.638,-3.428555,0
1.7046,-82.516,-85.972,14.313,0.602,348.750,-1468.044,-3.929785,1
1.7096,-78.596,-85.752,40.170,0.212,338.910,-1554.077,-3.929785,0
1.7146,-78.596,-85.379,66.950,0.444,329.060,-1606.072,-3.929785,0
1.7196,-78.596,-84.807,96.500,0.502,319.220,-1620.726,-3.929785,0
1.7246,-78.596,-84.148,99.271,0.411,309.380,-1627.942,-3.349306,1
1.7296,-68.675,-83.489,103.888,0.237,309.380,-1627.942,-3.349306,0
1.7346,-68.675,-82.675,135.285,0.826,299.530,-1624.218,-3.349306,0
1.7395,-68.675,-82.675,135.285,0.826,290.390,-1588.556,-3.349306,0
1.7446,-68.675,-80.323,190.692,0.627,280.900,-1582.256,-2.581255,1
1.7496,-52.755,-78.939,210.085,0.046,271.760,-1554.674,-2.581255,0
1.7546,-52.755,-77.246,280.267,1.673,262.970,-1491.356,-2.581255,0
1.7606,-52.755,-77.246,280.267,1.673,254.530,-1465.686,-2.581255,0
1.7656,-52.755,-72.367,371.688,0.262,254.530,-1465.686,-1.902638,1
1.7706,-38.053,-69.861,372.611,0.195,246.450,-1366.629,-1.902638,0
1.7756,-38.053,-67.158,431.712,1.374,239.060,-1337.863,-1.902638,0
1.7806,-38.053,-64.125,462.186,0.776,231.680,-1287.023,-1.902638,0
1.7856,-38.053,-60.916,477.885,0.403,225.000,-1200.217,-0.404696,1
1.7906,-17.351,-57.707,484.349,0.071,218.670,-1125.908,-0.404696,0
1.7957,-17.351,-54.300,542.526,1.532,218.670,-1125.908,-0.404696,0
1.8006,-17.351,-50.476,590.545,0.934,212.700,-1047.954,-0.404696,0
1.8056,-17.351,-46.453,600.703,0.270,207.420,-976.139,1.272469,1
1.8106,9.351,-42.387,604.397,-0.253,202.500,-899.562,1.272469,0
1.8155,9.351,-42.387,604.397,-0.253,197.930,-830.647,1.272469,0
1.8206,9.351,-33.156,752.149,1.000,194.060,-737.709,1.272469,0
1.8256,9.351,-33.156,752.149,1.000,194.060,-737.709,2.591626,1
1.8306,39.351,-27.991,786.316,0.403,191.250,-587.100,2.591626,0
1.8356,39.351,-17.221,860.192,2.055,188.090,-577.096,2.591626,0
1.8406,39.351,-11.089,930.374,1.191,185.620,-494.181,2.591626,0
1.8456,39.351,-4.715,956.231,0.345,183.870,-393.332,4.012131,1
1.8516,69.351,2.649,941.456,-0.137,182.110,-340.420,4.012131,0
1.8566,69.351,9.088,991.322,1.615,181.050,-260.410,4.012131,0
1.8616,69.351,15.924,1043.958,0.884,181.050,-260.410,4.012131,0
1.8666,69.351,22.957,1056.887,0.203,180.000,-216.671,5.559885,1
