time_s,target_angle_deg,motor_angle_deg,motor_vel_deg_s,motor_torque_nm,pole_angle_deg,pole_vel_deg_s,policy_action,policy_updated
0.3800,104.760,135.667,-471.420,-1.324,152.580,-1245.417,5.237978,0
0.3851,104.760,132.393,-508.358,-0.743,144.140,-1325.687,5.237978,0
0.3900,104.760,128.964,-516.669,-0.336,135.350,-1395.531,5.011458,1
0.3951,96.387,128.964,-516.669,-0.336,135.350,-1395.531,5.011458,0
0.4000,96.387,125.535,-508.358,0.004,126.560,-1414.802,5.011458,0
0.4050,96.387,118.721,-509.282,-0.062,117.070,-1513.223,5.011458,0
0.4100,96.387,115.381,-493.583,0.253,107.230,-1579.470,3.754327,1
0.4150,82.014,115.381,-493.583,0.253,97.030,-1638.009,3.754327,0
0.4200,82.014,109.094,-467.727,-0.594,86.840,-1670.282,3.754327,0
0.4251,82.014,105.907,-475.114,-0.428,86.840,-1670.282,3.754327,0
0.4300,82.014,102.698,-474.191,-0.195,75.940,-1732.054,2.233322,1
0.4360,61.642,102.698,-474.191,-0.195,65.040,-1784.763,2.233322,0
0.4411,61.642,95.841,-508.358,-1.374,54.140,-1802.883,2.233322,0
0.4460,61.642,92.280,-548.990,-0.793,43.240,-1811.285,2.233322,0
0.4510,61.642,88.544,-563.765,-0.212,32.340,-1816.914,-0.156420,1
0.4560,35.269,84.807,-562.842,0.228,21.800,-1781.355,-0.156420,0
0.4610,35.269,84.807,-562.842,0.228,21.800,-1781.355,-0.156420,0
0.4660,35.269,76.125,-716.134,-1.158,11.600,-1727.855,-0.156420,0
0.4710,35.269,71.224,-741.991,-0.320,1.760,-1705.120,-1.429318,1
0.4760,5.269,66.257,-744.761,-0.137,352.270,-1634.198,-1.429318,0
0.4810,5.269,61.004,-824.178,-2.038,342.420,-1641.172,-1.429318,0
0.4860,5.269,61.004,-824.178,-2.038,333.630,-1550.106,-1.429318,0
0.4910,5.269,55.135,-903.594,-0.976,333.630,-1550.106,-0.069455,1
0.4960,-18.731,42.739,-925.757,0.046,324.840,-1464.062,-0.069455,0
0.5010,-18.731,42.739,-925.757,0.046,315.700,-1547.589,-0.069455,0
0.5060,-18.731,36.453,-960.848,-1.299,306.560,-1534.181,-0.069455,0
0.5110,-18.731,29.815,-993.169,-0.693,297.070,-1555.051,1.400806,1
0.5161,-36.731,16.452,-966.389,0.461,287.230,-1585.217,1.400806,0
0.5221,-36.731,9.066,-954.384,-0.071,277.730,-1598.970,1.400806,0
0.5271,-36.731,2.780,-939.609,0.145,277.730,-1598.970,1.400806,0
0.5320,-36.731,2.780,-939.609,0.145,267.890,-1610.201,1.780990,1
0.5371,-48.731,-9.110,-839.876,1.358,258.750,-1573.234,1.780990,0
0.5420,-48.731,-14.495,-792.781,0.660,250.310,-1493.751,1.780990,0
0.5470,-48.731,-19.595,-750.302,0.594,242.230,-1419.469,1.780990,0
0.5521,-48.731,-24.386,-698.589,1.075,234.840,-1323.629,0.922661,1
0.5571,-54.731,-24.386,-698.589,1.075,234.840,-1323.629,0.922661,0
0.5621,-54.731,-32.650,-573.923,0.544,228.520,-1174.425,0.922661,0
0.5670,-54.731,-36.277,-524.980,0.577,222.540,-1099.760,0.922661,0
0.5720,-54.731,-39.552,-471.420,0.685,217.270,-990.607,0.153408,1
0.5771,-54.731,-42.453,-411.396,0.818,211.990,-934.920,0.153408,0
0.5821,-54.731,-42.453,-411.396,0.818,208.120,-787.120,0.153408,0
0.5871,-54.731,-44.959,-360.607,0.893,208.120,-787.120,0.153408,0
0.5921,-54.731,-48.915,-252.563,0.652,204.260,-707.367,-0.479098,1
0.5970,-48.731,-48.915,-252.563,0.652,201.450,-595.077,-0.479098,0
0.6021,-48.731,-50.388,-205.467,0.643,198.280,-562.573,-0.479098,0
0.6082,-48.731,-52.124,-40.170,1.050,196.170,-456.585,-0.479098,0
0.6131,-48.731,-52.146,10.620,0.552,194.410,-371.596,-1.189552,1
0.6181,-36.731,-52.146,10.620,0.552,193.360,-275.123,-1.189552,0
0.6231,-36.731,-51.421,103.888,1.416,193.360,-275.123,-1.189552,0
0.6280,-36.731,-50.476,162.989,1.000,192.300,-224.345,-1.189552,0
0.6331,-36.731,-49.267,189.769,0.386,191.950,-141.991,-2.235842,1
0.6381,-30.731,-47.904,211.931,0.444,191.600,-100.206,-2.235842,0
0.6431,-30.731,-46.387,231.324,0.610,191.600,-50.103,-2.235842,0
0.6480,-30.731,-46.387,231.324,0.610,191.600,-25.052,-2.235842,0
0.6530,-30.731,-44.717,258.104,0.469,191.600,-25.052,-3.053166,1
0.6581,-30.731,-41.222,257.180,0.071,191.950,15.094,-3.053166,0
0.6630,-30.731,-39.552,249.793,-0.270,192.660,70.214,-3.053166,0
0.6680,-30.731,-37.991,224.860,-0.228,193.010,64.241,-3.053166,0
0.6730,-30.731,-37.991,224.860,-0.228,193.710,90.413,-4.238365,1
0.6781,-36.731,-35.354,174.070,-0.453,193.710,45.206,-4.238365,0
0.6830,-36.731,-34.431,118.663,-0.984,193.710,45.206,-4.238365,0
0.6880,-36.731,-33.969,42.017,-0.917,194.060,51.227,-4.238365,0
0.6931,-36.731,-33.925,-10.620,-0.428,194.410,55.330,-4.681202,1
0.6990,-48.731,-33.925,-10.620,-0.428,194.060,-1.454,-4.681202,0
0.7040,-48.731,-34.650,-101.118,-1.142,193.360,-59.006,-4.681202,0
0.7090,-48.731,-34.650,-101.118,-1.142,192.300,-118.012,-4.681202,0
0.7140,-48.731,-36.782,-186.075,-0.627,191.250,-146.542,-3.576075,1
0.7191,-66.731,-38.079,-203.620,-0.245,191.250,-146.542,-3.576075,0
0.7241,-66.731,-39.772,-294.118,-1.872,189.840,-187.827,-3.576075,0
0.7290,-66.731,-39.772,-294.118,-1.872,188.440,-213.737,-3.576075,0
0.7340,-66.731,-42.014,-358.760,-1.108,185.980,-311.603,-2.635982,1
0.7391,-78.731,-47.289,-411.396,-0.170,183.870,-331.312,-2.635982,0
0.7440,-78.731,-50.212,-461.263,-1.017,181.410,-370.996,-2.635982,0
0.7491,-78.731,-53.377,-479.731,-0.585,181.410,-370.996,-2.635982,0
0.7541,-78.731,-56.630,-490.813,-0.245,178.590,-418.059,-2.112451,1
0.7591,-84.731,-59.839,-484.349,0.021,175.780,-444.988,-2.112451,0
0.7640,-84.731,-59.839,-484.349,0.021,172.970,-455.966,-2.112451,0
0.7690,-84.731,-66.147,-458.492,-0.029,170.160,-463.271,-2.112451,0
0.7740,-84.731,-69.158,-434.483,0.253,167.340,-464.599,-1.068215,1
0.7791,-84.731,-71.971,-392.004,0.585,167.340,-464.599,-1.068215,0
0.7850,-84.731,-71.971,-392.004,0.585,164.530,-463.608,-1.068215,0
0.7901,-84.731,-76.873,-295.965,0.751,162.070,-436.106,-1.068215,0
0.7951,-84.731,-78.653,-251.640,0.619,159.610,-427.812,-0.263952,1
0.8001,-78.731,-80.126,-202.697,0.627,157.500,-390.111,-0.263952,0
0.8051,-78.731,-81.247,-139.902,1.200,155.390,-370.701,-0.263952,0
0.8100,-78.731,-81.862,-65.103,1.175,153.630,-331.941,-0.263952,0
0.8150,-78.731,-81.862,-65.103,1.175,153.630,-331.941,0.151504,1
0.8200,-66.731,-82.016,-0.462,0.627,152.230,-276.733,0.151504,0
0.8250,-66.731,-81.862,30.012,0.386,151.170,-231.814,0.151504,0
0.8300,-66.731,-80.433,157.448,1.084,150.120,-203.018,0.151504,0
0.8350,-66.731,-79.247,189.769,0.477,149.410,-160.870,0.400589,1
0.8401,-48.731,-77.906,202.697,0.436,148.710,-138.499,0.400589,0
0.8451,-48.731,-76.169,293.195,1.673,148.710,-138.499,0.400589,0
0.8500,-48.731,-76.169,293.195,1.673,148.010,-126.873,0.400589,0
0.8550,-48.731,-71.246,404.009,0.668,147.660,-93.075,0.993123,1
0.8601,-24.731,-68.477,414.167,0.154,147.660,-46.537,0.993123,0
0.8651,-24.731,-65.246,530.521,2.072,146.950,-82.385,0.993123,0
0.8700,-24.731,-61.355,602.550,1.216,146.950,-41.192,0.993123,0
0.8761,-24.731,-56.432,640.412,0.419,146.950,-20.596,1.843682,1
0.8811,5.269,-56.432,640.412,0.419,146.950,-20.596,1.843682,0
0.8861,5.269,-47.552,737.374,2.453,146.950,-10.298,1.843682,0
0.8911,5.269,-42.211,824.178,1.250,146.600,-35.066,1.843682,0
0.8961,5.269,-36.519,865.733,0.544,146.250,-46.651,3.337869,1
0.9011,35.269,-30.760,859.269,0.071,145.900,-52.528,3.337869,0
0.9061,35.269,-24.760,936.838,2.005,145.200,-84.483,3.337869,0
0.9111,35.269,-18.188,1002.403,1.117,145.200,-84.483,3.337869,0
0.9160,35.269,-18.188,1002.403,1.117,144.140,-129.484,5.075950,1
0.9211,65.269,-4.539,1014.408,-0.220,142.380,-207.188,5.075950,0
0.9261,65.269,2.385,1058.734,1.449,140.270,-287.096,5.075950,0
0.9310,65.269,2.385,1058.734,1.449,137.810,-348.737,5.075950,0
0.9360,65.269,17.067,1116.911,0.062,134.650,-437.494,7.200713,1
0.9412,95.269,24.562,1091.054,-0.577,134.650,-437.494,7.200713,0
0.9461,95.269,31.947,1111.370,1.133,130.430,-557.341,7.200713,0
0.9520,95.269,31.947,1111.370,1.133,125.160,-735.666,7.200713,0
0.9571,95.269,48.388,1132.610,-0.087,119.530,-834.678,7.265608,1
0.9621,125.269,55.817,1093.825,-0.602,112.850,-975.324,7.265608,0
0.9670,125.269,63.048,1108.600,0.693,105.470,-1103.730,7.265608,0
0.9721,125.269,70.609,1130.763,0.320,97.030,-1253.815,7.265608,0
0.9771,125.269,78.104,1124.299,-0.029,97.030,-1253.815,6.004496,1
0.9821,149.269,85.357,1088.284,-0.735,88.590,-1292.829,6.004496,0
0.9871,149.269,92.632,1084.590,0.320,80.160,-1396.140,6.004496,0
0.9920,149.269,99.907,1094.748,-0.037,71.370,-1433.003,6.004496,0
0.9970,149.269,99.907,1094.748,-0.037,62.930,-1422.276,3.472083,1
1.0020,167.269,107.050,1060.581,-0.536,54.840,-1377.901,3.472083,0
1.0071,167.269,120.546,983.934,-0.245,54.840,-1377.901,3.472083,0
1.0120,167.269,120.546,983.934,-0.245,47.460,-1293.264,3.472083,0
1.0171,167.269,133.162,911.905,-1.067,40.080,-1276.834,0.304095,1
1.0220,179.269,133.162,911.905,-1.067,33.750,-1164.862,0.304095,0
1.0271,179.269,144.393,801.092,-0.461,27.770,-1082.194,0.304095,0
1.0320,179.269,149.580,756.766,-0.718,22.500,-974.482,0.304095,0
1.0371,179.269,154.394,691.201,-0.893,22.500,-974.482,-3.051129,1
1.0431,185.269,159.449,620.096,-1.258,17.580,-875.127,-3.051129,0
1.0480,185.269,159.449,620.096,-1.258,12.660,-865.422,-3.051129,0
1.0531,185.269,166.922,517.593,-0.760,8.790,-764.715,-3.051129,0
1.0581,185.269,166.922,517.593,-0.760,5.270,-675.719,-2.731437,1
1.0631,185.269,173.010,404.009,-0.984,1.760,-628.234,-2.731437,0
1.0680,185.269,173.010,404.009,-0.984,358.950,-549.522,-2.731437,0
1.0732,185.269,177.582,301.506,-0.760,358.950,-549.522,-2.731437,0
1.0781,185.269,179.340,247.946,-0.834,356.480,-475.552,-0.312156,1
1.0831,179.269,180.813,205.467,-0.627,354.020,-432.047,-0.312156,0
1.0881,179.269,180.813,205.467,-0.627,352.270,-374.094,-0.312156,0
1.0930,179.269,181.890,136.209,-1.225,350.860,-304.350,-0.312156,0
1.0981,179.269,182.549,-5.079,-0.793,350.160,-210.342,2.169225,1
1.1031,167.269,182.549,-5.079,-0.793,350.160,-210.342,2.169225,0
1.1080,167.269,182.374,-34.629,-0.511,349.800,-134.565,2.169225,0
1.1131,167.269,180.945,-158.371,-0.793,349.450,-97.012,2.169225,0
1.1180,167.269,180.945,-158.371,-0.793,349.800,-19.289,3.907558,1
1.1231,149.269,179.714,-197.156,-0.735,350.510,49.531,3.907558,0
1.1281,149.269,176.593,-297.812,-1.806,351.560,111.338,3.907558,0
1.1341,149.269,173.890,-377.229,-0.926,353.320,203.422,3.907558,0
1.1390,149.269,171.230,-411.396,-0.345,353.320,203.422,4.875926,1
1.1441,125.269,168.483,-419.707,-0.179,355.080,240.588,4.875926,0
1.1491,125.269,165.296,-524.980,-2.096,357.540,337.738,4.875926,0
1.1540,125.269,161.449,-601.627,-0.951,0.000,376.854,4.875926,0
1.1590,125.269,161.449,-601.627,-0.951,3.520,480.957,5.318635,1
1.1641,106.373,153.053,-637.641,-0.220,7.030,530.584,5.318635,0
1.1691,106.373,153.053,-637.641,-0.220,7.030,530.584,5.318635,0
1.1741,106.373,143.866,-729.063,-0.569,10.200,522.721,5.318635,0
1.1791,106.373,138.964,-737.374,-0.278,14.410,624.216,4.776467,1
1.1841,93.476,134.129,-717.058,0.361,18.630,662.078,4.776467,0
1.1890,93.476,134.129,-717.058,0.361,22.500,655.069,4.776467,0
1.1941,93.476,124.612,-713.364,0.129,26.720,677.176,4.776467,0
1.1991,93.476,119.952,-689.354,0.245,26.720,677.176,3.500416,1
1.2041,74.580,115.468,-645.029,0.785,31.290,697.333,3.500416,0
1.2091,74.580,111.139,-646.876,-0.353,35.160,694.305,3.500416,0
1.2141,74.580,106.787,-657.957,-0.403,39.730,727.694,3.500416,0
1.2191,74.580,102.347,-650.569,-0.037,43.590,685.479,1.762422,1
1.2251,49.683,102.347,-650.569,-0.037,48.160,714.781,1.762422,0
1.2301,49.683,93.093,-671.809,-1.449,52.030,687.985,1.762422,0
1.2351,49.683,93.093,-671.809,-1.449,52.030,687.985,1.762422,0
1.2400,49.683,88.434,-711.517,-0.718,56.600,722.140,-0.823069,1
1.2451,19.683,78.785,-724.445,0.195,61.170,743.339,-0.823069,0
1.2501,19.683,73.708,-798.321,-2.096,65.740,753.898,-0.823069,0
1.2551,19.683,68.037,-875.891,-1.084,70.660,792.003,-0.823069,0
1.2601,19.683,62.081,-900.824,-0.311,75.230,772.303,-2.776887,1
1.2651,-10.317,62.081,-900.824,-0.311,75.230,772.303,-2.776887,0
1.2701,-10.317,49.882,-958.078,-1.914,80.510,811.903,-2.776887,0
1.2751,-10.317,43.178,-1014.408,-1.191,85.430,835.113,-2.776887,0
1.2801,-10.317,36.277,-1035.647,-0.345,90.000,793.922,-3.073565,1
1.2851,-40.317,29.375,-1026.413,0.295,94.220,747.346,-3.073565,0
1.2901,-40.317,22.408,-1074.432,-1.316,98.440,726.106,-3.073565,0
1.2951,-40.317,15.023,-1108.600,-0.560,98.440,726.106,-3.073565,0
1.3001,-40.317,15.023,-1108.600,-0.560,101.950,652.757,-2.580564,1
1.3051,-64.317,7.506,-1109.523,-0.037,104.770,559.003,-2.580564,0
1.3110,-64.317,0.099,-1089.207,0.378,107.230,488.809,-2.580564,0
1.3161,-64.317,-15.660,-1091.054,-0.004,108.980,388.379,-2.580564,0
1.3211,-64.317,-22.870,-1071.662,0.353,110.040,281.438,-3.002811,1
1.3261,-82.317,-29.749,-1012.561,0.926,110.390,170.229,-3.002811,0
1.3311,-82.317,-36.343,-981.164,0.120,110.390,170.229,-3.002811,0
1.3361,-82.317,-42.761,-951.614,0.353,110.390,85.115,-3.002811,0
1.3411,-82.317,-48.915,-900.824,0.843,110.390,42.557,-2.012549,1
1.3461,-94.317,-48.915,-900.824,0.843,109.340,-66.390,-2.012549,0
1.3511,-94.317,-54.630,-830.642,1.424,107.930,-150.775,-2.012549,0
1.3561,-94.317,-65.004,-742.914,0.718,106.170,-221.717,-2.012549,0
1.3611,-94.317,-69.729,-692.125,0.702,106.170,-221.717,0.154863,1
1.3661,-100.317,-74.037,-621.943,1.158,104.410,-249.029,0.154863,0
1.3711,-100.317,-77.972,-573.923,0.760,101.950,-342.761,0.154863,0
1.3760,-100.317,-77.972,-573.923,0.760,99.140,-406.995,0.154863,0
1.3811,-100.317,-84.961,-476.038,0.909,96.330,-438.658,1.436843,1
1.3861,-100.317,-87.928,-419.707,0.942,93.520,-449.422,1.436843,0
1.3911,-100.317,-90.478,-353.219,0.992,93.520,-449.422,1.436843,0
1.3972,-100.317,-92.940,-299.659,0.677,90.000,-518.735,1.436843,0
1.4021,-100.317,-94.698,-250.716,0.751,86.130,-577.319,-0.125053,1
1.4071,-94.317,-94.698,-250.716,0.751,82.270,-619.718,-0.125053,0
1.4121,-94.317,-97.204,-129.745,1.341,78.400,-633.384,-0.125053,0
1.4171,-94.317,-97.753,-52.175,1.324,73.480,-726.827,-0.125053,0
1.4221,-94.317,-97.841,5.079,0.801,68.910,-744.021,-1.534958,1
1.4271,-82.317,-97.841,5.079,0.801,68.910,-744.021,-1.534958,0
1.4321,-82.317,-97.665,31.859,0.453,63.280,-828.496,-1.534958,0
1.4371,-82.317,-96.237,156.525,0.884,57.660,-895.284,-1.534958,0
1.4421,-82.317,-95.028,193.462,0.536,51.680,-946.657,-3.101327,1
1.4471,-64.317,-93.643,211.008,0.461,45.700,-971.455,-3.101327,0
1.4521,-64.317,-91.885,298.736,1.548,39.020,-1042.808,-3.101327,0
1.4572,-64.317,-89.577,367.071,1.000,39.020,-1042.808,-3.101327,0
1.4621,-64.317,-86.939,401.238,0.751,31.290,-1150.012,-3.690000,1
1.4671,-52.317,-84.126,415.090,0.295,23.910,-1188.062,-3.690000,0
1.4721,-52.317,-81.137,459.416,0.959,15.820,-1286.632,-3.690000,0
1.4771,-52.317,-77.884,488.966,0.519,8.090,-1288.302,-3.690000,0
1.4821,-52.317,-74.543,495.430,0.162,0.000,-1306.164,-3.441918,1
1.4881,-46.317,-70.740,484.349,-0.071,351.910,-1343.151,-3.441918,0
1.4931,-46.317,-67.597,470.497,0.037,351.910,-1343.151,-3.441918,0
1.4981,-46.317,-64.520,458.492,-0.154,343.830,-1335.440,-3.441918,0
1.5031,-46.317,-61.597,427.095,-0.386,335.390,-1377.332,-2.451853,1
1.5081,-46.317,-61.597,427.095,-0.386,327.660,-1328.941,-2.451853,0
1.5131,-46.317,-56.520,339.367,-0.710,319.920,-1307.244,-2.451853,0
1.5181,-46.317,-54.410,294.118,-0.602,312.890,-1232.377,-2.451853,0
1.5231,-46.317,-52.630,247.946,-0.668,312.890,-1232.377,-1.108263,1
1.5281,-40.317,-51.135,209.161,-0.477,305.860,-1178.233,-1.108263,0
1.5331,-40.317,-49.838,192.539,-0.029,299.530,-1145.904,-1.108263,0
1.5381,-40.317,-48.607,182.381,-0.021,293.550,-1072.161,-1.108263,0
1.5431,-40.317,-47.420,175.917,0.129,287.580,-1033.800,0.025490,1
1.5481,-28.317,-46.299,159.295,-0.187,281.950,-986.904,0.025490,0
1.5531,-28.317,-46.299,159.295,-0.187,281.950,-986.904,0.025490,0
1.5581,-28.317,-43.618,233.171,0.743,276.680,-918.202,0.025490,0
1.5631,-28.317,-41.970,246.099,0.320,271.410,-913.263,-0.823887,1
1.5681,-16.478,-40.255,254.410,0.203,266.840,-837.996,-0.823887,0
1.5741,-16.478,-38.035,307.047,1.034,261.910,-827.624,-0.823887,0
1.5791,-16.478,-35.859,335.674,0.444,258.050,-730.108,-0.823887,0
1.5841,-16.478,-35.859,335.674,0.444,253.830,-724.976,-1.356455,1
1.5892,-10.639,-31.178,349.525,0.112,253.830,-724.976,-1.356455,0
1.5941,-10.639,-28.826,351.372,0.145,250.310,-647.493,-1.356455,0
1.5991,-10.639,-26.430,360.607,0.012,247.150,-593.082,-1.356455,0
1.6041,-10.639,-24.122,343.985,0.071,243.980,-561.463,-1.622460,1
1.6091,-10.800,-24.122,343.985,0.071,241.520,-485.695,-1.622460,0
1.6141,-10.800,-19.836,292.271,-0.594,239.060,-447.922,-1.622460,0
1.6191,-10.800,-19.836,292.271,-0.594,239.060,-447.922,-1.622460,0
1.6241,-10.800,-18.056,257.180,-0.511,236.600,-427.110,-2.313496,1
1.6291,-16.961,-15.177,185.151,-0.511,234.840,-361.058,-2.313496,0
1.6341,-16.961,-15.177,185.151,-0.511,232.380,-386.970,-2.313496,0
1.6391,-16.961,-13.748,39.247,-1.142,230.270,-368.754,-2.313496,0
1.6441,-16.961,-13.748,39.247,-1.142,228.160,-360.069,-3.057812,1
1.6494,-29.122,-13.902,-33.706,-0.378,225.700,-383.569,-3.057812,0
1.6541,-29.122,-13.902,-33.706,-0.378,225.700,-383.569,-3.057812,0
1.6591,-29.122,-15.397,-162.989,-0.951,222.890,-427.359,-3.057812,0
1.6651,-29.122,-16.847,-195.309,-0.627,220.430,-419.714,-3.098131,1
1.6701,-47.283,-18.232,-211.931,-0.270,218.320,-385.161,-3.098131,0
1.6751,-47.283,-18.232,-211.931,-0.270,215.160,-455.711,-3.098131,0
1.6801,-47.283,-19.990,-298.736,-1.839,213.050,-403.484,-3.098131,0
1.6851,-47.283,-24.892,-407.702,-0.494,213.050,-403.484,-3.617122,1
1.6901,-71.444,-27.639,-414.167,-0.104,210.230,-422.804,-3.617122,0
1.6951,-71.444,-27.639,-414.167,-0.104,207.420,-460.899,-3.617122,0
1.7001,-71.444,-30.826,-524.980,-2.072,204.610,-465.401,-3.617122,0
1.7051,-71.444,-38.892,-645.029,-0.585,201.090,-526.387,-3.224818,1
1.7101,-89.605,-43.178,-641.335,-0.253,198.280,-496.144,-3.224818,0
1.7151,-89.605,-43.178,-641.335,-0.253,198.280,-496.144,-3.224818,0
1.7201,-89.605,-52.454,-729.063,-0.652,195.120,-509.465,-3.224818,0
1.7251,-89.605,-57.355,-736.450,-0.046,191.950,-521.844,-3.332588,1
1.7301,-101.766,-62.191,-713.364,0.303,189.140,-495.730,-3.332588,0
1.7351,-101.766,-66.982,-717.981,-0.212,186.330,-480.455,-3.332588,0
1.7401,-101.766,-71.752,-703.206,0.120,183.870,-443.522,-3.332588,0
1.7451,-101.766,-71.752,-703.206,0.120,183.870,-443.522,-3.533767,1
1.7512,-107.927,-76.433,-677.349,0.311,181.050,-445.553,-3.533767,0
1.7561,-107.927,-81.444,-616.402,0.976,178.950,-403.962,-3.533767,0
1.7611,-107.927,-89.027,-534.215,0.552,177.190,-352.971,-3.533767,0
1.7661,-107.927,-92.368,-479.731,0.627,175.430,-323.070,-3.485920,1
1.7711,-108.088,-95.335,-426.171,0.834,174.020,-278.873,-3.485920,0
1.7761,-108.088,-95.335,-426.171,0.834,172.970,-227.019,-3.485920,0
1.7812,-108.088,-100.105,-311.664,0.801,172.970,-227.019,-3.485920,0
1.7861,-108.088,-100.105,-311.664,0.801,172.270,-170.895,-3.852529,1
1.7911,-102.250,-103.490,-207.314,0.660,171.910,-115.458,-3.852529,0
1.7961,-102.250,-104.633,-150.984,1.167,171.910,-57.729,-3.852529,0
1.8011,-102.250,-105.292,-69.720,1.133,171.910,-28.864,-3.852529,0
1.8061,-102.250,-105.468,-4.156,0.602,172.970,73.873,-4.479372,1
1.8111,-90.411,-105.468,-4.156,0.602,172.970,73.873,-4.479372,0
1.8161,-90.411,-104.808,111.276,1.333,174.020,122.500,-4.479372,0
1.8211,-90.411,-103.885,153.754,0.926,175.780,210.839,-4.479372,0
1.8261,-90.411,-102.698,188.845,0.536,177.540,252.529,-5.118149,1
1.8311,-84.572,-101.336,208.238,0.378,179.650,301.570,-5.118149,0
1.8361,-84.572,-99.841,226.707,0.660,181.760,324.595,-5.118149,0
1.8421,-84.572,-97.929,251.640,0.403,184.570,400.260,-5.118149,0
1.8471,-84.572,-97.929,251.640,0.403,184.570,400.260,-5.948415,1
1.8521,-84.733,-96.193,260.874,0.037,187.380,418.666,-5.948415,0
1.8571,-84.733,-92.896,236.865,-0.278,189.490,397.750,-5.948415,0
1.8621,-84.733,-91.401,213.778,-0.311,192.300,434.191,-5.948415,0
