time_s,target_angle_deg,motor_angle_deg,motor_vel_deg_s,motor_torque_nm,pole_angle_deg,pole_vel_deg_s,policy_action,policy_updated
2.3826,-20.977,38.673,-1048.576,-0.627,238.010,-468.574,-1.990613,0
2.3875,-20.977,38.673,-1048.576,-0.627,236.950,-321.151,-1.990613,0
2.3926,-20.977,24.496,-1063.351,0.029,236.600,-190.222,-5.896728,1
2.3976,-50.977,17.529,-1031.954,0.610,236.950,-65.894,-5.896728,0
2.4026,-50.977,10.605,-1053.193,-1.117,238.010,55.445,-5.896728,0
2.4075,-50.977,10.605,-1053.193,-1.117,240.120,203.486,-5.896728,0
2.4126,-50.977,-3.901,-1097.518,-0.162,240.120,203.486,-7.417751,1
2.4176,-80.977,-11.067,-1067.045,0.635,242.580,294.089,-7.417751,0
2.4226,-80.977,-11.067,-1067.045,0.635,245.740,429.166,-7.417751,0
2.4275,-80.977,-18.232,-1092.901,-0.876,249.960,566.120,-7.417751,0
2.4326,-80.977,-33.288,-1121.528,-0.145,254.530,664.509,-6.235661,1
2.4376,-110.977,-40.739,-1097.518,0.677,259.800,764.268,-6.235661,0
2.4425,-110.977,-40.739,-1097.518,0.677,259.800,764.268,-6.235661,0
2.4486,-110.977,-48.124,-1105.830,-0.760,265.430,845.535,-6.235661,0
2.4536,-110.977,-64.432,-1133.533,0.253,271.760,953.301,-4.450202,1
2.4586,-134.977,-71.883,-1092.901,0.818,278.090,986.492,-4.450202,0
2.4636,-134.977,-71.883,-1092.901,0.818,284.410,1051.643,-4.450202,0
2.4686,-134.977,-86.214,-1083.667,-0.112,290.390,1021.871,-4.450202,0
2.4736,-134.977,-93.401,-1052.270,0.394,296.370,1010.735,-1.453830,1
2.4787,-152.977,-100.149,-997.786,1.034,296.370,1010.735,-1.453830,0
2.4836,-152.977,-106.677,-971.006,0.137,301.640,934.237,-1.453830,0
2.4885,-152.977,-106.677,-971.006,0.137,306.560,886.807,-1.453830,0
2.4935,-152.977,-113.029,-946.073,0.270,311.130,822.819,1.903355,1
2.4986,-164.977,-124.876,-837.106,1.241,315.350,764.102,1.903355,0
2.5036,-164.977,-130.283,-790.934,0.519,318.870,676.302,1.903355,0
2.5086,-164.977,-135.338,-752.149,0.552,318.870,676.302,1.903355,0
2.5136,-164.977,-140.129,-695.818,0.959,321.680,570.022,4.398070,1
2.5186,-170.977,-144.525,-629.330,1.175,324.490,521.182,4.398070,0
2.5236,-170.977,-148.547,-583.158,0.527,326.950,465.692,4.398070,0
2.5286,-170.977,-148.547,-583.158,0.527,328.360,350.527,4.398070,0
2.5336,-170.977,-155.603,-471.420,0.643,330.120,319.310,5.649724,1
2.5396,-170.977,-155.603,-471.420,0.643,331.170,248.314,5.649724,0
2.5446,-170.977,-161.405,-350.449,0.868,331.170,248.314,5.649724,0
2.5496,-170.977,-161.405,-350.449,0.868,332.230,210.741,5.649724,0
2.5546,-170.977,-165.318,-246.099,0.477,332.580,135.181,4.782683,1
2.5596,-164.977,-165.318,-246.099,0.477,332.930,96.755,4.782683,0
2.5645,-164.977,-166.746,-197.156,0.726,332.930,48.378,4.782683,0
2.5696,-164.977,-168.373,-51.251,1.100,332.930,24.189,4.782683,0
2.5746,-164.977,-168.461,9.696,0.585,332.930,24.189,3.756229,1
2.5796,-152.977,-168.263,39.247,0.353,332.580,-15.388,3.756229,0
2.5846,-152.977,-167.735,105.735,1.366,331.880,-69.777,3.756229,0
2.5895,-152.977,-167.735,105.735,1.366,330.820,-123.564,3.756229,0
2.5946,-152.977,-165.559,184.228,0.511,329.410,-179.591,2.981640,1
2.5996,-134.977,-164.197,213.778,0.411,328.360,-177.023,2.981640,0
2.6045,-134.977,-164.197,213.778,0.411,328.360,-177.023,2.981640,0
2.6095,-134.977,-162.438,302.429,1.673,326.950,-204.482,2.981640,0
2.6146,-134.977,-157.471,404.932,0.668,325.200,-250.327,2.521029,1
2.6196,-110.977,-154.680,416.937,0.170,323.090,-300.404,2.521029,0
2.6256,-110.977,-150.855,536.062,1.980,320.980,-325.233,2.521029,0
2.6306,-110.977,-146.943,612.708,1.092,318.520,-365.852,2.521029,0
2.6356,-110.977,-146.943,612.708,1.092,315.350,-450.344,1.929541,1
2.6407,-80.977,-138.459,637.641,-0.095,315.350,-450.344,1.929541,0
2.6456,-80.977,-133.843,739.220,2.453,312.190,-484.060,1.929541,0
2.6506,-80.977,-128.480,825.101,1.191,309.020,-510.360,1.929541,0
2.6556,-80.977,-128.480,825.101,1.191,305.160,-577.762,1.365132,1
2.6606,-50.977,-117.029,862.963,0.079,300.590,-669.986,1.365132,0
2.6656,-50.977,-111.029,934.992,2.030,296.370,-687.770,1.365132,0
2.6707,-50.977,-104.457,1007.021,1.150,296.370,-687.770,1.365132,0
2.6756,-50.977,-104.457,1007.021,1.150,291.450,-746.846,0.787980,1
2.6806,-20.977,-90.808,1016.255,-0.203,286.170,-814.520,0.787980,0
2.6856,-20.977,-83.884,1067.968,1.474,280.900,-850.061,0.787980,0
2.6906,-20.977,-76.609,1106.753,0.834,275.620,-865.585,0.787980,0
2.6956,-20.977,-69.114,1113.217,-0.029,270.350,-872.155,0.029687,1
2.7007,3.023,-61.685,1089.207,-0.552,270.350,-872.155,0.029687,0
2.7056,3.023,-54.366,1092.901,0.527,265.780,-810.509,0.029687,0
2.7106,3.023,-47.047,1094.748,0.195,261.210,-792.884,0.029687,0
2.7166,3.023,-47.047,1094.748,0.195,256.990,-748.457,-0.739932,1
2.7216,21.023,-31.639,1019.025,-1.108,253.120,-697.662,-0.739932,0
2.7266,21.023,-25.045,982.087,-0.303,250.660,-552.362,-0.739932,0
2.7316,21.023,-18.606,949.767,-0.544,247.850,-511.576,-0.739932,0
2.7365,21.023,-18.606,949.767,-0.544,247.850,-511.576,-0.328911,1
2.7416,33.023,-12.451,910.982,-0.967,245.740,-421.689,-0.328911,0
2.7466,33.023,-6.737,832.489,-1.316,244.340,-334.855,-0.328911,0
2.7516,33.023,3.616,737.374,-0.760,242.930,-284.748,-0.328911,0
2.7566,33.023,8.363,692.125,-0.826,241.880,-229.838,-0.932334,1
2.7616,39.023,12.671,626.560,-0.951,241.170,-173.974,-0.932334,0
2.7666,39.023,16.605,577.617,-0.702,241.170,-173.974,-0.932334,0
2.7716,39.023,16.605,577.617,-0.702,240.470,-144.578,-0.932334,0
2.7766,39.023,23.529,476.038,-1.000,240.120,-101.771,-2.223609,1
2.7816,39.023,26.452,415.090,-0.934,240.120,-50.886,-2.223609,0
2.7866,39.023,29.024,360.607,-0.660,240.120,-25.443,-2.223609,0
2.7915,39.023,29.024,360.607,-0.660,240.120,-12.721,-2.223609,0
2.7976,39.023,31.200,301.506,-0.834,240.470,23.044,-3.410873,1
2.8027,33.023,33.288,243.329,-0.843,240.470,23.044,-3.410873,0
2.8076,33.023,35.793,124.204,-1.233,240.470,11.522,-3.410873,0
2.8126,33.023,36.321,46.634,-1.324,240.820,35.808,-3.410873,0
2.8176,33.023,36.321,46.634,-1.324,241.170,47.045,-3.754833,1
2.8226,21.023,36.167,-31.859,-0.428,241.880,82.793,-3.754833,0
2.8276,21.023,36.167,-31.859,-0.428,242.580,99.707,-3.754833,0
2.8326,21.023,34.738,-162.065,-0.917,242.580,99.707,-3.754833,0
2.8376,21.023,33.529,-194.386,-0.751,242.930,78.726,-3.583772,1
2.8426,3.023,32.167,-206.391,-0.187,243.630,97.509,-3.583772,0
2.8476,3.023,30.430,-293.195,-1.955,244.340,108.509,-3.583772,0
2.8526,3.023,28.145,-365.224,-0.992,245.390,141.662,-3.583772,0
2.8576,3.023,25.529,-401.238,-0.477,246.450,159.238,-4.498636,1
2.8627,-20.977,25.529,-401.238,-0.477,246.450,159.238,-4.498636,0
2.8676,-20.977,22.760,-416.014,-0.303,247.850,193.376,-4.498636,0
2.8726,-20.977,19.573,-529.598,-2.254,248.910,187.319,-4.498636,0
2.8776,-20.977,11.462,-638.565,-0.403,250.660,239.709,-5.483079,1
2.8826,-50.977,7.132,-642.258,-0.195,252.770,296.029,-5.483079,0
2.8886,-50.977,7.132,-642.258,-0.195,254.530,291.789,-5.483079,0
2.8936,-50.977,-3.901,-843.570,-1.250,256.990,354.641,-5.483079,0
2.8986,-50.977,-9.704,-878.661,-0.453,256.990,354.641,-5.903579,1
2.9036,-80.977,-15.506,-868.503,0.154,259.800,395.113,-5.903579,0
2.9086,-80.977,-21.551,-931.298,-1.723,262.620,452.118,-5.903579,0
2.9136,-80.977,-21.551,-931.298,-1.723,266.480,547.386,-5.903579,0
2.9186,-80.977,-34.892,-1021.796,-0.145,270.000,566.915,-5.340465,1
2.9236,-106.809,-41.684,-1010.714,0.403,273.870,605.183,-5.340465,0
2.9286,-106.809,-41.684,-1010.714,0.403,273.870,605.183,-5.340465,0
2.9336,-106.809,-55.553,-1062.427,-0.453,278.090,646.462,-5.340465,0
2.9386,-106.809,-62.652,-1058.734,-0.012,281.950,654.064,-3.835976,1
2.9436,-126.641,-69.576,-1024.566,0.552,286.170,678.526,-3.835976,0
2.9486,-126.641,-76.345,-1009.791,-0.228,290.390,689.599,-3.835976,0
2.9536,-126.641,-83.071,-1005.174,0.021,294.260,668.170,-3.835976,0
2.9586,-126.641,-89.643,-971.006,0.436,294.260,668.170,-1.476433,1
2.9636,-140.473,-95.929,-909.135,1.067,297.770,610.013,-1.476433,0
2.9686,-140.473,-101.841,-870.350,0.469,300.940,585.796,-1.476433,0
2.9736,-140.473,-101.841,-870.350,0.469,303.750,526.496,-1.476433,0
2.9796,-140.473,-113.666,-761.383,1.117,305.860,439.068,1.711418,1
2.9846,-148.305,-118.436,-690.278,1.258,307.970,395.167,1.711418,0
2.9896,-148.305,-118.436,-690.278,1.258,309.380,315.208,1.711418,0
2.9946,-148.305,-122.788,-635.794,0.453,309.380,315.208,1.711418,0
2.9996,-148.305,-130.524,-536.985,0.942,310.780,272.409,4.169727,1
3.0046,-150.137,-133.799,-469.574,1.050,311.840,226.091,4.169727,0
3.0096,-150.137,-136.722,-417.860,0.834,312.540,171.401,4.169727,0
3.0146,-150.137,-139.316,-370.765,0.569,313.240,143.683,4.169727,0
3.0196,-150.137,-141.580,-313.511,0.743,313.590,100.976,5.156575,1
3.0247,-145.969,-143.470,-267.338,0.776,313.590,100.976,5.156575,0
3.0306,-145.969,-145.185,-195.309,0.859,313.950,80.246,5.156575,0
3.0356,-145.969,-146.218,-129.745,0.818,314.300,69.320,5.156575,0
3.0406,-145.969,-146.877,-79.878,1.009,314.300,34.660,4.506000,1
3.0456,-135.801,-147.185,-33.706,0.685,314.300,17.330,4.506000,0
3.0506,-135.801,-147.185,-33.706,0.685,314.300,8.665,4.506000,0
3.0556,-135.801,-146.393,110.352,0.876,314.300,4.332,4.506000,0
3.0606,-135.801,-145.536,142.673,0.336,314.300,4.332,3.990191,1
3.0656,-119.633,-144.525,160.218,0.394,313.950,-25.094,3.990191,0
3.0706,-119.633,-143.184,234.094,1.698,313.590,-44.928,3.990191,0
3.0756,-119.633,-143.184,234.094,1.698,312.890,-80.656,3.990191,0
3.0806,-119.633,-139.162,331.980,0.536,312.540,-69.579,3.692303,1
3.0856,-97.465,-136.832,355.066,0.428,311.840,-92.882,3.692303,0
3.0906,-97.465,-136.832,355.066,0.428,311.840,-92.882,3.692303,0
3.0956,-97.465,-134.085,457.569,2.121,311.130,-104.784,3.692303,0
3.1006,-97.465,-126.964,567.459,0.660,309.730,-170.926,3.347728,1
3.1056,-69.296,-123.073,573.000,0.212,308.670,-173.825,3.347728,0
3.1106,-69.296,-118.787,683.814,2.204,307.270,-203.236,3.347728,0
3.1156,-69.296,-113.886,761.383,1.349,305.510,-246.399,3.347728,0
3.1216,-69.296,-107.754,800.168,0.461,303.400,-301.383,2.936731,1
3.1267,-39.296,-102.413,793.704,-0.154,303.400,-301.383,2.936731,0
3.1316,-39.296,-102.413,793.704,-0.154,300.940,-351.331,2.936731,0
3.1366,-39.296,-96.808,874.044,2.013,298.120,-416.121,2.936731,0
3.1416,-39.296,-90.632,939.609,1.266,294.960,-472.080,2.505365,1
3.1466,-9.296,-77.730,958.078,-0.187,291.800,-498.084,2.505365,0
3.1516,-9.296,-71.092,1018.102,1.548,288.280,-543.761,2.505365,0
3.1567,-9.296,-64.059,1069.815,0.926,288.280,-543.761,2.505365,0
3.1616,-9.296,-64.059,1069.815,0.926,284.410,-590.763,1.714474,1
3.1666,20.704,-49.728,1059.657,-0.428,280.550,-620.403,1.714474,0
3.1716,20.704,-49.728,1059.657,-0.428,277.030,-603.109,1.714474,0
3.1766,20.704,-42.563,1086.437,1.067,273.160,-624.324,1.714474,0
3.1816,20.704,-27.441,1127.992,0.079,269.650,-603.768,0.694214,1
3.1870,44.704,-20.012,1103.983,-0.544,266.480,-562.985,0.694214,0
3.1916,44.704,-20.012,1103.983,-0.544,266.480,-562.985,0.694214,0
3.1966,44.704,-12.693,1098.442,0.369,263.320,-548.815,0.694214,0
3.2016,44.704,2.121,1079.050,-0.403,260.860,-479.613,0.293024,1
3.2076,62.704,10.187,1016.255,-1.092,259.100,-386.496,0.293024,0
3.2126,62.704,16.781,980.241,-0.361,257.340,-337.737,0.293024,0
3.2176,62.704,23.177,948.843,-0.544,255.940,-286.997,0.293024,0
3.2226,62.704,29.309,896.207,-0.768,255.940,-286.997,0.468790,1
3.2276,74.704,29.309,896.207,-0.768,255.230,-199.509,0.468790,0
3.2326,74.704,40.299,775.235,-0.643,254.880,-130.725,0.468790,0
3.2376,74.704,45.332,741.991,-0.569,254.180,-123.637,0.468790,0
3.2426,74.704,50.036,688.431,-0.984,254.180,-61.818,-0.709815,1
3.2476,80.704,50.036,688.431,-0.984,254.530,-1.658,-0.709815,0
3.2526,80.704,54.366,621.943,-1.150,254.530,-1.658,-0.709815,0
3.2576,80.704,58.278,572.076,-0.585,255.230,56.861,-0.709815,0
3.2626,80.704,65.180,472.344,-0.818,256.290,117.986,-2.387037,1
3.2676,80.704,68.103,417.860,-0.868,257.340,146.358,-2.387037,0
3.2726,80.704,70.653,365.224,-0.951,258.750,191.294,-2.387037,0
3.2776,80.704,72.851,308.894,-0.876,260.510,241.732,-2.387037,0
3.2826,80.704,74.697,259.027,-0.743,260.510,241.732,-1.185551,1
3.2876,74.704,76.213,208.238,-0.751,262.620,285.242,-1.185551,0
3.2936,74.704,76.213,208.238,-0.751,264.380,300.360,-1.185551,0
3.2986,74.704,77.950,42.940,-1.142,267.190,384.291,-1.185551,0
3.3036,74.704,77.994,-10.620,-0.602,269.650,396.976,-0.219991,1
3.3086,62.704,77.994,-10.620,-0.602,272.460,433.006,-0.219991,0
3.3136,62.704,77.774,-41.093,-0.328,275.270,450.787,-0.219991,0
3.3187,62.704,76.323,-158.371,-1.042,275.270,450.787,-0.219991,0
3.3236,62.704,75.136,-191.616,-0.411,278.790,515.750,-0.437494,1
3.3287,44.704,73.796,-210.085,-0.428,282.660,581.401,-0.437494,0
3.3336,44.704,73.796,-210.085,-0.428,286.520,613.242,-0.437494,0
3.3386,44.704,69.729,-367.071,-1.258,291.450,718.108,-0.437494,0
3.3436,44.704,67.136,-404.009,-0.685,296.020,740.220,-0.401957,1
3.3487,20.704,67.136,-404.009,-0.685,296.020,740.220,-0.401957,0
3.3536,20.704,61.223,-520.363,-2.063,301.290,797.373,-0.401957,0
3.3586,20.704,57.355,-604.397,-1.142,306.560,850.762,-0.401957,0
3.3636,20.704,53.179,-641.335,-0.627,312.540,923.300,-0.139508,1
3.3686,-2.790,48.849,-645.029,-0.012,318.520,961.427,-0.139508,0
3.3736,-2.790,44.167,-726.292,-1.690,324.490,971.945,-0.139508,0
3.3787,-2.790,39.046,-776.158,-0.834,324.490,971.945,-0.139508,0
3.3846,-2.790,39.046,-776.158,-0.834,330.820,1010.643,-0.223124,1
3.3897,-20.284,27.683,-781.699,0.295,337.500,1034.537,-0.223124,0
3.3946,-20.284,22.430,-795.551,-0.536,343.480,1050.554,-0.223124,0
3.3996,-20.284,17.089,-803.862,-0.328,349.450,1026.198,-0.223124,0
3.4046,-20.284,17.089,-803.862,-0.328,355.430,1009.001,-0.404972,1
3.4096,-31.778,6.627,-761.383,0.511,1.050,970.886,-0.404972,0
3.4146,-31.778,1.681,-732.756,0.237,1.050,970.886,-0.404972,0
3.4196,-31.778,1.681,-732.756,0.237,6.680,953.335,-0.404972,0
3.4246,-31.778,-3.132,-715.211,0.170,12.300,948.154,-0.610470,1
3.4296,-37.271,-11.880,-604.397,1.034,17.580,914.500,-0.610470,0
3.4346,-37.271,-15.792,-565.612,0.577,22.500,868.648,-0.610470,0
3.4396,-37.271,-19.331,-517.593,0.577,27.070,813.757,-0.610470,0
3.4446,-37.271,-22.540,-469.574,0.660,27.070,813.757,0.007279,1
3.4496,-36.765,-25.375,-408.626,0.893,31.290,739.492,0.007279,0
3.4546,-36.765,-27.859,-348.602,0.959,35.160,714.621,0.007279,0
3.4596,-36.765,-29.925,-289.501,0.710,39.020,678.614,0.007279,0
3.4646,-36.765,-31.639,-237.788,0.810,42.190,603.878,1.524853,1
3.4696,-30.259,-33.068,-193.462,0.486,45.350,559.815,1.524853,0
3.4756,-30.259,-34.145,-102.041,1.632,47.460,459.415,1.524853,0
3.4807,-30.259,-34.497,-33.706,1.200,47.460,459.415,1.524853,0
3.4856,-30.259,-34.497,-33.706,1.200,49.220,373.978,3.542029,1
3.4906,-17.753,-34.145,51.251,0.602,50.620,303.073,3.542029,0
3.4956,-17.753,-34.145,51.251,0.602,51.330,211.917,3.542029,0
3.5006,-17.753,-32.540,168.529,0.751,52.030,164.281,3.542029,0
3.5056,-17.753,-32.540,168.529,0.751,52.030,82.140,4.908492,1
3.5107,0.754,-31.244,202.697,0.743,52.030,82.140,4.908492,0
3.5156,0.754,-29.793,223.936,0.253,52.030,41.070,4.908492,0
3.5206,0.754,-25.507,384.616,0.967,51.680,-9.484,4.908492,0
3.5256,0.754,-25.507,384.616,0.967,50.270,-122.340,4.805663,1
3.5307,25.260,-19.858,437.253,0.179,48.870,-177.594,4.805663,0
3.5356,25.260,-16.517,548.067,2.113,47.110,-235.614,4.805663,0
3.5407,25.260,-12.517,628.407,0.967,47.110,-235.614,4.805663,0
3.5457,25.260,-12.517,628.407,0.967,45.000,-289.744,4.583148,1
3.5506,55.260,-3.704,662.574,0.137,42.540,-347.939,4.583148,0
3.5556,55.260,1.154,767.847,2.229,40.430,-355.769,4.583148,0
3.5616,55.260,1.154,767.847,2.229,37.270,-440.913,4.583148,0
3.5666,55.260,13.550,883.278,0.345,34.100,-481.022,4.320033,1
3.5716,85.260,13.550,883.278,0.345,30.940,-505.579,4.320033,0
3.5766,85.260,25.595,949.767,1.806,28.830,-463.818,4.320033,0
3.5816,85.260,32.211,1012.561,1.059,28.830,-463.818,4.320033,0
3.5866,85.260,39.068,1034.724,0.378,26.020,-464.412,4.137077,1
3.5916,109.260,45.882,1017.178,-0.253,23.200,-470.519,4.137077,0
3.5966,109.260,52.695,1031.030,0.917,20.740,-440.224,4.137077,0
3.6017,109.260,59.685,1050.423,0.369,18.280,-425.673,4.137077,0
3.6066,109.260,66.674,1043.958,-0.286,16.520,-358.197,3.893809,1
3.6116,127.260,73.466,999.633,-0.951,14.770,-354.008,3.893809,0
3.6166,127.260,80.060,983.011,-0.079,14.770,-354.008,3.893809,0
3.6216,127.260,86.500,967.312,-0.361,13.710,-263.962,3.893809,0
3.6266,127.260,92.742,922.987,-0.718,12.300,-252.487,3.410025,1
3.6316,139.260,98.610,858.345,-1.100,11.950,-155.271,3.410025,0
3.6366,139.260,104.149,807.556,-0.519,11.600,-106.928,3.410025,0
3.6416,139.260,109.402,761.383,-0.726,11.600,-53.464,3.410025,0
3.6466,139.260,114.304,705.976,-0.976,11.600,-53.464,2.874742,1
3.6527,145.260,119.425,627.483,-1.225,12.660,56.923,2.874742,0
3.6577,145.260,123.337,571.153,-0.760,13.360,89.595,2.874742,0
3.6626,145.260,123.337,571.153,-0.760,15.120,217.763,2.874742,0
3.6677,145.260,130.173,463.109,-0.917,16.880,261.043,3.098368,1
3.6727,145.260,133.030,404.932,-1.042,19.340,334.747,3.098368,0
3.6776,145.260,135.492,353.219,-0.726,22.500,431.633,3.098368,0
3.6826,145.260,137.624,297.812,-0.810,25.310,450.400,3.098368,0
3.6877,145.260,137.624,297.812,-0.810,25.310,450.400,3.849555,1
3.6927,139.260,140.877,210.085,-0.619,28.830,509.156,3.849555,0
3.6977,139.260,141.954,139.902,-1.225,32.700,587.211,3.849555,0
3.7026,139.260,142.503,49.404,-1.299,36.210,586.645,3.849555,0
3.7076,139.260,142.569,-6.926,-0.735,40.430,643.627,3.965193,1
3.7126,127.260,142.393,-35.553,-0.444,44.650,674.632,3.965193,0
3.7176,127.260,141.888,-100.194,-1.316,48.520,725.170,3.965193,0
3.7226,127.260,141.888,-100.194,-1.316,48.520,725.170,3.965193,0
3.7276,127.260,140.964,-160.218,-0.901,52.730,705.813,3.430582,1
3.7326,109.260,138.349,-208.238,-0.195,56.950,709.670,3.430582,0
3.7376,109.260,138.349,-208.238,-0.195,61.170,708.723,3.430582,0
3.7436,109.260,133.909,-374.458,-1.042,65.390,705.779,3.430582,0
3.7486,109.260,133.909,-374.458,-1.042,69.610,698.798,2.357278,1
3.7536,85.260,128.524,-409.549,-0.129,73.830,704.072,2.357278,0
3.7586,85.260,125.359,-523.134,-2.146,77.340,702.701,2.357278,0
3.7636,85.260,125.359,-523.134,-2.146,77.340,702.701,2.357278,0
3.7686,85.260,121.535,-598.856,-1.084,81.210,667.485,0.345816,1
3.7736,55.260,113.139,-642.258,-0.262,84.730,628.433,0.345816,0
3.7786,55.260,108.479,-744.761,-2.362,88.240,613.805,0.345816,0
3.7836,55.260,103.138,-824.178,-1.441,92.110,629.734,0.345816,0
3.7886,55.260,97.401,-868.503,-0.494,94.920,547.743,-2.336604,1
3.7936,25.260,97.401,-868.503,-0.494,94.920,547.743,-2.336604,0
3.7987,25.260,85.533,-944.226,-1.922,97.730,505.621,-2.336604,0
3.8036,25.260,78.917,-1016.255,-1.042,100.200,461.827,-2.336604,0
3.8086,25.260,72.059,-1034.724,-0.328,101.950,375.974,-2.400892,1
3.8137,-4.740,65.202,-1017.178,0.303,103.010,276.368,-2.400892,0
3.8186,-4.740,58.168,-1066.121,-1.167,103.710,195.842,-2.400892,0
3.8236,-4.740,58.168,-1066.121,-1.167,103.710,195.842,-2.400892,0
3.8286,-4.740,43.134,-1114.141,-0.228,104.060,126.974,-1.400029,1
3.8347,-28.740,34.628,-1084.590,0.751,104.060,63.487,-1.400029,0
3.8396,-28.740,34.628,-1084.590,0.751,103.010,-56.530,-1.400029,0
3.8446,-28.740,27.463,-1079.050,-0.378,100.900,-204.376,-1.400029,0
3.8496,-28.740,20.254,-1082.743,-0.220,98.790,-277.219,1.416365,1
3.8547,-46.740,6.275,-1004.250,0.909,96.330,-343.898,1.416365,0
3.8597,-46.740,-0.297,-980.241,0.004,96.330,-343.898,1.416365,0
3.8646,-46.740,-0.297,-980.241,0.004,93.160,-432.564,1.416365,0
3.8696,-46.740,-12.869,-907.288,0.743,90.000,-485.226,3.871853,1
3.8747,-58.740,-18.627,-837.106,1.266,86.480,-536.345,3.871853,0
3.8796,-58.740,-24.012,-793.704,0.536,82.620,-588.300,3.871853,0
3.8846,-58.740,-24.012,-793.704,0.536,78.400,-648.217,3.871853,0
3.8897,-58.740,-33.925,-693.048,0.976,78.400,-648.217,3.969642,1
3.8947,-64.740,-38.321,-633.024,1.200,74.530,-622.784,3.969642,0
3.8996,-64.740,-42.321,-588.698,0.635,69.960,-724.731,3.969642,0
3.9046,-64.740,-42.321,-588.698,0.635,65.740,-713.523,3.969642,0
3.9097,-64.740,-49.399,-479.731,0.619,60.470,-793.599,2.030190,1
3.9147,-64.740,-52.344,-416.937,0.818,55.550,-800.209,2.030190,0
3.9206,-64.740,-55.245,-348.602,0.901,49.920,-877.176,2.030190,0
3.9256,-64.740,-55.245,-348.602,0.901,49.920,-877.176,2.030190,0
3.9306,-64.740,-59.113,-248.869,0.453,44.300,-900.342,0.320298,1
3.9356,-58.740,-59.113,-248.869,0.453,37.970,-984.718,0.320298,0
3.9406,-58.740,-61.641,-138.056,1.349,31.290,-1052.885,0.320298,0
3.9456,-58.740,-62.191,-53.098,1.067,23.910,-1142.562,0.320298,0
3.9506,-58.740,-62.256,11.543,0.569,16.170,-1211.843,-1.657247,1
3.9557,-46.740,-62.256,11.543,0.569,16.170,-1211.843,-1.657247,0
3.9606,-46.740,-62.037,38.323,0.336,8.090,-1253.468,-1.657247,0
3.9657,-46.740,-60.564,157.448,1.084,359.650,-1359.513,-1.657247,0
3.9706,-46.740,-59.355,186.075,0.453,350.510,-1442.982,-2.660743,1
3.9756,-40.740,-57.992,211.931,0.419,341.020,-1511.441,-2.660743,0
3.9806,-40.740,-56.498,230.400,0.660,331.880,-1507.417,-2.660743,0
3.9856,-40.740,-56.498,230.400,0.660,331.880,-1507.417,-2.660743,0
3.9907,-40.740,-53.069,263.645,0.129,322.730,-1517.322,-2.201759,1
3.9957,-40.740,-51.311,265.491,0.104,313.240,-1555.633,-2.201759,0
4.0007,-40.740,-49.618,243.329,-0.220,304.100,-1538.853,-2.201759,0
4.0057,-40.740,-48.058,223.936,-0.203,295.660,-1471.876,-2.201759,0
4.0116,-40.740,-46.453,190.692,-0.461,286.880,-1453.892,-0.890097,1
4.0166,-34.740,-45.244,170.376,-0.444,278.440,-1443.630,-0.890097,0
4.0220,-34.740,-44.189,163.912,0.361,270.700,-1360.992,-0.890097,0
4.0266,-34.740,-43.090,162.989,0.137,270.700,-1360.992,-0.890097,0
4.0316,-34.740,-43.090,162.989,0.137,263.320,-1303.654,-0.789033,1
4.0366,-22.740,-42.014,152.831,0.004,255.940,-1261.249,-0.789033,0
4.0416,-22.740,-39.794,194.386,0.942,248.910,-1219.898,-0.789033,0
4.0466,-22.740,-38.343,225.783,0.818,242.230,-1168.278,-0.789033,0
4.0517,-22.740,-36.695,254.410,0.453,242.230,-1168.278,-0.072167,1
4.0567,-4.740,-36.695,254.410,0.453,235.900,-1074.667,-0.072167,0
4.0617,-4.740,-32.958,335.674,1.490,229.920,-1075.885,-0.072167,0
4.0666,-4.740,-32.958,335.674,1.490,224.300,-1005.907,-0.072167,0
4.0716,-4.740,-30.452,399.391,1.075,219.380,-912.909,1.177688,1
4.0767,19.260,-24.716,433.559,0.237,214.450,-866.063,1.177688,0
4.0817,19.260,-24.716,433.559,0.237,214.450,-866.063,1.177688,0
4.0866,19.260,-17.463,623.789,1.142,210.940,-720.222,1.177688,0
4.0916,19.260,-13.133,642.258,0.461,207.420,-659.838,2.126163,1
4.0977,42.523,-8.077,647.799,0.037,205.310,-505.624,2.126163,0
4.1027,42.523,-3.550,705.053,1.598,202.850,-458.037,2.126163,0
4.1076,42.523,1.440,763.230,0.810,201.450,-342.868,2.126163,0
4.1126,42.523,1.440,763.230,0.810,200.390,-261.893,2.367863,1
4.1177,59.787,11.836,776.158,-0.154,200.390,-261.893,2.367863,0
4.1227,59.787,17.001,788.163,0.502,199.690,-188.530,2.367863,0
4.1276,59.787,17.001,788.163,0.502,199.340,-123.847,2.367863,0
4.1326,59.787,27.617,784.469,-0.245,199.340,-61.923,2.714867,1
4.1377,71.050,32.760,757.689,-0.536,200.040,27.296,2.714867,0
4.1426,71.050,37.684,733.680,-0.228,200.390,42.847,2.714867,0
4.1476,71.050,37.684,733.680,-0.228,200.390,42.847,2.714867,0
4.1527,71.050,47.047,669.038,-0.859,201.090,78.799,2.383632,1
4.1577,76.314,51.245,608.091,-0.992,201.800,99.087,2.383632,0
4.1627,76.314,55.113,560.995,-0.560,202.500,108.215,2.383632,0
4.1676,76.314,55.113,560.995,-0.560,203.200,112.716,2.383632,0
